policy	round	interaction	rate	joules	win
r1	0	26	24.510100109679396	65.98873106452145	53.59
r1	1	99	20.92434426399874	55.89379632164048	55.85
r1	2	117	21.9751141670988	54.937785417747	63.72
r2	0	31	21.376981986932176	55.166405127566904	63.42
r2	1	74	21.83374121176185	58.39256370587472	57.22
r2	2	105	26.87028744800472	69.34267728517348	62.3
r2	3	117	32.09501981774657	80.23754954436642	56.43
