policy	energy20	avgenergy
oracle	2648.5192198538816	51.215614460930304
r1	2528.7518902014276	50.1754130087562
r2	2615.722464116729	51.8120017287397
r3	2468.8694157461396	48.90165661943759
pessimist	4094.547916404986	79.94227301422548
