task	r0_energy	r0_config	r0_reward	r0_rate	r0_avgrate	r0_rollrate	r1_energy	r1_config	r1_reward	r1_rate	r1_avgrate	r1_rollrate	r2_energy	r2_config	r2_reward	r2_rate	r2_avgrate	r2_rollrate	r3_energy	r3_config	r3_reward	r3_rate	r3_avgrate	r3_rollrate	r4_energy	r4_config	r4_reward	r4_rate	r4_avgrate	r4_rollrate	r5_energy	r5_config	r5_reward	r5_rate	r5_avgrate	r5_rollrate	c0	c1	c2	c3	c4	c5	c6	c7	c8	c9	c10	c11
34	83.824298167815	7	2228.128644173296	83.824298167815	63.660818404951314	65.922332800705	40.5611023531	6	1957.260498118053	40.5611023531	55.92172851765866	63.325859105902694	39.001679079792	1	2160.7611310461853	39.001679079792	61.73603231560529	58.99729879848589	41.997023447508	2	1970.9853453425476	41.997023447508	56.313867009787074	59.616929590444705	83.94637446046801	8	2058.074756351253	83.94637446046801	58.80213589575009	59.9262889026131	31.783724354969998	6	1933.5156479051018	31.783724354969998	55.24330422586005	58.791184951858895	0	1	1	0	0	0	2	1	1	0	0	0
35	88.04581064989199	7	2316.1744548231877	88.04581064989199	64.3381793006441	59.276925736497695	43.335219203136	6	2000.5957173211889	43.335219203136	55.57210325892191	57.469252745086905	39.612289248719996	1	2200.3734202949054	39.612289248719996	61.12148389708071	52.83124427769909	35.47372240755	2	2006.4590677500976	35.47372240755	55.734974104169375	52.7581243372951	96.990077249385	8	2155.0648336006384	96.990077249385	59.86291204446218	54.0747022454521	32.37825013542	6	1965.893898040522	32.37825013542	54.60816383445894	53.256417023684094	0	1	1	0	0	0	2	1	1	0	0	0
36	50.91981416535	7	2367.094268988538	50.91981416535	63.975520783473996	54.44823053223989	83.349459663134	6	2083.945176984323	83.349459663134	56.32284262119792	58.58347415380249	82.58717822206398	1	2282.960598516969	82.58717822206398	61.70163779775592	58.4475545299621	37.560428959823994	2	2044.0194967099217	37.560428959823994	55.243770181349234	59.0252249904475	83.19599879562298	8	2238.2608323962613	83.19599879562298	60.49353601070977	58.54024380502059	77.31137727768001	6	2043.205275318202	77.31137727768001	55.22176419778924	61.93785961247498	0	1	1	0	0	0	2	1	1	0	0	0
37	50.506064422005004	7	2417.6003334105426	50.506064422005004	63.621061405540594	63.027237129803495	40.470845561684996	6	2124.416022546008	40.470845561684996	55.90568480384232	63.526949445217	39.529352458036	1	2322.4899509750053	39.529352458036	61.1181566046054	57.7808769660821	38.23016580481	2	2082.249662514732	38.23016580481	54.79604375038768	58.3660685330211	83.075096804304	8	2321.3359292005653	83.075096804304	61.08778761054119	61.581596796916486	33.18045724329	6	2076.385732561492	33.18045724329	54.64172980424979	56.564696554932084	0	1	1	0	0	0	2	1	1	0	0	0
38	49.686014081484004	7	2467.2863474920264	49.686014081484004	63.26375249979555	53.27458014087409	80.88271972552799	6	2205.2987422715364	80.88271972552799	56.546121596706065	57.60680921744451	82.86142937921998	1	2405.351380354225	82.86142937921998	61.675676419339105	57.5733522758042	79.273214077785	2	2161.5228765925167	79.273214077785	55.42366350237222	57.769535955814696	87.11911876128998	8	2408.455047961855	87.11911876128998	61.75525764004757	61.43084138974319	44.97355640063999	6	2121.3592889621323	44.97355640063999	54.393827922105956	61.88111247363869	0	1	1	0	0	0	2	1	1	0	0	0
39	34.601409823632	7	2501.8877573156583	34.601409823632	62.54719393289146	61.38831821019829	36.386174249039996	6	2241.6849165205763	36.386174249039996	56.04212291301441	61.203919054621295	40.047172091255995	1	2445.398552445481	40.047172091255995	61.13496381113703	56.9011265833165	78.32783266588	2	2239.850709258397	78.32783266588	55.99626773145992	61.4158641255755	85.467679007508	8	2493.9227269693633	85.467679007508	62.348068174234086	64.9940306181779	32.452270642399995	6	2153.8115596045322	32.452270642399995	53.8452889901133	60.1509857098651	0	1	1	0	0	0	2	1	1	0	0	0
40	39.090008797056	7	2540.977766112714	39.090008797056	61.97506746616376	55.773843651648704	36.142374500399995	6	2277.827291020976	36.142374500399995	55.556763195633565	51.46075969391019	39.307490839008	1	2484.706043284489	39.307490839008	60.60258642157291	46.67959690168199	31.90268379116	2	2271.753393049557	31.90268379116	55.40861934267212	45.372509640733995	84.79968969472	8	2578.7224166640835	84.79968969472	62.89566869912399	50.3923376278428	31.995099276111993	6	2185.806658880644	31.995099276111993	53.312357533674245	49.95323013054999	0	1	1	0	0	0	2	1	1	0	0	0
41	31.914099133842	7	2572.8918652465563	31.914099133842	61.25933012491801	49.13992283480859	39.180383780706	6	2317.0076748016822	39.180383780706	55.16684940004005	45.2251779462912	86.31561432908799	1	2571.021657613577	86.31561432908799	61.21480137175184	45.3099714784492	34.994378524664995	2	2306.747771574222	34.994378524664995	54.92256598986243	45.5641822666757	85.10349525035402	8	2663.8259119144377	85.10349525035402	63.42442647415328	50.165530912005494	46.370240146048	6	2232.1768990266924	46.370240146048	53.14706902444506	51.18831747657029	0	1	1	0	0	0	2	1	1	0	0	0
42	32.298787287215994	7	2605.190652533772	32.298787287215994	60.585829128692374	50.48744712139109	36.32346864531	6	2353.3311434469924	36.32346864531	54.72863124295331	50.9295256068061	46.432083117679994	1	2617.4537407312573	46.432083117679994	60.87101722630831	47.0927649491021	45.04201800524999	2	2351.789789579472	45.04201800524999	54.692785804173774	48.3974568220159	83.326370187214	8	2747.1522821016515	83.326370187214	63.88726237445701	53.5386839273531	49.803362676423994	6	2281.9802617031164	49.803362676423994	53.06930841170038	54.600981816924886	0	1	1	0	0	0	2	1	1	0	0	0
43	31.643197279667998	7	2636.8338498134403	31.643197279667998	59.92804204121455	49.1337401119829	36.38170118072	6	2389.7128446277125	36.38170118072	54.31165555972074	49.27247237758839	103.458823399144	1	2720.9125641304013	103.458823399144	61.83892191205457	51.108005192467395	31.754451977114996	2	2383.544241556587	31.754451977114996	54.17146003537698	49.646426375574094	79.87547234093	8	2827.0277544425817	79.87547234093	64.25063078278595	54.40409488094549	48.68860013337599	6	2330.6688618364924	48.68860013337599	52.969746859920285	55.640608029752094	0	1	1	0	0	0	2	1	1	0	0	0
44	36.971637706475995	7	2673.8054875199164	36.971637706475995	59.41789972266481	54.694563488631694	36.769790023365	6	2426.4826346510777	36.769790023365	53.921836325579505	53.867340690443186	47.98501848428	1	2768.897582614681	47.98501848428	61.53105739143736	50.33320552014979	32.216945844719994	2	2415.7611874013073	32.216945844719994	53.68358194225127	48.574563836979394	95.56045980553802	8	2922.5882142481196	95.56045980553802	64.94640476106932	54.96629008956639	41.617714137776	6	2372.2865759742685	41.617714137776	52.71747946609486	55.489891385271996	0	1	1	0	0	0	2	1	1	0	0	0
45	32.413210706508	7	2706.2186982264243	32.413210706508	58.83084126579183	48.3853301160084	36.8301627516	6	2463.3127974026775	36.8301627516	53.550278204406034	48.89290119345689	51.48711562394399	1	2820.3846982386253	51.48711562394399	61.312710831274465	46.0540655217583	36.01361268778	2	2451.7748000890874	36.01361268778	53.29945217584973	44.786566777198686	114.34517537788801	8	3036.9333896260077	114.34517537788801	66.02029107882626	52.5239205443399	31.408702645599995	6	2403.6952786198685	31.408702645599995	52.25424518738845	51.9878118065634	0	1	1	0	0	0	2	1	1	0	0	0
46	54.044293431828	7	2760.2629916582523	54.044293431828	58.72899982251601	52.5937393013182	36.555088345445995	6	2499.8678857481236	36.555088345445995	53.18867842017284	53.027553551390795	85.440154444288	1	2905.8248526829134	85.440154444288	61.82606069538114	52.0155230152658	31.7298848104	2	2483.5046848994875	31.7298848104	52.8405252106274	51.02674008252821	100.58876440956001	8	3137.522154035568	100.58876440956001	66.75579051139506	57.8442954528334	55.95177302822399	6	2459.6470516480927	55.95177302822399	52.33291599251261	59.7564564804958	0	1	1	0	0	0	2	1	1	0	0	0
47	32.645714617859994	7	2792.9087062761123	32.645714617859994	58.185598047419006	57.8723163798874	39.015798610446	6	2538.8836843585696	39.015798610446	52.893410090803535	58.172534972154004	58.108171748387996	1	2963.9330244313014	58.108171748387996	61.74860467565211	52.54883460920399	55.95239710031999	2	2539.4570819998075	55.95239710031999	52.90535587499599	55.003204054676	112.27712811180001	8	3249.7992821473676	112.27712811180001	67.7041517114035	60.8264875226732	32.568967900128	6	2492.2160195482206	32.568967900128	51.92116707392126	60.42787547814139	0	1	1	0	0	0	2	1	1	0	0	0
48	31.68492154695	7	2824.5936278230624	31.68492154695	57.64476791475638	55.052352188407596	49.59346696305	6	2588.4771513216197	49.59346696305	52.826064312686114	56.8387104036726	100.62932132300799	1	3064.5623457543093	100.62932132300799	62.54208868886345	56.842766095017396	51.08833117867499	2	2590.5454131784827	51.08833117867499	52.868273738336384	56.3564219100625	104.54033428167	8	3354.3396164290375	104.54033428167	68.45591053936812	63.5458838764435	91.01357196672	6	2583.2295915149407	91.01357196672	52.718971255406956	68.7456612120709	0	1	1	0	0	0	2	1	1	0	0	0
