==RUN-0==
ETask 11: Configuration:0 Energy:14.40 Power:14.40 Reward:14.40 Time:4989
ETask 12: Configuration:18 Energy:14.20 Power:14.20 Reward:14.20 Time:4993
ETask 13: Configuration:36 Energy:17.20 Power:17.20 Reward:17.20 Time:4998
ETask 14: Configuration:36 Energy:16.80 Power:16.80 Reward:16.80 Time:4994
ETask 15: Configuration:18 Energy:19.00 Power:19.00 Reward:19.00 Time:4998
ETask 16: Configuration:19 Energy:18.20 Power:18.20 Reward:18.20 Time:4998
ETask 17: Configuration:20 Energy:16.70 Power:16.70 Reward:16.70 Time:4995
ETask 18: Configuration:21 Energy:15.60 Power:15.60 Reward:15.60 Time:4993
ETask 19: Configuration:22 Energy:16.80 Power:16.80 Reward:16.80 Time:4997
ETask 20: Configuration:23 Energy:15.70 Power:15.70 Reward:15.70 Time:4997
ETask 21: Configuration:24 Energy:15.40 Power:15.40 Reward:15.40 Time:4996
ETask 22: Configuration:25 Energy:17.60 Power:17.60 Reward:17.60 Time:4998
ETask 23: Configuration:26 Energy:20.00 Power:20.00 Reward:20.00 Time:4999
ETask 24: Configuration:27 Energy:19.70 Power:19.70 Reward:19.70 Time:4998
ETask 25: Configuration:28 Energy:19.10 Power:19.10 Reward:19.10 Time:4996
ETask 26: Configuration:29 Energy:19.00 Power:19.00 Reward:19.00 Time:4999
ETask 27: Configuration:30 Energy:19.80 Power:19.80 Reward:19.80 Time:4996
ETask 28: Configuration:31 Energy:16.60 Power:16.60 Reward:16.60 Time:4993
ETask 29: Configuration:32 Energy:16.70 Power:16.70 Reward:16.70 Time:4998
ETask 30: Configuration:33 Energy:14.80 Power:14.80 Reward:14.80 Time:4992
ETask 31: Configuration:34 Energy:16.30 Power:16.30 Reward:16.30 Time:4999
ETask 32: Configuration:35 Energy:16.60 Power:16.60 Reward:16.60 Time:5000
ETask 33: Configuration:0 Energy:17.10 Power:17.10 Reward:17.10 Time:4997
ETask 34: Configuration:1 Energy:17.00 Power:17.00 Reward:17.00 Time:4997
ETask 35: Configuration:2 Energy:15.10 Power:15.10 Reward:15.10 Time:4995
ETask 36: Configuration:3 Energy:16.30 Power:16.30 Reward:16.30 Time:4998
ETask 37: Configuration:4 Energy:16.40 Power:16.40 Reward:16.40 Time:4991
ETask 38: Configuration:5 Energy:16.00 Power:16.00 Reward:16.00 Time:4997
ETask 39: Configuration:6 Energy:16.80 Power:16.80 Reward:16.80 Time:4998
ETask 40: Configuration:7 Energy:18.00 Power:18.00 Reward:18.00 Time:4997
ETask 41: Configuration:8 Energy:17.10 Power:17.10 Reward:17.10 Time:4996
ETask 42: Configuration:9 Energy:16.00 Power:16.00 Reward:16.00 Time:4997
ETask 43: Configuration:10 Energy:16.20 Power:16.20 Reward:16.20 Time:5007
ETask 44: Configuration:11 Energy:14.60 Power:14.60 Reward:14.60 Time:4996
ETask 45: Configuration:12 Energy:16.10 Power:16.10 Reward:16.10 Time:4995
ETask 46: Configuration:13 Energy:17.60 Power:17.60 Reward:17.60 Time:4996
ETask 47: Configuration:14 Energy:18.00 Power:18.00 Reward:18.00 Time:4998
ETask 48: Configuration:15 Energy:16.30 Power:16.30 Reward:16.30 Time:4998
ETask 49: Configuration:16 Energy:14.00 Power:14.00 Reward:14.00 Time:4993
ETask 50: Configuration:16 Energy:15.10 Power:15.10 Reward:15.10 Time:4992
ETask 51: Configuration:17 Energy:14.50 Power:14.50 Reward:14.50 Time:4992
ETask 52: Configuration:17 Energy:16.80 Power:16.80 Reward:16.80 Time:4996
