==RUN-0==
ETask 11: Configuration:0 Energy:14.40 Power:14.40 Reward:14.40 Time:4989
ETask 53: Configuration:16 Energy:18.10 Power:18.10 Reward:18.10 Time:4995
ETask 54: Configuration:11 Energy:17.70 Power:17.70 Reward:17.70 Time:4997
ETask 55: Configuration:33 Energy:15.50 Power:15.50 Reward:15.50 Time:4998
ETask 56: Configuration:2 Energy:12.80 Power:12.80 Reward:12.80 Time:4992
ETask 57: Configuration:2 Energy:12.10 Power:12.10 Reward:12.10 Time:4995
ETask 58: Configuration:2 Energy:15.10 Power:15.10 Reward:15.10 Time:4997
ETask 59: Configuration:2 Energy:16.90 Power:16.90 Reward:16.90 Time:4998
ETask 60: Configuration:2 Energy:17.50 Power:17.50 Reward:17.50 Time:4995
ETask 61: Configuration:24 Energy:17.30 Power:17.30 Reward:17.30 Time:4995
ETask 62: Configuration:33 Energy:15.90 Power:15.90 Reward:15.90 Time:4997
ETask 63: Configuration:2 Energy:16.50 Power:16.50 Reward:16.50 Time:4998
ETask 64: Configuration:21 Energy:18.00 Power:18.00 Reward:18.00 Time:4996
ETask 65: Configuration:23 Energy:19.90 Power:19.90 Reward:19.90 Time:5002
ETask 66: Configuration:2 Energy:17.60 Power:17.60 Reward:17.60 Time:4996
ETask 67: Configuration:33 Energy:16.60 Power:16.60 Reward:16.60 Time:4994
ETask 68: Configuration:5 Energy:15.30 Power:15.30 Reward:15.30 Time:4991
ETask 69: Configuration:9 Energy:15.70 Power:15.70 Reward:15.70 Time:4995
ETask 70: Configuration:5 Energy:14.10 Power:14.10 Reward:14.10 Time:4998
ETask 71: Configuration:5 Energy:16.40 Power:16.40 Reward:16.40 Time:4997
ETask 72: Configuration:17 Energy:16.00 Power:16.00 Reward:16.00 Time:5000
ETask 73: Configuration:5 Energy:14.80 Power:14.80 Reward:14.80 Time:4995
ETask 74: Configuration:5 Energy:15.20 Power:15.20 Reward:15.20 Time:4996
ETask 75: Configuration:5 Energy:12.70 Power:12.70 Reward:12.70 Time:4994
ETask 76: Configuration:5 Energy:14.90 Power:14.90 Reward:14.90 Time:4996
ETask 77: Configuration:5 Energy:17.00 Power:17.00 Reward:17.00 Time:5004
ETask 78: Configuration:5 Energy:17.70 Power:17.70 Reward:17.70 Time:4997
ETask 79: Configuration:12 Energy:17.80 Power:17.80 Reward:17.80 Time:4997
ETask 80: Configuration:34 Energy:17.50 Power:17.50 Reward:17.50 Time:4995
ETask 81: Configuration:10 Energy:15.30 Power:15.30 Reward:15.30 Time:4995
ETask 82: Configuration:10 Energy:17.10 Power:17.10 Reward:17.10 Time:4999
ETask 83: Configuration:5 Energy:18.20 Power:18.20 Reward:18.20 Time:4997
ETask 84: Configuration:2 Energy:18.00 Power:18.00 Reward:18.00 Time:4998
ETask 85: Configuration:3 Energy:15.40 Power:15.40 Reward:15.40 Time:4995
ETask 86: Configuration:15 Energy:15.10 Power:15.10 Reward:15.10 Time:4999
ETask 87: Configuration:15 Energy:15.20 Power:15.20 Reward:15.20 Time:4997
ETask 88: Configuration:15 Energy:17.10 Power:17.10 Reward:17.10 Time:4999
ETask 89: Configuration:9 Energy:16.40 Power:16.40 Reward:16.40 Time:4999
ETask 90: Configuration:3 Energy:16.20 Power:16.20 Reward:16.20 Time:4996
ETask 91: Configuration:4 Energy:17.20 Power:17.20 Reward:17.20 Time:4996
ETask 92: Configuration:16 Energy:15.90 Power:15.90 Reward:15.90 Time:4994
ETask 93: Configuration:33 Energy:13.90 Power:13.90 Reward:13.90 Time:4993
ETask 94: Configuration:33 Energy:16.40 Power:16.40 Reward:16.40 Time:4997
ETask 95: Configuration:33 Energy:16.50 Power:16.50 Reward:16.50 Time:4993
ETask 96: Configuration:31 Energy:15.80 Power:15.80 Reward:15.80 Time:4995
ETask 97: Configuration:35 Energy:16.10 Power:16.10 Reward:16.10 Time:4996
ETask 98: Configuration:17 Energy:15.30 Power:15.30 Reward:15.30 Time:4993
ETask 99: Configuration:17 Energy:16.20 Power:16.20 Reward:16.20 Time:4995
ETask 100: Configuration:20 Energy:17.60 Power:17.60 Reward:17.60 Time:4998
ETask 101: Configuration:32 Energy:18.30 Power:18.30 Reward:18.30 Time:4996
ETask 102: Configuration:33 Energy:16.50 Power:16.50 Reward:16.50 Time:4996
ETask 103: Configuration:16 Energy:12.90 Power:12.90 Reward:12.90 Time:4995
ETask 104: Configuration:16 Energy:12.50 Power:12.50 Reward:12.50 Time:4994
ETask 105: Configuration:16 Energy:11.20 Power:11.20 Reward:11.20 Time:4996
ETask 106: Configuration:16 Energy:16.20 Power:16.20 Reward:16.20 Time:4998
ETask 107: Configuration:16 Energy:13.40 Power:13.40 Reward:13.40 Time:4996
ETask 108: Configuration:16 Energy:13.30 Power:13.30 Reward:13.30 Time:4998
ETask 109: Configuration:16 Energy:13.20 Power:13.20 Reward:13.20 Time:4998
ETask 110: Configuration:16 Energy:13.40 Power:13.40 Reward:13.40 Time:4996
ETask 111: Configuration:16 Energy:15.30 Power:15.30 Reward:15.30 Time:5007
ETask 112: Configuration:16 Energy:15.90 Power:15.90 Reward:15.90 Time:4997
ETask 113: Configuration:16 Energy:16.40 Power:16.40 Reward:16.40 Time:4997
ETask 114: Configuration:16 Energy:14.30 Power:14.30 Reward:14.30 Time:4995
ETask 115: Configuration:16 Energy:14.20 Power:14.20 Reward:14.20 Time:4999
ETask 116: Configuration:16 Energy:13.90 Power:13.90 Reward:13.90 Time:4994
ETask 117: Configuration:16 Energy:15.90 Power:15.90 Reward:15.90 Time:4997
ETask 118: Configuration:16 Energy:16.10 Power:16.10 Reward:16.10 Time:4996
ETask 119: Configuration:16 Energy:16.90 Power:16.90 Reward:16.90 Time:4998
ETask 120: Configuration:16 Energy:17.30 Power:17.30 Reward:17.30 Time:4995
ETask 121: Configuration:16 Energy:15.10 Power:15.10 Reward:15.10 Time:4994
ETask 122: Configuration:16 Energy:15.90 Power:15.90 Reward:15.90 Time:4993
ETask 123: Configuration:16 Energy:16.20 Power:16.20 Reward:16.20 Time:4997
ETask 124: Configuration:16 Energy:16.90 Power:16.90 Reward:16.90 Time:4997
ETask 125: Configuration:16 Energy:17.50 Power:17.50 Reward:17.50 Time:4997
ETask 126: Configuration:16 Energy:16.90 Power:16.90 Reward:16.90 Time:4993
ETask 127: Configuration:16 Energy:18.00 Power:18.00 Reward:18.00 Time:4998
ETask 128: Configuration:16 Energy:17.80 Power:17.80 Reward:17.80 Time:4994
ETask 129: Configuration:16 Energy:18.10 Power:18.10 Reward:18.10 Time:4995
ETask 130: Configuration:16 Energy:18.90 Power:18.90 Reward:18.90 Time:4997
ETask 131: Configuration:16 Energy:19.00 Power:19.00 Reward:19.00 Time:4998
ETask 132: Configuration:22 Energy:17.40 Power:17.40 Reward:17.40 Time:4997
ERun: Reward:1983.50 PostConfigReward:1937.70 Time:611782
