task	r0_energy	r0_config	r0_reward	r0_rate	r0_avgrate	r0_rollrate	r1_energy	r1_config	r1_reward	r1_rate	r1_avgrate	r1_rollrate	r2_energy	r2_config	r2_reward	r2_rate	r2_avgrate	r2_rollrate	r3_energy	r3_config	r3_reward	r3_rate	r3_avgrate	r3_rollrate	c0	c1	c2	c3	c4	c5	c6	c7	c8	c9	c10	c11	c12	c13	c14	c15	c16	c17	c18	c19	c20	c21	c22	c23	c24	c25	c26	c27	c28	c29
63	16.101698161733545	8	3027.392485915096	13.898301838266455	17.465725880279386	21.71848649687893	15.092304057257353	18	3715.575493801456	14.907695942742647	21.436012464239166	25.11585720107295	0.8162646214301539	19	4186.788531794531	29.183735378569846	24.154549221891532	33.63469653399308	10.68650866763003	17	3547.647416817424	19.31349133236997	20.46719663548515	17.161912850577856	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0
64	15.071544085177845	8	3067.823720684406	14.928455914822155	17.42669095773389	21.804680824984505	1.5272671322998121	18	3800.961842284768	31.527267132299812	21.591262536055485	24.61236592205579	0.19802014680811908	19	4268.574836358803	30.19802014680812	24.24752569765948	33.6937613571206	10.008748440258461	17	3601.790389791724	19.99125155974154	20.459874403550632	17.63467077526113	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0
65	10.612378835256	8	3120.331861338921	19.387621164744	17.456402021476464	22.064932385383383	15.371775856257965	18	3840.5799493407358	14.628224143742035	21.485761954353766	23.866138046874795	3.6030093132524286	19	4359.582986582194	33.60300931325243	24.38927544941089	33.55107125323181	7.309932002986336	17	3663.242657283636	22.690067997013664	20.493665215572797	18.537097328716136	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0
66	1.026008858150405	8	3198.803087348097	28.973991141849595	17.628306336705915	23.078361997517465	15.817192901482342	18	3878.991718565888	14.182807098517658	21.376762628147258	22.74526337017776	2.377768263965905	19	4447.272775630436	32.377768263965905	24.508506685449024	33.22356215404711	6.925555409778465	17	3725.7359447154863	23.074444590221535	20.532184310716808	19.46831730432192	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0
67	9.561125797209602	8	3254.158371647321	20.438874202790398	17.66963821708951	22.709246700873305	7.412665595903995	18	3940.165749243648	22.587334404096005	21.39456515426415	20.81564753197813	4.803811118102402	19	4541.53309740863	34.8038111181024	24.659908221223336	33.256736731107324	7.547683717513841	17	3827.427588117086	37.54768371751384	20.782412243169706	21.715278501269907	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0
68	10.13858550243544	8	3307.9497025782252	19.86141449756456	17.701403090719584	22.5342848181264	15.745738021053048	18	3978.771042103296	14.254261978946952	21.291082499549407	20.74338922723898	0.6214261638380378	19	4624.466126602358	30.621426163838038	24.74630703198587	33.28854875860877	11.414546332944735	17	3877.763191798694	18.585453667055265	20.750572263805726	22.029231214925836	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0
69	15.875413025220924	8	3346.203792301585	14.124586974779076	17.65030571763472	20.323228329975507	2.0465939895729193	18	4065.563900825056	32.04659398957292	21.444732663692605	20.76502291055793	0.8869072016167294	19	4708.118166940069	30.88690720161673	24.834029891552024	32.79808155681669	15.567376866461537	17	3916.851546118694	14.432623133538463	20.660315847659053	22.084969575604028	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0
70	16.041039337795944	8	3384.009310761721	13.958960662204058	17.59831494220612	19.62936172752391	15.488444541043197	18	4104.866030193064	14.511555458956803	21.34708228052731	20.562971659192613	0.7140141583517448	19	4791.301955285606	30.714014158351745	24.916846571366104	32.26274560472621	16.125557907689355	17	3954.4281601187017	13.874442092310646	20.564740160964003	22.07379460406515	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0
71	15.349747137055754	8	3423.6870789321947	14.650252862944246	17.557369635549705	17.976866611626978	15.741252831856247	18	4143.48347044012	14.258747168143753	21.248633181744207	20.556629195166423	4.132442174803202	19	4883.7439861756975	34.1324421748032	25.044840954747176	32.10868652694229	14.554609538150396	17	3996.259425952878	15.445390461849604	20.493638081809635	22.05483186499965	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0
72	15.013471490568367	8	3464.2755936452386	14.986528509431633	17.522152633822056	17.520898776939617	9.89132294121157	18	4197.944470807672	20.10867705878843	21.23301734444344	19.3013164375807	0.0033162737723131386	19	4965.002967750497	30.003316273772313	25.112765274185875	31.65244501930808	1.668497984239746	17	4082.028274660194	31.668497984239746	20.646718354445667	21.66233465358543	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0
73	15.507294592296	8	3503.5266707911037	14.492705407704	17.481214157793435	17.58033913388337	6.92294767003569	18	4297.944120747352	36.92294767003569	21.445043429924418	21.502841610310004	0.7357181527355188	19	5044.2603977535055	29.26428184726448	25.16886684949775	31.660499666177543	10.079113853279996	17	4135.980674640894	19.920886146720004	20.636909811098022	21.72307413502043	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0
74	10.989756477412431	8	3555.0127469981117	19.01024352258757	17.501601215990693	17.988517894659914	9.434399167310772	18	4353.642623002552	20.565600832689228	21.433317528627946	20.406674980348946	0.39381525028726827	19	5124.443814783977	29.60618474971273	25.228031088167285	31.601316126468	16.135916896627197	17	4173.529233045862	13.864083103372803	20.54660545499502	21.110357289383554	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0
75	10.603689752913596	8	3607.544420583971	19.396310247086404	17.526531597978792	17.989386802894153	13.769455268422892	18	4397.60034831724	16.23054473157711	21.364859991824645	20.566907039132452	0.6381774659416735	19	5207.422212087569	30.638177465941673	25.299217224716948	31.304832941736926	15.941244844633108	17	4211.605028258315	14.058755155366892	20.461239003684124	20.247226005218877	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0
76	15.967013295891693	8	3645.550426240931	14.032986704108307	17.481160885071382	16.495286359120023	15.545907725402584	18	4436.746848227608	14.454092274597416	21.275109761730786	20.59403555674043	6.186955949119017	19	5305.4285511164335	36.18695594911902	25.44061642892996	31.68575171025223	7.493590069735383	17	4272.559888486115	22.506409930264617	20.487799665068287	20.190422539223185	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0
77	15.660949544868554	8	3684.385354556912	14.339050455131446	17.44087741802087	15.88530398435413	15.5904152502853	18	4475.772806924752	14.4095847497147	21.18709021029468	19.7762605913023	7.1136918344123075	19	5405.944799834633	37.11369183441231	25.590271241820762	31.916739781883223	1.519282925243072	17	4357.9246130753145	31.519282925243072	20.629228937634633	19.58758245999611	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0
78	5.414560543657849	8	3780.2997893626516	35.41456054365785	17.668392394294756	17.44061858896346	0.02152411698387624	18	4556.964512441255	29.978475883016124	21.298373573240518	21.34868198170922	0.3095947813809268	19	5488.033285700873	30.309594781380927	25.65000951447342	31.885556643637518	15.290976328890089	17	4397.76155218457	14.709023671109911	20.554289630463433	19.199939460401577	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0
79	9.2398022982048	8	3836.5253248050135	20.7601977017952	17.707039960638514	18.10417966166507	15.725106476768495	18	4595.625682400007	14.274893523231505	21.210580072615407	19.571511935075076	1.575112350126286	19	5565.017356419281	28.424887649873714	25.68469549116592	31.639354688463214	15.790950845981541	17	4436.24439364337	14.209049154018459	20.47497412450787	19.177582062449577	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0
80	10.12591735923693	8	3890.3509652904136	19.87408264076307	17.733793573973387	18.69569185952097	4.2699781113319375	18	4688.440206451531	34.26997811133194	21.371807208895856	21.54735420031259	4.735785717607392	19	5633.441270100761	25.264214282392608	25.67950436513168	31.094374700867302	14.100716853190892	17	4479.304952165978	15.899283146809108	20.418484112437515	19.38006616789942	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0
81	10.75855834161231	8	3942.4632031152137	19.24144165838769	17.752179526222342	19.15481073906532	13.247345477481598	18	4733.811979116685	16.7526545225184	21.315476078574182	21.796744935750052	4.732053967694771	19	5701.875290604921	25.26794603230523	25.674485361072822	30.2079250866175	15.371350908849232	17	4518.924210121178	14.628649091150768	20.34787636827548	19.29839203082954	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0
82	9.972972705278035	8	3996.7030687050856	20.027027294721965	17.779587330662096	19.65886061759435	15.475188690269537	18	4773.150009747204	14.524811309730463	21.23366084039534	21.238358360844256	5.295633730419688	19	5768.782949251701	24.704366269580312	25.662797179247615	29.678030086198298	10.049419365486273	17	4627.39138756937	40.04941936548627	20.58524435619368	20.13648416895419	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0
83	9.96542508046154	8	4050.9633757788356	20.03457491953846	17.806432421005862	20.213047568777796	2.167338597694531	18	4860.26988511596	32.16733859769453	21.363823670839377	20.76279745361014	4.779183105408002	19	5837.0893283412215	25.220816894591998	25.657535509192194	29.27368359093105	5.803555440088616	17	4692.9234249191295	24.196444559911384	20.62823483480937	20.564040010273327	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0
84	15.45361281923077	8	4090.3598410600857	14.54638718076923	17.768078947591313	19.766661934595966	15.391947154056371	18	4899.833361573725	14.608052845943629	21.2843440140759	20.16704265493558	4.362799201945844	19	5906.523413835952	25.637200798054156	25.65729627729645	28.876785195765194	6.099264445355448	17	4757.654583712959	23.90073555464455	20.666734843278018	21.567705255400504	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0
85	11.360899122969222	8	4202.378942851461	41.36089912296922	18.04241406590966	21.963120822184244	0.3039842015497918	18	4981.906652119589	30.303984201549792	21.389223551139548	21.57438660193285	3.993712960689237	19	5976.957107900752	26.006287039310763	25.661354309412896	28.413596153102105	6.858495982781541	17	4820.329490426258	23.14150401721846	20.695511229021513	22.47598014158566	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0
86	10.932812039076921	8	4254.019243578961	19.06718796092308	18.054193076197173	22.466540947865724	15.73551890113034	18	5020.539621762361	14.26448109886966	21.307329959734147	21.55542548436007	2.8671708484393896	19	6050.441853519562	27.13282915156061	25.678267813345627	27.508183473346257	10.82307124006708	17	4872.267005817744	19.17692875993292	20.67805625811245	22.14303202455249	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0
87	0.005103948000002134	8	4335.255420386461	29.994896051999998	18.18988288274039	24.032125507552575	14.062521447701908	18	5063.703626174835	15.937478552298092	21.246308921013284	21.708214864618412	0.6101269962166072	19	6133.344280800982	30.610126996216607	25.73431166769643	26.85782698952669	3.5772251147231913	17	4963.205323836785	33.57722511472319	20.824637722392115	22.348826243500504	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0
88	0.4094146346769172	8	4415.396589084211	29.590585365323083	18.317980663443564	23.4497279897191	6.627829516227699	18	5162.903997781285	36.6278295162277	21.419134995116814	22.373150227939572	4.914053013869541	19	6201.285387221752	25.08594698613046	25.727026671274338	26.335462210001644	9.905828736883201	17	5017.627037674393	20.0941712631168	20.81643023408565	22.887341002701195	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0
89	15.970649361046158	8	4453.392747064711	14.029350638953842	18.27032921872701	22.77664328343496	10.13604784767508	18	5216.702201527165	19.86395215232492	21.40185518575246	22.93205609084891	3.225676290483694	19	6273.799180601692	26.774323709516306	25.738663305032585	26.170405815965903	11.183394244702523	17	5068.588678261657	18.816605755297477	20.794209962099117	23.348096662829093	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0
90	15.9734217168	8	4491.381396581712	14.0265782832	18.22369459306188	22.191892847678655	4.7146119857782125	18	5285.183460732349	25.285388014221788	21.444531370680693	22.0335970811379	2.881206365431389	19	6347.245913361981	27.11879363456861	25.753829572390124	26.3558637511835	8.9312057872128	17	5125.649995921289	21.0687942127872	20.797227371447338	23.865047769426905	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0
91	15.884499243138464	8	4529.610877798212	14.115500756861536	18.179040312233614	21.67929875752604	4.560300522597416	18	5354.082646816981	25.439699477402584	21.48795711097115	22.902301576626314	0.3219990581759937	19	6429.367994144542	30.321999058175994	25.803483588539972	26.86126905377058	10.917606086630396	17	5177.331479436665	19.082393913369604	20.7785878773378	24.310422251648784	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0
92	15.859514389661541	8	4567.908026326212	14.140485610338459	18.135614992858397	21.09064458908769	2.9213898137952086	18	5443.244744229342	32.92138981379521	21.610897247560658	24.74195942703279	1.4651663274461555	19	6514.586152948042	31.465166327446155	25.864361897560467	27.53734905955717	6.160048789725046	17	5275.264944908838	36.160048789725046	20.943979930159166	23.921485194072662	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0
93	10.648904174399998	8	4620.317244187212	19.3510958256	18.14854564001522	21.022296679693845	12.902536799164064	18	5489.550373731607	17.097463200835936	21.562881991744437	23.234971887346926	1.4338387297292243	19	6599.7194661743915	31.433838729729224	25.92361165109418	28.158651243070892	9.699437982755448	17	5330.245633705542	20.300562017244552	20.93713505874518	23.53189693980598	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0
94	15.1222248337152	8	4660.6112185959	14.8777751662848	18.11411647713385	21.0554354782454	2.377803667811442	18	5577.240258665262	32.37780366781144	21.676723272545143	25.011946969533707	2.3732022145772333	19	6687.396888838872	32.37320221457723	25.991502078078213	28.832251384723197	16.078127478813787	17	5367.950705117088	13.921872521186213	20.863290189928772	22.534010636460145	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0
95	15.863804353257601	8	4698.896748472494	14.136195646742399	18.072679801817273	18.332965130622718	15.582332175168002	18	5616.288109024183	14.417667824831998	21.60110811163146	23.42331533186193	3.658761236839389	19	6758.737743822432	26.34123876316061	25.995145168547822	28.865746557108185	15.906345032418464	17	5406.121020654287	14.093654967581536	20.792773156362657	21.62922573149645	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0
96	11.296291981065597	8	4749.5526243571085	18.703708018934403	18.079185247354562	18.296617136423855	15.834214467939692	18	5654.653778173512	14.165785532060308	21.52445530153279	23.413445775180996	3.70162429296591	19	6829.962511362316	26.29837570703409	25.998271256573453	28.78230121265553	23.39211309540037	17	5550.724660287663	53.39211309540037	21.128848825837274	25.050744165043195	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0
97	15.541522915872001	8	4788.7109997932885	14.458477084127999	18.042239245688986	16.742975239636653	15.552644015970465	18	5693.782033963593	14.447355984029535	21.452240002374594	23.264433518354142	4.117124729982276	19	6900.061965218614	25.882875270017724	25.99709374650656	28.309576040035644	10.625931422928002	17	5603.196096017233	19.374068577072	21.110942904931505	23.630428511278076	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0
98	8.886283879443692	8	4845.893980953128	21.113716120556308	18.07326426462704	15.895288315159977	15.747290448454898	18	5732.3831223323605	14.252709551545102	21.379517472568235	21.026921521885882	7.792519863671629	19	7002.416706516058	37.79251986367163	26.116239464861764	29.580233327789756	16.141262835714464	17	5640.730175837173	13.858737164285534	21.03768830149064	23.00688510139495	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0
99	6.6191057635045	8	4945.070725729286	36.6191057635045	18.25872267961581	18.154263827615043	0.12539739340800793	18	5813.97274027284	30.125397393408008	21.466976271776634	22.053066045994193	4.108549071895389	19	7072.539386113008	25.89145092810461	26.11399157949419	29.491946049648597	15.543413216795075	17	5679.883431708353	14.456586783204925	20.97187728630778	22.570883204185698	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0
100	10.272037905461165	8	4998.500623068662	19.727962094538835	18.273269604516038	18.724402208748927	15.673770670777108	18	5852.772944706152	14.326229329222892	21.396275806998872	20.957150177494302	3.767192557970951	19	7143.58657293517	26.23280744202905	26.115167974172753	29.40334743039464	9.356495522073594	17	5735.792923002737	20.643504477926406	20.968626070383213	22.52835423069962	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0
101	6.452210871461904	8	5062.275885291786	23.547789128538096	18.324980580241746	19.66763104591658	15.083670303532799	18	5893.171337634084	14.916329696467201	21.332746923562286	19.904813199400763	1.8316919493732975	19	7229.797405298056	31.831691949373297	26.171212326870794	29.554316719514368	6.462557792620807	17	5834.545683691084	36.46255779262081	21.1205273617777	24.266370618624737	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0
102	15.701022273688618	8	5101.002283300546	14.298977726311382	18.28589317389291	19.68348025751387	15.288103785985475	18	5933.01605654704	14.711896214014525	21.268466819586095	18.083863839422698	2.2509435029520084	19	7304.951099977561	27.74905649704799	26.18653120230941	29.18270573647455	8.724785792793604	17	5892.166055502268	21.275214207206396	21.122029175810987	22.777887160372874	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0
103	15.402731776704739	8	5140.536551405304	14.597268223295261	18.25042562629101	19.208097497283397	14.176943859958156	18	5975.87016692632	15.823056140041844	21.216107101513554	17.956423133343286	3.6717497442535425	19	7376.256777753541	26.328250255746457	26.187893885515532	28.67214688907627	15.941418406643443	17	5930.241380650942	14.058581593356557	21.054111410595077	22.153689117984072	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0
104	16.092597770273727	8	5178.202432444145	13.907402229726275	18.20906349870468	19.111060203627545	2.9389476073786938	18	6065.079816696304	32.938947607378694	21.327753201569415	18.012537527300008	1.9786447322167398	19	7452.147948270454	28.02135526778326	26.20535542248951	28.23696219439687	7.522093564052675	17	5991.119043914966	22.477906435947325	21.067671363217478	23.009292509460185	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0
105	15.687801936542034	8	5216.964635532678	14.312198063457966	18.172300617240086	19.1286604452991	15.395738722929236	18	6104.633024321704	14.604261277070764	21.26432403247037	18.031196872523893	0.6398665081624628	19	7531.664976477515	29.360133491837537	26.23511747974751	28.538851667264566	16.147106055888734	17	6028.637298346934	13.852893944111264	20.99960742530138	22.985216407113157	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0
106	15.826190589554214	8	5255.3520360193015	14.173809410445786	18.134931540541075	18.67567058445024	2.897337919440737	18	6193.729981186856	32.89733791944074	21.373043788423363	19.904352111261932	1.6297645776671956	19	7608.501030746333	28.370235422332804	26.255071853042704	28.74603763879444	1.2166359159633195	17	6113.182353952668	31.21663591596332	21.09509367287766	20.76766868916945	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0
107	16.054481437971692	8	5293.121148791462	13.945518562028308	18.09614067962892	18.624374732240273	10.733828770464001	18	6245.909194933516	19.266171229536	21.35353570917441	20.38623363581258	0.8176498138560007	19	7687.536562500472	29.182350186144	26.2821762820529	29.075985130407066	13.7987135717568	17	6157.06083802916	16.2012864282432	21.04978064283475	20.45039047428657	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0
108	16.04867247269575	8	5330.9059941779105	13.95132752730425	18.058114870892	17.90813587291506	10.031000879778464	18	6299.991900884116	19.968999120221536	21.340833538633557	20.95786259268022	1.7886190060607987	19	7773.63073897522	31.7886190060608	26.332694105208937	28.475595044645978	16.13047036267643	17	6194.624147463578	13.86952963732357	20.98390678039887	20.451469721590378	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0
109	15.599409597847018	8	5369.9075931837415	14.400590402152982	18.024864648448915	15.686284336779911	10.031614536369233	18	6354.072944848116	19.968385463630767	21.328356737951715	19.942161399702496	1.0888847364479908	19	7857.8298018031	31.08888473644799	26.375932201856564	28.995338425480316	16.118522638654525	17	6232.219815317222	13.881477361345476	20.919339240225653	20.393958779404432	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0
110	15.830235707193227	8	5408.284038143426	14.169764292806773	17.990134014614302	15.130464556606707	2.9649365127876948	18	6443.352981236916	32.964936512787695	21.433190789977264	21.806032118058976	2.836414414540805	19	7946.761757509148	32.836414414540805	26.43413474431318	29.655699122731495	15.4566846107904	17	6271.607961162998	14.5433153892096	20.861897583910192	19.783939870532752	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0
111	9.53975055206843	8	5463.697213731574	20.46024944793157	18.012188616697493	14.821710588546054	14.045907602134154	18	6486.561981481136	15.954092397865846	21.384270268619126	21.909808388198837	1.0104597642239952	19	8030.748419370588	31.010459764223995	26.47499478913381	29.57357590421656	2.0880921728699136	17	6358.513210797854	32.088092172869914	20.96213146416876	19.346493308557662	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0
112	6.736230917304368	8	5563.19117246594	36.73623091730437	18.177888106083394	17.065435907645355	15.56298721157908	18	6525.662224449776	14.43701278842092	21.322790113927105	21.88232004563948	2.9178431726591967	19	8104.095927444636	27.082156827340803	26.480367904516175	29.50688593724584	16.0308418188288	17	6396.346347538526	13.9691581811712	20.9002467448502	18.615887705954144	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0
113	0.4803341086109576	8	5643.140267588452	29.519665891389042	18.277377384901868	18.557675674454735	1.3709031638399907	18	6610.625087185175	31.37090316383999	21.410931456470202	23.437104748019294	4.20825812093539	19	8173.948561700436	25.79174187906461	26.47432732534555	29.453235099577654	16.01932109102954	17	6434.2106862503215	13.98067890897046	20.83954878137757	18.608097437515532	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0
114	16.04769920219963	8	5680.927748915828	13.95230079780037	18.239768023274898	18.562165531262146	15.778142145651696	18	6649.142618874035	14.221857854348304	21.348417772973487	21.565395772716258	4.128178197238164	19	8244.018079082916	25.871821802761836	26.4690881468883	29.23828175307552	12.609221689410461	17	6481.3107108415015	17.39077831058954	20.809559472935934	18.099384624979756	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0
115	10.380840088091077	8	5734.062973677248	19.619159911908923	18.251659332659674	19.09286171610724	0.2112943984604314	18	6730.964874536532	30.21129439846043	21.42482188181389	23.126099084855223	2.4678451710756946	19	8318.584331744587	27.532154828924305	26.47825251483689	29.055483886784195	0.3846083331603687	17	6561.519063272525	29.61539166683963	20.885471819435104	19.675634397252587	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0
116	15.412046612259694	8	5773.572014102378	14.587953387740306	18.220345606634723	19.13427611383669	15.669355032391385	18	6769.777037990472	14.330644967608615	21.36418789109419	21.26942978967201	3.5652926770707687	19	8390.178330744187	26.43470732292923	26.47788033370947	28.861931076843838	14.439167912755202	17	6603.662983508813	15.560832087244798	20.83996207813433	18.110054014380736	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0
117	15.63849303152049	8	5812.46776214201	14.36150696847951	18.187643584277478	19.17587495448181	14.55378064344037	18	6811.610548747822	15.44621935655963	21.314035615377797	20.887434602374377	4.267887014296612	19	8459.869470080468	25.732112985703388	26.471560271438232	28.516907356799777	10.718374241351999	17	6655.884053271819	19.281625758648	20.82675583813868	18.41808794742122	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0
118	14.347595743334399	8	5854.859690337145	15.652404256665601	18.166339052112672	19.345982627417943	0.1383907904315116	18	6893.235357138574	30.13839079043151	21.388189860546312	21.90437376939537	0.9194487681673778	19	8543.609643827587	30.919448768167378	26.50893748569646	28.429990333010437	10.231575366990278	17	6709.4235366528865	19.768424633009722	20.81786229859978	19.007977446989834	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0
119	8.617688314851694	8	5912.770117817755	21.382311685148306	18.193138824054635	20.044154755717475	15.606997423104001	18	6932.216405784334	14.393002576895999	21.32989663318256	21.346835480721893	3.1069778998800004	19	8616.444912015411	26.89302210012	26.512138190816657	28.010404069377635	8.357117781193846	17	6768.0396759954865	21.642882218806154	20.824737464601505	19.784117932735903	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0
120	10.409240358974035	8	5965.828425178867	19.590759641025965	18.204689409318863	20.586254290539394	0.38765399388000077	18	7014.516302017759	30.38765399388	21.4047541320313	21.08910722883113	4.493508558607758	19	8685.524993002515	25.506491441392242	26.50382706065613	27.277411772062777	2.953609880343137	17	6857.289036088083	32.95360988034314	20.924976079607635	21.625147381849256	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0
