interaction	name	drain	joules
199	drain-2	56.99999999999999	32520.0
199	drain-3	48.0	112.09340116684801
199	drain-4	48.0	84.029326299558
200	drain-1	53.0	32518.0
200	drain-2	55.00000000000001	32522.0
200	drain-3	47.0	96.34013033329799
200	drain-4	48.0	83.30838982525799
201	drain-1	53.0	32513.0
201	drain-2	55.00000000000001	32517.0
201	drain-3	47.0	93.00603545874
201	drain-4	48.0	94.91314311430202
202	drain-1	51.0	32517.0
202	drain-2	55.00000000000001	32513.0
202	drain-3	47.0	93.40116568632001
202	drain-4	48.0	85.521544598736
203	drain-1	51.0	32516.0
203	drain-2	55.00000000000001	32519.0
203	drain-3	46.0	91.00088887966999
203	drain-4	47.0	82.8177314404
204	drain-1	51.0	32520.0
204	drain-2	55.00000000000001	32517.0
204	drain-3	46.0	87.93768577943999
204	drain-4	47.0	82.91518623757801
205	drain-1	51.0	32515.0
205	drain-2	55.00000000000001	32517.0
205	drain-3	45.0	90.54701832383999
205	drain-4	46.0	84.16098335736
206	drain-1	51.0	32521.0
206	drain-2	55.00000000000001	32516.0
206	drain-3	45.0	87.339682925568
206	drain-4	46.0	81.198892010817
207	drain-1	51.0	32514.0
207	drain-2	53.0	32518.0
207	drain-3	45.0	89.65640898809998
207	drain-4	46.0	85.805129297538
208	drain-1	50.0	32513.0
208	drain-2	53.0	32519.0
208	drain-3	45.0	87.20812775023202
208	drain-4	46.0	81.25425871069501
209	drain-1	50.0	32511.0
209	drain-2	53.0	32517.0
209	drain-3	45.0	87.36421113792
209	drain-4	46.0	84.46383487174501
210	drain-1	50.0	32514.0
210	drain-2	53.0	32516.0
210	drain-3	45.0	85.33716886368
210	drain-4	46.0	83.444740889328
211	drain-1	50.0	32535.0
211	drain-2	53.0	32518.0
211	drain-3	44.0	100.842795704496
211	drain-4	45.0	98.0057465688
212	drain-1	50.0	32519.0
212	drain-2	53.0	32519.0
212	drain-3	44.0	89.46280985169
212	drain-4	45.0	85.45942137627999
213	drain-1	50.0	32513.0
213	drain-2	52.0	32518.0
213	drain-3	44.0	89.09237753707198
213	drain-4	45.0	92.26273152347999
214	drain-1	50.0	32516.0
214	drain-2	52.0	32518.0
214	drain-3	44.0	87.151140186034
214	drain-4	45.0	99.27929436648999
215	drain-1	48.0	32516.0
215	drain-2	52.0	32519.0
215	drain-3	44.0	97.74088580088001
215	drain-4	45.0	97.59467562306
216	drain-1	48.0	32517.0
216	drain-2	52.0	32521.0
216	drain-3	42.0	88.31785788306001
216	drain-4	43.0	92.14864122816
217	drain-1	48.0	32517.0
217	drain-2	52.0	32517.0
217	drain-3	42.0	89.26328065060501
217	drain-4	43.0	91.194215424408
218	drain-1	48.0	32515.0
218	drain-2	52.0	32517.0
218	drain-3	42.0	87.17556061964001
218	drain-4	43.0	105.42454798788
219	drain-1	48.0	32519.0
219	drain-2	52.0	32515.0
219	drain-3	42.0	88.81301419146001
219	drain-4	43.0	89.03636710308001
220	drain-1	48.0	32519.0
220	drain-2	50.0	32517.0
220	drain-3	42.0	85.94940751127
220	drain-4	43.0	100.638806700375
221	drain-1	46.0	32514.0
221	drain-2	50.0	32514.0
221	drain-3	41.0	86.29638869907001
221	drain-4	42.0	106.27427087647202
222	drain-1	46.0	32516.0
222	drain-2	50.0	32519.0
222	drain-3	40.0	88.72683264899999
222	drain-4	42.0	85.86164404164
223	drain-1	46.0	32523.0
223	drain-2	50.0	32519.0
223	drain-3	40.0	100.75534406748001
223	drain-4	42.0	83.28441195072601
224	drain-1	46.0	32516.0
224	drain-2	50.0	32518.0
224	drain-3	40.0	85.76791645247998
224	drain-4	42.0	90.13466055776
225	drain-1	46.0	32518.0
225	drain-2	50.0	32518.0
225	drain-3	40.0	85.6552634388
225	drain-4	42.0	99.48514035190799
226	drain-1	46.0	32521.0
226	drain-2	50.0	32515.0
226	drain-3	40.0	88.21399893975
226	drain-4	42.0	85.04796871672401
227	drain-1	45.0	32522.0
227	drain-2	49.0	32515.0
227	drain-3	39.0	89.62424300799199
227	drain-4	42.0	85.207551995468
228	drain-1	45.0	32513.0
228	drain-2	49.0	32515.0
228	drain-3	39.0	89.30921215209
228	drain-4	40.0	85.37203899642
229	drain-1	45.0	32519.0
229	drain-2	49.0	32517.0
229	drain-3	39.0	88.51813869007199
229	drain-4	40.0	82.5769683684
230	drain-1	45.0	32513.0
230	drain-2	49.0	32516.0
230	drain-3	39.0	85.461871319832
230	drain-4	40.0	82.36261332606999
231	drain-1	45.0	32517.0
231	drain-2	49.0	32516.0
231	drain-3	39.0	87.69805424561999
231	drain-4	40.0	83.54327966127
232	drain-1	45.0	32514.0
232	drain-2	49.0	32520.0
232	drain-3	37.0	91.68258872802001
232	drain-4	40.0	84.94104773462
233	drain-1	43.0	32515.0
233	drain-2	49.0	32516.0
233	drain-3	37.0	87.42836885609998
233	drain-4	39.0	89.44886683622398
234	drain-1	43.0	32518.0
234	drain-2	47.0	32519.0
234	drain-3	37.0	89.89059975544
234	drain-4	39.0	95.80119305208198
235	drain-1	43.0	32514.0
235	drain-2	47.0	32522.0
235	drain-3	37.0	95.21001068868
235	drain-4	39.0	103.81058941271198
236	drain-1	43.0	32518.0
236	drain-2	47.0	32518.0
236	drain-3	37.0	113.93157638888
236	drain-4	39.0	91.533178721203
237	drain-1	43.0	32517.0
237	drain-2	47.0	32519.0
237	drain-3	37.0	94.8669260455
237	drain-4	39.0	87.89063676884399
238	drain-1	43.0	32509.0
238	drain-2	47.0	32516.0
238	drain-3	36.0	98.427936774968
238	drain-4	39.0	92.45704942495101
239	drain-1	42.0	32518.0
239	drain-2	46.0	32518.0
239	drain-3	36.0	98.47333257853
239	drain-4	37.0	84.511563048192
240	drain-1	42.0	32515.0
240	drain-2	46.0	32515.0
240	drain-3	35.0	99.645521826208
240	drain-4	37.0	85.15460600640002
241	drain-1	42.0	32516.0
241	drain-2	46.0	32520.0
241	drain-3	35.0	95.115515607216
241	drain-4	37.0	88.42252516269001
242	drain-1	42.0	32512.0
242	drain-2	46.0	32522.0
242	drain-3	35.0	94.97324015168
242	drain-4	37.0	81.87670220039999
243	drain-1	42.0	32515.0
243	drain-2	46.0	32516.0
243	drain-3	34.0	89.7926729154
243	drain-4	37.0	82.13461455522001
244	drain-1	42.0	32516.0
244	drain-2	46.0	32520.0
244	drain-3	34.0	90.05522094384
244	drain-4	35.0	83.56229064268801
245	drain-1	40.0	32519.0
245	drain-2	46.0	32512.0
245	drain-3	34.0	85.0316023584
245	drain-4	35.0	83.380515031476
246	drain-1	40.0	32516.0
246	drain-2	46.0	32516.0
246	drain-3	34.0	89.694675171
246	drain-4	35.0	96.679707377448
247	drain-1	40.0	32520.0
247	drain-2	46.0	32521.0
247	drain-3	34.0	86.12655626483999
247	drain-4	35.0	82.6191752334
248	drain-1	40.0	32519.0
248	drain-2	44.0	32515.0
248	drain-3	33.0	90.03091678956399
248	drain-4	35.0	83.82736279632
249	drain-1	40.0	32518.0
249	drain-2	44.0	32519.0
249	drain-3	33.0	87.399882266598
249	drain-4	35.0	83.544047996136
250	drain-1	40.0	32514.0
250	drain-2	44.0	32515.0
250	drain-3	33.0	85.767994814712
250	drain-4	34.0	85.392241575824
251	drain-1	40.0	32518.0
251	drain-2	44.0	32516.0
251	drain-3	33.0	87.7394210054
251	drain-4	34.0	93.59628402780001
252	drain-1	39.0	32520.0
252	drain-2	44.0	32515.0
252	drain-3	33.0	92.657473638864
252	drain-4	34.0	87.988698052804
253	drain-1	39.0	32520.0
253	drain-2	44.0	32515.0
253	drain-3	31.0	86.62909383521999
253	drain-4	34.0	94.67566503939601
254	drain-1	39.0	32513.0
254	drain-2	42.0	32512.0
254	drain-3	31.0	85.95976064814
254	drain-4	34.0	97.37268577241402
255	drain-1	39.0	32517.0
255	drain-2	42.0	32515.0
255	drain-3	31.0	87.78943352699999
255	drain-4	32.0	91.880546823996
256	drain-1	39.0	32516.0
256	drain-2	42.0	32512.0
256	drain-3	31.0	82.54343562074999
256	drain-4	32.0	91.679140546596
257	drain-1	39.0	32511.0
257	drain-2	42.0	32514.0
257	drain-3	31.0	84.95966446568998
257	drain-4	32.0	88.02601211090101
258	drain-1	37.0	32520.0
258	drain-2	42.0	32516.0
258	drain-3	30.0	86.31325373816401
258	drain-4	31.0	90.098959317372
259	drain-1	37.0	32512.0
259	drain-2	42.0	32519.0
259	drain-3	30.0	85.03200805158401
259	drain-4	31.0	85.47061591657801
260	drain-1	37.0	32515.0
260	drain-2	42.0	32516.0
260	drain-3	30.0	88.71399549804799
260	drain-4	31.0	84.92600166232502
261	drain-1	37.0	32508.0
261	drain-2	41.0	32517.0
261	drain-3	30.0	96.171819293392
261	drain-4	31.0	92.68604475142502
262	drain-1	37.0	32517.0
262	drain-2	41.0	32520.0
262	drain-3	30.0	83.657429296296
262	drain-4	31.0	95.5171292094
263	drain-1	35.0	32520.0
263	drain-2	41.0	32519.0
263	drain-3	28.000000000000004	83.895869438524
263	drain-4	31.0	87.143576695065
264	drain-1	35.0	32510.0
264	drain-2	41.0	32519.0
264	drain-3	28.000000000000004	84.05587543366201
264	drain-4	31.0	82.84332182111999
265	drain-1	35.0	32517.0
265	drain-2	41.0	32517.0
265	drain-3	28.000000000000004	100.67605199682798
265	drain-4	28.999999999999996	80.791210061506
266	drain-1	35.0	32518.0
266	drain-2	41.0	32518.0
266	drain-3	28.000000000000004	110.23302653946
266	drain-4	28.999999999999996	83.45395838291401
267	drain-1	35.0	32519.0
267	drain-2	41.0	32519.0
267	drain-3	28.000000000000004	88.753803042201
267	drain-4	28.999999999999996	84.25706779488002
268	drain-1	35.0	32519.0
268	drain-2	39.0	32519.0
268	drain-3	26.0	86.3653322565
268	drain-4	28.999999999999996	85.29241462441
269	drain-1	34.0	32521.0
269	drain-2	39.0	32520.0
269	drain-3	26.0	85.4570530044
269	drain-4	28.999999999999996	88.944486226288
270	drain-1	34.0	32520.0
270	drain-2	39.0	32516.0
270	drain-3	26.0	92.77022424977999
270	drain-4	28.000000000000004	87.02378588442
271	drain-1	34.0	32519.0
271	drain-2	39.0	32519.0
271	drain-3	26.0	88.21721398941001
271	drain-4	28.000000000000004	83.31296747004
272	drain-1	34.0	32513.0
272	drain-2	39.0	32514.0
272	drain-3	26.0	86.07701569499999
272	drain-4	28.000000000000004	89.1369006
273	drain-1	34.0	32514.0
273	drain-2	39.0	32513.0
273	drain-3	25.0	93.990019518252
273	drain-4	28.000000000000004	93.05177714118001
274	drain-1	34.0	32519.0
274	drain-2	39.0	32514.0
274	drain-3	25.0	104.357902068576
274	drain-4	28.000000000000004	92.54453941424998
275	drain-1	32.0	32519.0
275	drain-2	38.0	32514.0
275	drain-3	25.0	110.315335883922
275	drain-4	26.0	91.94999241122102
276	drain-1	32.0	32519.0
276	drain-2	37.0	32521.0
276	drain-3	24.0	91.440600702688
276	drain-4	26.0	93.848376768003
277	drain-1	32.0	32520.0
277	drain-2	37.0	32513.0
277	drain-3	24.0	96.19559237484799
277	drain-4	26.0	87.7469057248
278	drain-1	32.0	32516.0
278	drain-2	37.0	32515.0
278	drain-3	23.0	103.84003046013999
278	drain-4	26.0	91.17422706828799
279	drain-1	32.0	32516.0
279	drain-2	37.0	32518.0
279	drain-3	23.0	114.74862659315998
279	drain-4	26.0	87.018374034048
280	drain-1	32.0	32511.0
280	drain-2	37.0	32514.0
280	drain-3	23.0	102.29106641781999
280	drain-4	24.0	82.7468544744
281	drain-1	31.0	32515.0
281	drain-2	36.0	32517.0
281	drain-3	23.0	101.33226859055999
281	drain-4	24.0	98.03575950295199
282	drain-1	31.0	32509.0
282	drain-2	36.0	32519.0
282	drain-3	22.0	98.6939901
282	drain-4	24.0	90.25945518504
283	drain-1	31.0	32516.0
283	drain-2	36.0	32520.0
283	drain-3	22.0	110.82533373
283	drain-4	24.0	84.177016879392
284	drain-1	31.0	32515.0
284	drain-2	36.0	32516.0
284	drain-3	22.0	94.1028578352
284	drain-4	24.0	85.09898415751199
285	drain-1	31.0	32517.0
285	drain-2	36.0	32520.0
285	drain-3	22.0	94.9245609348
285	drain-4	23.0	88.37868990272
286	drain-1	31.0	32516.0
286	drain-2	36.0	32520.0
286	drain-3	22.0	101.20073401799999
286	drain-4	23.0	82.41133583124001
287	drain-1	28.999999999999996	32514.0
287	drain-2	36.0	32517.0
287	drain-3	20.0	99.0120518208
287	drain-4	23.0	84.0824714574
288	drain-1	28.999999999999996	32517.0
288	drain-2	35.0	32524.0
288	drain-3	20.0	94.0537136602
288	drain-4	23.0	97.49901569628999
289	drain-1	28.999999999999996	32516.0
289	drain-2	35.0	32516.0
289	drain-3	20.0	107.03151833359999
289	drain-4	23.0	85.42578932632999
290	drain-1	28.999999999999996	32518.0
290	drain-2	35.0	32519.0
290	drain-3	20.0	92.45213242387202
290	drain-4	21.0	84.24021940488001
291	drain-1	28.999999999999996	32514.0
291	drain-2	35.0	32517.0
291	drain-3	20.0	89.72574416448
291	drain-4	21.0	85.25577676704002
292	drain-1	28.000000000000004	32509.0
292	drain-2	35.0	32518.0
292	drain-3	19.0	88.75924678324
292	drain-4	21.0	90.274227549968
293	drain-1	28.000000000000004	32515.0
293	drain-2	35.0	32517.0
293	drain-3	19.0	90.097882982058
293	drain-4	21.0	93.333093954848
294	drain-1	27.0	32517.0
294	drain-2	35.0	32520.0
294	drain-3	19.0	85.80198268179
294	drain-4	21.0	107.20851786392001
295	drain-1	27.0	32516.0
295	drain-2	33.0	32516.0
295	drain-3	18.0	88.000699785344
295	drain-4	20.0	87.88732677725
296	drain-1	27.0	32514.0
296	drain-2	33.0	32513.0
296	drain-3	18.0	91.87598523606401
296	drain-4	20.0	86.768768961875
297	drain-1	27.0	32514.0
297	drain-2	33.0	32522.0
297	drain-3	17.0	86.43171571957998
297	drain-4	20.0	89.02278199815
298	drain-1	26.0	32518.0
298	drain-2	33.0	32519.0
298	drain-3	17.0	84.59873800901599
298	drain-4	20.0	84.97265676900001
299	drain-1	26.0	32519.0
299	drain-2	33.0	32519.0
299	drain-3	17.0	82.83445339171199
299	drain-4	20.0	83.86795184625
300	drain-1	26.0	32521.0
300	drain-2	33.0	32515.0
300	drain-3	17.0	84.9416130189
300	drain-4	18.0	81.45824224824999
301	drain-1	26.0	32510.0
301	drain-2	31.0	32517.0
301	drain-3	17.0	100.609109779464
301	drain-4	18.0	97.29139765689
302	drain-1	26.0	32512.0
302	drain-2	31.0	32511.0
302	drain-3	NA	NA
302	drain-4	18.0	83.36457981934
303	drain-1	26.0	32515.0
303	drain-2	31.0	32513.0
303	drain-3	NA	NA
303	drain-4	18.0	94.04313964734
304	drain-1	24.0	32518.0
304	drain-2	31.0	32513.0
304	drain-3	NA	NA
304	drain-4	18.0	87.68339565286999
305	drain-1	24.0	32517.0
305	drain-2	31.0	32515.0
305	drain-3	NA	NA
305	drain-4	17.0	84.54281668453802
306	drain-1	24.0	32512.0
306	drain-2	31.0	32520.0
306	drain-3	NA	NA
306	drain-4	17.0	84.684402890868
307	drain-1	24.0	32512.0
307	drain-2	30.0	32518.0
307	drain-3	NA	NA
307	drain-4	17.0	84.065834170824
308	drain-1	24.0	32515.0
308	drain-2	30.0	32517.0
308	drain-3	NA	NA
308	drain-4	17.0	98.71308873056401
309	drain-1	23.0	32510.0
309	drain-2	30.0	32517.0
309	drain-3	NA	NA
309	drain-4	17.0	83.30211148966801
310	drain-1	23.0	32517.0
310	drain-2	30.0	32523.0
310	drain-3	NA	NA
310	drain-4	NA	NA
311	drain-1	23.0	32518.0
311	drain-2	30.0	32521.0
311	drain-3	NA	NA
311	drain-4	NA	NA
312	drain-1	23.0	32513.0
312	drain-2	30.0	32518.0
312	drain-3	NA	NA
312	drain-4	NA	NA
313	drain-1	22.0	32516.0
313	drain-2	28.000000000000004	32520.0
313	drain-3	NA	NA
313	drain-4	NA	NA
314	drain-1	22.0	32516.0
314	drain-2	28.000000000000004	32523.0
314	drain-3	NA	NA
314	drain-4	NA	NA
315	drain-1	21.0	32518.0
315	drain-2	28.000000000000004	32516.0
315	drain-3	NA	NA
315	drain-4	NA	NA
316	drain-1	21.0	32517.0
316	drain-2	28.000000000000004	32517.0
316	drain-3	NA	NA
316	drain-4	NA	NA
317	drain-1	21.0	32517.0
317	drain-2	28.000000000000004	32518.0
317	drain-3	NA	NA
317	drain-4	NA	NA
318	drain-1	21.0	32521.0
318	drain-2	28.000000000000004	32521.0
318	drain-3	NA	NA
318	drain-4	NA	NA
319	drain-1	21.0	32518.0
319	drain-2	27.0	32511.0
319	drain-3	NA	NA
319	drain-4	NA	NA
320	drain-1	21.0	32513.0
320	drain-2	27.0	32517.0
320	drain-3	NA	NA
320	drain-4	NA	NA
321	drain-1	20.0	32520.0
321	drain-2	27.0	32512.0
321	drain-3	NA	NA
321	drain-4	NA	NA
322	drain-1	20.0	32516.0
322	drain-2	27.0	32517.0
322	drain-3	NA	NA
322	drain-4	NA	NA
323	drain-1	20.0	32517.0
323	drain-2	27.0	32515.0
323	drain-3	NA	NA
323	drain-4	NA	NA
324	drain-1	20.0	32516.0
324	drain-2	27.0	32520.0
324	drain-3	NA	NA
324	drain-4	NA	NA
325	drain-1	20.0	32512.0
325	drain-2	27.0	32517.0
325	drain-3	NA	NA
325	drain-4	NA	NA
326	drain-1	20.0	32516.0
326	drain-2	25.0	32520.0
326	drain-3	NA	NA
326	drain-4	NA	NA
327	drain-1	18.0	32518.0
327	drain-2	25.0	32518.0
327	drain-3	NA	NA
327	drain-4	NA	NA
328	drain-1	18.0	32514.0
328	drain-2	25.0	32514.0
328	drain-3	NA	NA
328	drain-4	NA	NA
329	drain-1	18.0	32523.0
329	drain-2	25.0	32517.0
329	drain-3	NA	NA
329	drain-4	NA	NA
330	drain-1	18.0	32520.0
330	drain-2	25.0	32517.0
330	drain-3	NA	NA
330	drain-4	NA	NA
331	drain-1	17.0	32516.0
331	drain-2	25.0	32523.0
331	drain-3	NA	NA
331	drain-4	NA	NA
332	drain-1	17.0	32512.0
332	drain-2	24.0	32517.0
332	drain-3	NA	NA
332	drain-4	NA	NA
333	drain-1	17.0	32516.0
333	drain-2	24.0	32521.0
333	drain-3	NA	NA
333	drain-4	NA	NA
334	drain-1	17.0	32512.0
334	drain-2	24.0	32575.0
334	drain-3	NA	NA
334	drain-4	NA	NA
335	drain-1	17.0	32518.0
335	drain-2	24.0	32520.0
335	drain-3	NA	NA
335	drain-4	NA	NA
336	drain-1	17.0	32515.0
336	drain-2	24.0	32519.0
336	drain-3	NA	NA
336	drain-4	NA	NA
337	drain-1	17.0	32517.0
337	drain-2	24.0	32517.0
337	drain-3	NA	NA
337	drain-4	NA	NA
338	drain-1	17.0	32518.0
338	drain-2	22.0	32531.0
338	drain-3	NA	NA
338	drain-4	NA	NA
339	drain-1	NA	NA
339	drain-2	22.0	32522.0
339	drain-3	NA	NA
339	drain-4	NA	NA
340	drain-1	NA	NA
340	drain-2	22.0	32515.0
340	drain-3	NA	NA
340	drain-4	NA	NA
341	drain-1	NA	NA
341	drain-2	22.0	32516.0
341	drain-3	NA	NA
341	drain-4	NA	NA
342	drain-1	NA	NA
342	drain-2	22.0	32515.0
342	drain-3	NA	NA
342	drain-4	NA	NA
343	drain-1	NA	NA
343	drain-2	22.0	32520.0
343	drain-3	NA	NA
343	drain-4	NA	NA
344	drain-1	NA	NA
344	drain-2	22.0	32513.0
344	drain-3	NA	NA
344	drain-4	NA	NA
345	drain-1	NA	NA
345	drain-2	20.0	32520.0
345	drain-3	NA	NA
345	drain-4	NA	NA
346	drain-1	NA	NA
346	drain-2	20.0	32520.0
346	drain-3	NA	NA
346	drain-4	NA	NA
347	drain-1	NA	NA
347	drain-2	20.0	32518.0
347	drain-3	NA	NA
347	drain-4	NA	NA
348	drain-1	NA	NA
348	drain-2	20.0	32520.0
348	drain-3	NA	NA
348	drain-4	NA	NA
349	drain-1	NA	NA
349	drain-2	20.0	32518.0
349	drain-3	NA	NA
349	drain-4	NA	NA
350	drain-1	NA	NA
350	drain-2	19.0	32523.0
350	drain-3	NA	NA
350	drain-4	NA	NA
351	drain-1	NA	NA
351	drain-2	19.0	32516.0
351	drain-3	NA	NA
351	drain-4	NA	NA
352	drain-1	NA	NA
352	drain-2	19.0	32518.0
352	drain-3	NA	NA
352	drain-4	NA	NA
353	drain-1	NA	NA
353	drain-2	19.0	32520.0
353	drain-3	NA	NA
353	drain-4	NA	NA
354	drain-1	NA	NA
354	drain-2	19.0	32516.0
354	drain-3	NA	NA
354	drain-4	NA	NA
355	drain-1	NA	NA
355	drain-2	19.0	32523.0
355	drain-3	NA	NA
355	drain-4	NA	NA
356	drain-1	NA	NA
356	drain-2	19.0	32521.0
356	drain-3	NA	NA
356	drain-4	NA	NA
357	drain-1	NA	NA
357	drain-2	19.0	32517.0
357	drain-3	NA	NA
357	drain-4	NA	NA
358	drain-1	NA	NA
358	drain-2	17.0	32522.0
358	drain-3	NA	NA
358	drain-4	NA	NA
359	drain-1	NA	NA
359	drain-2	17.0	32521.0
359	drain-3	NA	NA
359	drain-4	NA	NA
360	drain-1	NA	NA
360	drain-2	17.0	32517.0
360	drain-3	NA	NA
360	drain-4	NA	NA
361	drain-1	NA	NA
361	drain-2	17.0	32510.0
361	drain-3	NA	NA
361	drain-4	NA	NA
362	drain-1	NA	NA
362	drain-2	17.0	32516.0
362	drain-3	NA	NA
362	drain-4	NA	NA
363	drain-1	NA	NA
363	drain-2	17.0	32516.0
363	drain-3	NA	NA
363	drain-4	NA	NA
364	drain-1	NA	NA
364	drain-2	16.0	32518.0
364	drain-3	NA	NA
364	drain-4	NA	NA
365	drain-1	NA	NA
365	drain-2	16.0	32517.0
365	drain-3	NA	NA
365	drain-4	NA	NA
366	drain-1	NA	NA
366	drain-2	16.0	32518.0
366	drain-3	NA	NA
366	drain-4	NA	NA
367	drain-1	NA	NA
367	drain-2	16.0	32518.0
367	drain-3	NA	NA
367	drain-4	NA	NA
368	drain-1	NA	NA
368	drain-2	16.0	32518.0
368	drain-3	NA	NA
368	drain-4	NA	NA
