task	r0_energy	r0_config	r0_reward	r0_rate	r1_energy	r1_config	r1_reward	r1_rate	c0	c1	c2	c3	c4	c5	c6	c7	c8	c9	c10	c11
0	40.88662663767	0	40.88662663767	14.645955810508656	63.452590372875	0	63.452590372875	22.72928610371642	2	0	0	0	0	0	0	0	0	0	0	0
1	57.370193223826995	0	98.256819861497	20.550516975699217	91.77412935263901	0	155.22671972551402	32.8743149919901	2	0	0	0	0	0	0	0	0	0	0	0
2	87.68082020798099	1	185.937640069478	31.408054999873787	53.103681268512005	1	208.33040099402604	19.022214185735642	0	2	0	0	0	0	0	0	0	0	0	0
3	253.277021783984	1	439.21466185346196	90.72609735545694	84.37548902772002	1	292.7058900217461	30.224055771123588	0	2	0	0	0	0	0	0	0	0	0	0
4	55.715686075616006	2	494.930347929078	19.95785769872812	38.722412647248	2	331.4283026689941	13.870714978118686	0	0	2	0	0	0	0	0	0	0	0	0
5	51.46670750956	2	546.397055438638	18.43583552581254	68.22519021203199	2	399.65349288102607	24.438874105802505	0	0	2	0	0	0	0	0	0	0	0	0
6	85.655023806464	3	632.0520792451019	30.682396587390095	36.60642781776	3	436.25992069878606	13.11275026307821	0	0	0	2	0	0	0	0	0	0	0	0
7	79.012719629312	3	711.0647988744139	28.30306374781325	85.28314871286	3	521.543069411646	30.54918759863642	0	0	0	2	0	0	0	0	0	0	0	0
8	94.245622635	4	805.3104215094139	33.75962601850746	74.31685684823398	4	595.85992625988	26.620963647128594	0	0	0	0	2	0	0	0	0	0	0	0
9	82.09474826850001	4	887.4051697779139	29.407074006626868	76.66373654676	4	672.52366280664	27.461636971973732	0	0	0	0	2	0	0	0	0	0	0	0
10	52.3361652957	2	939.7413350736139	18.747283090997016	87.033677073222	3	759.557339879862	31.176242533691468	0	0	1	1	0	0	0	0	0	0	0	0
11	37.216542999825	2	976.9578780734389	13.331298985011939	68.36007225781799	2	827.91741213768	24.487190062501966	0	0	2	0	0	0	0	0	0	0	0	0
12	37.52872119495	2	1014.4865992683889	13.443124010131344	42.32897754953999	2	870.24638968722	15.162618823715816	0	0	2	0	0	0	0	0	0	0	0	0
13	37.634162637224996	0	1052.1207619056138	13.480894079005967	38.483902339344	2	908.730292026564	13.785278449914268	1	0	1	0	0	0	0	0	0	0	0	0
