task	r0_energy	r0_config	r0_reward	r0_rate	r1_energy	r1_config	r1_reward	r1_rate	c0	c1	c2	c3	c4	c5	c6	c7	c8	c9	c10	c11
0	43.650798753474	0	43.650798753474	15.636107016169792	42.189557326895994	0	42.189557326895994	15.112677251425431	2	0	0	0	0	0	0	0	0	0	0	0
1	80.05568471985599	0	123.70648347333	28.676663183231998	38.205293687148	0	80.394851014044	13.685478335694809	2	0	0	0	0	0	0	0	0	0	0	0
2	55.559844987868004	1	179.266328461198	19.902034025504957	38.53749349333799	1	118.93234450738198	13.804475281195698	0	2	0	0	0	0	0	0	0	0	0	0
3	35.917484906816	1	215.183813368014	12.865964742740058	44.262814871729994	1	163.19515937911197	15.855336670470445	0	2	0	0	0	0	0	0	0	0	0	0
4	68.60316079798199	2	283.78697416599596	24.574266554501012	68.53452702096	2	231.72968640007196	24.54968132094089	0	0	2	0	0	0	0	0	0	0	0	0
5	75.83726352762	2	359.62423769361595	27.165586935266866	81.45644290663199	2	313.18612930670395	29.17842730983833	0	0	2	0	0	0	0	0	0	0	0	0
6	214.00531129461	2	573.6295489882259	76.6586189712036	90.76645341569998	2	403.9525827224039	32.513356447414914	0	0	2	0	0	0	0	0	0	0	0	0
7	36.509025888936996	0	610.1385748771629	13.07786001991773	91.44028211860798	2	495.3928648410119	32.75472792308345	1	0	1	0	0	0	0	0	0	0	0	0
8	36.606673757276994	0	646.7452486344399	13.11283836081564	72.95639018051999	2	568.3492550215319	26.13363230346985	1	0	1	0	0	0	0	0	0	0	0	0
9	50.63300417992499	0	697.3782528143649	18.137195527137308	84.90597101467199	2	653.2552260362039	30.41407916943475	1	0	1	0	0	0	0	0	0	0	0	0
10	53.746964072524996	0	751.1252168868899	19.252643846874623	114.080538611304	2	767.3357646475079	40.86467054733277	1	0	1	0	0	0	0	0	0	0	0	0
11	55.77548588559599	0	806.9007027724859	19.979278526183638	95.72515421912401	1	863.0609188666318	34.289607481477255	1	1	0	0	0	0	0	0	0	0	0	0
12	56.62219474790399	0	863.52289752039	20.28257722312979	55.219088463864	1	918.2800073304958	19.779971987055756	1	1	0	0	0	0	0	0	0	0	0	0
13	138.86434834858798	0	1002.387245868978	49.742453139792715	49.530467675363994	1	967.8104750058598	17.742257077742323	1	1	0	0	0	0	0	0	0	0	0	0
14	77.60891098329598	0	1079.996156852274	27.800206919389606	38.64591732876	1	1006.4563923346197	13.843313670003582	1	1	0	0	0	0	0	0	0	0	0	0
15	68.85290379071999	0	1148.849060642994	24.663726731004175	70.23806924889598	2	1076.6944615835157	25.159905402589605	1	0	1	0	0	0	0	0	0	0	0	0
16	76.47740330803198	0	1225.326463951026	27.39489073720549	43.0573249848	0	1119.7517865683158	15.423519397540296	2	0	0	0	0	0	0	0	0	0	0	0
17	36.620159857992	0	36.620159857992	13.117669202862809	86.731129224294	2	1206.4829157926097	31.067867184821726	1	0	1	0	0	0	0	0	0	0	0	0
18	37.71470132622	0	74.334861184212	13.509743758645971	75.78346280210998	2	1282.2663785947198	27.146315033591634	1	0	1	0	0	0	0	0	0	0	0	0
19	36.906590377216006	1	111.24145156142801	13.220271179898269	68.01873279385599	2	1350.2851113885758	24.364919209739455	0	1	1	0	0	0	0	0	0	0	0	0
20	68.26541721024	1	179.506868771668	24.45328377680239	68.99300920453499	2	1419.2781205931108	24.713913744908055	0	1	1	0	0	0	0	0	0	0	0	0
21	56.46834733516799	1	235.975216106836	20.227467702149728	93.575316528486	2	1512.8534371215967	33.5195163684129	0	1	1	0	0	0	0	0	0	0	0	0
22	58.58023002678	1	294.555446133616	20.98396299466746	71.18390388309201	2	1584.0373410046886	25.498711838719526	0	1	1	0	0	0	0	0	0	0	0	0
23	41.12471100415999	1	335.68015713777595	14.731239762684176	68.669967922504	2	1652.7073089271926	24.598197464777552	0	1	1	0	0	0	0	0	0	0	0	0
24	41.53357391299199	1	377.21373105076793	14.877698118086682	70.330572181155	2	1723.0378811083476	25.193040781309257	0	1	1	0	0	0	0	0	0	0	0	0
25	40.13251752837599	1	417.34624857914395	14.375827174343634	67.93750417838801	2	1790.9753852867357	24.335822392258393	0	1	1	0	0	0	0	0	0	0	0	0
26	43.28250763636799	1	460.62875621551194	15.504181839893015	72.16100332308	2	1863.1363886098156	25.84871760826746	0	1	1	0	0	0	0	0	0	0	0	0
27	51.839323008479994	1	512.4680792239919	18.569309734380894	68.25196834764	2	1931.3883569574557	24.448466273781495	0	1	1	0	0	0	0	0	0	0	0	0
28	53.513302392115996	0	53.513302392115996	19.16894414045946	69.17674851359999	2	2000.5651054710556	24.779730810841787	1	0	1	0	0	0	0	0	0	0	0	0
29	51.00811736703199	0	104.52141975914799	18.27156442998161	70.644643691328	2	2071.2097491623836	25.305544008833913	1	0	1	0	0	0	0	0	0	0	0	0
30	48.568642501763996	1	153.090062260912	17.397722687199046	68.17732664517598	2	2139.3870758075595	24.421728947525725	0	1	1	0	0	0	0	0	0	0	0	0
31	37.209553421348	1	190.29961568226	13.328795255408238	66.71896855153601	0	66.71896855153601	23.89933201846066	1	1	0	0	0	0	0	0	0	0	0	0
32	79.66144426903598	2	269.96105995129597	28.535442723236773	66.8995624038	0	133.618530955336	23.9640223536	1	0	1	0	0	0	0	0	0	0	0	0
33	84.88896326588	2	354.85002321717593	30.407986841509253	84.10341850988	1	217.72194946521603	30.1265976751809	0	1	1	0	0	0	0	0	0	0	0	0
34	85.74451083187199	2	440.5945340490479	30.71445164126758	92.70417989946199	1	310.426129364678	33.20746742667295	0	1	1	0	0	0	0	0	0	0	0	0
35	50.44247606314399	0	491.0370101121919	18.068946649484417	51.81595316616	0	362.242082530838	18.5609384475797	2	0	0	0	0	0	0	0	0	0	0	0
36	78.43670331515199	2	569.4737134273439	28.09672954572608	81.01855459909501	0	443.260637129933	29.021571796690743	1	0	1	0	0	0	0	0	0	0	0	0
37	67.35589913648701	2	636.8296125638309	24.127486257846094	68.28250735087201	0	511.54314448080504	24.459405618222807	1	0	1	0	0	0	0	0	0	0	0	0
38	72.128259074088	2	708.9578716379189	25.83698832504645	67.19612146716001	0	578.739265947965	24.070252465848363	1	0	1	0	0	0	0	0	0	0	0	0
39	68.808731018076	2	777.7666026559948	24.64790364826603	77.29813375524	0	656.037399703205	27.6888837332203	1	0	1	0	0	0	0	0	0	0	0	0
40	69.069264861077	2	846.8358675170718	24.741229203967883	37.97606566908	0	694.0134653722849	13.603366806834629	1	0	1	0	0	0	0	0	0	0	0	0
41	78.10401998679801	2	924.9398875038698	27.977559398256005	35.53078212552	0	729.5442474978049	12.727444343469848	1	0	1	0	0	0	0	0	0	0	0	0
42	70.849781199288	2	995.7896687031579	25.379026101237493	35.162915256144004	0	35.162915256144004	12.595671136529194	1	0	1	0	0	0	0	0	0	0	0	0
43	69.827758643916	2	1065.6174273470738	25.01292846946245	34.80174650864401	0	69.96466176478802	12.466297256827703	1	0	1	0	0	0	0	0	0	0	0	0
44	70.27748071999201	2	1135.894908067066	25.17402294447475	35.26816590012	1	105.23282766490803	12.633372859744478	0	1	1	0	0	0	0	0	0	0	0	0
45	69.37811079529199	0	69.37811079529199	24.851860583388174	35.513471438691994	1	140.74629910360002	12.721243500426981	1	1	0	0	0	0	0	0	0	0	0	0
