policy	round	interaction	rate	joules	win
r1	0	23	26.903603459377283	70.18331337228857	84.21
r1	1	46	25.86479162552592	67.47336945789371	62.25
r1	2	69	26.24424997411	68.46326080202608	64.5
r1	3	100	24.140275513460725	62.29748519602768	63.48
r1	4	117	24.789023695081333	65.6180038987447	63.09
