task	r0_energy	r0_config	r0_reward	r0_rate	r1_energy	r1_config	r1_reward	r1_rate	c0	c1	c2	c3	c4	c5	c6	c7	c8	c9	c10	c11
0	34.8772756678	0	34.8772756678	12.49335247801791	45.138048653984	0	45.138048653984	16.1688532491883	2	0	0	0	0	0	0	0	0	0	0	0
1	35.04150870444	0	69.91878437224	12.552182222485971	56.406877547444	0	101.544926201428	20.205448673711285	2	0	0	0	0	0	0	0	0	0	0	0
2	76.72423948827	1	146.64302386051	27.48330966744	80.158264673256	1	181.703190874684	28.713408241166327	0	2	0	0	0	0	0	0	0	0	0	0
3	72.18662408077999	1	218.82964794128998	25.85789519311522	54.607547482884	1	236.310738357568	19.56091253118233	0	2	0	0	0	0	0	0	0	0	0	0
4	34.35626990234999	2	253.18591784363997	12.306723547110444	49.58887093342001	2	285.899609290988	17.763177647792244	0	0	2	0	0	0	0	0	0	0	0	0
5	70.81515312103998	2	324.00107096467997	25.36662201350686	79.358033624292	2	365.25764291528003	28.426758313179224	0	0	2	0	0	0	0	0	0	0	0	0
6	36.21538007027999	3	360.21645103495996	12.972673458010743	55.67826260107201	3	420.935905516352	19.944452275010867	0	0	0	2	0	0	0	0	0	0	0	0
7	40.88548735785	3	401.10193839281	14.645547710274629	66.02648382344	3	486.962389339792	23.651277787500895	0	0	0	2	0	0	0	0	0	0	0	0
8	83.632426454698	4	484.734364847508	29.95788410317541	68.47928675944802	4	555.44167609924	24.529893764578397	0	0	0	0	2	0	0	0	0	0	0	0
9	83.67691641763301	4	568.411281265141	29.9738208063163	74.925681934092	4	630.367358033332	26.83905024504788	0	0	0	0	2	0	0	0	0	0	0	0
10	33.366057284339995	1	601.777338549481	11.952020519763579	71.25128647625999	4	701.6186445095921	25.522848887018508	0	1	0	0	1	0	0	0	0	0	0	0
11	35.448979517952	1	637.226318067433	12.698141916878328	68.39352961716	4	770.012174126752	24.499174788236417	0	1	0	0	1	0	0	0	0	0	0	0
12	90.49245099334001	4	727.718769060773	32.41520632597254	67.341405161382	4	837.353579288134	24.122294386166686	0	0	0	0	2	0	0	0	0	0	0	0
13	34.395651897123	1	762.114420957896	12.320830530312715	78.377930135868	4	915.7315094240021	28.075676466579583	0	1	0	0	1	0	0	0	0	0	0	0
14	100.58839002669	4	862.702810984586	36.031662099112836	70.19163465522999	4	985.9231440792321	25.143272115306264	0	0	0	0	2	0	0	0	0	0	0	0
15	84.23313357241199	2	946.935944556998	30.173062772207288	82.96422776536198	4	1068.887371844594	29.71852934878638	0	0	1	0	1	0	0	0	0	0	0	0
16	54.180720092556	2	1001.1166646495541	19.408019137632	79.99967360801598	1	1148.88704545261	28.656599501378864	0	1	1	0	0	0	0	0	0	0	0	0
17	49.99867654656	2	1051.115341196114	17.90997368832	51.583421338487994	1	1200.470466791098	18.477643464533013	0	1	1	0	0	0	0	0	0	0	0	0
18	60.455266084079994	2	1111.570607280194	21.655617701759997	70.88912181468001	4	1271.359588605778	25.393118261974926	0	0	1	0	1	0	0	0	0	0	0	0
19	40.99099253022	2	1152.561599810414	14.683340607839998	68.503322272832	4	1339.8629108786101	24.53850350071594	0	0	1	0	1	0	0	0	0	0	0	0
20	67.12316416396799	0	1219.684763974382	24.044118506495995	51.409615560504	2	1391.2725264391142	18.415384678389497	1	0	1	0	0	0	0	0	0	0	0	0
21	72.59346192947	2	1292.278225903852	26.00362815384	84.521164201848	4	1475.7936906409623	30.276237923050026	0	0	1	0	1	0	0	0	0	0	0	0
22	38.55918040643999	2	1330.837406310292	13.812243727679995	92.59129147363201	4	1568.3849821145943	33.167029781599524	0	0	1	0	1	0	0	0	0	0	0	0
23	34.89180312499	2	1365.729209435282	12.49855634328	53.87415272005201	2	1622.2591348346464	19.298203959421613	0	0	2	0	0	0	0	0	0	0	0	0
24	37.772463655554	2	1403.501673090836	13.530434742288	77.04803900692	4	1699.3071738415663	27.599297554717612	0	0	1	0	1	0	0	0	0	0	0	0
25	87.750033773808	4	1491.251706864644	31.432847918975995	70.20560787602399	1	1769.5127817175903	25.148277448127995	0	1	0	0	1	0	0	0	0	0	0	0
26	36.085149177864	2	1527.3368560425079	12.926023586100538	64.259451773664	1	1833.7722334912544	23.01831108310352	0	1	1	0	0	0	0	0	0	0	0	0
27	70.09024475745599	2	1597.427100799964	25.106953345954384	72.49493242191201	1	1906.2671659131663	25.96833400187893	0	1	1	0	0	0	0	0	0	0	0	0
28	36.43414493166	2	1633.861245731624	13.051036990445374	41.714495286464	1	1947.9816611996303	14.942505774255762	0	1	1	0	0	0	0	0	0	0	0	0
29	50.225761631826	2	1684.08700736345	17.99131759946006	68.06792268276003	4	2016.0495838823904	24.38253946845135	0	0	1	0	1	0	0	0	0	0	0	0
30	82.42590156595202	2	1766.512908929402	29.525696083326096	68.1075683288	4	2084.1571522111904	24.39674089389851	0	0	1	0	1	0	0	0	0	0	0	0
31	42.155524436112	2	1808.6684333655141	15.100486365174447	72.01604906496001	4	2156.1732012761504	25.796793694911052	0	0	1	0	1	0	0	0	0	0	0	0
32	36.170217605376	2	1844.83865097089	12.956495858642151	87.99601105490999	4	2244.1692123310604	31.520959183848355	0	0	1	0	1	0	0	0	0	0	0	0
33	35.919420362640004	2	1880.75807133353	12.866658040348659	66.64437692640001	4	2310.8135892574605	23.872612630352243	0	0	1	0	1	0	0	0	0	0	0	0
34	41.78427482491201	2	1922.5423461584421	14.967501429819228	67.2757248807	4	2378.0893141381607	24.098767121444777	0	0	1	0	1	0	0	0	0	0	0	0
35	70.1334722376	4	1992.6758183960421	25.12243781645373	66.45578608396801	3	2444.545100222129	23.805057701719882	0	0	0	1	1	0	0	0	0	0	0	0
36	76.6067711442	4	2069.282589540242	27.441231454638803	67.435224255984	4	2511.980324478113	24.155901226024117	0	0	0	0	2	0	0	0	0	0	0	0
37	81.671318108728	4	2150.95390764897	29.25539753148466	104.737472859744	4	2616.7177973378566	37.517900725878455	0	0	0	0	2	0	0	0	0	0	0	0
38	96.12305453889198	4	2247.076962187862	34.432138939304586	83.518166678688	4	2700.2359640165446	29.916955228186747	0	0	0	0	2	0	0	0	0	0	0	0
39	98.41843063112798	4	2345.4953928189902	35.25436321115032	82.86274097637597	4	2783.0987049929204	29.68217587213468	0	0	0	0	2	0	0	0	0	0	0	0
40	85.47064347095598	4	2430.9660362899463	30.616349900043925	49.92798183454799	1	2833.0266868274684	17.884650209390326	0	1	0	0	1	0	0	0	0	0	0	0
41	35.324319843008	0	2466.2903561329545	12.65348770495809	83.17108232092001	4	2916.1977691483885	29.792626503016123	1	0	0	0	1	0	0	0	0	0	0	0
