task	r0_energy	r0_config	r0_reward	r0_rate	r1_energy	r1_config	r1_reward	r1_rate	c0	c1	c2	c3	c4	c5	c6	c7	c8	c9	c10	c11
0	40.92469850733799	0	40.92469850733799	14.659593495165849	63.423701529000006	0	63.423701529000006	22.71893786113433	2	0	0	0	0	0	0	0	0	0	0	0
1	82.82770721489999	1	123.75240572223798	29.669626465038803	39.61779259107001	1	103.04149412007001	14.191448092323585	0	2	0	0	0	0	0	0	0	0	0	0
2	60.994306408728	2	184.746712130966	21.848706773275705	39.387262915225	2	142.428757035295	14.108870297991047	0	0	2	0	0	0	0	0	0	0	0	0
3	72.53518044326398	3	257.28189257422997	25.982751203557246	39.97233508593	3	182.40109212122502	14.318448388989848	0	0	0	2	0	0	0	0	0	0	0	0
4	73.367351641584	4	330.64924421581395	26.280842379074866	104.05685139548	4	286.45794351670503	37.27409602226149	0	0	0	0	2	0	0	0	0	0	0	0
5	71.43109904076299	3	402.08034325657695	25.58725935788525	36.008954251215	0	322.46689776792005	12.89872988103224	1	0	0	1	0	0	0	0	0	0	0	0
6	237.92975124764996	3	640.0100945042269	85.22856761109848	276.99377966407496	0	599.460677431995	99.22165241698207	1	0	0	1	0	0	0	0	0	0	0	0
7	95.62132855090199	4	735.631423055129	34.25241619733803	281.90001544556395	3	881.3606928775589	100.97911001035128	0	0	0	1	1	0	0	0	0	0	0	0
8	40.64353368192	2	776.2749567370489	14.558877736807164	79.01645095205998	1	960.377143829619	28.30440034103641	0	1	1	0	0	0	0	0	0	0	0	0
9	76.33141814664	1	852.6063748836889	27.342597545065075	50.02663072843799	1	1010.403774558057	17.919987126604656	0	2	0	0	0	0	0	0	0	0	0	0
10	37.566127932795	1	890.1725028164839	13.456523438613134	72.38387415267401	1	1082.787648710731	25.92855193528621	0	2	0	0	0	0	0	0	0	0	0	0
11	83.157375916134	1	973.3298787326179	29.787716746077855	46.322979581165	1	1129.110628291896	16.59330611862627	0	2	0	0	0	0	0	0	0	0	0	0
12	94.37078892906	1	1067.700667661678	33.80446170593194	40.538512946688	1	1169.649141238584	14.521258368962865	0	2	0	0	0	0	0	0	0	0	0	0
13	52.087748727014	2	1119.788416388692	18.658298051467703	43.943317314624004	1	1213.592458553208	15.740889784342928	0	1	1	0	0	0	0	0	0	0	0	0
14	96.502339848222	1	1216.290756236914	34.56800233369145	74.51015026546	1	1288.102608818668	26.690203080164775	0	2	0	0	0	0	0	0	0	0	0	0
15	37.45144824498001	1	1253.7422044818939	13.415444147455526	56.247410200527	1	1344.3500190191949	20.14832604197982	0	2	0	0	0	0	0	0	0	0	0	0
16	90.140984393082	1	1343.8831888749758	32.28930784229803	51.69263652707701	1	1396.0426555462718	18.516765323132063	0	2	0	0	0	0	0	0	0	0	0	0
17	43.930836744704	1	1387.8140256196798	15.736419132431283	37.595788762629994	1	1433.6384443089019	13.4671482134794	0	2	0	0	0	0	0	0	0	0	0	0
18	37.790995204704004	3	1425.6050208243837	13.537072909147703	40.962087642872	1	1474.6005319517737	14.672986618342208	0	1	0	1	0	0	0	0	0	0	0	0
19	41.231241860676	1	1466.8362626850596	14.769400069495878	38.312433914832	1	1512.9129658666056	13.72385692471594	0	2	0	0	0	0	0	0	0	0	0	0
20	40.86778564182199	1	1507.7040483268815	14.639206797070562	36.632115640836005	1	1549.5450815074416	13.12195187134424	0	2	0	0	0	0	0	0	0	0	0	0
21	40.614670407024	1	1548.3187187339056	14.548538653262327	38.22042683256	1	1587.7655083400016	13.69089916390209	0	2	0	0	0	0	0	0	0	0	0	0
22	37.789205783208	1	1586.1079245171136	13.53643192234316	36.93029138114401	1	1624.6957997211457	13.228761091753078	0	2	0	0	0	0	0	0	0	0	0	0
23	43.375746759848	1	1629.4836712769616	15.537580928900779	76.15563010566	1	1700.8514298268058	27.27962869456477	0	2	0	0	0	0	0	0	0	0	0	0
24	76.03420425611999	4	1705.5178755330815	27.236132867863873	35.92589105491199	0	35.92589105491199	12.868975900266982	1	0	0	0	1	0	0	0	0	0	0	0
25	35.872068342384	1	1741.3899438754654	12.849696122645012	34.52450184218	1	70.450392897092	12.36698573451224	0	2	0	0	0	0	0	0	0	0	0	0
26	37.249197691722	1	1778.6391415671874	13.342996188079523	36.022682573568	2	106.47307547066	12.903647489039281	0	1	1	0	0	0	0	0	0	0	0	0
27	77.74103635571001	4	1856.3801779228975	27.847535411000596	59.164845920224	3	165.637921390884	21.19337764306532	0	0	0	1	1	0	0	0	0	0	0	0
28	71.533422538851	4	1927.9136004617485	25.62391255123021	36.94114026226799	4	202.579061653152	13.232647258125848	0	0	0	0	2	0	0	0	0	0	0	0
