task	r0_energy	r0_config	r0_reward	r0_rate	r1_energy	r1_config	r1_reward	r1_rate	c0	c1	c2	c3	c4	c5	c6	c7	c8	c9	c10	c11
64	68.38688130119999	1	647.2604873460821	24.496793301922388	36.29322062982	2	1152.496648898417	13.000556643517612	0	1	1	0	0	0	0	0	0	0	0	0
65	34.875977689280006	1	682.1364650353621	12.49288753048836	49.419634446764995	0	49.419634446764995	17.70255562272179	1	1	0	0	0	0	0	0	0	0	0	0
66	35.42615391203	0	35.42615391203	12.689965580428659	65.72918231879999	1	115.14881676556499	23.54478172613731	1	1	0	0	0	0	0	0	0	0	0	0
67	50.330447376165	1	85.756601288195	18.028816970566567	68.41769608608	2	183.56651285164497	24.5078314338197	0	1	1	0	0	0	0	0	0	0	0	0
68	68.58732506520701	2	154.34392635340203	24.56859405320848	70.158475204488	3	253.724988056133	25.13139410310018	0	0	1	1	0	0	0	0	0	0	0	0
69	67.917605655559	3	222.261532008961	24.328694563185312	67.91992132062401	4	321.644909376757	24.3295240551489	0	0	0	1	1	0	0	0	0	0	0	0
70	79.49367189504	4	301.755203904001	28.475345156432237	75.9750377408	1	397.61994711755705	27.21493889222687	0	1	0	0	1	0	0	0	0	0	0	0
71	68.14755573314399	3	369.902759637145	24.41106474023068	67.35007466075201	4	464.97002177830905	24.12539987847833	0	0	0	1	1	0	0	0	0	0	0	0
72	72.863757592821	3	442.766517229966	26.10045048101051	68.87129466302399	4	533.841316441333	24.670314506157844	0	0	0	1	1	0	0	0	0	0	0	0
73	67.80808135027802	2	510.574598580244	24.289461976218988	79.04040371136001	4	612.881720152693	28.312980433920007	0	0	1	0	1	0	0	0	0	0	0	0
74	59.76621985700999	2	570.340818437254	21.408795172660298	68.491758208064	2	681.373478360757	24.534361149157252	0	0	2	0	0	0	0	0	0	0	0	0
75	84.21388721234999	3	654.554705649604	30.16616855367761	66.841738061888	2	748.215216422645	23.943309156497193	0	0	1	1	0	0	0	0	0	0	0	0
76	85.66228698929999	2	740.216992638904	30.684998324525367	43.324568491328	2	791.539784913973	15.51924841480406	0	0	2	0	0	0	0	0	0	0	0	0
77	80.12022080496001	1	820.337213443864	28.69978058685135	83.28393763452	2	874.823722548493	29.833052286992242	0	1	1	0	0	0	0	0	0	0	0	0
78	72.827825741568	1	893.1650391854321	26.087579370113907	96.94246987089001	2	971.7661924193831	34.72566084927403	0	1	1	0	0	0	0	0	0	0	0	0
79	82.10434785534	1	975.269387040772	29.4105126645994	56.48295321756	3	1028.249145636943	20.232699660021492	0	1	0	1	0	0	0	0	0	0	0	0
80	68.55512009460801	2	1043.82450713538	24.5570579443372	72.053929768608	3	1100.303075405551	25.81036290218794	0	0	1	1	0	0	0	0	0	0	0	0
81	35.733740220512004	2	1079.558247355892	12.800145750631167	68.22948983994002	3	1168.532565245491	24.440414271023293	0	0	1	1	0	0	0	0	0	0	0	0
82	68.17155572102402	2	1147.7298030769161	24.419661750814573	68.269600427148	3	1236.802165672639	24.454782242560483	0	0	1	1	0	0	0	0	0	0	0	0
83	67.733266201984	2	1215.4630692789	24.26266252011367	88.564772459464	3	1325.3669381321029	31.724694612345306	0	0	1	1	0	0	0	0	0	0	0	0
84	34.90036818368	2	1250.3634374625801	12.501624424004778	64.72238912412	2	1390.0893272562228	23.184139387744477	0	0	2	0	0	0	0	0	0	0	0	0
85	87.70726528819199	2	1338.0707027507722	31.41752786442698	82.828951177392	2	1472.9182784336147	29.670072063543405	0	0	2	0	0	0	0	0	0	0	0	0
86	35.249216769179995	2	1373.3199195199522	12.62658511134806	71.65668319488	0	1544.5749616284947	25.66806562204657	1	0	1	0	0	0	0	0	0	0	0	0
87	71.62218384138	2	1444.9421033613323	25.65570764467343	91.561526017392	0	1636.1364876458867	32.79815857339415	1	0	1	0	0	0	0	0	0	0	0	0
88	37.853808899789996	0	37.853808899789996	13.559573337238207	88.7413806324	3	1724.8778682782868	31.78795724145671	1	0	0	1	0	0	0	0	0	0	0	0
89	41.41560985052399	1	79.26941875031399	14.835442334516054	72.08352988683001	4	1796.9613981651169	25.82096592961075	0	1	0	0	1	0	0	0	0	0	0	0
90	86.294452522954	2	165.56387127326798	30.911445679864126	81.46629589868	1	1878.427694063797	29.181956739825672	0	1	1	0	0	0	0	0	0	0	0	0
91	80.77474131714	1	246.338612590408	28.93423569569194	144.817166712218	0	2023.244860776015	51.87480598646615	1	1	0	0	0	0	0	0	0	0	0	0
92	83.434890284928	1	329.773502875336	29.887124878183158	80.95810665003602	0	2104.202967426051	28.999918800012903	1	1	0	0	0	0	0	0	0	0	0	0
93	82.35270940082401	1	412.12621227616	29.499477994325016	149.480535710044	4	2253.683503136095	53.545266523000834	0	1	0	0	1	0	0	0	0	0	0	0
94	64.759217101452	1	476.885429377612	23.19733149902758	92.13302920436999	2	2345.816532340465	33.00287613290865	0	1	1	0	0	0	0	0	0	0	0	0
95	92.905504558416	1	569.7909339360281	33.27958372241768	93.28125898453601	3	2439.0977913250013	33.41418232281887	0	1	0	1	0	0	0	0	0	0	0	0
96	107.58560197535999	1	677.376535911388	38.53812608072597	91.55477207817599	2	2530.6525634031773	32.79573925188394	0	1	1	0	0	0	0	0	0	0	0	0
97	33.282040443795005	1	710.6585763551831	11.921924935090747	55.55840029811999	1	2586.2109637012973	19.901516524699698	0	2	0	0	0	0	0	0	0	0	0	0
98	72.24182901129599	1	782.900405366479	25.877670093598564	72.34270380013999	1	2658.5536675014373	25.913804346318802	0	2	0	0	0	0	0	0	0	0	0	0
99	101.69081066376002	0	101.69081066376002	36.426559043734926	71.766966332376	1	2730.320633833813	25.70757002950782	1	1	0	0	0	0	0	0	0	0	0	0
100	67.522340103075	1	169.213150766835	24.187106902594028	127.965067486754	1	2858.285701320567	45.83823312958352	0	2	0	0	0	0	0	0	0	0	0	0
101	71.58183056739	2	240.794981334225	25.641252740557615	35.744254970831996	3	2894.0299562913992	12.80391222835773	0	0	1	1	0	0	0	0	0	0	0	0
102	68.32625960159999	3	309.12124093582497	24.47507806624477	72.84948559047899	3	2966.8794418818784	26.09533812196262	0	0	0	2	0	0	0	0	0	0	0	0
103	74.135528997894	4	383.25676993371894	26.556010387305314	77.15213194045499	3	3044.0315738223335	27.63658457568537	0	0	0	1	1	0	0	0	0	0	0	0
104	32.45818977072	1	415.7149597044389	11.626814246228058	74.94245307407999	2	3118.9740268964133	26.845057817580894	0	1	1	0	0	0	0	0	0	0	0	0
105	69.77412114749998	3	485.48908085193887	24.993715037910444	76.946610607536	3	3195.9206375039494	27.562964993744245	0	0	0	2	0	0	0	0	0	0	0	0
106	74.058081447168	3	559.5471622991068	26.5282679810751	74.47394642750399	3	3270.3945839314533	26.67723454119546	0	0	0	2	0	0	0	0	0	0	0	0
107	33.306430683162	1	592.8535929822689	11.93066173725206	96.99417784584003	3	3367.3887617772934	34.74418310895762	0	1	0	1	0	0	0	0	0	0	0	0
108	72.77254073909401	3	665.6261337213629	26.067775787138153	69.54910337971201	3	3436.9378651570055	24.9131116584043	0	0	0	2	0	0	0	0	0	0	0	0
109	69.186991707895	3	734.8131254292579	24.783400014768365	73.39425640511999	3	3510.3321215621254	26.290479906311635	0	0	0	2	0	0	0	0	0	0	0	0
110	55.16007827400001	3	789.9732037032579	19.75883400859702	91.91790819306	3	3602.2500297551856	32.925817860200596	0	0	0	2	0	0	0	0	0	0	0	0
111	87.031568825025	3	877.004772528283	31.17548734030746	35.065426183119996	3	3637.3154559383056	12.560749677535519	0	0	0	2	0	0	0	0	0	0	0	0
112	47.99520898139	0	47.99520898139	17.192313664975522	105.320609883216	3	3742.6360658215217	37.72678562980871	1	0	0	1	0	0	0	0	0	0	0	0
113	87.53862748930999	1	135.53383647069998	31.357120294678204	89.43190461979201	3	3832.0679704413137	32.03530911753744	0	1	0	1	0	0	0	0	0	0	0	0
114	78.4374501525	2	213.9712866232	28.09699706955224	88.05033659520002	3	3920.1183070365137	31.540419078877623	0	0	1	1	0	0	0	0	0	0	0	0
115	64.98406759074	3	278.95535421394	23.277874957877014	44.466398590464	2	3964.5847056269777	15.928262181658749	0	0	1	1	0	0	0	0	0	0	0	0
116	33.401679741669994	4	312.35703395560995	11.964780802986269	32.968077550208	2	3997.5527831771856	11.809460614999882	0	0	1	0	1	0	0	0	0	0	0	0
