task	r0_energy	r0_config	r0_reward	r0_rate	r0_avgrate	r0_rollrate	r1_energy	r1_config	r1_reward	r1_rate	r1_avgrate	r1_rollrate	c0	c1	c2	c3	c4	c5	c6	c7	c8	c9	c10	c11
106	2.28630720556513	4	788.1214770455568	27.71369279443487	28.147448631016182	32.44957566625992	0.8979693186483537	3	3888.906982361863	29.102030681351646	29.01183581718865	32.49355939888778	0	0	0	1	1	0	0	0	0	0	0	0
107	3.158212634318332	4	863.0548001080848	26.841787365681668	28.135359174855676	31.469407951078644	2.334990899591638	3	3966.1384661005027	27.665009100408362	28.99936519944069	31.446670479594275	0	0	0	1	1	0	0	0	0	0	0	0
108	2.9359093134419183	2	938.6087199413928	27.06409068655808	28.125531023586895	30.62348746780743	6.6767187599369535	3	4068.527639305327	36.67671875993695	29.069799635775517	31.339368028071544	0	0	1	1	0	0	0	0	0	0	0	0
109	1.3022315502519426	3	1018.7233235302728	28.697768449748057	28.130733182006537	30.505208767460488	10.056127191845725	3	4180.350994382563	40.056127191845725	29.169675340830704	30.67906052461999	0	0	0	2	0	0	0	0	0	0	0	0
110	3.57491471811403	4	1092.4933532755376	26.42508528188597	28.115366984708153	29.982839262884237	4.614968018518212	3	4276.984446767593	34.61496801851821	29.21873203162068	30.485727833036954	0	0	0	1	1	0	0	0	0	0	0	0
111	3.5837192929182073	3	1166.2388035828076	26.416280707081793	28.10019657151506	30.355986624301647	0.5938617147997682	3	4359.076582813777	29.40613828520023	29.220405301741923	30.386397384686507	0	0	0	2	0	0	0	0	0	0	0	0
112	2.631510070509851	0	1242.6425046359675	27.36848992949015	28.093721291497143	30.43906764106735	0.8396835796334372	3	4440.482466153967	29.160316420366563	29.219873541729754	30.58859837306317	1	0	0	1	0	0	0	0	0	0	0	0
113	3.4325012965074606	2	1316.8101051832175	26.56749870349254	28.080333374058508	30.53893917475662	4.20480815895116	3	4535.970888931039	34.20480815895116	29.263601038372045	30.29174811465804	0	0	1	1	0	0	0	0	0	0	0	0
114	3.745407074001669	0	1390.1041771016296	26.25459292599833	28.06445737016233	30.04743056228307	1.2294573816472827	3	4616.288653740607	28.770542618352717	29.25931357385014	28.91887210493376	1	0	0	1	0	0	0	0	0	0	0	0
115	3.2869072082930124	4	1464.6782278118117	26.713092791706988	28.052807675520473	28.94767285591586	2.6066666085123558	3	4707.315598022704	32.606666608512356	29.288170065528263	28.74684271491528	0	0	0	1	1	0	0	0	0	0	0	0
116	2.3860517954091947	4	1555.0892890739956	32.386051795409195	28.089843950049435	29.34381982374802	0.8321301884306855	3	4788.742567913335	29.167869811569314	29.287141858229468	29.31999297638493	0	0	0	1	1	0	0	0	0	0	0	0
117	3.175542473331582	4	1647.7043451453796	33.17554247333158	28.132943090077248	29.900698230769073	2.677632527696602	3	4879.967625386488	32.6776325276966	29.315874830004613	30.252429841502078	0	0	0	1	1	0	0	0	0	0	0	0
