task	reward	total_reward	total_reward_dev
0	91.32487346454899	91.32487346454899	0.0
1	82.94797748355498	174.27285094810395	0.0
2	82.525630983916	256.79848193201997	0.0
3	93.03169751016999	349.83017944218994	0.0
4	81.97096400776	431.80114344994996	0.0
5	83.08810481152	514.8892482614699	0.0
6	79.08591524638999	593.9751635078599	0.0
7	86.91284603384999	680.8880095417098	0.0
8	80.95020547572001	761.8382150174299	0.0
9	80.34914562393601	842.1873606413659	0.0
10	83.97463663683199	926.1619972781979	0.0
11	79.934293802416	1006.0962910806138	0.0
12	90.02287158278402	1096.119162663398	0.0
13	79.95990968857599	1176.079072351974	0.0
14	87.699630346095	1263.778702698069	0.0
15	83.88687064972501	1347.6655733477942	0.0
16	103.52026095776499	1451.1858343055592	0.0
17	93.49271997037502	1544.6785542759342	0.0
18	133.53308445582002	1678.2116387317542	0.0
19	92.65207301406001	1770.8637117458143	0.0
20	80.31591841423501	1851.1796301600493	0.0
21	79.70373064385998	1930.8833608039092	0.0
22	84.808833635448	2015.6921944393573	0.0
23	100.92806242171199	2116.6202568610693	0.0
24	79.88966946279	2196.5099263238594	0.0
25	79.934699701584	2276.4446260254435	0.0
26	91.423798279344	2367.8684243047874	0.0
27	87.55594705977201	2455.424371364559	0.0
28	77.97950383582801	2533.403875200387	0.0
29	81.869977487536	2615.273852687923	0.0
30	101.00541408257799	2716.2792667705007	0.0
31	84.948342875424	2801.2276096459245	0.0
32	79.762203477327	2880.9898131232517	0.0
33	78.68408118120001	2959.6738943044516	0.0
34	78.560141832144	3038.2340361365955	0.0
35	111.142287783568	3149.3763239201635	0.0
36	94.34047058540999	3243.7167945055735	0.0
37	93.58347288426602	3337.3002673898395	0.0
38	97.1959106599	3434.4961780497397	0.0
39	80.591759599755	3515.0879376494945	0.0
40	78.93413339945499	3594.0220710489493	0.0
41	104.29286576669999	3698.314936815649	0.0
42	78.94795157040001	3777.2628883860493	0.0
43	81.20397469836999	3858.4668630844194	0.0
44	78.09266057065201	3936.5595236550716	0.0
45	78.915959097607	4015.4754827526785	0.0
46	79.057827744758	4094.5333104974366	0.0
47	86.00797439685999	4180.541284894297	0.0
48	78.35381345862001	4258.895098352917	0.0
49	78.841254358368	4337.736352711285	0.0
50	87.58909597115999	4425.325448682444	0.0
