task	r0_energy	r0_config	r0_reward	r0_rate	r1_energy	r1_config	r1_reward	r1_rate	c0	c1	c2	c3	c4	c5	c6	c7	c8	c9	c10	c11
0	35.960357825536	0	35.960357825536	12.88132220616215	32.49971306496	0	32.49971306496	11.641688262075222	2	0	0	0	0	0	0	0	0	0	0	0
1	38.55633021235201	1	74.516688037888	13.811222762633555	73.781034681984	1	106.280747746944	26.42902734877039	0	2	0	0	0	0	0	0	0	0	0	0
2	66.14543779737599	2	140.662125835264	23.693888166224234	39.0984398624	2	145.379187609344	14.00541129399403	0	0	2	0	0	0	0	0	0	0	0	0
3	49.27704071936	3	189.939166554624	17.651477272606567	48.83488905088	3	194.214076660224	17.493094585389848	0	0	0	2	0	0	0	0	0	0	0	0
4	73.027163182848	4	262.966329737472	26.15898382669182	60.916344089344	4	255.130420749568	21.820779972302326	0	0	0	0	2	0	0	0	0	0	0	0
5	73.537091367516	4	336.503421104988	26.341644668960953	35.294331313152	1	290.42475206272	12.64274554500967	0	1	0	0	1	0	0	0	0	0	0	0
6	65.23710769861799	4	401.74052880360597	23.368516190549727	69.22366444800001	4	359.64841651072004	24.796536518686572	0	0	0	0	2	0	0	0	0	0	0	0
7	72.63269883855999	4	474.37322764216594	26.017683166051338	64.465355695904	4	424.11377220662405	23.09206771196561	0	0	0	0	2	0	0	0	0	0	0	0
8	80.80897394180799	4	555.1822015839739	28.946498128408834	72.14231150222399	4	496.25608370884805	25.8420220306474	0	0	0	0	2	0	0	0	0	0	0	0
9	83.372460067736	4	638.5546616517099	29.86476181530842	72.44991017549998	4	568.705993884348	25.952206630029842	0	0	0	0	2	0	0	0	0	0	0	0
10	80.69529822706798	2	719.2499598787779	28.905778469397486	77.75530040543998	4	646.4612942897879	27.852644921351636	0	0	1	0	1	0	0	0	0	0	0	0
11	57.49946107348799	2	776.7494209522658	20.596821877070326	91.30309463107199	4	737.7643889208599	32.7055861365034	0	0	1	0	1	0	0	0	0	0	0	0
12	79.16564515328	2	855.9150661055459	28.35784303998089	85.80950921068798	4	823.5738981315479	30.737734642634504	0	0	1	0	1	0	0	0	0	0	0	0
13	52.356726187919996	2	908.2717922934659	18.754648186717613	89.98129918857599	4	913.555197320124	32.23210717202723	0	0	1	0	1	0	0	0	0	0	0	0
14	40.243182713487	2	948.5149750069529	14.415468434681912	86.43178523231998	4	999.9869825524439	30.960639486204172	0	0	1	0	1	0	0	0	0	0	0	0
15	63.917349520752	4	1012.4323245277048	22.895766992508182	81.59908420421999	4	1081.586066756664	29.229522700019107	0	0	0	0	2	0	0	0	0	0	0	0
