policy	round	interaction	rate	joules	win
r1	0	34	26.602126086865777	70.41739258288	77.24
r1	1	45	33.691191980375514	76.57089086448981	71.94
r1	2	59	27.694411248017087	69.23602812004272	70.71
r1	3	70	30.294852930469915	68.85193847834071	67.64
r2	0	17	26.120622807443727	69.14282507852752	78.83
r2	1	28	31.217876161453194	70.94971854875728	67.8
r2	2	55	30.099711940013073	78.0362902148487	68.15
