count	delay	accuracy
1252	4000.0	3.00
1253	4000.0	3.00
1254	4000.0	3.00
1255	4000.0	3.00
1256	4000.0	3.00
1257	4000.0	3.00
1258	4000.0	3.00
1259	4000.0	3.00
1260	4000.0	3.00
1261	4000.0	3.00
1262	4000.0	3.00
1263	4000.0	3.00
1264	4000.0	3.00
1265	4000.0	3.00
1266	4000.0	3.00
1267	4000.0	3.00
1268	4000.0	3.00
1269	4000.0	3.00
1270	4000.0	3.00
1271	4000.0	3.00
1272	4000.0	3.00
1273	4000.0	3.00
1274	4000.0	3.00
1275	4000.0	3.00
1276	4000.0	3.00
1277	4000.0	3.00
1278	4000.0	3.00
1279	4000.0	3.00
1280	4000.0	3.00
1281	4000.0	3.00
1282	4000.0	3.00
1283	4000.0	3.00
1284	4000.0	3.00
1285	4000.0	3.00
1286	4000.0	3.00
1287	4000.0	3.00
1288	4000.0	3.00
1289	4000.0	3.00
1290	4000.0	3.00
1291	4000.0	3.00
1292	4000.0	3.00
1293	4000.0	3.00
1294	4000.0	3.00
1295	4000.0	3.00
1296	4000.0	3.00
1297	4000.0	3.00
1298	4000.0	3.00
1299	4000.0	3.00
1300	4000.0	3.00
1301	4000.0	3.00
1302	4000.0	3.00
1303	4000.0	3.00
1304	4000.0	3.00
1305	4000.0	3.00
1306	4000.0	3.00
1307	4000.0	3.00
1308	4000.0	3.00
1309	4000.0	3.00
1310	4000.0	3.00
1311	4000.0	3.00
1312	4000.0	3.00
1313	4000.0	3.00
1314	4000.0	3.00
1315	4000.0	3.00
1316	4000.0	3.00
1317	4000.0	3.00
1318	4000.0	3.00
1319	4000.0	3.00
1320	4000.0	3.00
1321	4000.0	3.00
1322	4000.0	3.00
1323	0.0	3.00
1324	0.0	3.00
1325	4000.0	3.00
1326	3000.0	3.00
1327	3000.0	3.00
1328	3000.0	3.00
1329	3000.0	3.00
1330	3000.0	3.00
1331	4000.0	3.00
1332	4000.0	3.00
1333	4000.0	3.00
1334	3000.0	3.00
1335	3000.0	3.00
1336	4000.0	3.00
1337	3000.0	3.00
1338	4000.0	3.00
1339	4000.0	3.00
1340	3000.0	3.00
1341	4000.0	3.00
1342	4000.0	3.00
1343	3000.0	3.00
1344	4000.0	3.00
1345	4000.0	3.00
1346	3000.0	3.00
1347	3000.0	3.00
1348	3000.0	3.00
1349	3000.0	3.00
1350	4000.0	3.00
1351	3000.0	3.00
1352	3000.0	3.00
1353	3000.0	3.00
1354	4000.0	3.00
1355	3000.0	3.00
1356	3000.0	3.00
1357	4000.0	3.00
1358	4000.0	3.00
1359	4000.0	3.00
1360	3000.0	3.00
1361	4000.0	3.00
1362	4000.0	3.00
1363	3000.0	3.00
1364	3000.0	3.00
1365	4000.0	3.00
1366	3000.0	3.00
1367	4000.0	3.00
1368	4000.0	3.00
1369	3000.0	3.00
1370	3000.0	3.00
1371	4000.0	3.00
1372	3000.0	3.00
1373	3000.0	3.00
1374	4000.0	3.00
1375	3000.0	3.00
1376	3000.0	3.00
1377	4000.0	3.00
1378	4000.0	3.00
1379	4000.0	3.00
1380	3000.0	3.00
1381	3000.0	3.00
1382	4000.0	3.00
1383	3000.0	3.00
1384	4000.0	3.00
1385	3000.0	3.00
1386	3000.0	3.00
1387	3000.0	3.00
1388	4000.0	3.00
1389	4000.0	3.00
1390	3000.0	3.00
1391	4000.0	3.00
1392	4000.0	3.00
1393	3000.0	3.00
1394	3000.0	3.00
1395	4000.0	3.00
1396	3000.0	3.00
1397	4000.0	3.00
1398	4000.0	3.00
1399	4000.0	3.00
1400	4000.0	3.00
1401	4000.0	3.00
1402	3000.0	3.00
1403	4000.0	3.00
1404	3000.0	3.00
1405	4000.0	3.00
1406	4000.0	3.00
1407	3000.0	3.00
1408	4000.0	3.00
1409	3000.0	3.00
1410	4000.0	3.00
1411	4000.0	3.00
1412	3000.0	3.00
1413	3000.0	3.00
1414	4000.0	3.00
1415	1000.0	3.00
1416	0.0	3.00
1417	3000.0	3.00
1418	3000.0	3.00
1419	3000.0	3.00
1420	3000.0	3.00
1421	3000.0	3.00
1422	3000.0	3.00
1423	3000.0	3.00
1424	3000.0	3.00
1425	3000.0	3.00
1426	3000.0	3.00
1427	3000.0	3.00
1428	3000.0	3.00
1429	3000.0	3.00
1430	3000.0	3.00
1431	3000.0	3.00
1432	3000.0	3.00
1433	3000.0	3.00
1434	3000.0	3.00
1435	3000.0	3.00
1436	3000.0	3.00
1437	3000.0	3.00
1438	3000.0	3.00
1439	3000.0	3.00
1440	3000.0	3.00
1441	3000.0	3.00
1442	3000.0	3.00
1443	3000.0	3.00
1444	3000.0	3.00
1445	3000.0	3.00
1446	3000.0	3.00
1447	3000.0	3.00
1448	3000.0	3.00
1449	3000.0	3.00
1450	3000.0	3.00
1451	3000.0	3.00
1452	3000.0	3.00
1453	3000.0	3.00
1454	3000.0	3.00
1455	3000.0	3.00
1456	3000.0	3.00
1457	3000.0	3.00
1458	3000.0	3.00
1459	3000.0	3.00
1460	3000.0	3.00
1461	3000.0	3.00
1462	3000.0	3.00
1463	3000.0	3.00
1464	3000.0	3.00
1465	3000.0	3.00
1466	3000.0	3.00
1467	3000.0	3.00
1468	3000.0	3.00
1469	3000.0	3.00
1470	3000.0	3.00
1471	3000.0	3.00
1472	3000.0	3.00
1473	3000.0	3.00
1474	3000.0	3.00
1475	3000.0	3.00
1476	3000.0	3.00
1477	3000.0	3.00
1478	3000.0	3.00
1479	3000.0	3.00
1480	3000.0	3.00
1481	3000.0	3.00
1482	3000.0	3.00
1483	3000.0	3.00
1484	3000.0	3.00
1485	3000.0	3.00
1486	3000.0	3.00
1487	3000.0	3.00
1488	3000.0	3.00
1489	3000.0	3.00
1490	3000.0	3.00
1491	3000.0	3.00
1492	3000.0	3.00
1493	3000.0	3.00
1494	3000.0	3.00
1495	3000.0	3.00
1496	3000.0	3.00
1497	3000.0	3.00
1498	3000.0	3.00
1499	3000.0	3.00
1500	3000.0	3.00
1501	3000.0	3.00
1502	3000.0	3.00
1503	3000.0	3.00
1504	3000.0	3.00
1505	3000.0	3.00
1506	3000.0	3.00
1507	3000.0	3.00
1508	3000.0	3.00
1509	3000.0	3.00
1510	3000.0	3.00
1511	3000.0	3.00
1512	3000.0	3.00
1513	3000.0	3.00
1514	3000.0	3.00
1515	3000.0	3.00
1516	3000.0	3.00
1517	3000.0	3.00
1518	3000.0	3.00
1519	3000.0	3.00
1520	3000.0	3.00
1521	3000.0	3.00
1522	0.0	3.00
1523	0.0	3.00
1524	3000.0	3.00
1525	3000.0	3.00
1526	3000.0	3.00
1527	3000.0	3.00
1528	2000.0	3.00
1529	3000.0	3.00
1530	3000.0	3.00
1531	2000.0	3.00
1532	3000.0	3.00
1533	2000.0	3.00
1534	2000.0	3.00
1535	3000.0	3.00
1536	2000.0	3.00
1537	3000.0	3.00
1538	3000.0	3.00
1539	2000.0	3.00
1540	2000.0	3.00
1541	2000.0	3.00
1542	2000.0	3.00
1543	3000.0	3.00
1544	3000.0	3.00
1545	2000.0	3.00
1546	2000.0	3.00
1547	3000.0	3.00
1548	2000.0	3.00
1549	2000.0	3.00
1550	2000.0	3.00
1551	3000.0	3.00
1552	3000.0	3.00
1553	3000.0	3.00
1554	3000.0	3.00
1555	3000.0	3.00
1556	2000.0	3.00
1557	3000.0	3.00
1558	3000.0	3.00
1559	3000.0	3.00
1560	3000.0	3.00
1561	3000.0	3.00
1562	2000.0	3.00
1563	3000.0	3.00
1564	2000.0	3.00
1565	2000.0	3.00
1566	2000.0	3.00
1567	3000.0	3.00
1568	3000.0	3.00
1569	2000.0	3.00
1570	3000.0	3.00
1571	2000.0	3.00
1572	3000.0	3.00
1573	3000.0	3.00
1574	2000.0	3.00
1575	3000.0	3.00
1576	3000.0	3.00
1577	2000.0	3.00
1578	2000.0	3.00
1579	2000.0	3.00
1580	3000.0	3.00
1581	3000.0	3.00
1582	3000.0	3.00
1583	2000.0	3.00
1584	3000.0	3.00
1585	3000.0	3.00
1586	2000.0	3.00
1587	3000.0	3.00
1588	3000.0	3.00
1589	2000.0	3.00
1590	3000.0	3.00
1591	3000.0	3.00
1592	3000.0	3.00
1593	3000.0	3.00
1594	3000.0	3.00
1595	3000.0	3.00
1596	3000.0	3.00
1597	3000.0	3.00
1598	3000.0	3.00
1599	3000.0	3.00
1600	3000.0	3.00
1601	2000.0	3.00
1602	3000.0	3.00
1603	3000.0	3.00
1604	3000.0	3.00
1605	3000.0	3.00
1606	3000.0	3.00
1607	3000.0	3.00
1608	3000.0	3.00
1609	2000.0	3.00
1610	3000.0	3.00
1611	2000.0	3.00
1612	3000.0	3.00
1613	2000.0	3.00
1614	3000.0	3.00
1615	3000.0	3.00
1616	3000.0	3.00
1617	2000.0	3.00
1618	2000.0	3.00
1619	3000.0	3.00
1620	3000.0	3.00
1621	3000.0	3.00
1622	2000.0	3.00
1623	3000.0	3.00
1624	3000.0	3.00
1625	2000.0	3.00
1626	3000.0	3.00
1627	3000.0	3.00
1628	3000.0	3.00
1629	2000.0	3.00
1630	2000.0	3.00
1631	3000.0	3.00
1632	2000.0	3.00
1633	3000.0	3.00
1634	3000.0	3.00
1635	2000.0	3.00
1636	2000.0	3.00
1637	3000.0	3.00
1638	3000.0	3.00
1639	3000.0	3.00
1640	3000.0	3.00
1641	2000.0	3.00
1642	3000.0	3.00
1643	1000.0	3.00
1644	1000.0	3.00
1645	2000.0	3.00
1646	2000.0	3.00
1647	1000.0	3.00
1648	2000.0	3.00
1649	1000.0	3.00
1650	1000.0	3.00
1651	2000.0	3.00
1652	1000.0	3.00
1653	2000.0	3.00
1654	2000.0	3.00
1655	2000.0	3.00
1656	2000.0	3.00
1657	1000.0	3.00
1658	1000.0	3.00
1659	1000.0	3.00
1660	2000.0	4.00
1661	1000.0	3.00
1662	2000.0	3.00
1663	2000.0	3.00
1664	2000.0	3.00
1665	1000.0	3.00
1666	1000.0	3.00
1667	1000.0	3.00
1668	1000.0	3.00
1669	2000.0	3.00
1670	1000.0	3.00
1671	2000.0	3.00
1672	2000.0	3.00
1673	1000.0	3.00
1674	2000.0	3.00
1675	1000.0	3.00
1676	1000.0	3.00
1677	1000.0	3.00
1678	1000.0	3.00
1679	2000.0	3.00
1680	1000.0	3.00
1681	1000.0	3.00
1682	1000.0	3.00
1683	1000.0	3.00
1684	2000.0	3.00
1685	1000.0	3.00
1686	1000.0	3.00
1687	1000.0	3.00
1688	1000.0	3.00
1689	2000.0	3.00
1690	1000.0	3.00
1691	2000.0	3.00
1692	2000.0	3.00
1693	1000.0	3.00
1694	1000.0	3.00
1695	2000.0	3.00
1696	2000.0	3.00
1697	1000.0	3.00
1698	2000.0	3.00
1699	2000.0	3.00
1700	1000.0	3.00
1701	2000.0	3.00
1702	2000.0	3.00
1703	1000.0	3.00
1704	2000.0	3.00
1705	2000.0	3.00
1706	2000.0	3.00
1707	2000.0	3.00
1708	1000.0	3.00
1709	2000.0	3.00
1710	1000.0	3.00
1711	2000.0	3.00
1712	1000.0	3.00
1713	1000.0	3.00
1714	2000.0	3.00
1715	1000.0	3.00
1716	2000.0	3.00
1717	1000.0	3.00
1718	2000.0	3.00
1719	2000.0	3.00
1720	2000.0	3.00
1721	2000.0	3.00
1722	1000.0	3.00
1723	1000.0	3.00
1724	1000.0	3.00
1725	1000.0	3.00
1726	1000.0	3.00
1727	2000.0	3.00
1728	1000.0	3.00
1729	1000.0	3.00
1730	1000.0	3.00
1731	1000.0	3.00
1732	2000.0	3.00
1733	1000.0	3.00
1734	1000.0	3.00
1735	1000.0	3.00
1736	1000.0	3.00
1737	2000.0	3.00
1738	2000.0	3.00
1739	2000.0	3.00
1740	1000.0	3.00
1741	2000.0	3.00
1742	2000.0	3.00
1743	1000.0	3.00
1744	2000.0	3.00
1745	1000.0	3.00
1746	2000.0	3.00
1747	2000.0	3.00
1748	1000.0	3.00
1749	1000.0	3.00
1750	1000.0	3.00
1751	2000.0	3.00
1752	2000.0	3.00
1753	1000.0	3.00
1754	1000.0	3.00
1755	1000.0	3.00
1756	2000.0	3.00
1757	1000.0	3.00
1758	2000.0	3.00
1759	1000.0	3.00
1760	2000.0	3.00
1761	1000.0	3.00
1762	1000.0	3.00
1763	2000.0	3.00
1764	1000.0	3.00
1765	1000.0	3.00
1766	1000.0	3.00
1767	2000.0	3.00
1768	1000.0	3.00
1769	2000.0	3.00
1770	2000.0	3.00
1771	1000.0	3.00
1772	1000.0	3.00
1773	1000.0	3.00
1774	2000.0	3.00
1775	1000.0	3.00
1776	1000.0	3.00
1777	2000.0	3.00
1778	1000.0	3.00
1779	1000.0	3.00
1780	2000.0	3.00
1781	1000.0	3.00
1782	2000.0	3.00
1783	1000.0	3.00
1784	2000.0	3.00
1785	1000.0	3.00
1786	2000.0	3.00
1787	1000.0	3.00
1788	1000.0	3.00
1789	1000.0	3.00
1790	1000.0	3.00
1791	2000.0	3.00
1792	1000.0	3.00
1793	1000.0	3.00
1794	1000.0	3.00
1795	2000.0	3.00
1796	1000.0	3.00
1797	2000.0	3.00
1798	1000.0	3.00
1799	2000.0	3.00
1800	1000.0	3.00
1801	2000.0	3.00
1802	1000.0	3.00
1803	2000.0	3.00
1804	2000.0	3.00
1805	2000.0	3.00
1806	2000.0	3.00
1807	1000.0	3.00
1808	1000.0	3.00
1809	1000.0	3.00
1810	1000.0	3.00
1811	2000.0	3.00
1812	1000.0	3.00
1813	2000.0	3.00
1814	1000.0	3.00
1815	2000.0	3.00
1816	1000.0	3.00
1817	2000.0	3.00
1818	1000.0	3.00
1819	2000.0	3.00
1820	1000.0	3.00
1821	1000.0	3.00
1822	1000.0	3.00
1823	2000.0	3.00
1824	1000.0	3.00
1825	1000.0	3.00
1826	1000.0	3.00
1827	2000.0	3.00
1828	2000.0	3.00
1829	2000.0	3.00
1830	1000.0	3.00
1831	2000.0	3.00
1832	1000.0	3.00
1833	2000.0	3.00
1834	2000.0	3.00
1835	2000.0	3.00
1836	1000.0	3.00
1837	1000.0	3.00
1838	1000.0	3.00
1839	2000.0	3.00
1840	2000.0	3.00
1841	2000.0	3.00
1842	2000.0	3.00
1843	2000.0	3.00
1844	1000.0	3.00
1845	1000.0	3.00
1846	2000.0	3.00
1847	2000.0	3.00
1848	1000.0	3.00
1849	2000.0	3.00
1850	1000.0	3.00
1851	2000.0	3.00
1852	2000.0	3.00
1853	1000.0	3.00
1854	1000.0	3.00
1855	1000.0	3.00
1856	2000.0	3.00
1857	2000.0	3.00
1858	2000.0	3.00
1859	2000.0	3.00
1860	0.0	3.00
1861	0.0	3.00
1862	1000.0	3.00
1863	1000.0	3.00
1864	1000.0	3.00
1865	1000.0	3.00
1866	1000.0	3.00
1867	1000.0	3.00
1868	1000.0	3.00
1869	1000.0	3.00
1870	1000.0	3.00
1871	1000.0	3.00
1872	1000.0	3.00
1873	1000.0	3.00
1874	1000.0	3.00
1875	1000.0	3.00
1876	1000.0	3.00
1877	1000.0	3.00
1878	1000.0	3.00
1879	1000.0	3.00
1880	1000.0	3.00
1881	1000.0	3.00
1882	1000.0	3.00
1883	1000.0	3.00
1884	1000.0	3.00
1885	1000.0	3.00
1886	1000.0	3.00
1887	1000.0	3.00
1888	1000.0	3.00
1889	1000.0	3.00
1890	1000.0	3.00
1891	1000.0	3.00
1892	1000.0	3.00
1893	1000.0	3.00
1894	1000.0	3.00
1895	1000.0	3.00
1896	1000.0	3.00
1897	1000.0	3.00
1898	1000.0	3.00
1899	1000.0	3.00
1900	1000.0	3.00
1901	1000.0	3.00
1902	1000.0	3.00
1903	1000.0	3.00
1904	1000.0	3.00
1905	1000.0	3.00
1906	1000.0	3.00
1907	1000.0	3.00
1908	1000.0	3.00
1909	1000.0	3.00
1910	1000.0	3.00
1911	1000.0	3.00
1912	1000.0	3.00
1913	1000.0	3.00
1914	1000.0	3.00
1915	1000.0	3.00
1916	1000.0	3.00
1917	1000.0	3.00
1918	1000.0	3.00
1919	1000.0	3.00
1920	1000.0	3.00
1921	1000.0	3.00
1922	1000.0	3.00
1923	1000.0	3.00
1924	1000.0	3.00
1925	1000.0	3.00
1926	1000.0	3.00
1927	1000.0	3.00
1928	1000.0	3.00
1929	1000.0	3.00
1930	1000.0	3.00
1931	1000.0	3.00
1932	1000.0	3.00
1933	1000.0	3.00
1934	1000.0	3.00
1935	1000.0	3.00
1936	1000.0	3.00
1937	1000.0	3.00
1938	1000.0	3.00
1939	1000.0	3.00
1940	1000.0	3.00
1941	1000.0	3.00
1942	1000.0	3.00
1943	1000.0	3.00
1944	1000.0	3.00
1945	1000.0	3.00
1946	1000.0	3.00
1947	1000.0	3.00
1948	1000.0	3.00
1949	1000.0	3.00
1950	1000.0	3.00
1951	1000.0	3.00
1952	1000.0	3.00
1953	1000.0	3.00
1954	1000.0	3.00
1955	1000.0	3.00
1956	1000.0	3.00
1957	1000.0	3.00
1958	1000.0	3.00
1959	1000.0	3.00
1960	1000.0	3.00
1961	1000.0	3.00
1962	1000.0	3.00
1963	1000.0	3.00
1964	1000.0	3.00
1965	1000.0	3.00
1966	1000.0	3.00
1967	1000.0	3.00
1968	1000.0	3.00
1969	1000.0	3.00
1970	1000.0	3.00
1971	1000.0	3.00
1972	1000.0	3.00
1973	1000.0	3.00
1974	1000.0	3.00
1975	1000.0	3.00
1976	1000.0	3.00
1977	1000.0	3.00
1978	1000.0	3.00
1979	1000.0	3.00
1980	1000.0	3.00
1981	1000.0	3.00
1982	1000.0	3.00
1983	1000.0	3.00
1984	1000.0	3.00
1985	1000.0	3.00
1986	1000.0	3.00
1987	1000.0	3.00
1988	1000.0	3.00
1989	1000.0	3.00
1990	1000.0	3.00
1991	1000.0	3.00
1992	1000.0	3.00
1993	1000.0	3.00
1994	1000.0	3.00
1995	1000.0	3.00
1996	1000.0	3.00
1997	1000.0	3.00
1998	1000.0	3.00
1999	1000.0	3.00
2000	1000.0	3.00
2001	1000.0	3.00
2002	1000.0	3.00
2003	1000.0	3.00
2004	1000.0	3.00
2005	1000.0	3.00
2006	1000.0	3.00
2007	1000.0	3.00
2008	1000.0	3.00
2009	1000.0	3.00
2010	1000.0	3.00
2011	1000.0	3.00
2012	1000.0	3.00
2013	1000.0	3.00
2014	1000.0	3.00
2015	1000.0	3.00
2016	1000.0	3.00
2017	1000.0	3.00
2018	1000.0	3.00
2019	1000.0	3.00
2020	1000.0	3.00
2021	1000.0	3.00
2022	1000.0	3.00
2023	1000.0	3.00
2024	1000.0	3.00
2025	1000.0	3.00
2026	1000.0	3.00
2027	1000.0	3.00
2028	1000.0	3.00
2029	1000.0	3.00
2030	1000.0	3.00
2031	1000.0	3.00
2032	1000.0	3.00
2033	1000.0	3.00
2034	1000.0	3.00
2035	1000.0	3.00
2036	1000.0	3.00
2037	1000.0	3.00
2038	1000.0	3.00
2039	1000.0	3.00
2040	1000.0	3.00
2041	1000.0	3.00
2042	1000.0	3.00
2043	1000.0	3.00
2044	1000.0	3.00
2045	1000.0	3.00
2046	1000.0	3.00
2047	1000.0	3.00
2048	1000.0	3.00
2049	1000.0	3.00
2050	1000.0	3.00
2051	1000.0	3.00
2052	1000.0	3.00
2053	1000.0	3.00
2054	1000.0	3.00
2055	1000.0	3.00
2056	1000.0	3.00
2057	1000.0	3.00
2058	1000.0	3.00
2059	1000.0	3.00
2060	1000.0	3.00
2061	1000.0	3.00
2062	1000.0	3.00
2063	1000.0	3.00
2064	1000.0	3.00
2065	1000.0	3.00
2066	1000.0	3.00
2067	1000.0	3.00
2068	1000.0	3.00
2069	1000.0	3.00
2070	1000.0	3.00
2071	1000.0	3.00
2072	1000.0	3.00
2073	1000.0	3.00
2074	1000.0	3.00
2075	1000.0	3.00
2076	1000.0	3.00
2077	1000.0	3.00
2078	1000.0	3.00
2079	1000.0	3.00
2080	1000.0	3.00
2081	1000.0	3.00
2082	1000.0	3.00
2083	1000.0	3.00
2084	1000.0	3.00
2085	1000.0	3.00
2086	1000.0	3.00
2087	1000.0	3.00
2088	1000.0	3.00
2089	1000.0	3.00
2090	1000.0	3.00
2091	1000.0	3.00
2092	1000.0	3.00
2093	1000.0	3.00
2094	1000.0	3.00
2095	1000.0	3.00
2096	1000.0	3.00
2097	1000.0	3.00
2098	1000.0	3.00
2099	1000.0	3.00
2100	1000.0	3.00
2101	1000.0	3.00
2102	1000.0	3.00
2103	1000.0	3.00
2104	1000.0	3.00
2105	1000.0	3.00
2106	1000.0	3.00
2107	1000.0	3.00
2108	1000.0	3.00
2109	1000.0	3.00
2110	1000.0	3.00
2111	1000.0	3.00
2112	1000.0	3.00
2113	1000.0	3.00
2114	1000.0	3.00
2115	1000.0	3.00
2116	1000.0	3.00
2117	1000.0	3.00
2118	1000.0	3.00
2119	1000.0	3.00
2120	1000.0	3.00
2121	1000.0	3.00
2122	1000.0	3.00
2123	1000.0	3.00
2124	1000.0	3.00
2125	1000.0	3.00
2126	1000.0	3.00
2127	1000.0	3.00
2128	1000.0	3.00
2129	1000.0	3.00
2130	1000.0	3.00
2131	1000.0	3.00
2132	1000.0	3.00
2133	1000.0	3.00
2134	1000.0	3.00
2135	1000.0	3.00
2136	1000.0	3.00
2137	1000.0	3.00
2138	1000.0	3.00
2139	1000.0	3.00
2140	1000.0	3.00
2141	1000.0	3.00
2142	1000.0	3.00
2143	1000.0	3.00
2144	1000.0	3.00
2145	1000.0	3.00
2146	1000.0	3.00
2147	1000.0	3.00
2148	1000.0	3.00
2149	1000.0	3.00
2150	1000.0	3.00
2151	1000.0	3.00
2152	1000.0	3.00
2153	1000.0	3.00
2154	1000.0	3.00
2155	1000.0	3.00
2156	1000.0	3.00
2157	1000.0	3.00
2158	1000.0	3.00
2159	1000.0	3.00
2160	1000.0	3.00
2161	1000.0	3.00
2162	1000.0	3.00
2163	1000.0	3.00
2164	1000.0	3.00
2165	1000.0	3.00
2166	1000.0	3.00
2167	1000.0	3.00
2168	1000.0	3.00
2169	1000.0	3.00
2170	1000.0	3.00
2171	1000.0	3.00
2172	1000.0	3.00
2173	1000.0	3.00
2174	1000.0	3.00
2175	1000.0	3.00
2176	1000.0	3.00
2177	0.0	3.00
2178	0.0	3.00
