task	r0_energy	r0_config	r0_reward	r0_rate	r0_avgrate	r0_rollrate	r1_energy	r1_config	r1_reward	r1_rate	r1_avgrate	r1_rollrate	r2_energy	r2_config	r2_reward	r2_rate	r2_avgrate	r2_rollrate	r3_energy	r3_config	r3_reward	r3_rate	r3_avgrate	r3_rollrate	c0	c1	c2	c3	c4	c5	c6	c7	c8	c9	c10	c11	c12	c13	c14	c15	c16	c17	c18	c19
42	0.3367645309002967	19	2116.3508921512075	30.336764530900297	17.63013585964213	21.25027510454489	1.3219591806626916	13	2527.7701965703404	28.67804081933731	21.0574400269657	20.287752570531396	19.39706905589158	1	2436.7597005522557	10.602930944108419	20.29928247596465	20.005884790989164	15.704513994151878	12	2109.1202388359848	14.295486005848122	17.56990133011581	20.019781643860544	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1
43	1.859328481015524	19	2205.2915174940426	31.859328481015524	17.95352660103698	21.827674678968137	12.09953326278806	13	2577.7423328783902	17.90046673721194	20.985690634016752	22.224083435967074	18.74176633540442	13	2468.1889361992517	11.25823366459558	20.093804093888078	21.965013617789975	11.81089244258078	13	2159.8981641004466	18.18910755741922	17.58397419891816	21.085226959409518	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1
44	8.37449003176119	19	2312.420302166043	38.37449003176119	18.407325788386405	21.806650885283993	15.087914067868656	2	2619.3719061055904	14.912085932131344	20.85072164064152	21.640693470432893	14.324899954150206	17	2511.9485904939156	15.675100045849794	19.99561067059834	20.174527021927844	4.9183680348197	19	2257.3786081976514	34.9183680348197	17.96918295082708	20.798559743476083	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2
45	8.6799521129606	19	2420.4018351480577	38.6799521129606	18.848035056311932	23.6062618603613	11.982788038372295	13	2669.6699561651344	18.017211961627705	20.78912360414122	23.978434455939258	14.211266730368958	13	2556.0254708716357	15.788733269631042	19.904156814055572	22.371374934800812	11.40269259648036	3	2309.2960913658103	18.59730740351964	17.98283783023344	22.441059001431583	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1
46	6.4869837955171334	19	2522.2613315772096	36.48698379551713	19.22333183799715	24.963934014523737	13.29289747096836	9	2716.3106173920146	16.70710252903164	20.702272091904845	24.81573351168498	16.738679139406926	13	2593.0466582741246	13.261320860593075	19.76281987887552	22.30441659456817	1.1672020582373719	16	2396.304530445056	31.167202058237372	18.26335621806331	23.929928207178772	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	1
47	1.2793847388895472	16	2602.4397158478096	28.720615261110453	19.42119190931201	25.234479728704834	16.617253797719645	5	2753.6707838733805	13.382746202280355	20.549781969204336	23.080917545450898	18.61563007930961	13	2624.828024302719	11.38436992069039	19.588268838079994	20.35135932622388	18.309534296821973	0	2428.940413866428	11.690465703178027	18.1264209990032	19.71868470037891	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0
48	3.5935118568444153	19	2696.2216031148337	33.593511856844415	19.710422928649407	21.49916255910025	16.69928118324358	13	2790.8019572368257	13.300718816756419	20.401841904868665	20.969503700423925	7.700409692179701	17	2687.081047245384	22.2995903078203	19.643601929299184	19.550764351654244	15.789790759949375	15	2468.610581328236	14.210209240050625	18.046498310044985	19.301075022756145	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	1
49	17.49347206683224	7	2731.135660261594	12.50652793316776	19.56634502873977	19.225595730013612	16.757336096133493	13	2827.7710606351197	13.242663903866509	20.258658344848623	17.433141914576527	16.781707759581852	13	2723.982113083218	13.218292240418148	19.515095735521562	15.882909612507294	3.7953730269470967	18	2562.95599769513	33.7953730269471	18.36147580438303	17.924172294973967	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	1	0
50	2.387416181172533	19	2821.5505304340336	32.38741618117253	19.81773858074826	20.024476921022185	16.76588117676967	14	2864.7163090166378	13.234118823230329	20.120922275797284	20.178842233027414	17.110066661226988	15	2759.9665103206257	12.889933338773012	19.38519059048728	18.108484381220272	14.440122682106868	5	2606.393988540915	15.559877317893132	18.306542500726362	18.33440023133394	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1
51	18.21648092425075	11	2854.4461878538336	11.78351907574925	19.663234359498276	17.282793108126835	15.36551137688597	3	2905.5709230894977	14.63448862311403	20.015413936322606	17.325221046433178	18.37004688735618	13	2792.4334627600897	11.62995311264382	19.23605140822106	17.237563564380785	0.6149268619594075	18	2688.427317717945	29.385073138040593	18.51959116682856	18.851804487798194	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0
52	4.142048724250735	19	2949.7594072090337	34.142048724250735	19.93641953619172	20.94418013618145	1.2548236883305108	14	2992.8239725527537	31.25482368833051	20.227478271266154	20.690125202319795	10.81998968568358	6	2845.9776582208897	19.18001031431642	19.23499402909078	19.369384615634182	16.554514463131344	6	2725.9626315083697	13.445485536868656	18.423853324753846	19.390521286998016	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	1
53	0.5550070337552171	19	3035.058801844934	30.555007033755217	20.13306004540586	21.157028656496237	2.173528415992834	14	3070.5062057247737	27.826471584007166	20.368200369650246	22.383688083107636	14.373356389934322	8	2969.85327814279	44.37335638993432	19.700519257995296	25.642671814526143	4.735065482278202	7	2822.9313559797297	34.7350654822782	18.725912809152444	27.652729500442558	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	1
54	0.19242694733373256	19	3119.3459937395737	30.192426947333733	20.315957625440912	29.508976883911554	11.746699523362388	6	3121.463336222054	18.253300476637612	20.329747644322744	28.395799617771257	15.81589549344179	8	3009.450569890265	14.18410450655821	19.600220807969166	26.400005196002002	1.631166177035464	18	2902.127683735506	28.368833822964536	18.901238645767208	26.111406209465407	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1
55	0.05954468635343346	19	3202.929764823504	29.940455313646567	20.487823655587444	27.187450709398423	3.242420292475707	14	3214.2650928718817	33.24242029247571	20.560331084468334	29.167144184959124	16.053158871356416	8	3048.385501374395	13.946841128643582	19.499267599409784	27.506327594447963	14.989315123750206	18	2944.03251234837	15.010684876249794	18.83176447131154	26.224748923672223	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	1
56	0.8788627594524101	19	3289.1332566936417	30.87886275945241	20.670122587234196	24.875299560624033	12.460584184943286	14	3263.2292953555816	17.539415815056714	20.507332570969883	23.155734593901887	18.657764732546866	14	3080.049241496035	11.342235267453136	19.356161769024578	21.270715425913824	14.319303650945908	11	2987.807789656146	15.680696349054092	18.77648257442983	21.013455013155472	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	1
57	0.41715933211630585	19	3371.7186868914837	29.582840667883694	20.823790140348844	22.553328629288025	11.538483606008594	14	3314.7676952888078	18.461516393991406	20.472059878263355	21.56259688639071	1.400188461380779	19	3159.890382041347	28.59981153861922	19.51553504091414	21.428532508887976	0.6616188365201197	18	3069.7107704041937	29.33838116347988	18.95858427424104	21.038128595988393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	2
58	2.4292943809597602	19	3448.686906744638	27.57070561904024	20.93814463998768	22.400515045028058	11.775897628418871	14	3365.6433144094717	18.22410237158113	20.433958903573828	22.72185679456119	19.417471907663284	14	3189.433272965787	10.582528092336718	19.364128143480627	20.692223327849625	11.17548582403056	18	3122.2625391454417	18.82451417596944	18.956311899694064	20.820733163940893	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	1
59	2.048546885052904	19	3526.718046690532	27.951453114947096	21.055033114570335	22.48165494869029	0.4301543606285385	14	3450.5941619995597	30.43015436062854	20.60056216119141	23.956600749847738	19.8004679718763	14	3217.9069665442994	10.1995320281237	19.211384874891344	22.01826988587174	5.277512626567166	19	3220.7455952279415	35.277512626567166	19.228331911808613	23.69986950912931	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2
60	19.431972870263643	0	3556.220455761046	10.56802712973636	20.883114983671415	21.896691068241026	2.1845678453373125	14	3528.2455767646597	27.815432154662687	20.718838718461427	21.744396167359305	4.2064457565549915	19	3313.399960948015	34.20644575655499	19.45720554508255	22.40797018111078	4.8629092786230395	18	3290.9199734917856	25.13709072137696	19.32519681032613	23.099269016090364	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1
61	11.6506246962985	19	3672.4951163715464	41.6506246962985	21.218074817746047	26.206078676486538	3.815641340303287	14	3622.6475755063398	33.81564134030329	20.930077470426617	27.705191392919925	3.80369899113456	19	3407.7686206315993	33.80369899113456	19.688600600664035	28.290415980538675	0.15994209673038995	19	3375.1164785118244	30.15994209673039	19.499950766558456	28.263394754148862	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3
62	7.476717105528351	19	3777.1176182911463	37.47671710552835	21.476148504853704	30.991113261889325	1.673653658834148	14	3701.7252923754277	28.326346341165852	21.047478563612955	30.295996633349194	2.225663222650745	19	3497.7319304614994	32.225663222650745	19.887601594663828	32.46176024264063	1.7445193112539705	19	3453.9963621012403	28.25548068874603	19.638927431990005	32.50576509604896	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3
