task	r0_energy	r0_config	r0_reward	r0_rate	r0_avgrate	r0_rollrate	c0	c1	c2	c3	c4	c5	c6	c7	c8	c9	c10	c11
95	2.3813575960831983	2	2001.6761174253086	17.6186424039168	21.698063077542546	18.89044771426312	0	0	1	0	0	0	0	0	0	0	0	0
96	11.566362388288006	2	2087.1683488935887	31.566362388288006	21.79979812198322	20.501900549345613	0	0	1	0	0	0	0	0	0	0	0	0
97	2.077903804256003	2	2135.7073594237286	17.922096195743997	21.76022973498078	20.733337645110684	0	0	1	0	0	0	0	0	0	0	0	0
98	4.95620223493539	2	2176.4509783707786	15.04379776506461	21.692386987809908	19.25355121626982	0	0	1	0	0	0	0	0	0	0	0	0
99	1.0610325515248	2	2233.4912748644915	21.0610325515248	21.686073443447057	18.1831224065359	0	0	1	0	0	0	0	0	0	0	0	0
100	1.6701737933823964	2	2292.1813288882354	21.670173793382396	21.685916021169188	18.62890155382054	0	0	1	0	0	0	0	0	0	0	0	0
101	10.537957520565172	2	2374.8882971730995	30.537957520565172	21.772700741751503	20.21849510437274	0	0	1	0	0	0	0	0	0	0	0	0
102	18.978203690190774	2	2480.4542655006994	38.978203690190774	21.939744459697515	22.58651304424494	0	0	1	0	0	0	0	0	0	0	0	0
103	24.12548205639336	1	2599.9607794034314	44.12548205639336	22.15306885966574	25.516324977279474	0	1	0	0	0	0	0	0	0	0	0	0
104	0.9036135679684953	0	2656.5747328166794	20.903613567968495	22.1411692854591	25.94273619330384	1	0	0	0	0	0	0	0	0	0	0	0
105	0.10257385655138052	0	2710.4635952885196	19.89742614344862	22.120001897326926	26.170614567257026	1	0	0	0	0	0	0	0	0	0	0	0
106	4.848437176106337	0	2777.7614459738074	24.848437176106337	22.145501292455705	25.498822046038857	1	0	0	0	0	0	0	0	0	0	0	0
107	14.958352604451441	0	2872.4403176108635	34.95835260445144	22.264138804603817	27.2024476869096	1	0	0	0	0	0	0	0	0	0	0	0
108	3.660646982712617	0	2916.6927320326836	16.339353017287383	22.209782971692658	27.332003212131884	1	0	0	0	0	0	0	0	0	0	0	0
109	13.506515666147934	0	3007.4395452951676	33.50651566614793	22.312480541642252	28.57655152359419	1	0	0	0	0	0	0	0	0	0	0	0
110	0.2421115679835033	2	3062.2619307917894	20.242111567983503	22.29382856890659	28.4337453010543	0	0	1	0	0	0	0	0	0	0	0	0
111	4.6237214565107685	0	3103.9060185137396	15.376278543489232	22.232064729393933	26.917577403346705	1	0	0	0	0	0	0	0	0	0	0	0
112	5.206371714772676	0	3143.9720951195636	14.793628285227324	22.16623785820662	24.49911986285036	1	0	0	0	0	0	0	0	0	0	0	0
113	4.021551340789168	0	3187.2470602382596	15.978448659210832	22.11195900558385	21.684416523132114	1	0	0	0	0	0	0	0	0	0	0	0
114	0.3879545849984005	0	3240.3630165705554	19.6120454150016	22.090220626535306	21.555259707835422	1	0	0	0	0	0	0	0	0	0	0	0
115	4.424822007815875	0	3282.5457902993876	15.575177992184125	22.03405646589435	21.123034892708976	1	0	0	0	0	0	0	0	0	0	0	0
116	5.159472528671509	0	3322.7388855342356	14.84052747132849	21.972573312094642	20.12224392223119	1	0	0	0	0	0	0	0	0	0	0	0
117	3.6551220101267674	0	3367.0062634234755	16.344877989873233	21.924880978855477	18.260896460773367	1	0	0	0	0	0	0	0	0	0	0	0
118	4.469048442454643	0	3433.2766029551235	24.469048442454643	21.946260537373117	19.073866003290092	1	0	0	0	0	0	0	0	0	0	0	0
119	1.199778754376002	0	3484.1938688286887	18.800221245623998	21.920043543275206	17.603236561237697	1	0	0	0	0	0	0	0	0	0	0	0
120	12.357878866431996	0	3571.829790758609	32.357878866431996	22.00630664511948	18.814813291082547	1	0	0	0	0	0	0	0	0	0	0	0
