task	r0_energy	r0_config	r0_reward	r0_rate	r1_energy	r1_config	r1_reward	r1_rate	c0	c1	c2	c3	c4	c5	c6	c7	c8	c9	c10	c11
56	56.368288561088	0	362.10609606987197	20.19162575322555	38.04334769729199	1	111.513703104774	13.627467831865788	1	1	0	0	0	0	0	0	0	0	0	0
57	55.620631377920006	0	417.726727447792	19.923808254777313	37.461071578529	1	148.974774683303	13.418891311711882	1	1	0	0	0	0	0	0	0	0	0	0
58	56.63030869776001	0	474.357036145552	20.28548371263045	48.305040299577	1	197.27981498288	17.303298017758927	1	1	0	0	0	0	0	0	0	0	0	0
59	39.690249052160006	0	514.047285197712	14.217402645549852	37.469138379558004	1	234.748953362438	13.421780912080479	1	1	0	0	0	0	0	0	0	0	0	0
60	55.048717058048	0	569.0960022557599	19.718943423778388	39.304530858956	1	274.053484221394	14.079234934551407	1	1	0	0	0	0	0	0	0	0	0	0
61	74.17179656723201	0	643.267798822992	26.56900175542639	36.739388541825	1	310.792872763219	13.160377985131344	1	1	0	0	0	0	0	0	0	0	0	0
62	38.61932543683201	0	681.887124259824	13.833788216178629	36.84275707679401	1	347.635629840013	13.197405520045615	1	1	0	0	0	0	0	0	0	0	0	0
63	39.21310528128	0	721.100229541104	14.046485473891343	37.004245367550006	1	384.639875207563	13.255252071958212	1	1	0	0	0	0	0	0	0	0	0	0
64	35.994233512832004	0	35.994233512832004	12.893456780715942	36.93109305561	1	421.57096826317303	13.22904825872597	1	1	0	0	0	0	0	0	0	0	0	0
65	42.121249718016	0	78.11548323084801	15.088208854214686	35.256302844036	0	35.256302844036	12.629123406818865	2	0	0	0	0	0	0	0	0	0	0	0
66	38.988526829688	1	117.10401006053601	13.966039461380776	49.584847423565996	0	84.84115026760199	17.7617363905311	1	1	0	0	0	0	0	0	0	0	0	0
67	36.325262889486005	1	153.429272950022	13.012034467875583	81.80034418035	1	166.64149444795197	29.30161582579701	0	2	0	0	0	0	0	0	0	0	0	0
68	65.271899895696	0	218.70117284571802	23.380979067114986	55.61387768727	1	222.25537213522196	19.921389022305675	1	1	0	0	0	0	0	0	0	0	0	0
69	79.317326165112	0	298.01849901083	28.412176536756533	83.99748192883999	2	306.2528540640619	30.088650243166562	1	0	1	0	0	0	0	0	0	0	0	0
70	96.36351888158399	0	394.38201789241396	34.518275420268886	69.12767764203998	2	375.3805317061019	24.76215318520835	1	0	1	0	0	0	0	0	0	0	0	0
71	39.822623870976	0	434.20464176339	14.264820491095882	66.81121939934998	1	442.1917511054519	23.932377098274618	1	1	0	0	0	0	0	0	0	0	0	0
72	39.69524244924	0	473.89988421263	14.219191325100892	80.69125261085	1	522.8830037163019	28.904329293438803	1	1	0	0	0	0	0	0	0	0	0	0
73	39.023587771578	0	512.923471984208	13.97859860474436	37.06650660125	1	559.9495103175519	13.277554603432835	1	1	0	0	0	0	0	0	0	0	0	0
74	48.4822049088	0	561.405676893008	17.366759967331344	37.60234004403	1	597.551850361582	13.469494941145072	1	1	0	0	0	0	0	0	0	0	0	0
75	38.24409184023	0	599.649768733238	13.699376181574923	44.792983468230005	1	642.3448338298119	16.045247809515224	1	1	0	0	0	0	0	0	0	0	0	0
76	59.908165701719994	0	659.557934434958	21.459641445392233	66.97236382479001	1	709.317197654602	23.990100474551642	1	1	0	0	0	0	0	0	0	0	0	0
77	51.57178587288001	0	711.129720307838	18.47347553655403	74.23305931498001	2	783.5502569695819	26.590946620291348	1	0	1	0	0	0	0	0	0	0	0	0
78	52.8845119614	0	764.014232269238	18.94370577721791	65.51786659439999	1	849.0681235639819	23.46908654127761	1	1	0	0	0	0	0	0	0	0	0	0
79	52.92777552804	0	816.942007797278	18.959203174223283	47.90375597421001	1	896.9718795381918	17.159554378821493	1	1	0	0	0	0	0	0	0	0	0	0
80	43.79575932270001	0	860.7377671199781	15.6880331902209	37.54478473665001	1	934.5166642748419	13.4488781146209	1	1	0	0	0	0	0	0	0	0	0	0
81	35.453928832559995	0	896.1916959525381	12.699914805693133	37.51863293304	1	972.0352972078819	13.439510304372536	1	1	0	0	0	0	0	0	0	0	0	0
82	35.64788838912	0	35.64788838912	12.769392855804181	41.145153408476006	0	41.145153408476006	14.73856241497648	2	0	0	0	0	0	0	0	0	0	0	0
83	40.29725510622001	0	75.94514349534	14.434837649989253	35.435593433188	0	76.580746841664	12.693346901440478	2	0	0	0	0	0	0	0	0	0	0	0
84	40.960062702719995	1	116.90520619806	14.67226126664597	41.593132319648	1	118.17387916131199	14.899032472709731	0	2	0	0	0	0	0	0	0	0	0	0
85	35.859743697960006	1	152.76494989602	12.84528132464239	67.674534823233	1	185.848413984545	24.241624414292424	0	2	0	0	0	0	0	0	0	0	0	0
86	66.79460991294	2	219.55955980896	23.926427431500898	84.07303629121799	2	269.921450275763	30.115714492376597	0	0	2	0	0	0	0	0	0	0	0	0
87	67.550792843625	2	287.110352652585	24.197298929059706	103.34712581692399	2	373.268576092687	37.01986596427128	0	0	2	0	0	0	0	0	0	0	0	0
88	65.77188581913299	2	352.882238471718	23.560078502375998	58.011734328052995	1	431.28031042073997	20.780322744377195	0	1	1	0	0	0	0	0	0	0	0	0
89	37.536019475370004	2	390.41825794708797	13.445738319535524	37.762011454356006	1	469.042321875096	13.526690670217077	0	1	1	0	0	0	0	0	0	0	0	0
90	42.83426955262	2	433.252527499708	15.34361894422209	38.694423468848	1	507.736745343944	13.860689003766447	0	1	1	0	0	0	0	0	0	0	0	0
91	157.548306142227	1	590.800833641935	56.43521414049922	39.683837029548	1	547.420582373492	14.215105801629136	0	2	0	0	0	0	0	0	0	0	0	0
92	62.185805060184	2	652.986638702119	22.27551226036442	87.437380713606	1	634.857963087098	31.32085279293349	0	1	1	0	0	0	0	0	0	0	0	0
93	37.147976077290004	2	690.1346147794089	13.306737699327762	44.48669819294399	1	679.344661280042	15.935533681054562	0	1	1	0	0	0	0	0	0	0	0	0
94	34.56618547668	2	724.7008002560889	12.381917185676416	37.419900062159996	1	716.764561342202	13.404143305848358	0	1	1	0	0	0	0	0	0	0	0	0
95	36.112851551205004	2	760.8136518072939	12.935946824312243	48.17316687971199	1	764.937728221914	17.25605977780728	0	1	1	0	0	0	0	0	0	0	0	0
96	72.073548381952	2	832.887200189246	25.817390465176832	89.08570935149899	0	89.08570935149899	31.91129887217874	1	0	1	0	0	0	0	0	0	0	0	0
97	96.54279192604801	2	929.429992115294	34.582492630226156	38.53939504282	0	127.62510439431898	13.805156433248953	1	0	1	0	0	0	0	0	0	0	0	0
98	84.39294028089601	2	1013.82293239619	30.230306966291106	40.47836732982	1	168.10347172413898	14.499713670383287	0	1	1	0	0	0	0	0	0	0	0	0
99	95.339397950784	2	1109.162330346974	34.15142613162412	130.12480381723202	1	298.228275541371	46.61187002408311	0	1	1	0	0	0	0	0	0	0	0	0
100	62.048790224928	2	1171.211120571902	22.226432319377196	82.60215926561999	2	380.830434806991	29.588833169774322	0	0	2	0	0	0	0	0	0	0	0	0
101	34.690163878655994	2	1205.901284450558	12.426327359518565	77.24263382418002	2	458.073068631171	27.669003160900303	0	0	2	0	0	0	0	0	0	0	0	0
102	38.54030325350401	2	1244.441587704062	13.805481762449196	33.1471165998	0	491.22018523097097	11.873594005898507	1	0	1	0	0	0	0	0	0	0	0	0
103	157.547924232192	1	1401.9895119362538	56.43507733690459	143.07132947565398	0	634.291514706625	51.249431453965606	1	1	0	0	0	0	0	0	0	0	0	0
104	85.529946371688	2	1487.519458307942	30.637592730156893	58.31745899935199	0	692.608973705977	20.889836059469374	1	0	1	0	0	0	0	0	0	0	0	0
105	32.274310964792	1	1519.793769272734	11.560947211268775	52.438373726580004	1	745.047347432557	18.783895066237612	0	2	0	0	0	0	0	0	0	0	0	0
106	80.74373720705	2	1600.537506479784	28.923129745808957	49.152296613312	0	794.199644045869	17.606792816708776	1	0	1	0	0	0	0	0	0	0	0	0
107	34.873196526684005	2	1635.410703006468	12.491891293140538	34.225239712328	0	828.424883758197	12.259787359639878	1	0	1	0	0	0	0	0	0	0	0	0
108	44.663759582293004	0	1680.0744625887612	15.998958656343765	34.24854892258801	0	862.673432680785	12.268136927494213	2	0	0	0	0	0	0	0	0	0	0	0
109	35.062357224399996	0	1715.1368198131613	12.559650349038803	35.88143590787	0	898.554868588655	12.853051668490744	2	0	0	0	0	0	0	0	0	0	0	0
110	75.75810571063802	2	1790.8949255237994	27.137231896347945	56.57698872027001	0	955.1318573089251	20.266384019201194	1	0	1	0	0	0	0	0	0	0	0	0
111	68.38358702034999	2	1859.2785125441494	24.495613261020893	42.74717535324	0	997.8790326621651	15.312421022056121	1	0	1	0	0	0	0	0	0	0	0	0
112	72.40263440546599	2	1931.6811469496154	25.935272025838565	66.104626837254	0	1063.983659499419	23.679269314837256	1	0	1	0	0	0	0	0	0	0	0	0
113	34.876726952759995	2	1966.5578739023754	12.493155923376715	70.25352701143	0	70.25352701143	25.165442511557014	1	0	1	0	0	0	0	0	0	0	0	0
114	72.122443902432	2	2038.6803178048074	25.834905278483106	142.23384413655498	0	212.48737114798496	50.94943670563163	1	0	1	0	0	0	0	0	0	0	0	0
115	34.707625793873994	2	2073.3879435986814	12.43258237392501	65.24646061621799	1	277.73383176420293	23.371866489391515	0	1	1	0	0	0	0	0	0	0	0	0
116	59.577508731509994	2	2132.9654523301915	21.34119715755582	43.542982327424994	1	321.2768140916279	15.597486206838807	0	1	1	0	0	0	0	0	0	0	0	0
