task	r0_energy	r0_config	r0_reward	r0_rate	r0_avgrate	r0_rollrate	r1_energy	r1_config	r1_reward	r1_rate	r1_avgrate	r1_rollrate	c0	c1	c2	c3	c4	c5	c6	c7	c8	c9	c10	c11	c12	c13	c14	c15	c16	c17	c18	c19
0	2.9373969310809827	0	46.21121664498901	17.062603068919017	17.062603068919017	17.062603068919017	4.968380549592611	0	40.71063601152	15.031619450407389	15.031619450407389	15.031619450407389	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	5.63756086317772	0	85.10948930721601	14.36243913682228	15.71252110287065	15.71252110287065	3.6089527304192046	0	85.103055699968	16.391047269580795	15.711333359994093	15.711333359994093	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	3.9526439861991385	1	128.57107851126	16.04735601380086	15.824132739847386	15.824132739847386	0.9871084181661516	1	141.943140999168	20.98710841816615	17.469925046051447	17.469925046051447	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	0.5983435048457793	1	184.35825883688398	20.59834350484578	17.017685431096986	17.017685431096986	0.5663717949440006	1	194.575884054528	19.433628205056	17.960850835802585	17.960850835802585	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	2.6653561383384634	2	231.30625262888395	17.334643861661537	17.081077117209894	17.081077117209894	6.5360906306796345	2	266.444462845952	26.536090630679634	19.675898794777996	19.675898794777996	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	5.991995165223388	2	269.24459905640396	14.008004834776612	16.568898403471014	16.568898403471014	18.01982878956308	2	369.414832484352	38.01982878956308	22.73322046057551	22.73322046057551	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	6.00180728082117	3	307.15637100417996	13.99819271917883	16.201654734286418	16.201654734286418	0.8665165697476915	3	425.92831486075204	20.86651656974769	22.466548476171535	22.466548476171535	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	6.049483224853912	3	344.93902060353395	13.950516775146088	15.920262489393876	15.920262489393876	0.7426677284369276	3	478.083589762902	19.257332271563072	22.06539645059548	22.06539645059548	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8	6.165136497166397	4	382.40844259037493	13.834863502833603	15.68855149088718	15.68855149088718	0.8276557363361192	4	530.008688810325	19.17234426366388	21.74394620760308	21.74394620760308	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9	15.374127411203212	4	478.21337099571696	35.37412741120321	17.657109082918783	17.657109082918783	5.472122930046522	4	569.355022541449	14.527877069953478	21.022339293838122	21.022339293838122	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10	6.387959776425843	5	515.079313267897	13.612040223574157	17.28937555025109	17.312052798384293	6.346938816678893	5	606.332063246277	13.653061183321107	20.352404920154758	20.884483467129492	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11	2.6081972373484312	5	562.182112416745	17.39180276265157	17.297911151284463	17.614989160967223	6.3580071554269555	5	643.279127200329	13.641992844573045	19.79320391385628	20.609578024628718	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12	6.641307736068802	6	598.361903964892	13.358692263931198	16.99489431379575	17.34612278598026	4.3825868626880045	6	685.5762877805489	15.617413137311996	19.47198923873749	20.0726084965433	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
13	6.257675192771691	6	635.580700317802	13.742324807228309	16.762567920469504	16.66052091621851	2.7020598865789545	6	732.4248755877309	17.297940113421046	19.3167000155006	19.859039687379806	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
14	6.4575883504529195	7	672.2580652019919	13.54241164954708	16.54789083574134	16.281297695007066	6.281979254087137	7	769.5778484412449	13.718020745912863	18.943454730861415	18.577232698903124	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
15	6.424420562954092	7	709.025259510658	13.575579437045908	16.36212137332288	16.238055155233997	6.039079932080002	7	807.3886736251949	13.960920067919998	18.632046314427576	16.171341826738818	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
16	6.073385325883077	8	746.743174253058	13.926614674116923	16.21885627336959	16.23089735072781	1.7933445223040039	8	856.6983655439549	18.206655477695996	18.6070233240316	15.905355717533647	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
17	5.461240825088002	8	786.118980351778	14.538759174911998	16.1255175456775	16.289721590704396	16.72291853581784	8	956.1562699117949	36.72291853581784	19.613461946908615	17.651914343959124	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
18	6.2467931743556875	9	823.3672488378979	13.753206825644313	16.000659086728387	16.28155592298547	2.1143642864000043	9	1004.5965333027949	17.885635713599996	19.522523724102896	17.523243488952737	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
19	3.064012487273846	9	885.832282657598	23.064012487273846	16.35382675675566	15.050544430592529	0.30245423832615614	9	1057.9440530739948	19.697545761673844	19.531274825981445	18.040210358124774	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
20	7.9625731333686165	10	918.4336470880579	12.037426866631384	16.148283904844977	14.893083094898254	3.642811394129229	10	1102.2447722148947	16.35718860587077	19.380127863119032	18.310623100379736	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
21	2.8406373702080003	10	964.9069208770779	17.159362629792	16.194242028706206	14.869839081612298	6.805894977565536	10	1137.9788066506546	13.194105022434464	19.09894500672428	18.26583431816588	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
22	4.472231474707698	11	1031.185881121078	24.472231474707698	16.554154613314967	15.981193002689945	6.449393017501542	11	1174.6783672282547	13.550606982498458	18.85771291871446	18.059153702684526	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
23	3.8035012848529206	11	1095.653697100888	23.80350128485292	16.856210724629047	16.987310650452407	0.09412162999138474	11	1229.0999466428148	20.094121629991385	18.909229948350998	18.33877185434156	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
24	14.232115450225237	12	1188.365676445248	34.23211545022524	17.551246913652896	19.05628103052022	16.88641274273477	12	1329.0006478210548	36.88641274273477	19.628317260126348	20.655611054023755	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
25	1.7194176952259674	12	1237.875586854011	18.280582304774033	17.579298274849865	19.526781317293036	3.3129281781087947	12	1392.1398283034328	23.312928178108795	19.770033064664137	21.59081186504263	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
26	1.5884824797011703	13	1287.7401134714871	18.41151752029883	17.61012120986649	19.975271601911224	0.09510545458806519	13	1446.0489176972567	19.904894545411935	19.77502793432146	21.760635771814226	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
27	6.746098180222033	13	1323.6360975667192	13.253901819777967	17.45454194593476	19.846785866397823	15.683413216059073	13	1542.6914951574167	35.68341321605907	20.343184551526377	21.656685239838346	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
28	6.038177446518157	14	1361.4493669823992	13.961822553481843	17.334103346195004	19.86764743918158	13.349663727489357	14	1633.0135010860338	33.34966372748936	20.791683833456133	23.203088041227282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
29	7.956404215713475	14	1394.0674388981752	12.043595784286525	17.15775309413139	18.765605768882846	14.558980069783509	14	1726.6107387750308	34.55898006978351	21.25059370800038	24.68923147203825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
30	5.4306534804873845	15	1433.5260857218552	14.569346519512616	17.074256107853362	19.018797734170967	4.410121143384615	15	1768.8333273450307	15.589878856615385	21.067990003116993	24.612500497112713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
31	6.581612148838401	15	1469.8675528187512	13.418387851161599	16.960010224831745	18.64470025630793	6.188052756836925	15	1806.2406844619306	13.811947243163075	20.841238666868435	24.67428471918557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
32	5.314727679369847	16	1509.6401653537912	14.685272320630153	16.89107877318927	17.666004340900173	6.295381089226584	16	1843.3573606786085	13.704618910773416	20.624977462138283	24.68968591201307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
33	2.044848961315445	16	1558.2686994168953	17.955151038684555	16.922375016292076	17.081169316283336	4.671445831099689	16	1910.1758598045035	24.67144583109969	20.743991237695973	25.147418332123898	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
34	4.805141441998767	17	1599.4214413448153	15.194858558001233	16.873017403198048	15.177443627060935	6.047570508670034	17	1947.9636896768554	13.952429491329966	20.54994661637123	22.854020006983415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
35	6.454739244091078	17	1636.1065225587354	13.545260755908922	16.780579718551127	14.703911472174422	4.3148299018171095	17	1990.4443586927675	15.68517009818289	20.414813935310445	22.091244198990825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
36	6.109290352640004	18	1673.7271945203354	13.890709647359996	16.70247512203245	14.25183068488054	5.8313042046464005	18	2028.8179098051835	14.1686957953536	20.245999931527827	21.51762432398499	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
37	8.596567313027943	18	1751.1762309931194	28.596567313027943	17.015477548111278	15.786097234205537	10.522201406006147	18	2111.4822052797836	30.522201406006147	20.516426286119362	21.001503142979704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
38	9.252086138128	19	1830.4006309505494	29.252086138128	17.32923674272709	17.315123592670155	15.616353504142275	19	2207.9431626868354	35.616353504142275	20.903603907094308	21.22817212064499	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
39	14.353343857035071	19	1923.4409372300195	34.35334385703507	17.75483942058479	19.54609839994501	15.850403369089975	19	2305.0380051447873	35.850403369089975	21.2772738936442	21.35731445057564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
40	24.20203422220554	18	2043.1547799151595	44.20203422220554	18.399892952331637	22.5093671702143	4.260323607662276	3	2347.666295374035	15.739676392337724	21.1422105399538	21.372294204147874	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
41	4.5059457309679996	18	2085.1178435604543	15.494054269032	18.33070631701498	22.716933812001344	3.3394335942788906	3	2392.788662722863	16.66056640572111	21.035504727233974	21.657156120403677	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
42	6.145058870513232	18	2122.6416424528143	13.854941129486768	18.22661875451432	22.633900692887003	3.6620678435288596	3	2456.8734297990873	23.66206784352886	21.09658759040362	22.652901013679223	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
43	8.584622556627068	18	2200.058328543679	28.584622556627068	18.462027931835067	23.69684784468126	4.841158249212299	3	2524.1515667240374	24.8411582492123	21.181691469012907	22.669872255490482	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
44	14.979495659078893	18	2294.794462620351	34.97949565907889	18.82908277021826	25.675311554789022	5.123952141063995	3	2592.1956037727523	25.123952141063995	21.269297261725153	23.787024520463888	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
45	0.6197091003451121	18	2347.2827504735833	19.380290899654888	18.8410655556408	26.258814569163615	16.524302281321596	3	2691.1155891179983	36.524302281321596	21.600927805629425	25.87093773877776	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
46	4.190339578467938	18	2390.100580781899	15.809660421532062	18.776567574064018	26.450709646580822	5.881781748800002	3	2729.352430214998	14.118218251199998	21.44172121936497	25.8658899843624	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
47	16.868648516366143	18	2489.953170513724	36.86864851636614	19.153485927028644	27.277917766914648	4.606401490783995	3	2771.043426177458	15.393598509216005	21.31571866290353	24.353029694683386	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
48	12.019417172186337	18	2576.6724253550624	32.01941717218634	19.416055952440026	27.55465087032048	1.055959143113597	3	2822.350203498192	18.944040856886403	21.26731707502563	22.685798429957796	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
49	0.4964447446256024	18	2629.4945541717016	19.503555255374398	19.417805938498713	26.06967201015441	4.233725506024005	3	2887.9832100770072	24.233725506024005	21.326645243645597	21.524130643651198	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
50	0.09833147181477031	18	2683.3949064355365	19.90166852818523	19.427293440257273	23.63963544075238	4.745785244700798	3	2929.2967083726094	15.254214755299202	21.207577979168217	21.475584479947344	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
