task	r0_energy	r0_config	r0_reward	r0_rate	r0_avgrate	r0_rollrate	r1_energy	r1_config	r1_reward	r1_rate	r1_avgrate	r1_rollrate	r2_energy	r2_config	r2_reward	r2_rate	r2_avgrate	r2_rollrate	r3_energy	r3_config	r3_reward	r3_rate	r3_avgrate	r3_rollrate	c0	c1	c2	c3	c4	c5	c6	c7	c8	c9	c10	c11	c12	c13	c14	c15	c16	c17	c18	c19
0	10.460290082250511	0	40.590023520383994	14.539709917749489	14.539709917749489	14.539709917749489	11.634620900964777	0	37.31168331814	13.365379099035223	13.365379099035223	13.365379099035223	7.236907502272004	0	49.588633222823994	17.763092497727996	17.763092497727996	17.763092497727996	15.338648986702088	0	26.971271578790002	9.661351013297912	9.661351013297912	9.661351013297912	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	15.289754042028417	1	67.697793486388	9.710245957971583	12.124977937860535	12.124977937860535	12.394508601602391	1	72.50201347199999	12.605491398397609	12.985435248716417	12.985435248716417	7.089036881909262	1	99.590071927494	17.910963118090738	17.837027807909365	17.837027807909365	15.359606650304476	1	53.88403634669	9.640393349695524	9.650872181496718	9.650872181496718	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	15.566805736530863	2	94.032127471906	9.433194263469137	11.227716713063401	11.227716713063401	8.620614341767642	2	166.359561842768	33.62061434176764	19.863828279733493	19.863828279733493	10.107305917846446	2	141.165509573506	14.892694082153554	16.855583232657427	16.855583232657427	8.955157593088	2	98.67588806598602	16.044842406912	11.78219558996848	11.78219558996848	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	6.385414024360589	3	181.64974162324597	31.38541402436059	16.267141040887697	16.267141040887697	11.912278962843693	3	269.40634061404	36.91227896284369	24.125940950511044	24.125940950511044	11.558783823955224	3	178.688904731631	13.441216176044776	16.001991468504265	16.001991468504265	14.420197420597493	3	128.21117026681802	10.579802579402507	11.481597337326985	11.481597337326985	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	10.320399371529552	4	222.630293377726	14.679600628470448	15.949632958404248	15.949632958404248	5.821793439242985	4	355.45051396526003	30.821793439242985	25.46511144825743	25.46511144825743	10.986297986977675	4	217.810489517985	14.013702013022325	15.604333577407877	15.604333577407877	4.1139624422323635	4	186.518025115586	20.886037557767636	13.362485381415116	13.362485381415116	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	13.294148287166566	5	255.309129409386	11.705851712833434	15.242336084142446	15.242336084142446	5.14162671826627	5	410.8884727101	19.85837328173373	24.530655087170146	24.530655087170146	11.291421202190568	5	256.08027199520296	13.708578797809432	15.288374447474803	15.288374447474803	11.950698956020538	5	222.947323863362	13.049301043979462	13.310287991842506	13.310287991842506	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	6.948922522047994	6	305.70172070200204	18.051077477952006	15.643584854686669	15.643584854686669	11.395639448391643	6	448.86731258334004	13.604360551608357	22.969755867804174	22.969755867804174	13.113901668430088	6	289.26229650416894	11.886098331569912	14.802335002345533	14.802335002345533	12.473989468649071	6	257.91576993005	12.526010531350929	13.198248354629424	13.198248354629424	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
7	5.434687885959999	7	360.32155035369703	19.56531211404	16.133800762105835	16.133800762105835	11.513746055088243	7	486.51643817955204	13.486253944911757	21.784318127442624	21.784318127442624	12.753926683315584	7	323.44925117991295	12.246073316684416	14.482802291637894	14.482802291637894	11.157720046943526	7	296.55880146566597	13.842279953056474	13.278752304432805	13.278752304432805	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
8	7.192762198023999	8	410.03342255088	17.807237801976	16.319738210980297	16.319738210980297	8.126501443554151	8	533.62162164963	16.87349855644585	21.23867150844298	21.23867150844298	12.529350277499699	8	358.26314832189297	12.470649722500301	14.25922978395594	14.25922978395594	7.117251326028423	8	346.4814748471699	17.882748673971577	13.790307456603779	13.790307456603779	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
9	0.6231400649839962	9	481.56468856562697	25.623140064983996	17.250078396380665	17.250078396380665	2.423112161889911	9	596.648766864354	22.57688783811009	21.37249314140969	21.37249314140969	12.566657871147463	9	392.97289509827294	12.433342128852537	14.0766410184456	14.0766410184456	10.796953679474633	9	446.41463720236993	35.79695367947463	15.990972078890866	15.990972078890866	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
10	13.769165262976001	10	512.9174355398189	11.230834737023999	16.70287442734824	16.147920451263477	3.4032379119369622	10	656.93972769353	21.596762088063038	21.392881227469086	17.343557325100225	15.469662894949852	10	419.57841951653796	9.530337105050148	13.663340662682375	16.692106794914036	7.962050536386865	10	493.9789127882899	17.037949463613135	16.086151841138346	17.3379214833351	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
