task	reward	total_reward	total_reward_dev
0	7.51700872	7.51700872	0.0
1	2.154361885	9.671370605	0.0
2	0.0	9.671370605	0.0
3	0.7600238400000001	10.431394445	0.0
4	2.04690514	12.478299585	0.0
5	1.052835962	13.531135547	0.0
6	1.1666560660000003	14.697791613	0.0
7	1.515108462	16.212900075	0.0
8	1.06229668	17.275196755	0.0
9	0.07962831100000045	17.354825066	0.0
10	0.003135167000000383	17.357960233	0.0
11	0.20815783099999985	17.566118064	0.0
12	0.0018819219999994807	17.567999986	0.0
13	0.9603914769999999	18.528391463	0.0
14	0.24476459199999967	18.773156054999998	0.0
15	1.4921291689999998	20.265285223999996	0.0
16	1.0096133299999996	21.274898553999996	0.0
17	1.0742941440000002	22.349192697999996	0.0
18	1.1932497610000001	23.542442458999997	0.0
19	0.622760075	0.622760075	0.0
20	0.1044084999999999	0.7271685749999999	0.0
21	1.0115267750000005	1.7386953500000004	0.0
22	0.8911510999999999	2.6298464500000005	0.0
23	1.1312866250000002	3.761133075000001	0.0
24	1.113005847	4.874138922000001	0.0
25	0.719332064	5.593470986000002	0.0
26	0.0	5.593470986000002	0.0
27	0.5463235200000001	6.139794506000001	0.0
28	0.04899151999999951	6.188786026000001	0.0
29	0.624863291	6.813649317000001	0.0
30	0.477172677	7.290821994000002	0.0
31	0.6913511189999999	7.982173113000002	0.0
32	0.9567887429999999	8.938961856000002	0.0
33	1.261434512	10.200396368000002	0.0
34	1.495923755	11.696320123000001	0.0
35	1.6099130900000003	13.306233213000002	0.0
36	1.3112189250000001	14.617452138000003	0.0
37	1.392900695	16.010352833000002	0.0
38	1.3164860010000003	1.3164860010000003	0.0
39	1.885922064	3.202408065	0.0
40	2.188202328	5.390610393	0.0
41	1.2983515739999998	6.688961967	0.0
42	7.139693050999998	13.828655018	0.0
43	0.45945013599999984	14.288105153999998	0.0
44	1.3518288479999994	15.639934001999997	0.0
45	1.051489182	16.691423183999998	0.0
46	1.3120540639999998	18.003477247999996	0.0
47	1.2300638959999997	19.233541143999997	0.0
48	0.7561568700000001	19.989698014	0.0
49	1.1957271900000004	21.185425203999998	0.0
50	1.3972461300000003	22.582671333999997	0.0
51	1.8674168160000002	24.450088149999996	0.0
52	7.1017246179999995	31.551812767999994	0.0
53	1.0629327739999996	32.614745541999994	0.0
54	2.5613049180000003	35.17605045999999	0.0
55	1.236867084	36.412917543999995	0.0
56	0.8474936289999997	37.260411172999994	0.0
57	1.1918748449999996	38.452286017999995	0.0
58	1.3964551299999997	39.848741147999995	0.0
59	1.1767904749999998	41.02553162299999	0.0
60	3.876720842	44.90225246499999	0.0
61	2.3090686739999997	47.21132113899999	0.0
62	1.7151906959999996	48.92651183499999	0.0
63	1.2339310020000003	50.16044283699999	0.0
64	1.568720184	51.72916302099999	0.0
65	0.9062839560000002	52.635446976999994	0.0
66	1.5009947099999998	54.136441686999994	0.0
