task	r0_energy	r0_config	r0_reward	r0_rate	r0_avgrate	r0_rollrate	r1_energy	r1_config	r1_reward	r1_rate	r1_avgrate	r1_rollrate	c0	c1	c2	c3	c4	c5	c6	c7	c8	c9	c10	c11	c12	c13	c14	c15	c16	c17	c18	c19
100	0.052962789540920596	19	6806.795477800865	30.05296278954092	24.883943864009247	32.767345628797884	2.0471377960763064	19	7075.644379303192	32.047137796076306	25.866788286866214	32.16383821891924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
101	8.781082087744984	19	6911.827575121842	38.781082087744984	25.020190317183125	33.48742268782394	6.96991725822425	19	7175.771238544216	36.96991725822425	25.97564249246776	32.247770960658315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
102	1.1037871130783934	19	6996.066998553096	31.103787113078393	25.079254363745218	33.37559344136917	4.477311878584615	19	7269.147291548717	34.477311878584615	26.058182971944625	32.60577366674392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
103	4.586430097580305	19	7089.738580067376	34.586430097580305	25.170669515032095	33.50154445289546	0.17814080570584778	19	7350.879756230836	30.178140805705848	26.097797951115407	32.30991385969254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
104	6.537357834667198	19	7188.693924202933	36.5373578346672	25.278923689504808	33.89270599242745	2.676375639367393	19	7439.3782735874565	32.67637563936739	26.1604510719559	32.49073870147082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
105	7.168105468809976	19	7289.35754318096	37.168105468809976	25.391085781762406	34.03041318756162	1.4964083759372286	19	7524.681046272287	31.49640837593723	26.210790291804784	32.58739299016106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
106	8.9110997245824	19	7394.741771601704	38.9110997245824	25.51744105225605	34.767216460838405	0.6991733501952098	19	7607.824640762399	30.69917335019521	26.252737797023382	32.40819119254619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
107	6.677234217688607	19	7494.075947607945	36.67723421768861	25.6207724704545	34.839084995126555	8.467016084840125	19	7712.006142658841	38.467016084840125	26.36583296635502	32.91068908805613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
108	12.281317014559747	19	7608.587847855711	42.28131701455975	25.773621502969227	35.56245582848034	1.025584700522586	19	7796.033767889423	31.025584700522586	26.408582982264814	32.947126264250514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
109	23.39771371751815	19	7753.206655840656	53.39771371751815	26.02474961401058	37.949709006577066	1.1786392420799991	19	7880.475915836723	31.17863924208	26.451947130081315	32.921570513153355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
110	16.79024033370757	4	7788.983088270198	13.209759666292431	25.909299254121226	36.26538869425222	2.3874711705599907	19	7968.191983590324	32.38747117055999	26.505420319635178	32.95560385060172	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
111	0.06602237841969938	19	7870.054277661978	29.9339776215803	25.94523388240211	35.38067824763575	14.673993513600003	19	8089.184049356323	44.6739935136	26.66763972315272	33.726011476139306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
112	3.6483435001580204	19	7961.185207974906	33.64834350015802	26.013402994063664	35.635133886343716	1.2374817334800028	19	8173.785562384498	31.237481733480003	26.70808080289013	33.402028461628845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
113	2.9337468113937177	19	8050.380772255764	32.93374681139372	26.074107764391123	35.469865557725065	0.6451667922679327	19	8256.782889113558	30.645166792267933	26.742616644902217	33.448731060285056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
114	1.8898021796411193	19	8136.748986492292	31.88980217964112	26.124679020175904	35.005109992222444	0.7059356182545287	19	8339.944798079663	30.70593561825453	26.777080288148756	33.251687058173765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
115	6.901374102633596	19	8236.690208020258	36.901374102633596	26.217581563990198	34.97843685560481	3.361997161188924	19	8430.300207057882	33.361997161188924	26.83384681291634	33.438245936698934	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
116	1.3629461509986385	19	8321.631520512547	31.36294615099864	26.261559039092834	34.22362149824644	1.4139716063763643	19	8515.379713491819	31.413971606376364	26.872993178672413	33.509725762317046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
117	7.53266380761378	19	8423.282484991501	37.53266380761378	26.3570768761142	34.30916445723896	5.640060381803075	19	8611.904877025869	35.640060381803075	26.947290358359957	33.227030192013345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
118	4.228040890899685	19	8515.98342907102	34.228040890899685	26.423219430860293	33.50383684487295	6.603265647489231	19	8711.03872148782	36.60326564748923	27.028433007848438	33.78479828671001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
119	1.112416759929598	19	8600.246224462497	31.112416759929598	26.462296075269204	31.275307149114088	1.2598608299999974	19	8795.70084456907	31.259860829999997	27.06369490636637	33.792920445502006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
120	4.478004408866951	19	8693.624153069844	34.47800440886695	26.52854159868737	33.402131623371545	0.3960580255015387	19	8878.023501721469	30.39605802550154	27.0912350974336	33.593779130996154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
