policy	energy20	avgenergy
oracle	2648.5192198538816	51.215614460930304
r1	3638.209439107675	71.62139374947343
r2	3324.034169576566	67.99701738045798
r3	3343.262058726722	67.48672098711211
r4	3289.940944463903	65.50692711081278
pessimist	4094.547916404986	79.94227301422548
