task	reward	total_reward	total_reward_dev	joules
0	10.188821272599512	53.655275720042994	0.0	53.655275720042994
1	9.941579057907695	107.98016577154299	0.0	54.32489005149999
2	7.039786924550391	208.29625535886697	0.0	100.31608958732399
3	8.324933696069909	266.999559932011	0.0	58.703304573143996
4	12.571549871924677	314.201612362215	0.0	47.202052430204
5	15.34633569189415	353.88861986333495	0.0	39.68700750112
6	14.640905212176	395.4861682470249	0.0	41.59754838369
7	14.90884716084923	436.3580405197249	0.0	40.871872272699996
8	13.918508260860548	555.304000392889	0.0	118.945959873164
9	3.28936717354339	645.462703154569	0.0	90.15870276168
10	9.940574957265234	699.790312645309	0.0	54.327609490739995
11	5.3806394122944	795.612877720273	0.0	95.82256507496399
12	0.9827466091458383	874.201272320503	0.0	78.58839460023
13	15.22702526477465	914.211412228405	0.0	40.010139907901994
14	3.062653162279755	987.166726580564	0.0	72.955314352159
15	13.985856123364432	1030.5383662464521	0.0	43.371639665888
16	15.239673744172059	1070.5142498559862	0.0	39.97588360953401
17	0.5468310796061537	1153.2452506965863	0.0	82.7310008406
18	3.878225294796195	1244.9987775366592	0.0	91.75352684007301
19	15.703984254105595	1283.7171535151233	0.0	38.71837597846401
20	13.353990854148922	1328.8000949518032	0.0	45.08294143668
21	7.00220453838719	1429.0143989099352	0.0	100.21430395813198
22	0.3859802004287971	1509.219035867107	0.0	80.204636957172
23	11.450427475439998	1559.4574614544572	0.0	50.23842558735001
24	2.509117944979188	1647.5029892221091	0.0	88.04552776765199
25	6.521735618155198	1746.4160231879462	0.0	98.91303396583699
26	9.063280789411195	1852.2124086592682	0.0	105.796385471322
27	5.925608408772931	1949.5109314330282	0.0	97.29852277376001
28	9.746915440709913	2057.158827418284	0.0	107.647895985256
29	4.181211809850097	2149.732942736628	0.0	92.57411531834401
30	9.630608665951012	55.16710152971601	0.0	55.16710152971601
31	14.78356744548628	96.378273031524	0.0	41.211171501807996
32	15.000902322103757	137.000829242493	0.0	40.622556210968995
33	6.07160238352246	234.69475236453303	0.0	97.69392312204
34	10.719350752591755	286.91317740959704	0.0	52.218425045064
35	2.8770402615692383	360.371193367847	0.0	73.45801595824999
36	0.43299918434399487	442.793899492112	0.0	82.42270612426499
37	1.1408766346486132	527.133773710952	0.0	84.33987421884001
38	1.3359951497966733	612.002093908318	0.0	84.868320197366
39	0.1361354446375458	693.620794070878	0.0	81.61870016256002
40	9.641927533741292	748.757240333662	0.0	55.136446262784
41	0.318517585211076	830.869892126942	0.0	82.11265179328
42	1.8184537484603105	917.044871029022	0.0	86.17497890208
43	2.4214008184910867	1004.852831579102	0.0	87.80796055008001
44	0.9129312812603061	1088.575353799182	0.0	83.72252222008001
45	0.8687520355199965	1172.178223895382	0.0	83.6028700962
46	1.197876368344609	1256.672472392982	0.0	84.49424849759998
47	0.8633255632423378	1340.2606457934298	0.0	83.58817340044799
48	1.9123399278040623	1426.6898997645658	0.0	86.42925397113599
49	7.876839449206159	1529.2730066061658	0.0	102.58310684160001
50	9.37544967548455	1585.1311637350618	0.0	55.858157128896
51	5.724654410035207	1681.8854360955738	0.0	96.754272360512
52	4.935615687628804	1776.502728582902	0.0	94.61729248732802
53	14.863176945703382	1817.498291021622	0.0	40.99556243872
54	1.5731962860524327	1903.009030963014	0.0	85.510739941392
55	15.0277355847168	1943.5589137544061	0.0	40.549882791392
56	5.901428170781543	2040.791948383606	0.0	97.23303462919999
57	0.9212232877174138	2124.5369281211742	0.0	83.744979737568
58	2.36266692472541	2212.185817708972	0.0	87.648889587798
59	0.3297681971328039	2294.32893990954	0.0	82.14312220056799
60	5.0247522608270785	2361.9702358698	0.0	67.64129596026
61	0.2093358130079963	2443.78718703003	0.0	81.81695116022999
62	0.20004083608024814	2525.578964294414	0.0	81.79177726438401
63	1.0817988024923082	2609.758836051164	0.0	84.17987175675
64	14.9000513034288	2650.654530437711	0.0	40.89569438654701
65	1.5459551055987646	85.43696174432999	0.0	85.43696174432999
66	0.23164423691077118	166.05959193603002	0.0	80.62263019170001
67	1.888019540552122	252.42297819169204	0.0	86.36338625566201
68	6.467979873549794	351.19042368255606	0.0	98.76744549086402
69	0.5741985472552642	430.8853026170731	0.0	79.69487893451699
70	2.996937072760616	520.2520071891331	0.0	89.36670457206
71	0.2382615458178421	602.1472988757231	0.0	81.89529168659
72	6.41540546766462	700.7723553506481	0.0	98.625056474925
73	9.463808651711993	807.6535037823681	0.0	106.88114843171999
74	5.48182722985846	903.7501191965681	0.0	96.0966154142
75	6.39872393212579	1002.3299965127421	0.0	98.579877316174
76	2.008689005095384	1089.0201959015421	0.0	86.6901993888
77	1.251941312505597	1173.660870289578	0.0	84.640674388036
78	1.193243330065851	1258.142570975173	0.0	84.481700685595
79	0.012673224887635115	1339.358247657769	0.0	81.21567668259598
80	3.4709760141548287	1430.008807696105	0.0	90.650560038336
81	3.539694566181417	1501.672134912697	0.0	71.663327216592
82	0.015861692136375893	1582.879176163161	0.0	81.20704125046399
83	2.014767858000738	1669.585839111913	0.0	86.706662948752
84	0.1186991115840037	1750.514362351373	0.0	80.92852323945999
85	0.6516989268996838	1833.5293802783929	0.0	83.01501792702
86	0.19373063488098907	1915.3040674145288	0.0	81.774687136136
