task	r0_energy	r0_config	r0_reward	r0_rate	r0_avgrate	r0_rollrate	c0	c1	c2	c3	c4	c5	c6	c7	c8	c9	c10	c11
28	9.746915440709913	4	2057.158827418284	39.74691544070991	26.191942630259316	29.987447995629232	0	0	0	0	1	0	0	0	0	0	0	0
29	4.181211809850097	4	2149.732942736628	34.1812118098501	26.45825160291234	31.9759676020248	0	0	0	0	1	0	0	0	0	0	0	0
30	9.630608665951012	0	55.16710152971601	20.369391334048988	26.26183675552965	32.34830582084459	1	0	0	0	0	0	0	0	0	0	0	0
31	14.78356744548628	0	96.378273031524	15.21643255451372	25.916667874247903	30.169728622457246	1	0	0	0	0	0	0	0	0	0	0	0
32	15.000902322103757	1	137.000829242493	14.999097677896243	25.585832413752396	28.70823641028975	0	1	0	0	0	0	0	0	0	0	0	0
33	6.07160238352246	1	234.69475236453303	36.07160238352246	25.89423741286328	30.460439396185997	0	1	0	0	0	0	0	0	0	0	0	0
34	10.719350752591755	2	286.91317740959704	19.280649247408245	25.705277750993137	29.137592526428897	0	0	1	0	0	0	0	0	0	0	0	0
35	2.8770402615692383	2	360.371193367847	27.12295973843076	25.744657806199736	28.197714938456453	0	0	1	0	0	0	0	0	0	0	0	0
36	0.43299918434399487	3	442.793899492112	30.432999184343995	25.87136973533877	27.33468677794973	0	0	0	1	0	0	0	0	0	0	0	0
37	1.1408766346486132	3	527.133773710952	31.140876634648613	26.010040969531136	26.856213600537302	0	0	0	1	0	0	0	0	0	0	0	0
38	1.3359951497966733	4	612.002093908318	31.335995149796673	26.14660389723025	26.01512157144598	0	0	0	0	1	0	0	0	0	0	0	0
39	0.1361354446375458	4	693.620794070878	30.136135444637546	26.24634218591543	25.610613934924725	0	0	0	0	1	0	0	0	0	0	0	0
40	9.641927533741292	0	748.757240333662	20.358072466258708	26.102725851289662	25.609482048145697	1	0	0	0	0	0	0	0	0	0	0	0
41	0.318517585211076	4	830.869892126942	30.318517585211076	26.203101844954457	27.119690551215434	0	0	0	0	1	0	0	0	0	0	0	0
42	1.8184537484603105	0	917.044871029022	31.81845374846031	26.33369142410576	28.801626158271837	1	0	0	0	0	0	0	0	0	0	0	0
43	2.4214008184910867	2	1004.852831579102	32.42140081849109	26.472048455796333	28.436606001768702	0	0	1	0	0	0	0	0	0	0	0	0
44	0.9129312812603061	3	1088.575353799182	30.912931281260306	26.570734740806646	29.599834205153904	0	0	0	1	0	0	0	0	0	0	0	0
45	0.8687520355199965	2	1172.178223895382	30.868752035519996	26.664169899387367	29.974413434862832	0	0	1	0	0	0	0	0	0	0	0	0
46	1.197876368344609	2	1256.672472392982	31.19787636834461	26.760631739152416	30.050901153262895	0	0	1	0	0	0	0	0	0	0	0	0
47	0.8633255632423378	3	1340.2606457934298	30.863325563242338	26.846104527154292	30.023146046122264	0	0	0	1	0	0	0	0	0	0	0	0
48	1.9123399278040623	3	1426.6898997645658	31.912339927804062	26.949497086351226	30.080780523923003	0	0	0	1	0	0	0	0	0	0	0	0
49	7.876839449206159	3	1529.2730066061658	37.87683944920616	27.168043933608324	30.85485092437987	0	0	0	1	0	0	0	0	0	0	0	0
50	9.37544967548455	0	1585.1311637350618	20.62455032451545	27.0397401373516	30.88149871020554	1	0	0	0	0	0	0	0	0	0	0	0
51	5.724654410035207	2	1681.8854360955738	35.72465441003521	27.206757719518592	31.42211239268795	0	0	1	0	0	0	0	0	0	0	0	0
52	4.935615687628804	2	1776.502728582902	34.935615687628804	27.352585228350858	31.733828586604794	0	0	1	0	0	0	0	0	0	0	0	0
53	14.863176945703382	2	1817.498291021622	15.136823054296618	27.126367410312817	30.005370810185354	0	0	1	0	0	0	0	0	0	0	0	0
54	1.5731962860524327	4	1903.009030963014	31.573196286052433	27.207218844417177	30.071397310664565	0	0	0	0	1	0	0	0	0	0	0	0
55	15.0277355847168	0	1943.5589137544061	14.9722644152832	26.9887375153255	28.481748548640887	1	0	0	0	0	0	0	0	0	0	0	0
56	5.901428170781543	2	2040.791948383606	35.90142817078154	27.14510050928087	28.952103728884584	0	0	1	0	0	0	0	0	0	0	0	0
57	0.9212232877174138	3	2124.5369281211742	30.921223287717414	27.210206074426324	28.957893501332087	0	0	0	1	0	0	0	0	0	0	0	0
58	2.36266692472541	3	2212.185817708972	32.36266692472541	27.297535919346647	29.002926201024223	0	0	0	1	0	0	0	0	0	0	0	0
59	0.3297681971328039	2	2294.32893990954	30.329768197132804	27.348073123976416	28.248219075816888	0	0	1	0	0	0	0	0	0	0	0	0
60	5.0247522608270785	0	2361.9702358698	24.97524773917292	27.309174347176363	28.683288817282637	1	0	0	0	0	0	0	0	0	0	0	0
61	0.2093358130079963	2	2443.78718703003	30.209335813007996	27.355951145012355	28.131756957579917	0	0	1	0	0	0	0	0	0	0	0	0
62	0.20004083608024814	2	2525.578964294414	30.200040836080248	27.401095425822955	27.65819947242506	0	0	1	0	0	0	0	0	0	0	0	0
63	1.0817988024923082	2	2609.758836051164	31.081798802492308	27.458606416083416	29.252697047244624	0	0	1	0	0	0	0	0	0	0	0	0
64	14.9000513034288	2	2650.654530437711	15.0999486965712	27.26847322039861	27.6053722882965	0	0	1	0	0	0	0	0	0	0	0	0
65	1.5459551055987646	0	85.43696174432999	31.545955105598765	27.333283551992555	29.262741357328053	1	0	0	0	0	0	0	0	0	0	0	0
66	0.23164423691077118	0	166.05959193603002	29.76835576308923	27.369627913352204	28.64943411655883	1	0	0	0	0	0	0	0	0	0	0	0
67	1.888019540552122	1	252.42297819169204	31.888019540552122	27.43607484904632	28.7461137418423	0	1	0	0	0	0	0	0	0	0	0	0
68	6.467979873549794	1	351.19042368255606	36.467979873549794	27.566972023314488	29.15664503672474	0	1	0	0	0	0	0	0	0	0	0	0
69	0.5741985472552642	2	430.8853026170731	29.425801452744736	27.593526729449206	29.066248362285933	0	0	1	0	0	0	0	0	0	0	0	0
70	2.996937072760616	2	520.2520071891331	32.996937072760616	27.66963110048176	29.8684172956447	0	0	1	0	0	0	0	0	0	0	0	0
71	0.2382615458178421	3	602.1472988757231	30.238261545817842	27.705306523333647	29.871309868925685	0	0	0	1	0	0	0	0	0	0	0	0
72	6.41540546766462	3	700.7723553506481	36.41540546766462	27.824622947228594	30.492846332084127	0	0	0	1	0	0	0	0	0	0	0	0
73	9.463808651711993	4	807.6535037823681	39.46380865171199	27.981909240532424	31.33104731700609	0	0	0	0	1	0	0	0	0	0	0	0
74	5.48182722985846	4	903.7501191965681	35.48182722985846	28.081908147056772	33.36923517033482	0	0	0	0	1	0	0	0	0	0	0	0
75	6.39872393212579	1	1002.3299965127421	36.39872393212579	28.19133993370242	33.854512052987516	0	1	0	0	0	0	0	0	0	0	0	0
76	2.008689005095384	3	1089.0201959015421	32.008689005095384	28.240915895668557	34.078545377188135	0	0	0	1	0	0	0	0	0	0	0	0
77	1.251941312505597	4	1173.660870289578	31.251941312505597	28.279518785628007	34.01493755438348	0	0	0	0	1	0	0	0	0	0	0	0
78	1.193243330065851	3	1258.142570975173	31.19324333006585	28.316401374798104	33.48746390003509	0	0	0	1	0	0	0	0	0	0	0	0
79	0.012673224887635115	4	1339.358247657769	29.987326775112365	28.337287942302034	33.543616432271854	0	0	0	0	1	0	0	0	0	0	0	0
80	3.4709760141548287	2	1430.008807696105	33.47097601415483	28.400666807386635	33.591020326411275	0	0	1	0	0	0	0	0	0	0	0	0
81	3.539694566181417	0	1501.672134912697	26.460305433818583	28.37700386380654	33.213224715211354	1	0	0	0	0	0	0	0	0	0	0	0
82	0.015861692136375893	0	1582.879176163161	29.984138307863624	28.39636692939759	32.57009799923125	1	0	0	0	0	0	0	0	0	0	0	0
83	2.014767858000738	0	1669.585839111913	32.01476785800074	28.439443130928577	31.825193919860123	1	0	0	0	0	0	0	0	0	0	0	0
84	0.1186991115840037	0	1750.514362351373	29.881300888415996	28.456406163369603	31.265141285715874	1	0	0	0	0	0	0	0	0	0	0	0
85	0.6516989268996838	3	1833.5293802783929	30.651698926899684	28.481932823410652	30.69043878519326	0	0	0	1	0	0	0	0	0	0	0	0
86	0.19373063488098907	0	1915.3040674145288	30.19373063488099	28.501608660324106	30.508942948171825	1	0	0	0	0	0	0	0	0	0	0	0
87	0.7292587912511941	0	1998.5291433075008	30.729258791251194	28.526922866357367	30.456674696046388	1	0	0	0	0	0	0	0	0	0	0	0
88	0.5061831356588229	0	2081.150055966577	30.506183135658823	28.549161745787718	30.38796867660568	1	0	0	0	0	0	0	0	0	0	0	0
89	15.202822006170095	0	2121.225746366533	14.797177993829905	28.39636192632152	28.868953798477435	1	0	0	0	0	0	0	0	0	0	0	0
90	6.784730573127135	0	2220.8510583354187	36.784730573127135	28.48854180156114	29.20032925437467	1	0	0	0	0	0	0	0	0	0	0	0
91	0.932120018519992	0	2304.625550052244	30.932120018519992	28.515102434354173	29.64751071284481	1	0	0	0	0	0	0	0	0	0	0	0
92	0.7603117798006132	1	2387.934727789204	30.760311779800613	28.539244470326715	29.725128060038504	0	1	0	0	0	0	0	0	0	0	0	0
93	5.763622881969226	4	2484.794539761204	35.763622881969226	28.616099559812273	30.100013562435358	0	0	0	0	1	0	0	0	0	0	0	0
94	2.6482576477550737	0	2573.216904223874	32.648257647755074	28.65854332915904	30.376709238369262	1	0	0	0	0	0	0	0	0	0	0	0
95	13.094754414239997	0	2619.0019443519736	16.905245585760003	28.536113144331967	29.002063904255294	1	0	0	0	0	0	0	0	0	0	0	0
96	4.664411594870408	0	93.882781402774	34.66441159487041	28.5992914788736	29.449132000254234	1	0	0	0	0	0	0	0	0	0	0	0
97	4.397198846936867	0	187.041861613228	34.39719884693687	28.65845379895588	29.81592600582281	1	0	0	0	0	0	0	0	0	0	0	0
98	1.2141766143603618	1	271.580256610454	31.214176614360362	28.684269180929665	29.886725353692963	0	1	0	0	0	0	0	0	0	0	0	0
99	0.22745987319432714	1	353.446293767022	30.227459873194327	28.699701087852308	31.429753541629406	0	1	0	0	0	0	0	0	0	0	0	0
100	0.5912031352434575	2	433.09511860907094	29.408796864756543	28.706721838118685	30.69216017079234	0	0	1	0	0	0	0	0	0	0	0	0
101	5.923668546264366	2	530.388387588537	35.923668546264366	28.77747621761031	31.19131502356678	0	0	1	0	0	0	0	0	0	0	0	0
102	0.10257030738461381	3	611.9161821710369	30.102570307384614	28.790341208773167	31.125540876325175	0	0	0	1	0	0	0	0	0	0	0	0
103	8.364899214524304	3	670.5112467983669	21.635100785475696	28.72154082008761	29.712688666675824	0	0	0	1	0	0	0	0	0	0	0	0
104	0.894062045538476	4	754.1826648383669	30.894062045538476	28.742231498425237	29.537269106454165	0	0	0	0	1	0	0	0	0	0	0	0
105	0.013158623073234565	4	835.468302775857	30.013158623073235	28.754221376959652	30.84806041018549	0	0	0	0	1	0	0	0	0	0	0	0
106	3.9852955269444905	0	927.5118114946649	33.98529552694449	28.80310992041745	30.780148803392894	1	0	0	0	0	0	0	0	0	0	0	0
107	1.4499864722045572	4	1012.688858190219	31.449986472204557	28.827618036637706	30.48542756591966	0	0	0	0	1	0	0	0	0	0	0	0
108	0.24665264087852634	3	1094.606875759265	30.246652640878526	28.840636702731658	30.388675168571485	0	0	0	1	0	0	0	0	0	0	0	0
109	0.06990636597194211	1	1175.667546018091	29.930093634028058	28.850540856652536	30.35893854465486	0	1	0	0	0	0	0	0	0	0	0	0
110	9.680703988420433	3	1230.698972716119	20.319296011579567	28.77368279498521	29.449988459337163	0	0	0	1	0	0	0	0	0	0	0	0
111	1.3078946842988373	1	1315.491187486095	31.307894684298837	28.79630968685408	28.988411073140604	0	1	0	0	0	0	0	0	0	0	0	0
112	6.220330074104126	1	1413.587914770127	36.220330074104126	28.862008982316468	29.600187049812558	0	1	0	0	0	0	0	0	0	0	0	0
113	22.099339049649238	4	1554.6902913629272	52.09933904964924	29.065845210977283	32.646610876229914	0	0	0	0	1	0	0	0	0	0	0	0
114	5.939961040652307	3	1652.0276858480272	35.93996104065231	29.125620131235326	33.151200775741295	0	0	0	1	0	0	0	0	0	0	0	0
115	6.469277300160009	3	1750.7986452026273	36.46927730016001	29.18892752062261	33.79681264344997	0	0	0	1	0	0	0	0	0	0	0	0
116	9.711788958683073	3	1805.7458834395272	20.288211041316927	29.112853020799484	32.42710419488721	0	0	0	1	0	0	0	0	0	0	0	0
117	8.310517438301535	4	1864.4882320441272	21.689482561698465	29.04994310165456	31.451053803836608	0	0	0	0	1	0	0	0	0	0	0	0
118	2.182952072196926	0	1939.8260701819272	27.817047927803074	29.03958263800875	31.208093332529057	1	0	0	0	0	0	0	0	0	0	0	0
119	0.7759340264233856	2	2023.1775581701572	30.775934026423386	29.054052232912206	31.292677371768594	0	0	1	0	0	0	0	0	0	0	0	0
120	0.8046421372652262	2	2106.6067972919172	30.804642137265226	29.068519918072145	32.34121198433716	0	0	1	0	0	0	0	0	0	0	0	0
