task	r0_energy	r0_config	r0_reward	r0_rate	r0_avgrate	r0_rollrate	c0	c1	c2	c3	c4	c5	c6	c7	c8	c9	c10	c11
0	29.707332425408946	11	82.93296968759998	29.707332425408946	29.707332425408946	29.707332425408946	0	0	0	0	0	0	0	0	0	0	0	1
1	30.41035972149492	11	167.82855724343997	30.41035972149492	30.05884607345193	30.05884607345193	0	0	0	0	0	0	0	0	0	0	0	1
2	29.813376157707225	11	251.057565683706	29.813376157707225	29.977022768203696	29.977022768203696	0	0	0	0	0	0	0	0	0	0	0	1
3	30.110704350559526	11	335.11661532901803	30.110704350559526	30.010443163792655	30.010443163792655	0	0	0	0	0	0	0	0	0	0	0	1
4	30.924883520562616	11	421.44858182392204	30.924883520562616	30.19333123514665	30.19333123514665	0	0	0	0	0	0	0	0	0	0	0	1
5	38.93046585561028	11	530.1294656708341	38.93046585561028	31.649520338557256	31.649520338557256	0	0	0	0	0	0	0	0	0	0	0	1
6	49.45012956988549	11	668.1777440534311	49.45012956988549	34.19246451446129	34.19246451446129	0	0	0	0	0	0	0	0	0	0	0	1
7	36.28779977481672	11	769.481185091461	36.28779977481672	34.45438142200572	34.45438142200572	0	0	0	0	0	0	0	0	0	0	0	1
8	33.002448516051935	11	861.613020532106	33.002448516051935	34.2930555435664	34.2930555435664	0	0	0	0	0	0	0	0	0	0	0	1
9	30.415594286501737	11	946.5232212485901	30.415594286501737	33.90530941785994	33.90530941785994	0	0	0	0	0	0	0	0	0	0	0	1
10	29.08149673845062	11	1027.709066310098	29.08149673845062	33.46678099245909	33.8427258491641	0	0	0	0	0	0	0	0	0	0	0	1
11	29.041844073784123	11	1108.784214349412	29.041844073784123	33.09803624923618	33.705874284393026	0	0	0	0	0	0	0	0	0	0	0	1
12	32.88605465284585	11	1200.59111692194	32.88605465284585	33.08172997259077	34.013142133906896	0	0	0	0	0	0	0	0	0	0	0	1
13	29.140867613986384	11	1281.9427056776522	29.140867613986384	32.80023980411902	33.91615846024958	0	0	0	0	0	0	0	0	0	0	0	1
14	29.614367467351872	11	1364.616148190676	29.614367467351872	32.58784831500122	33.7851068549285	0	0	0	0	0	0	0	0	0	0	0	1
15	30.058182465900895	11	1448.5285742413162	30.058182465900895	32.42974419943245	32.89787851595756	0	0	0	0	0	0	0	0	0	0	0	1
16	31.470645637917134	11	1536.3841266471682	31.470645637917134	32.37332663699038	31.099930122760725	0	0	0	0	0	0	0	0	0	0	0	1
17	32.11615965397827	11	1626.0417390145242	32.11615965397827	32.359039582378585	30.682766110676887	0	0	0	0	0	0	0	0	0	0	0	1
18	33.45495455051462	11	1719.4368204680443	33.45495455051462	32.41671931754364	30.72801671412315	0	0	0	0	0	0	0	0	0	0	0	1
19	31.33339840566805	11	1806.9092243505343	31.33339840566805	32.362553271949864	30.81979712603978	0	0	0	0	0	0	0	0	0	0	0	1
20	29.208260835706028	11	1888.4489525168801	29.208260835706028	32.21234887022396	30.832473535765324	0	0	0	0	0	0	0	0	0	0	0	1
21	34.934075749246574	11	1985.9732473168601	34.934075749246574	32.33606372836136	31.421696703311568	0	0	0	0	0	0	0	0	0	0	0	1
22	34.30680595195486	11	2081.746413932734	34.30680595195486	32.42174817286542	31.56377183322247	0	0	0	0	0	0	0	0	0	0	0	1
23	35.35330928010447	11	2180.441069006359	35.35330928010447	32.54389655233371	32.18501599983428	0	0	0	0	0	0	0	0	0	0	0	1
24	29.535071423964176	11	2262.8931433982593	29.535071423964176	32.42354354719893	32.17708639549551	0	0	0	0	0	0	0	0	0	0	0	1
