task	r0_energy	r0_config	r0_reward	r0_rate	r0_avgrate	r0_rollrate	c0	c1	c2	c3	c4	c5	c6	c7	c8	c9	c10	c11
25	29.289013972410267	11	2344.658307404571	29.289013972410267	32.30298471739937	32.10016954614644	0	0	0	0	0	0	0	0	0	0	0	1
26	34.09390409437612	11	2439.8371230013713	34.09390409437612	32.36931506469481	32.362495391792336	0	0	0	0	0	0	0	0	0	0	0	1
27	31.516729764451334	11	2527.8213269271314	31.516729764451334	32.338865589686115	32.30255240283965	0	0	0	0	0	0	0	0	0	0	0	1
28	31.27624074211343	11	2615.1341656655313	31.27624074211343	32.30222335356292	32.08468102199953	0	0	0	0	0	0	0	0	0	0	0	1
29	35.61045003672072	11	2714.5466720180434	35.61045003672072	32.41249757633485	32.5123861851048	0	0	0	0	0	0	0	0	0	0	0	1
30	39.68050949999283	11	2825.3214277055235	39.68050949999283	32.6469495738722	33.55961105153348	0	0	0	0	0	0	0	0	0	0	0	1
31	31.26898466852238	11	2912.6140099051486	31.26898466852238	32.60388817058002	33.19310194346105	0	0	0	0	0	0	0	0	0	0	0	1
32	32.28179330932835	11	3002.7340162270234	32.28179330932835	32.59412772023906	32.99060067919841	0	0	0	0	0	0	0	0	0	0	0	1
33	31.286781569104487	11	3090.0762814407735	31.286781569104487	32.55567636285275	32.58394790809841	0	0	0	0	0	0	0	0	0	0	0	1
34	29.41782702662686	11	3172.2010485567735	29.41782702662686	32.46602352467487	32.57222346836468	0	0	0	0	0	0	0	0	0	0	0	1
35	29.874377521343284	11	3255.6003524705234	29.874377521343284	32.39403335791566	32.63075982325798	0	0	0	0	0	0	0	0	0	0	0	1
36	28.470465279863635	11	3335.0804013768093	28.470465279863635	32.28799097742777	32.06841594180672	0	0	0	0	0	0	0	0	0	0	0	1
37	29.31357764089791	11	3416.9141389576494	29.31357764089791	32.20971694225593	31.848100729451385	0	0	0	0	0	0	0	0	0	0	0	1
38	34.68314027691403	11	3513.7379055640345	34.68314027691403	32.273138053401006	32.18879068293145	0	0	0	0	0	0	0	0	0	0	0	1
39	35.405155489536	11	3612.5772979723224	35.405155489536	32.35143848930438	32.16826122821298	0	0	0	0	0	0	0	0	0	0	0	1
40	29.770550111618157	11	3695.6867503672565	29.770550111618157	32.28848999228764	31.17726528937551	0	0	0	0	0	0	0	0	0	0	0	1
41	29.443437608293614	11	3777.8830136904094	29.443437608293614	32.22075064981159	30.994710583352635	0	0	0	0	0	0	0	0	0	0	0	1
42	30.50314388735105	11	3863.037623709264	30.50314388735105	32.18080630649856	30.816845641154902	0	0	0	0	0	0	0	0	0	0	0	1
43	31.006871075219106	11	3949.598472127584	31.006871075219106	32.15412596033312	30.788854591766363	0	0	0	0	0	0	0	0	0	0	0	1
44	31.525755226425677	11	4037.607872134689	31.525755226425677	32.140162166246284	30.999647411746245	0	0	0	0	0	0	0	0	0	0	0	1
45	37.45642440320597	11	4142.173723593639	37.45642440320597	32.25573308444106	31.757852099932517	0	0	0	0	0	0	0	0	0	0	0	1
46	32.22793444767045	11	4232.143373926719	32.22793444767045	32.25514162408424	32.1335990167132	0	0	0	0	0	0	0	0	0	0	0	1
47	31.120517314343278	11	4319.021484762594	31.120517314343278	32.2315036176313	32.31429298405773	0	0	0	0	0	0	0	0	0	0	0	1
48	31.237899792659107	11	4406.227288350434	31.237899792659107	32.21122598855023	31.96976893563224	0	0	0	0	0	0	0	0	0	0	0	1
49	29.896761281308653	11	4489.689080260754	29.896761281308653	32.164936694405405	31.418929514809513	0	0	0	0	0	0	0	0	0	0	0	1
50	30.74065012808167	11	4575.506728534982	30.74065012808167	32.13700950683043	31.51593951645586	0	0	0	0	0	0	0	0	0	0	0	1
51	34.69654184359164	11	4672.367907848342	34.69654184359164	32.18623128253738	32.04124993998566	0	0	0	0	0	0	0	0	0	0	0	1
52	29.147108028007167	11	4753.736917759862	29.147108028007167	32.12888933433869	31.90564635405127	0	0	0	0	0	0	0	0	0	0	0	1
53	34.89807735234483	11	4851.160717035158	34.89807735234483	32.1801705939314	32.29476698176384	0	0	0	0	0	0	0	0	0	0	0	1
54	34.284002062163104	11	4946.87022279203	34.284002062163104	32.21842207517197	32.57059166533759	0	0	0	0	0	0	0	0	0	0	0	1
55	35.181836308580785	11	5045.086182486818	35.181836308580785	32.271340186482846	32.34313285587507	0	0	0	0	0	0	0	0	0	0	0	1
56	28.83041397401481	11	5125.571088164276	28.83041397401481	32.21097305994832	32.003380808509505	0	0	0	0	0	0	0	0	0	0	0	1
57	30.60711186534806	11	5211.015942121706	30.60711186534806	32.183320280731074	31.95204026360998	0	0	0	0	0	0	0	0	0	0	0	1
58	29.24762524053421	11	5292.665562584863	29.24762524053421	32.13356273767689	31.753012808397493	0	0	0	0	0	0	0	0	0	0	0	1
59	34.79511498117491	11	5389.801925240643	34.79511498117491	32.17792194173519	32.242848178384115	0	0	0	0	0	0	0	0	0	0	0	1
60	30.268348218247155	11	5474.301064016583	30.268348218247155	32.146617454464895	32.19561798740067	0	0	0	0	0	0	0	0	0	0	0	1
61	34.01393166306089	11	5569.256623242628	34.01393166306089	32.17673542557129	32.12735696934759	0	0	0	0	0	0	0	0	0	0	0	1
62	67.15804324549433	11	5756.739493969633	67.15804324549433	32.731994279855776	35.92845049109631	0	0	0	0	0	0	0	0	0	0	0	1
63	37.673513852131336	11	5861.911386806833	37.673513852131336	32.80920552317258	36.20599414107496	0	0	0	0	0	0	0	0	0	0	0	1
64	41.16539224848357	11	5976.831440167183	41.16539224848357	32.93776224202352	36.894133159707	0	0	0	0	0	0	0	0	0	0	0	1
65	30.46364180769815	11	6061.875773547007	30.46364180769815	32.90027556877616	36.422313709618734	0	0	0	0	0	0	0	0	0	0	0	1
66	30.318083991059094	11	6146.513758022047	30.318083991059094	32.861735395974414	36.57108071132317	0	0	0	0	0	0	0	0	0	0	0	1
67	32.152265934570266	11	6236.272167089389	32.152265934570266	32.851302021542	36.725596118245385	0	0	0	0	0	0	0	0	0	0	0	1
68	36.55387833655522	11	6338.318410778938	36.55387833655522	32.90496254784653	37.456221427847495	0	0	0	0	0	0	0	0	0	0	0	1
69	31.376189006667218	11	6425.910271755884	31.376189006667218	32.88312292582968	37.11432883039672	0	0	0	0	0	0	0	0	0	0	0	1
70	38.5497775247194	11	6533.52840067906	38.5497775247194	32.96293496243376	37.94247176104395	0	0	0	0	0	0	0	0	0	0	0	1
71	37.310293638831766	11	6637.686303754132	37.310293638831766	33.023314944050405	38.272107958621035	0	0	0	0	0	0	0	0	0	0	0	1
72	37.78217809418865	11	6743.161550933742	37.78217809418865	33.08850485021668	35.33452144349046	0	0	0	0	0	0	0	0	0	0	0	1
