task	r0_energy	r0_config	r0_reward	r0_rate	r0_avgrate	r0_rollrate	r1_energy	r1_config	r1_reward	r1_rate	r1_avgrate	r1_rollrate	c0	c1	c2	c3	c4	c5	c6	c7	c8	c9	c10	c11
38	14.399014551441605	0	1645.9361495333287	14.399014551441605	15.582827451203116	17.22238326097001	13.179126195593724	0	1669.2809157357278	13.179126195593724	15.803842989213996	16.705153799830306	2	0	0	0	0	0	0	0	0	0	0	0
39	12.532913648265602	0	1679.8794573307148	12.532913648265602	15.506579606129677	14.65609449200456	13.23549807939692	0	1705.127056367428	13.23549807939692	15.73963436646857	14.049187420204026	2	0	0	0	0	0	0	0	0	0	0	0
40	12.614943832852802	0	1714.0449302113577	12.614943832852802	15.436051904342435	13.884067700551975	13.017340953657598	0	1740.3823547835839	13.017340953657598	15.673236966156107	13.341744057353576	2	0	0	0	0	0	0	0	0	0	0	0
41	12.59649207406523	0	1748.1604295786178	12.59649207406523	15.368443336954883	13.187889386271285	12.981766578903876	0	1775.5413059347818	12.981766578903876	15.609154337888196	13.170535214164579	2	0	0	0	0	0	0	0	0	0	0	0
42	13.379001864502154	0	1784.3952262949779	13.379001864502154	15.322177256200169	13.091108349259716	14.505447324019942	0	1814.8268924373358	14.505447324019942	15.583486732914517	13.244154510269945	2	0	0	0	0	0	0	0	0	0	0	0
43	12.549207604851693	0	1818.3826635581179	12.549207604851693	15.259155218669521	13.059173815610952	14.3385206830272	0	1853.6603859538677	14.3385206830272	15.555192049962534	13.175113264354303	2	0	0	0	0	0	0	0	0	0	0	0
44	12.566424462815998	0	1852.4167298115779	12.566424462815998	15.199316757428333	13.17846434580934	13.105150810072614	0	1889.1535027311477	13.105150810072614	15.50074668907609	13.16542961887691	2	0	0	0	0	0	0	0	0	0	0	0
45	15.976445925081599	0	1895.6862708586739	15.976445925081599	15.216210869768622	13.50157982809979	27.761876500785235	0	1964.3419182541077	27.761876500785235	15.767292989330636	14.976033382812554	2	0	0	0	0	0	0	0	0	0	0	0
46	12.703481851939198	0	1930.091534207676	12.703481851939198	15.162748550240336	14.98673236059995	13.211810371149786	0	2000.1239046759717	13.211810371149786	15.712921018731043	15.009736739824541	2	0	0	0	0	0	0	0	0	0	0	0
47	12.716745883564798	0	1964.532720975664	12.716745883564798	15.111790161351264	14.943511141730806	13.316546263569228	0	2036.1895508064717	13.316546263569228	15.662996544665171	14.824621035685734	2	0	0	0	0	0	0	0	0	0	0	0
48	13.063062562099198	0	1999.911848748016	13.063062562099198	15.069979394019589	14.876006531410486	18.193824466369477	0	2085.464492069556	18.193824466369477	15.71464609408771	15.261536909744711	2	0	0	0	0	0	0	0	0	0	0	0
49	17.766830343628804	0	2048.0303475953438	17.766830343628804	15.123916413011774	15.781577497825992	13.076485237980556	0	2120.87997292242	13.076485237980556	15.661882876965567	15.778710940616786	2	0	0	0	0	0	0	0	0	0	0	0
50	34.00114983888	0	2140.116795075644	34.00114983888	15.494058244891542	17.58118133199663	13.146480331993107	0	2156.485023821568	13.146480331993107	15.612561258436694	16.119641715117417	2	0	0	0	0	0	0	0	0	0	0	0
51	18.36428689536	0	2189.853405417244	18.36428689536	15.549254949708244	16.6857222194595	13.069651328267815	0	2191.88199616896	13.069651328267815	15.563659144394986	16.6715063151713	2	0	0	0	0	0	0	0	0	0	0	0
52	18.281918501952	0	2239.3669346933643	18.281918501952	15.600814639373219	17.228023577010017	18.696790822153847	0	2242.5191379789603	18.696790822153847	15.62277483642817	17.76604803286848	2	0	0	0	0	0	0	0	0	0	0	0
53	18.810543315647998	0	2290.312156173244	18.810543315647998	15.660254059304235	18.340796108223362	18.756143164305968	0	2293.317025715622	18.756143164305968	15.680800175833316	18.39702797801701	2	0	0	0	0	0	0	0	0	0	0	0
54	17.702722660896004	0	2338.257030046504	17.702722660896004	15.697389852060448	18.39061720974373	22.48576596884381	0	2354.215975214574	22.48576596884381	15.804526826615325	19.331545282830056	2	0	0	0	0	0	0	0	0	0	0	0
55	14.529005948620794	0	2377.606421157352	14.529005948620794	15.67652585378474	17.384330893804137	18.672385494585598	0	2404.78701926241	18.672385494585598	15.855738588543364	17.936921410063384	2	0	0	0	0	0	0	0	0	0	0	0
56	13.888974684144	0	2415.2223942602423	13.888974684144	15.64516530694894	17.48939018894178	14.900498954495998	0	2445.14253726417	14.900498954495998	15.83897999847236	17.6724749515646	2	0	0	0	0	0	0	0	0	0	0	0
57	14.0552766830784	0	2453.2887686102463	14.0552766830784	15.617753434123586	17.24981076967724	13.159667145218956	0	2480.7833024491383	13.159667145218956	15.792784949278333	16.696098401983754	2	0	0	0	0	0	0	0	0	0	0	0
58	14.271235761384004	0	2491.940032130661	14.271235761384004	15.59493110068732	16.242167646557352	18.29309989085169	0	2530.3271146535285	18.29309989085169	15.835163168627034	16.195863319211924	2	0	0	0	0	0	0	0	0	0	0	0
59	12.869377206888739	0	2526.794595399318	12.869377206888739	15.549505202457345	15.7125287738112	12.977319322800003	0	2565.4740211527787	12.977319322800003	15.78753243786325	14.76168410920682	2	0	0	0	0	0	0	0	0	0	0	0
60	18.015582156406154	0	2575.586797072918	18.015582156406154	15.589932693505686	15.110341729985356	18.14551091892	0	2614.618113224854	18.14551091892	15.826187822798605	15.057654272418793	2	0	0	0	0	0	0	0	0	0	0	0
61	13.235231458294155	0	2611.4322156057983	13.235231458294155	15.551953641324856	14.99227994983381	13.084686037324802	0	2650.0558045759417	13.084686037324802	15.781970052065157	14.810698658116692	2	0	0	0	0	0	0	0	0	0	0	0
62	12.7303122248544	0	2645.9101445481124	12.7303122248544	15.50716568233326	14.67820221229429	14.072534905987197	0	2688.1689199463235	14.072534905987197	15.754836160857572	14.769488988371112	2	0	0	0	0	0	0	0	0	0	0	0
63	12.69583226226683	0	2680.2946902584185	12.69583226226683	15.463238597644722	14.611948638459399	13.076075198930216	0	2723.5832902767597	13.076075198930216	15.712980520827456	14.09024616926725	2	0	0	0	0	0	0	0	0	0	0	0
64	12.599027406504002	0	2714.4170561510336	12.599027406504002	15.41917381008871	14.063211189228777	13.150822457244553	0	2759.2001010984636	13.150822457244553	15.673562704464642	14.08056150267323	2	0	0	0	0	0	0	0	0	0	0	0
65	13.125840321235568	0	2749.9662070210466	13.125840321235568	15.384426332984875	13.591587319156172	14.132154917431382	0	2797.4746873331737	14.132154917431382	15.650208041024742	13.190251719007312	2	0	0	0	0	0	0	0	0	0	0	0
66	12.787158951973662	0	2784.5980958493087	12.787158951973662	15.345661148193663	13.145444468375263	30.20233630224886	0	2879.2726814850976	30.20233630224886	15.867403985222117	14.85720949486767	2	0	0	0	0	0	0	0	0	0	0	0
67	32.620251552268435	0	2872.9446104700355	32.620251552268435	15.599699242371234	16.84620342760907	13.507780159204433	0	2915.8562527496097	13.507780159204433	15.832703634839504	16.789727952930793	2	0	0	0	0	0	0	0	0	0	0	0
68	16.702529858662157	0	2918.1806288372454	16.702529858662157	15.615682294781244	17.190397712570324	14.84606618705132	0	2956.0643486728736	14.84606618705132	15.818404541393297	17.367396811382438	2	0	0	0	0	0	0	0	0	0	0	0
69	12.73344458722634	0	2952.6670412609833	12.73344458722634	15.574507470387603	17.38083852945467	15.378644421241104	0	2997.714843980402	15.378644421241104	15.812122253962551	17.603620725854324	2	0	0	0	0	0	0	0	0	0	0	0
70	12.639063043143143	0	2986.8978370028294	12.639063043143143	15.533163182679935	17.554942998045085	13.281378516578213	0	3033.6852441294677	13.281378516578213	15.77647797597122	17.469865357959765	2	0	0	0	0	0	0	0	0	0	0	0
71	14.057097969024005	0	3024.9691440022693	14.057097969024005	15.512662276934712	17.5968592596648	13.153248659038523	0	3069.308625914364	13.153248659038523	15.740044235458267	15.891950495343767	2	0	0	0	0	0	0	0	0	0	0	0
72	14.218390137470035	0	3063.4772839579173	14.218390137470035	15.494932521599582	14.051764353863927	18.87096901138634	0	3120.4175003202017	18.87096901138634	15.782933615950432	14.588083239082119	2	0	0	0	0	0	0	0	0	0	0	0
73	15.11214829059692	0	3104.406018911617	15.11214829059692	15.489759761721167	14.429045082275593	18.846256609022767	0	3171.4594453029717	18.846256609022767	15.824329872613571	14.82906412447274	2	0	0	0	0	0	0	0	0	0	0	0
74	13.815358267072984	0	3141.822614218273	13.815358267072984	15.46743440845919	14.937255492457401	13.083306949940678	0	3206.8934016257276	13.083306949940678	15.787782900311264	14.707721745327358	2	0	0	0	0	0	0	0	0	0	0	0
75	12.61953234599335	0	3176.000514322005	12.61953234599335	15.429962012900429	14.70576867561238	15.705231390341906	0	3249.4284033079034	15.705231390341906	15.786696696232719	14.948153962988751	2	0	0	0	0	0	0	0	0	0	0	0
76	12.86535512755274	0	3210.844184459127	12.86535512755274	15.396655429973835	14.828979678841623	13.022787843050947	0	3284.6984537161666	13.022787843050947	15.750801776061529	14.815933597242866	2	0	0	0	0	0	0	0	0	0	0	0
77	13.675356471854768	0	3247.881608237067	13.675356471854768	15.374587494613333	14.76163023068134	13.10373292172492	0	3320.1877303791716	13.10373292172492	15.716864995877726	14.184906621715196	2	0	0	0	0	0	0	0	0	0	0	0
78	17.930761260729597	0	3296.4440866515433	17.930761260729597	15.406944124564173	14.466767918728465	13.382006946513595	0	3356.4306658593127	13.382006946513595	15.687309830695902	13.920342952477549	2	0	0	0	0	0	0	0	0	0	0	0
79	18.70786757119163	0	3347.111227990187	18.70786757119163	15.448205667647017	14.409593882889414	13.123514261903997	0	3391.973516985303	13.123514261903997	15.655262386086003	14.413614614085748	2	0	0	0	0	0	0	0	0	0	0	0
80	18.622968156125175	0	3397.548433413026	18.622968156125175	15.487400266270203	15.013958195098928	14.588273936040371	0	3431.483425562079	14.588273936040371	15.64208968917186	14.902262449668774	2	0	0	0	0	0	0	0	0	0	0	0
81	22.912444966168618	0	3459.602971863066	22.912444966168618	15.577949591878719	15.906971433530359	18.49543225448566	0	3481.575221251311	18.49543225448566	15.676886549724466	16.45423587467383	2	0	0	0	0	0	0	0	0	0	0	0
82	13.257738717766156	0	3495.509347557016	13.257738717766156	15.549995243997845	16.41247409926497	13.572490240742402	0	3518.334048986655	13.572490240742402	15.651532377327092	16.459349831166723	2	0	0	0	0	0	0	0	0	0	0	0
83	12.901245807230769	0	3530.450221618266	12.901245807230769	15.51846251260776	15.956398285816837	14.310007523977848	0	3557.090319364095	14.310007523977848	15.63556184335865	16.049198343563262	2	0	0	0	0	0	0	0	0	0	0	0
84	12.606994421194706	0	3564.594164842335	12.606994421194706	15.48420994682643	15.43911102856357	13.107997769888497	0	3592.591146657543	13.107997769888497	15.60582579543547	15.437559379362023	2	0	0	0	0	0	0	0	0	0	0	0
85	13.595595239547691	0	3601.41556861611	13.595595239547691	15.462249310695283	14.934822087704271	13.894473338909535	0	3630.222011950423	13.894473338909535	15.585926348266565	14.865442027991188	2	0	0	0	0	0	0	0	0	0	0	0
86	12.9723096171072	0	3636.548907162442	12.9723096171072	15.433629314217258	13.871428493085045	13.635784741513847	0	3667.1522622920234	13.635784741513847	15.563510927499292	13.385463741787865	2	0	0	0	0	0	0	0	0	0	0	0
87	13.020027626188796	0	3671.81148198337	13.020027626188796	15.406202022307843	13.36169263263013	13.720710274607997	0	3704.3125192857533	13.720710274607997	15.542570010989165	13.376514636016688	2	0	0	0	0	0	0	0	0	0	0	0
88	13.947500196261416	0	3709.585961681578	13.947500196261416	15.389812114150018	13.481140074919754	13.150508664766154	0	3739.928480252828	13.150508664766154	15.515692917211378	13.365190188998582	2	0	0	0	0	0	0	0	0	0	0	0
89	13.948029552343012	0	3747.361875052507	13.948029552343012	15.373792307907719	13.499293702113414	13.43109119447631	0	3776.304352237868	13.43109119447631	15.492530675847656	13.531603044572194	2	0	0	0	0	0	0	0	0	0	0	0
90	16.755300454641226	0	3792.740813783827	16.755300454641226	15.388973716113581	13.847573566081547	17.678816384150768	0	3824.184479944943	17.678816384150768	15.516555793521318	14.226007870605674	2	0	0	0	0	0	0	0	0	0	0	0
91	12.735943035042462	0	3827.233992837067	12.735943035042462	15.36013642610194	14.2023712123992	33.575310894455995	0	3915.117613617428	33.575310894455995	15.712846609835823	16.196323827693412	2	0	0	0	0	0	0	0	0	0	0	0
92	12.88446049695766	0	3862.129406682994	12.88446049695766	15.333516254820818	16.182767114770304	25.44922558312615	0	3984.0425995717283	25.44922558312615	15.817538856860452	17.35561864562212	2	0	0	0	0	0	0	0	0	0	0	0
93	12.829831697983012	0	3896.8768675316983	12.829831697983012	15.3068813127268	17.243851795794278	13.495217324374154	0	4020.5921464919084	13.495217324374154	15.792833308642512	17.278322661755077	2	0	0	0	0	0	0	0	0	0	0	0
94	13.28123301509686	0	3932.846873614252	13.28123301509686	15.285558699067538	17.21164300803046	13.183100845561842	0	4056.2963779486386	13.183100845561842	15.765362440610083	17.186843973139013	2	0	0	0	0	0	0	0	0	0	0	0
95	12.853754203483938	0	3967.6591245820214	12.853754203483938	15.260227402238542	16.796689348023286	13.130868750483689	0	4091.8591474811988	13.130868750483689	15.737919798004599	16.341894584656576	2	0	0	0	0	0	0	0	0	0	0	0
96	12.871705883904	0	4002.5199946842613	12.871705883904	15.235603469059836	16.355470869542728	13.480670600158154	0	4128.369297023294	13.480670600158154	15.714649187717523	14.346006840112945	2	0	0	0	0	0	0	0	0	0	0	0
97	12.698993204928001	0	4036.913101280941	12.698993204928001	15.209719690854408	14.327460110909978	18.124783725616613	0	4177.45725294684	18.124783725616613	15.739242397287923	13.595015925159023	2	0	0	0	0	0	0	0	0	0	0	0
98	12.784724547724798	0	4071.538396931029	12.784724547724798	15.185224790418756	13.590505210133205	13.161314675907688	0	4213.102480194089	13.161314675907688	15.713202723334588	13.557114945286557	2	0	0	0	0	0	0	0	0	0	0	0
99	14.098589063539205	0	4109.722075644781	14.098589063539205	15.174358433149962	13.638850550130792	13.470484243600245	0	4249.5850416871735	13.470484243600245	15.690775538537244	13.667588889934631	2	0	0	0	0	0	0	0	0	0	0	0
100	18.0681081295104	0	4158.656535162206	18.0681081295104	15.203009420242639	14.189024282537279	15.45540958436677	0	4291.443442644833	15.45540958436677	15.688445182555359	14.421478365925589	2	0	0	0	0	0	0	0	0	0	0	0
101	14.06247701150769	0	4196.7424104017055	14.06247701150769	15.191827729960925	14.540555478685956	13.140330218885907	0	4327.0318369876495	13.140330218885907	15.663463663303698	14.506521440558732	2	0	0	0	0	0	0	0	0	0	0	0
102	14.107151104199998	0	4234.94927797558	14.107151104199998	15.18129688893412	14.647337230485931	13.209667220891076	0	4362.80801904423	13.209667220891076	15.639640396872508	14.15582558001338	2	0	0	0	0	0	0	0	0	0	0	0
103	15.2097378048	0	4276.1423178635805	15.2097378048	15.181570359278984	14.398326905720898	13.204894623906462	0	4398.571275317309	13.204894623906462	15.616229379824757	14.402684900520773	2	0	0	0	0	0	0	0	0	0	0	0
104	18.757022754461538	0	4326.942587823581	18.757022754461538	15.215622286852152	14.868528269613009	14.539915523827936	0	4437.950213194344	14.539915523827936	15.605978771672406	14.975471397635777	2	0	0	0	0	0	0	0	0	0	0	0
105	18.508790520000005	0	4377.07056214858	18.508790520000005	15.246689911693169	15.019539636684737	13.248615627118522	0	4473.83188051779	13.248615627118522	15.583739496723785	14.798860240959915	2	0	0	0	0	0	0	0	0	0	0	0
106	18.38483010387692	0	4426.862810346581	18.38483010387692	15.276018324704234	15.231095550196835	13.131228952024614	0	4509.395625596189	13.131228952024614	15.560818837427533	15.230185423510704	2	0	0	0	0	0	0	0	0	0	0	0
107	18.509177210953844	0	4476.991831959581	18.509177210953844	15.305954981058395	15.670388034186093	13.4327534810112	0	4545.775999607261	13.4327534810112	15.541114528571825	15.692696660198104	2	0	0	0	0	0	0	0	0	0	0	0
108	15.0365882304	0	4517.715925083581	15.0365882304	15.303483726465199	15.675381702758102	18.596329345439997	0	4596.141058251161	18.596329345439997	15.56914402230456	16.214525174911454	2	0	0	0	0	0	0	0	0	0	0	0
109	30.66532554461537	0	4600.767848433581	30.66532554461537	15.443136833902928	17.40535545392684	19.3285081821888	0	4648.489101244589	19.3285081821888	15.60332006012169	17.88421471976293	2	0	0	0	0	0	0	0	0	0	0	0
110	12.933998248430768	0	4635.797427023081	12.933998248430768	15.420531981781556	17.326735492606	19.541778453947078	0	4701.414751224029	19.541778453947078	15.63880166727327	17.95605177528886	2	0	0	0	0	0	0	0	0	0	0	0
