task	r0_energy	r0_config	r0_reward	r0_rate	r0_avgrate	r0_rollrate	r1_energy	r1_config	r1_reward	r1_rate	r1_avgrate	r1_rollrate	r2_energy	r2_config	r2_reward	r2_rate	r2_avgrate	r2_rollrate	r3_energy	r3_config	r3_reward	r3_rate	r3_avgrate	r3_rollrate	r4_energy	r4_config	r4_reward	r4_rate	r4_avgrate	r4_rollrate	r5_energy	r5_config	r5_reward	r5_rate	r5_avgrate	r5_rollrate	c0	c1	c2	c3	c4	c5	c6	c7	c8	c9	c10	c11
48	37.44411571025999	3	2979.8500117972594	37.44411571025999	60.813265546882846	55.7445920286954	54.187091516844	3	2673.3240691130227	54.187091516844	54.557634063531076	52.984850703034795	34.668725642496	0	2845.1702879419267	34.668725642496	58.06469975391687	53.1491111513886	34.466046877303	0	2877.5778849702974	34.466046877303	58.72607928510811	50.6331038452789	53.84274724479601	0	2503.384651862822	53.84274724479601	51.089482691078	51.337002611727996	104.19596041464001	11	2705.233468979306	104.19596041464001	55.20884630570012	56.758937117752	3	0	0	2	0	0	0	0	0	0	0	1
49	87.80044587820399	10	3067.6504576754633	87.80044587820399	61.35300915350926	61.655538196866	33.41450669875199	0	2706.738575811775	33.41450669875199	54.134771516235496	60.354241479493496	45.249826131448	5	2890.420114073375	45.249826131448	57.808402281467494	61.7352277272271	32.187050328481995	0	2909.7649352987796	32.187050328481995	58.195298705975596	51.74565164432249	49.547151118440006	0	2552.931802981262	49.547151118440006	51.05863605962524	52.955955185140496	40.1125998726	3	2745.3460688519062	40.1125998726	54.906921377038124	51.548506020716104	3	0	0	1	0	1	0	0	0	0	1	0
50	34.96388630486699	2	3102.6143439803304	34.96388630486699	60.83557537216334	51.5780220869532	35.0613044826	0	2741.799880294375	35.0613044826	53.76078196655637	51.63754784748291	56.03516442153	9	2946.4552784949046	56.03516442153	57.7736329116648	51.856789565156305	31.585097457143995	0	2941.3500327559236	31.585097457143995	57.67353005403772	44.5957032694067	98.12451237354	0	2651.056315354802	98.12451237354	51.98149637950592	45.6281099189403	96.897120923766	8	2842.2431897756724	96.897120923766	55.7302586230524	51.9763713414417	3	0	1	0	0	0	0	0	1	1	0	0
51	44.01073729966499	3	3146.6250812799954	44.01073729966499	60.51202079384606	51.8524624582634	30.894735484218	7	2772.694615778593	30.894735484218	53.321050303434475	51.723230973837	38.389527689006	0	2984.844806183911	38.389527689006	57.4008616573829	50.6074686308936	41.121808763048996	0	2982.4718415189727	41.121808763048996	57.35522772151871	50.7083895199385	34.356080535768	0	2685.4123958905698	34.356080535768	51.64254607481865	50.6476089430286	42.412332073944	4	2884.6555218496164	42.412332073944	55.47414465095416	51.382711702163	3	0	0	1	1	0	0	1	0	0	0	0
52	37.196123619104995	3	3183.8212048991004	37.196123619104995	60.07209820564341	49.4988076219205	40.014890082756	0	2812.709505861349	40.014890082756	53.069990676629224	50.34178688448169	31.42587101937	0	3016.2706772032807	31.42587101937	56.910767494401526	43.6719227490647	36.974653799891996	0	3019.446495318865	36.974653799891996	56.97068859092198	37.67967603667729	34.7921505036	0	2720.20454639417	34.7921505036	51.324614082908866	36.7578173570708	38.527682158676	3	2923.1832040082923	38.527682158676	55.15440007562815	37.5211120245166	4	0	0	2	0	0	0	0	0	0	0	0
53	54.925677553967994	3	3238.7468824530683	54.925677553967994	59.976794119501264	39.17472701101279	30.539692521312	0	2843.2491983826612	30.539692521312	52.65276293301225	38.1165153868391	31.012759159300007	0	3047.2834363625807	31.012759159300007	56.431174747455195	37.7821832491923	49.266378835968	0	3068.712874154833	49.266378835968	56.828016188052466	38.4675879253947	32.288438200176	0	2752.492984594346	32.288438200176	50.97209230730271	37.976819383501805	41.175815113527996	3	2964.3590191218204	41.175815113527996	54.89553739114482	38.092911886579	4	0	0	2	0	0	0	0	0	0	0	0
54	50.84160499871201	3	3289.5884874517806	50.84160499871201	59.81069977185056	40.034485284513195	32.15761407852	0	2875.4068124611813	32.15761407852	52.280123862930566	39.552781312376	31.03721902369	0	3078.3206553862706	31.03721902369	55.96946646156856	39.177288164385	49.344229291518	0	3118.057103446351	49.344229291518	56.6919473353882	40.2589428776692	45.818686006200004	0	2798.311670600546	45.818686006200004	50.878394010919024	39.3482437228924	55.160742062382	9	3019.5197611842023	55.160742062382	54.90035929425822	41.810348676999396	4	0	0	1	0	0	0	0	0	1	0	0
55	41.94970507320401	3	3331.5381925249844	41.94970507320401	59.49175343794615	42.9040432683898	107.303758494692	0	2982.710570955873	107.303758494692	53.262688767069164	48.7077812342622	39.50216776947201	0	3117.8228231557428	39.50216776947201	55.675407556352546	49.429154191191806	51.014362916978996	0	3169.07146636333	51.014362916978996	56.590561899345175	50.41300897153691	35.628743478276	0	2833.9404140788224	35.628743478276	50.60607882283612	48.8917228194933	72.07366863911099	9	3091.5934298233133	72.07366863911099	55.207025532559165	52.8833282755524	4	0	0	1	0	0	0	0	0	1	0	0
56	51.173888948935996	3	3382.7120814739205	51.173888948935996	59.345825990770535	54.896995268077	96.38261340617501	11	3079.0931843620483	96.38261340617501	54.01917867301839	59.6008336795427	38.413940937777994	0	3156.236764093521	38.413940937777994	55.37257480865826	58.8603591727005	35.807240632980005	0	3204.87870699631	35.807240632980005	56.22594222800544	56.92500902976029	82.576093704696	11	2916.5165077835186	82.576093704696	51.16695627690383	60.98764789290949	53.375819812947995	3	3144.9692496362613	53.375819812947995	55.174899116425635	55.59485402473509	2	0	0	2	0	0	0	0	0	0	0	2
57	50.67112778427	8	3433.3832092581906	50.67112778427	59.1962622285895	56.711750026214894	34.48732341375	0	3113.580507775798	34.48732341375	53.68242254785859	55.059046075892	81.417345557184	0	3237.654109650705	81.417345557184	55.82162258018457	59.6379062837828	39.06105466299	0	3243.9397616593	39.06105466299	55.92999589067759	56.33664488617071	31.53376146348	0	2948.0502692469986	31.53376146348	50.8284529180517	54.37263213762511	62.318372176599986	3	3207.2876218128613	62.318372176599986	55.29806244504933	50.96620801466761	4	0	0	1	0	0	0	0	1	0	0	0
58	51.592305381213	3	3484.9755146394036	51.592305381213	59.06738160405769	52.2840444590111	31.0932581061	0	3144.6737658818984	31.0932581061	53.29955535393048	51.81264620632311	37.063059860736	0	3274.7171695114407	37.063059860736	55.50368083917696	47.2613428219271	76.310893906704	0	3320.250655566004	76.310893906704	56.27543484010176	49.5548502313027	31.881783777624	0	2979.9320530246227	31.881783777624	50.507322932620724	47.6759158306381	46.37927813983999	3	3253.6668999527014	46.37927813983999	55.14689660936782	48.8651113032471	4	0	0	2	0	0	0	0	0	0	0	0
59	55.75692189175199	3	3540.7324365311556	55.75692189175199	59.01220727551926	46.2990689367039	30.413393814375	0	3175.0871596962734	30.413393814375	52.918119328271224	45.43430285184239	37.862896740480004	0	3312.580066251921	37.862896740480004	55.20966777086535	46.06721637954239	86.10913645137	5	3406.359792017374	86.10913645137	56.772663200289564	48.44629280701939	31.606834312872003	0	3011.5388873374945	31.606834312872003	50.19231478895824	46.44774570018531	80.215418347722	9	3333.8823183004233	80.215418347722	55.56470530500705	51.3599617243475	3	0	0	1	0	1	0	0	0	1	0	0
60	39.12910405024001	3	3579.8615405813957	39.12910405024001	58.686254763629435	51.566566143297905	32.52523937355	1	3207.6123990698234	32.52523937355	52.583809820816775	47.1880006899825	37.430435427839996	0	3350.010501679761	37.430435427839996	54.918204945569855	47.7428658550041	83.466051159216	10	3489.82584317659	83.466051159216	57.21025972420639	51.451543156941696	34.672057403652005	0	3046.2109447411467	34.672057403652005	49.9378843400188	49.3430567081317	52.84240950098099	3	3386.7247278014042	52.84240950098099	55.52007750494106	51.58595827679229	2	1	0	2	0	0	0	0	0	0	1	0
61	48.637132742016	3	3628.498673323412	48.637132742016	58.52417215037761	52.66338187694589	39.88051839915	0	3247.4929174689732	39.88051839915	52.37891802369312	48.04052007172389	52.02213120518399	0	3402.032632884945	52.02213120518399	54.87149407878944	50.08204976095509	33.2577959979	1	3523.0836391744897	33.2577959979	56.823929664104675	45.3862875259729	31.392058104316003	0	3077.603002845463	31.392058104316003	49.63875811041069	44.612582931380494	50.738253945016	0	3437.46298174642	50.738253945016	55.44295131849065	46.4338843885271	4	1	0	1	0	0	0	0	0	0	0	0
62	37.10820431001599	3	3665.6068776334278	37.10820431001599	58.18423615291155	46.401661276744704	36.328393772275	0	3283.821311241248	36.328393772275	52.12414779748013	41.6878955380506	52.789967875007996	0	3454.8226007599533	52.789967875007996	54.83845398031672	43.4996865851862	39.26557711424999	3	3562.3492162887396	39.26557711424999	56.54522565537682	42.1420033465131	31.699641814533003	0	3109.302644659996	31.699641814533003	49.35401023269835	40.448254253764794	55.523000824608	3	3492.985982571028	55.523000824608	55.444221945571876	42.012502496310596	3	0	0	3	0	0	0	0	0	0	0	0
63	51.992362025856	0	3717.5992396592837	51.992362025856	58.08748811967631	42.00952557837779	36.7038855234	0	3320.525196764648	36.7038855234	51.88320619944763	42.354134530927794	52.784198448960005	0	3507.6067992089133	52.784198448960005	54.80635623763927	44.493348565392196	38.788958553564	5	3601.1381748423037	38.788958553564	56.267783981910995	43.298419026247004	31.667538986634	0	3140.97018364663	31.667538986634	49.0776591194786	42.7543524939088	103.49457731500799	10	3596.480559886036	103.49457731500799	56.195008748219315	49.47097084818209	4	0	0	0	0	1	0	0	0	0	1	0
64	38.145105169919994	3	3755.744344829204	38.145105169919994	57.78068222814159	48.0064845776733	49.205339949675	0	3369.730536714323	49.205339949675	51.84200825714343	49.0004608612158	54.47005153823601	1	3562.0768507471494	54.47005153823601	54.801182319186914	51.2775018335861	41.856486566004	3	3642.994661408308	41.856486566004	56.046071713973966	49.9108504077257	34.740166938491996	0	3175.7103505851223	34.740166938491996	48.85708231669419	48.185630898989295	90.138062923744	10	3686.6186228097804	90.138062923744	56.71720958168893	53.5290486390237	2	1	0	2	0	0	0	0	0	0	1	0
65	40.681043536896006	3	3796.4253883661	40.681043536896006	57.52159679342576	52.318733147817305	35.9251054926	0	3405.655642206923	35.9251054926	51.60084306374126	52.0323478417209	39.188260133488	6	3601.265110880637	39.188260133488	54.56462289213086	52.7844199564063	40.304743951212004	3	3683.29940535952	40.304743951212004	55.80756674787151	46.46543662002671	41.96827314768	0	3217.6786237328024	41.96827314768	48.752706420193974	46.84775341780271	35.864136707040004	0	3722.4827595168204	35.864136707040004	56.40125393207303	45.513633093539205	3	0	0	2	0	0	1	0	0	0	0	0
66	35.699270455295995	3	3832.1246588213958	35.699270455295995	57.19589043017009	43.636554985245205	44.502077790449995	0	3450.157719997373	44.502077790449995	51.494891343244376	43.9011141076898	37.35851797550399	6	3638.6236288561413	37.35851797550399	54.30781535606181	44.162949211391	31.789809779615997	0	3715.089215139136	31.789809779615997	55.449092763270684	38.328123896978205	44.986412889600004	0	3262.6650366224026	44.986412889600004	48.69649308391646	38.758660832248594	35.5007328858	0	3757.9834924026204	35.5007328858	56.08930585675553	38.7162235715686	4	0	0	1	0	0	1	0	0	0	0	0
67	37.243232433791995	3	3869.3678912551877	37.243232433791995	56.90246898904688	38.521720801598995	57.16896741227501	6	3507.326687409648	57.16896741227501	51.578333638377174	40.2081431477053	37.18079210136	6	3675.8044209575014	37.18079210136	54.05594736702208	39.7293950430733	42.81427514447999	3	3757.9034902836156	42.81427514447999	55.263286621817876	40.4244088868173	31.762034200007996	0	3294.4270708224108	31.762034200007996	48.44745692385898	40.0306852612885	42.73590414566	0	3800.71939654828	42.73590414566	55.89293230218059	39.8540678968095	2	0	0	2	0	0	2	0	0	0	0	0
68	31.496210395776	8	3900.8641016509637	31.496210395776	56.53426234276759	39.2678371388367	95.9925128526	11	3603.319200262248	95.9925128526	52.22201739510505	45.6881074461351	40.896674017248	6	3716.7010949747496	40.896674017248	53.865233260503615	45.2791335588999	51.53849587458599	5	3809.4419861582014	51.53849587458599	55.20930414722031	46.8829098577785	49.74709829320799	0	3344.174169115619	49.74709829320799	48.46629230602346	48.1332964437201	54.32350930812	0	3855.0429058564	54.32350930812	55.8701870413971	47.8487506333046	2	0	0	0	0	1	1	0	1	0	0	1
69	36.475954937856	3	3937.3400565888196	36.475954937856	56.247715094125994	47.778266916954195	55.39076474021999	0	3658.7099650024684	55.39076474021999	52.26728521432098	49.03591587652819	41.568131844896	6	3758.2692268196456	41.568131844896	53.689560383137795	50.016525641017	96.67439015556	11	3906.1163763137615	96.67439015556	55.80166251876802	55.410374242007	50.65436681648999	0	3394.828535932109	50.65436681648999	48.49755051331584	57.326189884078396	76.75227295582	5	3931.79517881222	76.75227295582	56.16850255446028	55.4021658944004	2	0	0	1	0	1	1	0	0	0	0	1
70	37.723527971136	3	3975.0635845599554	37.723527971136	55.98681105014022	55.084851289789206	56.849454309375	0	3715.559419311843	56.849454309375	52.33182280720906	55.615947133268094	47.13861563499599	2	3805.4078424546415	47.13861563499599	53.597293555699174	55.3550988674469	50.05468252239	8	3956.1710588361516	50.05468252239	55.72071913853735	54.92821618887389	50.84722369177199	0	3445.675759623881	50.84722369177199	48.5306445017448	56.365343064265495	52.92993561752001	0	3984.72511442974	52.92993561752001	56.122888935630144	56.11926015199549	3	0	1	1	0	0	0	0	1	0	0	0
71	39.531971832192	3	4014.5955563921475	39.531971832192	55.75827161655761	55.9156441507251	55.422815387939984	4	3770.982234699783	55.422815387939984	52.374753259719206	51.790486673963095	38.05551028076	6	3843.4633527354013	38.05551028076	53.38143545465835	50.5306010203901	35.274177559655996	0	3991.4452363958076	35.274177559655996	55.436739394386215	46.3827914807737	50.836471097886	0	3496.5122307217666	50.836471097886	48.56266987113565	47.69408579344869	45.729573909200006	0	4030.4546883389403	45.729573909200006	55.97853733804084	46.5820977534312	3	0	0	1	1	0	1	0	0	0	0	0
72	39.506500708416	3	4054.1020571005633	39.506500708416	55.53564461781593	45.8188862607732	30.511889029439995	0	3801.494123729223	30.511889029439995	52.075261968893464	43.86460691147819	37.337819532512	6	3880.8011722679134	37.337819532512	53.161659894081005	42.513666495552194	31.793044885979995	0	4023.2382812817877	31.793044885979995	55.11285316824367	40.3999774223982	34.444406655287985	0	3530.9566373770544	34.444406655287985	48.36926900516513	39.8912209047078	34.135262266800005	6	4064.5899506057403	34.135262266800005	55.67931439185946	37.762465592593806	3	0	0	1	0	0	2	0	0	0	0	0
73	111.31688604681598	3	4165.41894314738	111.31688604681598	56.28944517766729	45.0886031691994	30.55489094384999	0	3832.0490146730726	30.55489094384999	51.784446144230714	44.6166745076188	37.304972728192	6	3918.1061449961053	37.304972728192	52.947380337785205	43.2635246706494	46.3960820319	4	4069.6343633136876	46.3960820319	54.99505896369848	43.330175482919394	34.782878347937995	0	3565.7395157249925	34.782878347937995	48.18566913141882	42.8578132468716	30.982737000256005	0	4095.572687605996	30.982737000256005	55.345576859540486	42.904898043953196	3	0	0	1	1	0	1	0	0	0	0	0
74	41.661130919336	4	4207.0800740667155	41.661130919336	56.094400987556206	43.337229182635596	31.59665359298	0	3863.645668266053	31.59665359298	51.515275576880704	43.31759005333559	40.364630744067	6	3958.4707757401725	40.364630744067	52.7796103432023	43.9096124622135	33.06224862617999	0	4102.696611939868	33.06224862617999	54.70262149253157	43.80231109815149	31.689912685616996	0	3597.4294284106095	31.689912685616996	47.96572571214146	35.839613762031604	37.730413102592	6	4133.303100708588	37.730413102592	55.11070800944785	36.557165977905804	3	0	0	0	1	0	2	0	0	0	0	0
75	50.13334909771999	8	4257.213423164436	50.13334909771999	56.01596609426889	37.8400036148586	30.954868007763	0	3894.6005362738156	30.954868007763	51.24474389833968	36.29588221244491	44.242473896693994	6	4002.7132496368663	44.242473896693994	52.66727960048508	37.24184176732051	52.934409052667995	0	4155.631020992536	52.934409052667995	54.67935553937547	39.4370089725617	35.00391629816401	0	3632.4333447087733	35.00391629816401	47.79517558827333	38.7712875104445	39.41062431232001	0	4172.713725020908	39.41062431232001	54.90412796080142	39.5526845823785	4	0	0	0	0	0	1	0	1	0	0	0
76	61.7181409608	3	4318.931564125236	61.7181409608	56.09002031331475	41.6880356040518	30.577254642844004	0	3925.1777909166594	30.577254642844004	50.9763349469696	41.4395362057182	80.521352574172	6	4083.2346022110382	80.521352574172	53.02902080793556	46.3226801945737	31.882981011264	0	4187.5140020038	31.882981011264	54.38329872732208	45.7379369854409	31.373313886949997	0	3663.8066585957235	31.373313886949997	47.58190465708732	43.8619334643639	36.720156941987995	0	4209.433881962896	36.720156941987995	54.66797249302462	44.4384623577864	4	0	0	1	0	0	1	0	0	0	0	0
77	64.69842438268799	3	4383.629988507924	64.69842438268799	56.20038446805031	46.48405740638581	31.274927357520003	0	3956.4527182741795	31.274927357520003	50.72375279838692	44.318109236870995	45.498844158096006	0	4128.733446369134	45.498844158096006	52.93248008165556	45.367602022864205	31.462696664244	0	4218.976698668043	31.462696664244	54.08944485471851	44.5728092580566	31.390663184951997	0	3695.1973217806753	31.390663184951997	47.374324638213785	41.540061480471806	45.113868699680005	0	4254.547750662576	45.113868699680005	54.54548398285353	42.993722886155396	5	0	0	1	0	0	0	0	0	0	0	0
78	93.316948421382	8	4476.9469369293065	93.316948421382	56.67021439151021	44.273282470876396	32.212548611627994	0	3988.6652668858073	32.212548611627994	50.48943375804819	44.306239230912794	38.230623202094996	0	4166.964069571229	38.230623202094996	52.74638062748391	44.99197016242729	31.55285010768	0	4250.529548775723	31.55285010768	53.80417150349017	44.4752394789965	46.26271793832701	0	3741.4600397190025	46.26271793832701	47.36025366732915	42.6316688345604	60.71058297236801	0	4315.2583336349435	60.71058297236801	54.623523210568905	45.5752343960452	5	0	0	0	0	0	0	0	1	0	0	0
79	37.482851296410004	3	4514.429788225717	37.482851296410004	56.430372352821465	44.773635109876594	42.778165162096	4	4031.443432047903	42.778165162096	50.393042900598786	45.905181959661796	54.569084346532	0	4221.5331539177605	54.569084346532	52.76916442397201	48.2230240758198	54.216611859850005	0	4304.746160635573	54.216611859850005	53.80932700794466	49.133298391836796	31.480090581132	0	3772.9401303001346	31.480090581132	47.16175162875168	42.9496126078118	94.778140781214	0	4410.036474416158	94.778140781214	55.12545593020197	49.2061718247704	4	0	0	1	1	0	0	0	0	0	0	0
80	36.408197120334	3	4550.837985346051	36.408197120334	56.18318500427223	49.023929216594304	32.607854767614	0	4064.051286815517	32.607854767614	50.173472676734775	49.12942968258771	56.47645597123199	0	4278.009609888993	56.47645597123199	52.81493345541966	50.15080348587821	32.77278920519999	0	4337.518949840773	32.77278920519999	53.5496166647009	47.3570241091614	33.800722639344	0	3806.7408529394784	33.800722639344	46.99680065357381	46.988811243454805	52.57065436350001	3	4462.607128779658	52.57065436350001	55.09391517011923	47.968060163595204	4	0	0	2	0	0	0	0	0	0	0	0
81	40.208791542459	3	4591.04677688851	40.208791542459	55.988375327908656	46.5320308831879	84.8800528488	11	4148.931339664317	84.8800528488	50.5967236544429	49.5983749820829	57.39919113708	6	4335.408801026073	57.39919113708	52.87083903690333	52.1902850376777	31.561574934120003	0	4369.080524774892	31.561574934120003	53.281469814327956	45.8686284529683	31.594668548642996	0	3838.3355214881212	31.594668548642996	46.808969774245384	45.387275595799196	37.56218017874399	3	4500.169308958401	37.56218017874399	54.88011352388295	45.88270813691219	2	0	0	2	0	0	1	0	0	0	0	1
82	95.33605953330301	3	4686.382836421813	95.33605953330301	56.46244381231101	49.76866849311929	30.890959335846002	0	4179.822299000163	30.890959335846002	50.359304807230885	49.5804855061839	38.883178360883996	0	4374.291979386957	38.883178360883996	52.70231300466213	50.088731078337894	37.942504792499996	0	4407.023029567392	37.942504792499996	53.096663006836046	48.6259161212379	31.45736025608	0	3869.792881744201	31.45736025608	46.62401062342411	47.750772992600005	40.102099748082	5	4540.271408706483	40.102099748082	54.70206516513835	43.2729776825282	4	0	0	1	0	1	0	0	0	0	0	0
83	30.78730389942	6	4717.170140321234	30.78730389942	56.15678738477659	40.611788958762205	34.641757199699995	0	4214.464056199863	34.641757199699995	50.17219114523647	40.919807185320195	40.073427387357	0	4414.365406774314	40.073427387357	52.55196912826564	41.7676830691916	32.0250795744	0	4439.048109141791	32.0250795744	52.845810823116565	41.21397300875721	31.37020274802	0	3901.163084492221	31.37020274802	46.44241767252644	34.817387330228904	37.35480932271	3	4577.626218029193	37.35480932271	54.495550214633255	35.46377232891531	4	0	0	1	0	0	1	0	0	0	0	0
84	42.76738703740801	6	4759.937527358642	42.76738703740801	55.99926502774873	35.8521931965677	31.121142016512	0	4245.585198216375	31.121142016512	49.94806115548676	35.1700569189689	41.201866007328	0	4455.567272781642	41.201866007328	52.41843850331343	36.1445074940937	54.42219716505	0	4493.470306306842	54.42219716505	52.864356544786375	37.576517235790504	32.318788975224	0	3933.481873467445	32.318788975224	46.276257334911115	37.7296657433709	41.336730705312	3	4618.9629487345055	41.336730705312	54.34074057334713	38.3991630939321	4	0	0	1	0	0	1	0	0	0	0	0
85	31.64254860404	6	4791.580075962682	31.64254860404	55.7160473949149	37.5560752156004	51.441433870176	0	4297.026632086551	51.441433870176	49.96542595449478	39.497710645178	46.809959830569	0	4502.377232612211	46.809959830569	52.35322363502571	41.041686353432894	51.6392392846	0	4545.109545591442	51.6392392846	52.850110995249324	42.47012934962191	84.06033908044499	5	4017.54221254789	84.06033908044499	46.715607122649885	46.5994245539256	42.15352737549001	3	4661.116476109995	42.15352737549001	54.19902879197669	47.7026630898234	3	0	0	1	0	1	1	0	0	0	0	0
86	32.25333661579	6	4823.833412578472	32.25333661579	55.44636106412037	46.807810150669596	40.017561226656	0	4337.044193313207	40.017561226656	49.851082681761	45.36734655683019	59.614096479366005	0	4561.9913290915765	59.614096479366005	52.43668194358134	48.096877307244405	49.69292426714	0	4594.802469858582	49.69292426714	52.81382149262738	48.93249666342721	32.942780741632	0	4050.4849932895218	32.942780741632	46.55729877344278	49.0625198771864	35.958093429090006	2	4697.074569539085	35.958093429090006	53.989362868265346	47.5141858330778	4	0	1	0	0	0	1	0	0	0	0	0
87	31.464894412319996	6	4855.298306990792	31.464894412319996	55.17384439762264	45.97967929125291	37.214006268582	0	4374.258199581789	37.214006268582	49.707479540702145	44.537155989651104	55.972430711067005	0	4617.963759802644	55.972430711067005	52.47686090684822	41.72836515271331	84.63019582148999	0	4679.432665680072	84.63019582148999	53.175371200909915	45.97603199731331	31.794627091535	0	4082.2796203810567	31.794627091535	46.38954114069383	45.93016104488781	38.180557927962	3	4735.255127467047	38.180557927962	53.80971735758008	45.7464607150184	4	0	0	1	0	0	1	0	0	0	0	0
88	32.06951104301999	6	4887.367818033812	32.06951104301999	54.91424514644733	42.9920021713838	86.48045984075401	0	4460.738659422543	86.48045984075401	50.120659094635315	46.6707557287452	50.5764418068	6	4668.540201609444	50.5764418068	52.45550788325218	48.434121835262	38.77853532399	3	4718.211201004062	38.77853532399	53.01360900004564	48.716166024752	36.07730647545	0	4118.356926856507	36.07730647545	46.27367333546637	49.177407231065004	38.792707115184	3	4774.047834582231	38.792707115184	53.64098690541833	49.3352773157252	2	0	0	2	0	0	2	0	0	0	0	0
89	94.32224467893899	10	4981.690062712751	94.32224467893899	55.35211180791945	53.17025871251239	56.32693394111999	3	4517.065593363663	56.32693394111999	50.18961770404069	50.3399325244754	97.689250381476	8	4766.22945199092	97.689250381476	52.95810502212134	56.9293948534695	37.50190688552	3	4755.713107889582	37.50190688552	52.84125675432869	56.861529749225305	56.92933143040001	0	4175.2862582869075	56.92933143040001	46.39206953652119	59.34751178796331	89.51431710257202	10	4863.562151684803	89.51431710257202	54.03957946316448	59.65089751414509	1	0	0	2	0	0	0	0	1	0	2	0
90	31.809322540575998	6	5013.499385253327	31.809322540575998	55.09339983794865	57.774185587522695	106.749717054714	10	4623.815310418377	106.749717054714	50.811157257344796	64.5713037605951	46.493497903280996	0	4812.7229498942015	46.493497903280996	52.887065383452764	65.61292290337819	37.37120699180001	3	4793.084314881382	37.37120699180001	52.671256207487716	65.4707728910398	50.810643963198	0	4226.096902250106	50.810643963198	46.44062529945171	61.1196128194657	36.17423139778	3	4899.736383082583	36.17423139778	53.843256956951464	59.104342565131695	2	0	0	2	0	0	1	0	0	0	1	0
91	31.906050783288	6	5045.405436036615	31.906050783288	54.841363435180604	52.5260226053129	61.959833644944	0	4685.775144063321	61.959833644944	50.9323385224274	54.9718152812553	38.375562543669	0	4851.09851243787	38.375562543669	52.729331656933375	53.11643839258221	38.20592541444	3	4831.290240295822	38.20592541444	52.51402435104154	47.985599223769	50.412160271088	0	4276.509062521194	50.412160271088	46.483794157839064	49.8458829968202	37.842350367769996	3	4937.578733450353	37.842350367769996	53.66933405924296	42.9551463281258	3	0	0	2	0	0	1	0	0	0	0	0
92	51.00343256183999	6	5096.408868598455	51.00343256183999	54.80009536127371	43.406139793981694	48.69520235626799	0	4734.470346419589	48.69520235626799	50.90828329483429	44.53853933042849	52.413497396356	0	4903.512009834227	52.413497396356	52.72593558961534	44.69882467374429	50.380468368552	3	4881.670708664374	50.380468368552	52.491082888864234	46.119448370821495	50.355253853796	0	4326.86431637499	50.355253853796	46.525422756720324	47.964368677872294	37.56860860272	3	4975.147342053073	37.56860860272	53.4962079790653	45.5252461736499	3	0	0	2	0	0	1	0	0	0	0	0
93	31.779422338631996	6	5128.188290937087	31.779422338631996	54.555194584437096	44.865632153146194	35.00048356763399	0	4769.470829987223	35.00048356763399	50.739051382842796	44.5450879684656	37.501621868532	0	4941.013631702759	37.501621868532	52.5639748053485	43.25403412821	79.534692127506	3	4961.20540079188	79.534692127506	52.77878085948808	47.4232683041836	47.385500075678	0	4374.249816450668	47.385500075678	46.534572515432636	47.06147505556739	40.42114756113	3	5015.568489614203	40.42114756113	53.357111591640454	46.2340695760536	3	0	0	2	0	0	1	0	0	0	0	0
94	50.33555053009999	6	5178.523841467187	50.33555053009999	54.510777278601964	46.026274889427995	42.41644772467199	0	4811.887277711895	42.41644772467199	50.65144502854626	45.22987282504	37.21054277584	0	4978.224174478599	37.21054277584	52.40235973135367	43.91540171724439	31.668741512940006	0	4992.8741423048195	31.668741512940006	52.5565699189981	43.3254150082664	35.09579527332	0	4409.3456117239875	35.09579527332	46.41416433393671	43.65705230173519	65.23915526658	3	5080.807644880783	65.23915526658	53.482185735587194	46.68091947162979	4	0	0	1	0	0	1	0	0	0	0	0
95	52.14990285992999	6	5230.673744327117	52.14990285992999	54.4861848367408	48.14574757076959	42.066611304708005	0	4853.953889016603	42.066611304708005	50.56201967725628	44.398939488489795	40.424876799456	0	5018.649051278055	40.424876799456	52.2775942841464	43.702877160867594	31.717158716404004	0	5024.591301021223	31.717158716404004	52.33949271897108	42.832478276395	31.960340496748003	0	4441.305952220736	31.960340496748003	46.263603668966	40.994957273059796	95.773305832278	7	5176.580950713062	95.773305832278	53.92271823659439	46.330643083820405	4	0	0	0	0	0	1	1	0	0	0	0
96	50.75456061509999	6	5281.4283049422165	50.75456061509999	54.44771448394037	47.6850448677464	48.720631441481984	0	4902.674520458085	48.720631441481984	50.543036293382315	49.3902338606006	52.464063459848006	0	5071.113114737903	52.464063459848006	52.279516646782504	51.1270606792534	31.582911076948	0	5056.174212098172	31.582911076948	52.12550734121827	47.7614362602902	31.694611348772003	0	4473.000563569508	31.694611348772003	46.1134078718506	45.715907109174395	53.656296385776	3	5230.2372470988375	53.656296385776	53.91997161957565	46.8748756172812	4	0	0	1	0	0	1	0	0	0	0	0
97	50.84764784112	6	5332.275952783337	50.84764784112	54.41097911003405	47.9171527214476	30.532332499448	0	4933.206852957533	30.532332499448	50.33884543834217	47.798670099751995	53.65626891758999	0	5124.769383655493	53.65626891758999	52.29356513934176	49.9682629418362	45.903202881872005	0	5102.077414980044	45.903202881872005	52.06201443857187	44.981252646795596	31.256740174464	0	4504.2573037439715	31.256740174464	45.96180922187726	43.03147060273201	52.450355152	3	5282.687602250838	52.450355152	53.904975533171815	43.4044429737838	4	0	0	1	0	0	1	0	0	0	0	0
