task	r0_energy	r0_config	r0_reward	r0_rate	r0_avgrate	r0_rollrate	r1_energy	r1_config	r1_reward	r1_rate	r1_avgrate	r1_rollrate	r2_energy	r2_config	r2_reward	r2_rate	r2_avgrate	r2_rollrate	r3_energy	r3_config	r3_reward	r3_rate	r3_avgrate	r3_rollrate	r4_energy	r4_config	r4_reward	r4_rate	r4_avgrate	r4_rollrate	r5_energy	r5_config	r5_reward	r5_rate	r5_avgrate	r5_rollrate	c0	c1	c2	c3	c4	c5	c6	c7	c8	c9	c10	c11
20	111.72915770054999	11	1517.539755519323	111.72915770054999	72.26379788187253	56.501983691073995	30.345808664808004	0	1315.8873112010037	30.345808664808004	62.66130053338113	55.7305521021067	40.118091195528	6	1122.736106640098	40.118091195528	53.463624125718944	55.9661340085715	126.609283655946	11	1304.7083174754607	126.609283655946	62.128967498831464	58.6727439487931	41.085763643904	3	1257.7786390699373	41.085763643904	59.89422090809225	57.7726050028085	36.001734256214995	3	1136.2473692062629	36.001734256214995	54.107017581250616	58.328724604819385	1	0	0	2	0	0	1	0	0	0	0	2
21	53.61859330394399	3	1571.158348823267	53.61859330394399	71.41628858287578	54.386199568268	99.793103070024	10	1415.6804142710278	99.793103070024	64.34910973959217	60.1077669030685	50.759870541291	5	1173.495977181389	50.759870541291	53.34072623551768	62.069360751299996	32.186302733704	3	1336.8946202091647	32.186302733704	60.76793728223476	62.2247708765914	80.11688814182399	11	1337.8955272117612	80.11688814182399	60.813433055080054	59.0635439207188	39.13033668043499	5	1175.3777058866979	39.13033668043499	53.42625935848627	59.9419967222815	0	0	0	2	0	2	0	0	0	0	1	1
22	40.14172051155	6	1611.300069334817	40.14172051155	70.0565247536877	59.9443596538837	27.905737095935997	0	1443.5861513669638	27.905737095935997	62.764615276824514	50.07400499788269	92.87441856162	2	1266.3703957430089	92.87441856162	55.05958242360908	55.2528704896543	50.244347601028004	3	1387.1389678101928	50.244347601028004	60.31038990479099	56.6771318241356	36.503822738207994	3	1374.3993499499693	36.503822738207994	59.75649347608562	54.965654767562	38.37604889663999	4	1213.7537547833379	38.37604889663999	52.77190238188425	48.8239493502236	1	0	1	2	1	0	1	0	0	0	0	0
23	31.821625168325994	6	1643.1216945031429	31.821625168325994	68.46340393763096	46.93012481292709	30.147137578530007	0	1473.7332889454938	30.147137578530007	61.40555370606224	46.72620829740969	31.717865399094002	0	1298.088261142103	31.717865399094002	54.08701088092096	41.886306023136704	48.88282012185599	3	1436.0217879320487	48.88282012185599	59.834241163835365	42.861554367278806	34.42354021999599	1	1408.8228901699654	34.42354021999599	58.70095375708189	42.289736338123404	75.15354568176001	8	1288.907300465098	75.15354568176001	53.70447085271241	47.014517196705796	2	1	0	1	0	0	1	0	1	0	0	0
24	39.455517978478994	9	1682.577212481622	39.455517978478994	67.30308849926487	41.6726271383917	30.252011469480003	0	1503.9853004149738	30.252011469480003	60.15941201659896	39.673393525236904	31.516276391352	2	1329.604537533455	31.516276391352	53.1841815013382	39.1746388905513	52.378738909056	4	1488.4005268411047	52.378738909056	59.536021073644186	40.574907891792904	32.554030995695996	1	1441.3769211656613	32.554030995695996	57.65507684662645	40.6481484745299	92.907441461835	6	1381.814741926933	92.907441461835	55.27258967707732	46.924178862860394	1	1	1	0	1	0	1	0	0	1	0	0
25	35.371796038568995	7	1717.949008520191	35.371796038568995	66.07496186616119	47.2895719268079	113.93649732729601	7	1617.9217977422697	113.93649732729601	62.22776145162576	53.794939647351896	105.61423641876	7	1435.2187739522149	105.61423641876	55.20072207508519	60.9140092672283	121.13651866293603	11	1609.5370455040406	121.13651866293603	61.90527098092464	65.51230656534591	82.86289746316801	5	1524.2398186288294	82.86289746316801	58.62460840880113	69.85304451381481	112.215150794604	10	1494.029892721537	112.215150794604	57.46268818159758	78.0493584463272	0	0	0	0	0	1	0	3	0	0	1	1
26	80.93594614754399	6	1798.884954667735	80.93594614754399	66.6253686913976	82.99132542194641	56.513721572451004	0	1674.4355193147208	56.513721572451004	62.016130344989655	83.40482368828592	49.54150498824	6	1484.7602789404548	49.54150498824	54.99112144223906	85.1035710875403	100.542842609664	1	1710.0798881137046	100.542842609664	63.33629215235943	85.86711120232322	35.224311652992	1	1559.4641302818213	35.224311652992	57.75793075117857	85.85236276376551	50.78098538672	0	1544.810878108257	50.78098538672	57.21521770771322	79.53681156970791	2	2	0	0	0	0	2	0	0	0	0	0
27	101.77270244865	1	1900.657657116385	101.77270244865	67.88063061129947	79.1526581726969	48.258435873150006	0	1722.6939551878709	48.258435873150006	61.52478411385253	71.86484989371829	100.080305057376	11	1584.840583997831	100.080305057376	56.60144942849396	73.5865906531391	111.62775112957999	4	1821.7076392432846	111.62775112957999	65.0609871158316	73.5278506866367	98.07649221051	11	1657.5406224923313	98.07649221051	59.19787937472612	75.2419052929333	34.802053009804	1	1579.612931118061	34.802053009804	56.41474753993075	73.0707384366686	1	2	0	0	1	0	0	0	0	0	0	2
28	34.498557639	7	1935.156214755385	34.498557639	66.72952464673742	71.56644370174459	50.197889657412006	0	1772.8918448452828	50.197889657412006	61.134201546389065	66.53194840651939	116.66349538941598	10	1701.504079387247	116.66349538941598	58.672554461629204	74.67586678016178	35.21731209170999	4	1856.9249513349946	35.21731209170999	64.0318948736205	73.1194994506608	50.728645060137005	1	1708.2692675524684	50.728645060137005	58.90583681215408	68.0150937118095	36.66614582126	3	1616.279076939321	36.66614582126	55.73376127376969	66.85586470662051	1	1	0	1	1	0	0	1	0	0	1	0
29	36.88393904009999	3	1972.040153795485	36.88393904009999	65.73467179318283	60.53622810489289	35.544372196958996	0	1808.4362170422419	35.544372196958996	60.281207234741395	52.92789021163079	63.765736217568	9	1765.269815604815	63.765736217568	58.84232718682717	49.49681461233659	31.009773522756	6	1887.9347248577506	31.009773522756	62.931157495258354	49.1175866636318	64.08569538350099	1	1772.3549629359693	64.08569538350099	59.07849876453231	52.0763004380819	50.066034703368	3	1666.3451116426888	50.066034703368	55.54483705475629	52.0631149426775	1	1	0	2	0	0	1	0	0	1	0	0
30	37.46180741355	3	2009.501961209035	37.46180741355	64.82264390996887	44.1429461450909	41.76014841135	3	1850.1963654535919	41.76014841135	59.68375372430941	44.797229777054895	63.257292338832	1	1828.527107943647	63.257292338832	58.984745417537	46.0500945049244	37.500814016388	8	1925.4355388741385	37.500814016388	62.11082383464963	46.1335613244372	97.29971034408901	7	1869.6546732800582	97.29971034408901	60.31144107355026	52.1751384548361	81.105638149426	7	1747.450749792115	81.105638149426	56.36937902555209	56.73126505008281	0	1	0	2	0	0	0	2	1	0	0	0
31	32.316765809399996	7	2041.818727018435	32.316765809399996	63.806835219326096	53.586368009266	33.112024809317	0	1883.308390262909	33.112024809317	58.853387195715904	53.796593137922095	94.38318759160802	11	1922.910295535255	94.38318759160802	60.09094673547672	56.8263423587328	35.496047288448	0	1960.9315861625864	35.496047288448	61.279112067580826	55.3693436172408	33.89879013048	0	1903.5534634105381	33.89879013048	59.48604573157932	55.01304188893381	39.051884502064	9	1786.502634294179	39.051884502064	55.82820732169309	54.7422154980052	3	0	0	0	0	0	0	1	0	1	0	1
32	87.2205768936	11	2129.039303912035	87.2205768936	64.51634254278893	57.138543953482	30.155029737119996	0	1913.463420000029	30.155029737119996	57.98374000000088	56.4039655255552	88.39556561304	7	2011.305861148295	88.39556561304	60.94866245903924	55.5135510524503	35.649239926284	0	1996.5808260888705	35.649239926284	60.50244927542032	50.967911230136096	32.536964193525	0	1936.090427604063	32.536964193525	58.66940689709282	50.98993106854861	50.351542189019995	3	1836.854176483199	50.351542189019995	55.66224777221815	52.7138828065189	3	0	0	1	0	0	0	1	0	0	0	1
33	31.6257924015	1	2160.665096313535	31.6257924015	63.54897342098632	46.438143287508105	33.417028200915	6	1946.8804482009439	33.417028200915	57.26118965296894	46.230241378754805	30.566745083304	8	2041.872606231599	30.566745083304	60.055076653870564	45.8970368740372	115.18340699915998	4	2111.7642330880303	115.18340699915998	62.11071273788325	53.510189123746805	31.272635249856002	0	1967.363062853919	31.272635249856002	57.8636194957035	47.9153949593724	30.837143530127996	0	1867.691320013327	30.837143530127996	54.932097647450796	47.9836063386732	2	1	0	0	1	0	1	0	1	0	0	0
34	31.466015167049996	6	2192.131111480585	31.466015167049996	62.63231747087385	42.290651294074195	30.22281758307	0	1977.103265784014	30.22281758307	56.48866473668611	41.7480090597528	28.427689947744003	8	2070.300296179343	28.427689947744003	59.151437033695515	41.3370816351747	35.582961002219996	0	2147.3471940902505	35.582961002219996	61.352776974007156	39.86022351649469	31.090134556800002	0	1998.453197410719	31.090134556800002	57.0986627831634	39.8066577320247	30.882071233439998	8	1898.573391246767	30.882071233439998	54.244954035621916	39.5531620352772	3	0	0	0	0	0	1	0	2	0	0	0
35	54.9227624355	4	2247.0538739160847	54.9227624355	62.41816316433569	41.988763770496796	78.00641010972699	0	2055.109675893741	78.00641010972699	57.08637988593725	38.27106408155349	32.162935287744006	8	2102.463231467087	32.162935287744006	58.40175642964131	38.3600940853423	35.298084215376	0	2182.6452783056266	35.298084215376	60.62903550848963	38.8061881538671	38.3428436608	4	2036.796041071519	38.3428436608	56.5776678075422	39.49387100324209	31.779089150479994	0	1930.352480397247	31.779089150479994	53.620902233256864	39.6494981599831	3	0	0	0	2	0	0	0	1	0	0	0
36	31.405588089749994	2	2278.4594620058347	31.405588089749994	61.579985459617156	39.947287974183695	30.222893595241	0	2085.3325694889822	30.222893595241	56.36033971591844	39.41128123348579	44.280053214408	1	2146.743284681495	44.280053214408	58.02008877517554	40.73027309924659	41.605599076956	9	2224.2508773825825	41.605599076956	60.114888577907635	41.802625883598196	31.682724866999994	0	2068.4787659385192	31.682724866999994	55.904831511851874	39.47862212674819	83.891029842876	0	2014.243510240123	83.891029842876	54.43901379027359	40.0670841000631	3	1	1	0	0	0	0	0	0	1	0	0
37	49.728600260549996	7	2328.188062266385	49.728600260549996	61.26810690174697	41.82365059734369	30.721653850608003	0	2116.0542233395904	30.721653850608003	55.68563745630501	41.36600756086689	84.74953672416001	1	2231.492821405655	84.74953672416001	58.72349530014881	46.0066768672029	51.801867610399995	9	2276.0527449929823	51.801867610399995	59.89612486823638	48.008954713194896	35.6218557459	0	2104.1006216844194	35.6218557459	55.371068991695246	48.430581478809906	46.53413326683	9	2060.777643506953	46.53413326683	54.23099061860403	50.0617054459688	2	1	0	0	0	0	0	1	0	2	0	0
38	50.83577669601599	7	2379.023838962401	50.83577669601599	61.00061125544618	50.7172777941296	35.679067344870006	0	2151.7332906844604	35.679067344870006	55.17264847908873	50.124624620921004	90.66348002527201	8	2322.1563014309268	90.66348002527201	59.54246926745966	56.0227001367482	102.6464583312	10	2378.6992033241822	102.6464583312	60.99228726472262	57.8982429855806	34.438625089599995	0	2138.5392467740194	34.438625089599995	54.83433966087229	56.36924546848561	35.62833794572	1	2096.405981452673	35.62833794572	53.75399952442751	56.8599138779968	2	1	0	0	0	0	0	1	1	0	1	0
39	50.879446799199	3	2429.9032857616	50.879446799199	60.747582144039995	53.472904885500704	35.314627391526	0	2187.047918075986	35.314627391526	54.67619795189965	51.8241808636133	35.63233902571201	1	2357.788640456639	35.63233902571201	58.94471601141597	51.825229191594495	75.453015590464	6	2454.1522189146463	75.453015590464	61.353805472866156	54.7171174239579	35.25461686399999	0	2173.7938636380195	35.25461686399999	54.34484659095049	53.1590014407563	31.292771747249997	8	2127.698753199923	31.292771747249997	53.19246882999808	52.7203718809943	2	1	0	1	0	0	1	0	1	0	0	0
40	93.08546112882297	7	2522.9887468904226	93.08546112882297	61.536310899766406	52.962569991349405	86.27334779184	2	2273.3212658678262	86.27334779184	55.44686014311771	51.3252589374134	87.002689461072	2	2444.7913299177108	87.002689461072	59.62905682726124	56.5816653745606	59.787711286272	4	2513.9399302009183	59.787711286272	61.31560805368093	58.99760270861581	31.4362235846	0	2205.2300872226197	31.4362235846	53.78609968835658	57.05328038715591	31.30622480435	1	2159.004978004273	31.30622480435	52.658658000104225	56.6524401284383	1	1	2	0	1	0	0	1	0	0	0	0
41	36.501749871356004	6	2559.4904967617786	36.501749871356004	60.94024992289949	56.739381213002694	84.25715776117201	0	2357.5784236289983	84.25715776117201	56.13281961021424	57.619795430073495	41.445199745928	4	2486.236529663639	41.445199745928	59.196107849134265	58.2388537182663	46.161075492133996	2	2560.1010056930522	46.161075492133996	60.95478584983458	59.725684092754705	39.263346251499996	5	2244.4934334741197	39.263346251499996	53.4403198446219	54.3434726050224	32.917539228295	8	2191.922517232568	32.917539228295	52.1886313626802	49.007891748667895	1	0	1	0	1	1	1	0	1	0	0	0
42	85.15644426592799	9	2644.6469410277064	85.15644426592799	61.50341723320248	48.8232672291535	42.228045500925006	3	2399.8064691299232	42.228045500925006	55.80945277046333	47.067300650618805	57.36953342736001	4	2543.6060630909988	57.36953342736001	59.153629374209274	49.6606316348948	31.6645258009	0	2591.765531493952	31.6645258009	60.273617011487254	49.6964617345498	46.15381978559999	0	2290.6472532597195	46.15381978559999	53.2708663548772	50.661668725974195	54.66198803544	7	2246.5845052680083	54.66198803544	52.24615128530252	47.702151753401	2	0	0	1	1	0	0	1	0	1	0	0
43	80.36735718438	6	2725.0142982120865	80.36735718438	61.932143141183786	51.594367497246196	33.866709786894	0	2433.673178916817	33.866709786894	55.310754066291295	50.364930926722195	28.460870552136004	0	2572.0669336431347	28.460870552136004	58.4560666737076	49.2846833567858	32.270298427395	0	2624.035829921347	32.270298427395	59.63717795275789	49.2199592766958	31.543935627599996	7	2322.1911888873196	31.543935627599996	52.77707247471181	43.858708412862995	58.595920897986	8	2305.1804261659945	58.595920897986	52.39046423104533	45.4954959525691	3	0	0	0	0	0	1	1	1	0	0	0
44	95.87389444998401	1	2820.8881926620707	95.87389444998401	62.686404281379346	49.34593205483149	44.45527927548	0	2478.128458192297	44.45527927548	55.069521293162154	50.6250074022895	50.806153282896005	0	2622.8730869260307	50.806153282896005	58.28606859835624	51.0902407520191	55.214829257203995	4	2679.2506591785514	55.214829257203995	59.53890353730114	51.145524874195495	31.499845619784	0	2353.6910345071037	31.499845619784	52.30424521126897	46.2587737177359	50.452836027623995	8	2355.6332621936185	50.452836027623995	52.347405826524856	47.9173863418089	3	1	0	0	1	0	0	0	1	0	0	0
45	37.261629826960004	3	2858.1498224890306	37.261629826960004	62.1336917932398	48.7974622692913	31.072217302962	0	2509.200675495259	31.072217302962	54.54784077163607	48.677654156848	98.210129751552	11	2721.0832166775826	98.210129751552	59.1539829712518	55.34427356924321	35.649200268516	0	2714.8998594470672	35.649200268516	59.019562161892765	53.04960150629621	31.384785297852	0	2385.0758198049557	31.384785297852	51.849474343585996	46.600690591082994	53.69531527512	1	2409.3285774687383	53.69531527512	52.376708205842135	47.52469419104699	3	1	0	1	0	0	0	0	0	0	0	1
46	37.452314017664	3	2895.6021365066945	37.452314017664	61.60855609588712	46.18931026452379	59.959686746519985	0	2569.160362241779	59.959686746519985	54.66298643067614	46.66379601345539	50.583910534784	9	2771.6671272123667	50.583910534784	58.97164100451844	48.5722025049554	81.78450477345	0	2796.684364220517	81.78450477345	59.50392264298973	51.705369379538	33.026121158958	0	2418.101940963914	33.026121158958	51.44897746731731	51.2818185127378	59.6261199384	7	2468.954697407138	59.6261199384	52.53095100866251	54.137208776281604	3	0	0	1	0	0	0	1	0	1	0	0
47	46.803759580305	8	2942.4058960869993	46.803759580305	61.30012283514582	48.9965717591569	49.976615354399996	0	2619.136977596179	49.976615354399996	54.565353699920394	50.42931326774529	38.83443508706401	0	2810.5015622994306	38.83443508706401	58.55211588123814	51.174278246666496	46.427473872476995	5	2843.1118380929943	46.427473872476995	59.23149662693738	50.4474941064022	31.439963654112002	0	2449.541904618026	31.439963654112002	51.03212301287554	49.84625907004699	132.082811157528	8	2601.037508564666	132.082811157528	54.18828142843054	57.058571511147804	3	0	0	0	0	1	0	0	2	0	0	0
