task	r0_energy	r0_config	r0_reward	r0_rate	r0_avgrate	r0_rollrate	r1_energy	r1_config	r1_reward	r1_rate	r1_avgrate	r1_rollrate	r2_energy	r2_config	r2_reward	r2_rate	r2_avgrate	r2_rollrate	r3_energy	r3_config	r3_reward	r3_rate	r3_avgrate	r3_rollrate	c0	c1	c2	c3	c4	c5	c6	c7	c8	c9	c10	c11	c12	c13	c14	c15	c16	c17	c18	c19
52	4.142048724250735	19	2949.7594072090337	34.142048724250735	19.93641953619172	29.853439345354957	1.2548236883305108	14	2992.8239725527537	31.25482368833051	20.227478271266154	16.658642721758078	10.81998968568358	6	2845.9776582208897	19.18001031431642	19.23499402909078	14.658553707533155	16.554514463131344	6	2725.9626315083697	13.445485536868656	18.423853324753846	22.095846901697406	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	1
53	0.5550070337552171	19	3035.058801844934	30.555007033755217	20.13306004540586	29.723007200628928	2.173528415992834	14	3070.5062057247737	27.826471584007166	20.368200369650246	17.651243206437602	14.373356389934322	8	2969.85327814279	44.37335638993432	19.700519257995296	17.970065980067034	4.735065482278202	7	2822.9313559797297	34.7350654822782	18.725912809152444	23.750442694183302	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	1
54	0.19242694733373256	19	3119.3459937395737	30.192426947333733	20.315957625440912	28.90480089218618	11.746699523362388	6	3121.463336222054	18.253300476637612	20.329747644322744	17.98536466088823	15.81589549344179	8	3009.450569890265	14.18410450655821	19.600220807969166	17.820966426137876	1.631166177035464	18	2902.127683735506	28.368833822964536	18.901238645767208	23.09548927299779	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1
55	0.05954468635343346	19	3202.929764823504	29.940455313646567	20.487823655587444	28.030851212254777	3.242420292475707	14	3214.2650928718817	33.24242029247571	20.560331084468334	19.507885493973028	16.053158871356416	8	3048.385501374395	13.946841128643582	19.499267599409784	17.636777212039128	14.989315123750206	18	2944.03251234837	15.010684876249794	18.83176447131154	22.736827020270802	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	1
56	0.8788627594524101	19	3289.1332566936417	30.87886275945241	20.670122587234196	27.470039108648308	12.460584184943286	14	3263.2292953555816	17.539415815056714	20.507332570969883	19.591116822575536	18.657764732546866	14	3080.049241496035	11.342235267453136	19.356161769024578	17.444868652725134	14.319303650945908	11	2987.807789656146	15.680696349054092	18.77648257442983	21.188176449352476	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	1
57	0.41715933211630585	19	3371.7186868914837	29.582840667883694	20.823790140348844	27.55626164932563	11.538483606008594	14	3314.7676952888078	18.461516393991406	20.472059878263355	20.09899384174664	1.400188461380779	19	3159.890382041347	28.59981153861922	19.51553504091414	19.166412814518015	0.6616188365201197	18	3069.7107704041937	29.33838116347988	18.95858427424104	22.952967995382664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	2
58	2.4292943809597602	19	3448.686906744638	27.57070561904024	20.93814463998768	26.953981025545215	11.775897628418871	14	3365.6433144094717	18.22410237158113	20.433958903573828	20.591332197229114	19.417471907663284	14	3189.433272965787	10.582528092336718	19.364128143480627	17.99470659296966	11.17548582403056	18	3122.2625391454417	18.82451417596944	18.956311899694064	23.41439848897455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	1
59	2.048546885052904	19	3526.718046690532	27.951453114947096	21.055033114570335	28.498473543723144	0.4301543606285385	14	3450.5941619995597	30.43015436062854	20.60056216119141	22.310081242905316	19.8004679718763	14	3217.9069665442994	10.1995320281237	19.211384874891344	17.692830571740217	5.277512626567166	19	3220.7455952279415	35.277512626567166	19.228331911808613	23.56261244893655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2
60	19.431972870263643	0	3556.220455761046	10.56802712973636	20.883114983671415	26.316534638579533	2.1845678453373125	14	3528.2455767646597	27.815432154662687	20.718838718461427	23.76821257604855	4.2064457565549915	19	3313.399960948015	34.20644575655499	19.45720554508255	19.824481813518414	4.8629092786230395	18	3290.9199734917856	25.13709072137696	19.32519681032613	24.52033378928493	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1
61	11.6506246962985	19	3672.4951163715464	41.6506246962985	21.218074817746047	29.30324520063445	3.815641340303287	14	3622.6475755063398	33.81564134030329	20.930077470426617	25.68632784776748	3.80369899113456	19	3407.7686206315993	33.80369899113456	19.688600600664035	22.041856401367486	0.15994209673038995	19	3375.1164785118244	30.15994209673039	19.499950766558456	24.597820685153913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3
