policy	round	interaction	rate	joules	win
r1	0	23	22.915508458260216	59.77958728241796	52.12
r1	1	51	22.53820265392102	60.37018568014559	57.66
r1	2	83	21.235616770590724	56.407107046881606	64.24
r1	3	114	23.25418723520858	60.010805768280214	57.55
r1	4	117	30.407339593008796	50.67889932168132	57.55
