task	r0_energy	r0_config	r0_reward	r0_rate	r0_avgrate	r0_rollrate	c0	c1	c2	c3	c4	c5	c6	c7	c8	c9	c10	c11
40	33.05151894012178	11	3653.752502600742	33.05151894012178	31.922118697640276	30.642543602434966	0	0	0	0	0	0	0	0	0	0	0	1
41	30.997292020046327	11	3740.286609490038	30.997292020046327	31.900099014840425	30.75395371847183	0	0	0	0	0	0	0	0	0	0	0	1
42	28.173859027135528	11	3818.9386326074577	28.173859027135528	31.813442270940307	30.439573402427886	0	0	0	0	0	0	0	0	0	0	0	1
43	35.367621122773606	11	3917.673241575201	35.367621122773606	31.894219063027432	31.04488633609042	0	0	0	0	0	0	0	0	0	0	0	1
44	31.553734900900288	11	4005.7607515068808	31.553734900900288	31.886652748313494	30.807292476989765	0	0	0	0	0	0	0	0	0	0	0	1
45	28.923336973440005	11	4086.5050672244006	28.923336973440005	31.82223284016407	30.85834751307221	0	0	0	0	0	0	0	0	0	0	0	1
46	30.29797620924179	11	4171.086917475201	30.29797620924179	31.789801848016786	31.069011369369274	0	0	0	0	0	0	0	0	0	0	0	1
47	35.88634913306508	11	4271.269642138341	35.88634913306508	31.87514658312196	31.57316571766621	0	0	0	0	0	0	0	0	0	0	0	1
48	39.26194850546866	11	4380.875915049441	39.26194850546866	32.025897642761684	32.1417095159117	0	0	0	0	0	0	0	0	0	0	0	1
49	35.05322276888454	11	4478.732828612577	35.05322276888454	32.08644414528415	32.85668596010776	0	0	0	0	0	0	0	0	0	0	0	1
50	31.885606850597014	11	4567.746814403827	31.885606850597014	32.08250615911381	32.74009475115528	0	0	0	0	0	0	0	0	0	0	0	1
51	31.288335422257074	11	4655.093417457628	31.288335422257074	32.067233644943485	32.769199091376365	0	0	0	0	0	0	0	0	0	0	0	1
52	33.64275702371534	11	4749.012780815499	33.64275702371534	32.096960501146725	33.31608889103434	0	0	0	0	0	0	0	0	0	0	0	1
53	30.320696140054928	11	4833.658057539819	30.320696140054928	32.06406671668206	32.81139639276247	0	0	0	0	0	0	0	0	0	0	0	1
54	28.624849536159406	11	4913.569095828264	28.624849536159406	32.001535495218015	32.51850785628838	0	0	0	0	0	0	0	0	0	0	0	1
55	29.49598805863809	11	4995.9120624919615	29.49598805863809	31.956793576707664	32.57577296480819	0	0	0	0	0	0	0	0	0	0	0	1
56	34.00069946009696	11	5090.830681818065	34.00069946009696	31.99265157466186	32.94604528989371	0	0	0	0	0	0	0	0	0	0	0	1
57	32.164196444231635	11	5180.622396891546	32.164196444231635	31.99560924482686	32.57383002101036	0	0	0	0	0	0	0	0	0	0	0	1
58	28.86251950146699	11	5261.196930499807	28.86251950146699	31.94250602883771	31.5338871206102	0	0	0	0	0	0	0	0	0	0	0	1
59	29.478058435211466	11	5343.48984363144	29.478058435211466	31.901431902277274	30.976370687242888	0	0	0	0	0	0	0	0	0	0	0	1
60	28.879849856761794	11	5424.1127578149	28.879849856761794	31.851897770383577	30.675794987859366	0	0	0	0	0	0	0	0	0	0	0	1
61	30.4033468607255	11	5508.988767801092	30.4033468607255	31.828534046034257	30.58729613170621	0	0	0	0	0	0	0	0	0	0	0	1
62	32.8121645169729	11	5600.589393744308	32.8121645169729	31.844147228112647	30.504236881031964	0	0	0	0	0	0	0	0	0	0	0	1
63	37.35957073520597	11	5704.884862046758	37.35957073520597	31.93032572041098	31.208124340547073	0	0	0	0	0	0	0	0	0	0	0	1
64	35.83119988914053	11	5804.913628403942	35.83119988914053	31.990339169160666	31.928759375845182	0	0	0	0	0	0	0	0	0	0	0	1
65	36.651507051554866	11	5907.232418922867	36.651507051554866	32.06096292495452	32.644311275136864	0	0	0	0	0	0	0	0	0	0	0	1
66	35.28382427618651	11	6005.733095027221	35.28382427618651	32.10906533318186	32.772623756745816	0	0	0	0	0	0	0	0	0	0	0	1
67	29.50587652801719	11	6088.103667001269	29.50587652801719	32.07078314487062	32.506791765124376	0	0	0	0	0	0	0	0	0	0	0	1
68	29.09873285005469	11	6169.337629541005	29.09873285005469	32.02770995219212	32.53041309998314	0	0	0	0	0	0	0	0	0	0	0	1
69	29.505553763426867	11	6251.707300463905	29.505553763426867	31.99167914949548	32.53316263280469	0	0	0	0	0	0	0	0	0	0	0	1
70	35.94589369879594	11	6352.056253706377	35.94589369879594	32.04737231216168	33.23976701700809	0	0	0	0	0	0	0	0	0	0	0	1
71	29.724494295321314	11	6435.037133614149	29.724494295321314	32.01511011748334	33.17188176046768	0	0	0	0	0	0	0	0	0	0	0	1
72	29.513133261054087	11	6517.427963967925	29.513133261054087	31.980836461915814	32.841978634875794	0	0	0	0	0	0	0	0	0	0	0	1
