task	r0_energy	r0_config	r0_reward	r0_rate	r0_avgrate	r0_rollrate	c0	c1	c2	c3	c4	c5	c6	c7	c8	c9	c10	c11
0	34.66675787816311	11	96.77803240987201	34.66675787816311	34.66675787816311	34.66675787816311	0	0	0	0	0	0	0	0	0	0	0	1
1	32.08365507977192	11	186.344902840902	32.08365507977192	33.37520647896751	33.37520647896751	0	0	0	0	0	0	0	0	0	0	0	1
2	29.36669544842614	11	268.326927634425	29.36669544842614	32.03903613545372	32.03903613545372	0	0	0	0	0	0	0	0	0	0	0	1
3	28.861474041519756	11	348.898542667001	28.861474041519756	31.24464561197023	31.24464561197023	0	0	0	0	0	0	0	0	0	0	0	1
4	30.5923754483563	11	434.302257460329	30.5923754483563	31.114191579247443	31.114191579247443	0	0	0	0	0	0	0	0	0	0	0	1
5	30.875387908355812	11	520.496048704489	30.875387908355812	31.07439096743217	31.07439096743217	0	0	0	0	0	0	0	0	0	0	0	1
6	35.604310645683576	11	619.891415923689	35.604310645683576	31.721522350039514	31.721522350039514	0	0	0	0	0	0	0	0	0	0	0	1
7	31.122674405699094	11	706.775548639599	31.122674405699094	31.64666635699696	31.64666635699696	0	0	0	0	0	0	0	0	0	0	0	1
8	29.102064404827704	11	788.018811769743	29.102064404827704	31.363932806755933	31.363932806755933	0	0	0	0	0	0	0	0	0	0	0	1
9	35.17758651633098	11	886.222907461167	35.17758651633098	31.745298177713437	31.745298177713437	0	0	0	0	0	0	0	0	0	0	0	1
10	34.20375136965349	11	981.708380034783	34.20375136965349	31.96879392243526	31.698997526862474	0	0	0	0	0	0	0	0	0	0	0	1
11	38.61236069273122	11	1089.501220301991	38.61236069273122	32.52242448662659	32.351868088158405	0	0	0	0	0	0	0	0	0	0	0	1
12	29.468445203391052	11	1171.767296494791	29.468445203391052	32.287503003300785	32.362043063654895	0	0	0	0	0	0	0	0	0	0	0	1
13	31.830489662084776	11	1260.627413468111	31.830489662084776	32.254859193213925	32.658944625711406	0	0	0	0	0	0	0	0	0	0	0	1
14	28.42473714970746	11	1339.979804677711	28.42473714970746	31.99951772364683	32.442180795846525	0	0	0	0	0	0	0	0	0	0	0	1
15	30.507481773620416	11	1425.146524629068	30.507481773620416	31.90626547677018	32.40539018237298	0	0	0	0	0	0	0	0	0	0	0	1
16	28.999423555840476	11	1506.1032487224559	28.999423555840476	31.735274775539022	31.744901473388666	0	0	0	0	0	0	0	0	0	0	0	1
17	31.117895993073677	11	1592.9740417031198	31.117895993073677	31.70097595429095	31.74442363212612	0	0	0	0	0	0	0	0	0	0	0	1
18	30.151557200112713	11	1677.1471388867678	30.151557200112713	31.619427598807885	31.84937291165462	0	0	0	0	0	0	0	0	0	0	0	1
19	29.245465587486095	11	1758.7907303184998	29.245465587486095	31.5007294982418	31.256160818770137	0	0	0	0	0	0	0	0	0	0	0	1
20	30.535984299625795	11	1844.0370198216217	30.535984299625795	31.45478925068866	30.889384111767367	0	0	0	0	0	0	0	0	0	0	0	1
21	30.300276110973133	11	1928.6252906314216	30.300276110973133	31.40231138070159	30.058175653591558	0	0	0	0	0	0	0	0	0	0	0	1
22	38.079757710848966	11	2034.9312809075416	38.079757710848966	31.69263513418626	30.91930690433735	0	0	0	0	0	0	0	0	0	0	0	1
23	32.358339202416715	11	2125.2649778476216	32.358339202416715	31.720372803695863	30.97209185837055	0	0	0	0	0	0	0	0	0	0	0	1
24	28.18121316229254	11	2203.9375312590214	28.18121316229254	31.57880641803973	30.947739459629048	0	0	0	0	0	0	0	0	0	0	0	1
25	28.865326662204183	11	2284.5199015243415	28.865326662204183	31.474441812046056	30.783523948487435	0	0	0	0	0	0	0	0	0	0	0	1
26	29.604332820465665	11	2367.1653306481417	29.604332820465665	31.405178516061596	30.844014874949956	0	0	0	0	0	0	0	0	0	0	0	1
27	34.574092099710086	11	2463.684671093166	34.574092099710086	31.518354001191902	31.18963448561359	0	0	0	0	0	0	0	0	0	0	0	1
28	40.73300005152	11	2577.397629570326	40.73300005152	31.836100416720456	32.247778770754316	0	0	0	0	0	0	0	0	0	0	0	1
29	43.86479849199762	11	2699.853525360486	43.86479849199762	32.237057019229695	33.70971206120547	0	0	0	0	0	0	0	0	0	0	0	1
30	35.26972000201074	11	2798.314827032766	35.26972000201074	32.33488485738392	34.18308563144396	0	0	0	0	0	0	0	0	0	0	0	1
31	29.883190859677615	11	2881.738734849366	29.883190859677615	32.2582694199556	34.14137710631441	0	0	0	0	0	0	0	0	0	0	0	1
32	31.31766218757492	11	2969.167208456346	31.31766218757492	32.229766170489526	33.465167553987	0	0	0	0	0	0	0	0	0	0	0	1
33	29.314491786148306	11	3051.00349802601	29.314491786148306	32.144022806244195	33.16078281236017	0	0	0	0	0	0	0	0	0	0	0	1
34	33.92967349190686	11	3145.72383652425	33.92967349190686	32.195041397263125	33.73562884532161	0	0	0	0	0	0	0	0	0	0	0	1
35	28.412786612615648	11	3225.042865817802	28.412786612615648	32.08997876435625	33.69037484036274	0	0	0	0	0	0	0	0	0	0	0	1
36	28.191337646271045	11	3303.743683413642	28.191337646271045	31.984610085489084	33.54907532294328	0	0	0	0	0	0	0	0	0	0	0	1
37	30.844805650095765	11	3389.852099186826	30.844805650095765	31.954615231926105	33.176146677981855	0	0	0	0	0	0	0	0	0	0	0	1
38	33.57651052301374	11	3483.586524396906	33.57651052301374	31.99620229067194	32.460497725131226	0	0	0	0	0	0	0	0	0	0	0	1
39	27.903458326923936	11	3561.483678892902	27.903458326923936	31.893883691578242	30.864363708623863	0	0	0	0	0	0	0	0	0	0	0	1
