task	r0_energy	r0_config	r0_reward	r0_rate	r0_avgrate	r0_rollrate	c0	c1	c2	c3	c4	c5	c6	c7	c8	c9	c10	c11
0	0.0	0	88.32859048	0.0	0.0	0.0	1	0	0	0	0	0	0	0	0	0	0	0
1	0.0	0	176.80115804	0.0	0.0	0.0	1	0	0	0	0	0	0	0	0	0	0	0
2	0.0	0	262.45565736	0.0	0.0	0.0	1	0	0	0	0	0	0	0	0	0	0	0
3	0.0	0	346.30633804	0.0	0.0	0.0	1	0	0	0	0	0	0	0	0	0	0	0
4	0.0	0	439.72083168	0.0	0.0	0.0	1	0	0	0	0	0	0	0	0	0	0	0
5	0.0	0	521.269978125	0.0	0.0	0.0	1	0	0	0	0	0	0	0	0	0	0	0
6	0.0	0	618.5423736375	0.0	0.0	0.0	1	0	0	0	0	0	0	0	0	0	0	0
7	0.0	0	718.6865375625	0.0	0.0	0.0	1	0	0	0	0	0	0	0	0	0	0	0
8	0.0	0	831.9470015025	0.0	0.0	0.0	1	0	0	0	0	0	0	0	0	0	0	0
9	0.0	0	941.9487457575	0.0	0.0	0.0	1	0	0	0	0	0	0	0	0	0	0	0
10	0.0	0	1057.115468695	0.0	0.0	0.0	1	0	0	0	0	0	0	0	0	0	0	0
11	0.0	0	1154.640324695	0.0	0.0	0.0	1	0	0	0	0	0	0	0	0	0	0	0
12	0.0	0	1242.4247998824999	0.0	0.0	0.0	1	0	0	0	0	0	0	0	0	0	0	0
13	0.0	0	1325.2583640075	0.0	0.0	0.0	1	0	0	0	0	0	0	0	0	0	0	0
14	0.0	0	1409.162950195	0.0	0.0	0.0	1	0	0	0	0	0	0	0	0	0	0	0
15	0.0	0	1488.8642350075	0.0	0.0	0.0	1	0	0	0	0	0	0	0	0	0	0	0
16	0.0	0	1583.3721108725	0.0	0.0	0.0	1	0	0	0	0	0	0	0	0	0	0	0
17	0.0	0	1668.2050130849998	0.0	0.0	0.0	1	0	0	0	0	0	0	0	0	0	0	0
18	0.0	0	1754.2700385274998	0.0	0.0	0.0	1	0	0	0	0	0	0	0	0	0	0	0
19	0.0	0	1845.1624242999997	0.0	0.0	0.0	1	0	0	0	0	0	0	0	0	0	0	0
20	0.0	0	1930.5608218324996	0.0	0.0	0.0	1	0	0	0	0	0	0	0	0	0	0	0
21	0.0	0	2016.8075947174996	0.0	0.0	0.0	1	0	0	0	0	0	0	0	0	0	0	0
22	0.0	0	2121.0571152549996	0.0	0.0	0.0	1	0	0	0	0	0	0	0	0	0	0	0
23	0.0	0	2214.15596974	0.0	0.0	0.0	1	0	0	0	0	0	0	0	0	0	0	0
24	0.0	0	2312.6521679949997	0.0	0.0	0.0	1	0	0	0	0	0	0	0	0	0	0	0
25	0.0	0	2414.2784732299997	0.0	0.0	0.0	1	0	0	0	0	0	0	0	0	0	0	0
26	0.0	0	2511.8517080799998	0.0	0.0	0.0	1	0	0	0	0	0	0	0	0	0	0	0
27	0.0	0	2594.677647185	0.0	0.0	0.0	1	0	0	0	0	0	0	0	0	0	0	0
28	0.0	0	2702.629527065	0.0	0.0	0.0	1	0	0	0	0	0	0	0	0	0	0	0
29	0.0	0	2792.860976165	0.0	0.0	0.0	1	0	0	0	0	0	0	0	0	0	0	0
30	0.0	0	2875.348527545	0.0	0.0	0.0	1	0	0	0	0	0	0	0	0	0	0	0
31	0.0	0	2956.9308709849997	0.0	0.0	0.0	1	0	0	0	0	0	0	0	0	0	0	0
32	0.0	0	3042.375144965	0.0	0.0	0.0	1	0	0	0	0	0	0	0	0	0	0	0
33	0.0	0	3125.7275673649997	0.0	0.0	0.0	1	0	0	0	0	0	0	0	0	0	0	0
34	0.0	0	3207.9300237724997	0.0	0.0	0.0	1	0	0	0	0	0	0	0	0	0	0	0
35	0.0	0	3293.058305615	0.0	0.0	0.0	1	0	0	0	0	0	0	0	0	0	0	0
36	0.0	0	3380.7916989275	0.0	0.0	0.0	1	0	0	0	0	0	0	0	0	0	0	0
37	0.0	0	3464.6574814475	0.0	0.0	0.0	1	0	0	0	0	0	0	0	0	0	0	0
38	0.0	0	3548.2427377474996	0.0	0.0	0.0	1	0	0	0	0	0	0	0	0	0	0	0
