task	r0_energy	r0_config	r0_reward	r0_rate	r0_avgrate	r0_rollrate	c0	c1	c2	c3	c4	c5	c6	c7	c8	c9	c10	c11
39	0.0	0	3630.9462276424997	0.0	0.0	0.0	1	0	0	0	0	0	0	0	0	0	0	0
40	0.0	0	3739.0779749374997	0.0	0.0	0.0	1	0	0	0	0	0	0	0	0	0	0	0
41	0.0	0	3841.2201615124995	0.0	0.0	0.0	1	0	0	0	0	0	0	0	0	0	0	0
42	0.0	0	3946.6630766224994	0.0	0.0	0.0	1	0	0	0	0	0	0	0	0	0	0	0
43	0.0	0	4050.0816600724993	0.0	0.0	0.0	1	0	0	0	0	0	0	0	0	0	0	0
44	0.0	0	4138.3575559625	0.0	0.0	0.0	1	0	0	0	0	0	0	0	0	0	0	0
45	0.0	0	4225.4427067775	0.0	0.0	0.0	1	0	0	0	0	0	0	0	0	0	0	0
46	0.0	0	4308.882052377499	0.0	0.0	0.0	1	0	0	0	0	0	0	0	0	0	0	0
47	0.0	0	4393.116374757499	0.0	0.0	0.0	1	0	0	0	0	0	0	0	0	0	0	0
48	0.0	0	4477.8873683374995	0.0	0.0	0.0	1	0	0	0	0	0	0	0	0	0	0	0
49	0.0	0	4563.2347624175	0.0	0.0	0.0	1	0	0	0	0	0	0	0	0	0	0	0
50	0.0	0	4667.7426209375	0.0	0.0	0.0	1	0	0	0	0	0	0	0	0	0	0	0
51	0.0	0	4775.490306177499	0.0	0.0	0.0	1	0	0	0	0	0	0	0	0	0	0	0
52	0.0	0	4866.598837977499	0.0	0.0	0.0	1	0	0	0	0	0	0	0	0	0	0	0
53	0.0	0	4955.196416982499	0.0	0.0	0.0	1	0	0	0	0	0	0	0	0	0	0	0
54	0.0	0	5042.528542122499	0.0	0.0	0.0	1	0	0	0	0	0	0	0	0	0	0	0
55	0.0	0	5130.9482112199985	0.0	0.0	0.0	1	0	0	0	0	0	0	0	0	0	0	0
56	0.0	0	5235.7191354649985	0.0	0.0	0.0	1	0	0	0	0	0	0	0	0	0	0	0
57	0.0	0	5339.580555237499	0.0	0.0	0.0	1	0	0	0	0	0	0	0	0	0	0	0
58	0.0	0	5465.544691717499	0.0	0.0	0.0	1	0	0	0	0	0	0	0	0	0	0	0
59	0.0	0	5586.497543347498	0.0	0.0	0.0	1	0	0	0	0	0	0	0	0	0	0	0
