policy	round	interaction	rate	joules	win
r1	0	21	22.789387214774123	59.68649032440842	55.71
r1	1	117	21.471239905626877	58.15127474440612	62.91
r2	0	31	21.014068183046714	54.229853375604414	52.92
r2	1	58	22.211071466187768	57.58425935678309	59.12
r2	2	112	22.326558231837417	59.95094340030418	61.57
r2	3	117	27.129463899246495	54.25892779849299	61.1
