task	r0_energy	r0_config	r0_reward	r0_rate	r1_energy	r1_config	r1_reward	r1_rate	c0	c1	c2	c3	c4	c5	c6	c7	c8	c9	c10	c11
0	33.49794045627	0	33.49794045627	11.999262252992239	38.27310437248	0	38.27310437248	13.709768730440596	2	0	0	0	0	0	0	0	0	0	0	0
1	34.865807692815004	0	68.36374814908501	12.489244546680002	103.54941009512498	0	141.82251446760498	37.09232600422388	2	0	0	0	0	0	0	0	0	0	0	0
2	39.250463371505	1	107.61421152059	14.059867476360001	58.49399203762499	1	200.31650650522997	20.953071774671635	0	2	0	0	0	0	0	0	0	0	0	0
3	76.53986722620101	1	184.15407874679101	27.417265872072004	53.796739371300006	1	254.11324587652996	19.270473804644777	0	2	0	0	0	0	0	0	0	0	0	0
4	76.1790890793	2	260.333167826091	27.288031909002985	110.81310170657497	2	364.9263475831049	39.69424538742984	0	0	2	0	0	0	0	0	0	0	0	0
5	74.15017416114	2	334.48334198723103	26.561256415930746	75.67145923679999	2	440.5978068199049	27.106194353480596	0	0	2	0	0	0	0	0	0	0	0	0
6	113.90766807917998	2	448.391010066411	40.802746774631636	39.81860165054799	0	480.4164084704529	14.263379695718681	1	0	1	0	0	0	0	0	0	0	0	0
7	70.47800423002501	1	518.869014296436	25.245852261501497	40.912690097664004	0	521.3290985681169	14.655291975282626	1	1	0	0	0	0	0	0	0	0	0	0
8	36.85736655864001	1	555.7263808550761	13.202638767274035	40.583780544132	1	561.9128791122489	14.53747362774877	0	2	0	0	0	0	0	0	0	0	0	0
9	59.55681865665	1	615.283199511726	21.33378578745672	35.99910289617599	0	597.9119820084248	12.895201037436175	1	1	0	0	0	0	0	0	0	0	0	0
10	52.85359962969	1	668.1367991414161	18.93263270317254	35.987391574848	0	633.8993735832728	12.891005937258985	1	1	0	0	0	0	0	0	0	0	0	0
11	85.2301334781	2	753.3669326195161	30.530197066782087	40.184360352359995	1	674.0837339356328	14.394397738158803	0	1	1	0	0	0	0	0	0	0	0	0
12	95.2247764266	1	848.5917090461161	34.110367675199996	35.811248933824004	0	709.8949828694568	12.827910065847405	1	1	0	0	0	0	0	0	0	0	0	0
13	55.963078214895	1	904.554787261011	20.04647577846985	67.46159541268	1	777.3565782821369	24.16534761051224	0	2	0	0	0	0	0	0	0	0	0	0
14	36.888075694015	1	941.442862955026	13.213639054572539	36.152987716944	1	813.5095659990809	12.9503239583083	0	2	0	0	0	0	0	0	0	0	0	0
15	34.377602348544	1	975.82046530357	12.314365020373971	83.566179557532	1	897.0757455566129	29.934153871354745	0	2	0	0	0	0	0	0	0	0	0	0
16	66.83376308473801	1	1042.654228388308	23.940452448264367	40.089912955904	1	937.1656585125169	14.360565834950684	0	2	0	0	0	0	0	0	0	0	0	0
17	72.22498518143999	1	1114.879213569748	25.871636482903877	56.493699528912	1	993.6593580414288	20.236549084983405	0	2	0	0	0	0	0	0	0	0	0	0
18	35.92085670735901	1	1150.800070277107	12.867172551889794	76.32952073595601	1	1069.9888787773848	27.341917875566335	0	2	0	0	0	0	0	0	0	0	0	0
19	37.547657752878	1	1188.3477280299849	13.449907254762271	39.959145936864005	1	1109.9480247142487	14.313723917682628	0	2	0	0	0	0	0	0	0	0	0	0
20	65.06856878259201	1	1253.4162968125768	23.308144041525498	37.0214630905	1	1146.9694878047487	13.261419614507462	0	2	0	0	0	0	0	0	0	0	0	0
21	75.547445196735	0	75.547445196735	27.06177141375582	36.69587026224001	1	1183.6653580669888	13.14478934766806	1	1	0	0	0	0	0	0	0	0	0	0
