task	r0_energy	r0_config	r0_reward	r0_rate	r0_avgrate	r0_rollrate	c0	c1	c2	c3	c4	c5	c6	c7	c8	c9	c10	c11
0	0.0	0	85.25211113250002	0.0	0.0	0.0	1	0	0	0	0	0	0	0	0	0	0	0
1	0.0	0	175.55386696250002	0.0	0.0	0.0	1	0	0	0	0	0	0	0	0	0	0	0
2	0.0	0	257.765287715	0.0	0.0	0.0	1	0	0	0	0	0	0	0	0	0	0	0
3	0.0	0	340.05456972499996	0.0	0.0	0.0	1	0	0	0	0	0	0	0	0	0	0	0
4	0.0	0	452.36618414	0.0	0.0	0.0	1	0	0	0	0	0	0	0	0	0	0	0
5	0.0	0	561.0027726874999	0.0	0.0	0.0	1	0	0	0	0	0	0	0	0	0	0	0
6	0.0	0	666.4116234425	0.0	0.0	0.0	1	0	0	0	0	0	0	0	0	0	0	0
7	0.0	0	747.670358825	0.0	0.0	0.0	1	0	0	0	0	0	0	0	0	0	0	0
8	0.0	0	828.2514231225	0.0	0.0	0.0	1	0	0	0	0	0	0	0	0	0	0	0
9	0.0	0	911.138144865	0.0	0.0	0.0	1	0	0	0	0	0	0	0	0	0	0	0
10	0.0	0	1000.9224113849999	0.0	0.0	0.0	1	0	0	0	0	0	0	0	0	0	0	0
11	0.0	0	1082.20096309	0.0	0.0	0.0	1	0	0	0	0	0	0	0	0	0	0	0
12	0.0	0	1164.08011837	0.0	0.0	0.0	1	0	0	0	0	0	0	0	0	0	0	0
13	0.0	0	1253.9805693025	0.0	0.0	0.0	1	0	0	0	0	0	0	0	0	0	0	0
14	0.0	0	1333.5766786225	0.0	0.0	0.0	1	0	0	0	0	0	0	0	0	0	0	0
15	0.0	0	1432.2804938324998	0.0	0.0	0.0	1	0	0	0	0	0	0	0	0	0	0	0
16	0.0	0	1531.2931976224997	0.0	0.0	0.0	1	0	0	0	0	0	0	0	0	0	0	0
17	0.0	0	1615.9075447124997	0.0	0.0	0.0	1	0	0	0	0	0	0	0	0	0	0	0
18	0.0	0	1696.8161142724996	0.0	0.0	0.0	1	0	0	0	0	0	0	0	0	0	0	0
19	0.0	0	1831.6509125524997	0.0	0.0	0.0	1	0	0	0	0	0	0	0	0	0	0	0
20	0.0	0	1912.6899244374997	0.0	0.0	0.0	1	0	0	0	0	0	0	0	0	0	0	0
21	0.0	0	1997.6702945224997	0.0	0.0	0.0	1	0	0	0	0	0	0	0	0	0	0	0
22	0.0	0	2085.8037511674997	0.0	0.0	0.0	1	0	0	0	0	0	0	0	0	0	0	0
23	0.0	0	2169.2267303524995	0.0	0.0	0.0	1	0	0	0	0	0	0	0	0	0	0	0
24	0.0	0	2264.1663380374994	0.0	0.0	0.0	1	0	0	0	0	0	0	0	0	0	0	0
25	0.0	0	2379.3897021699995	0.0	0.0	0.0	1	0	0	0	0	0	0	0	0	0	0	0
26	0.0	0	2479.8359109549997	0.0	0.0	0.0	1	0	0	0	0	0	0	0	0	0	0	0
27	0.0	0	2590.7202805899997	0.0	0.0	0.0	1	0	0	0	0	0	0	0	0	0	0	0
28	0.0	0	2673.484292245	0.0	0.0	0.0	1	0	0	0	0	0	0	0	0	0	0	0
29	0.0	0	2762.7506912199997	0.0	0.0	0.0	1	0	0	0	0	0	0	0	0	0	0	0
30	0.0	0	2843.9175159849997	0.0	0.0	0.0	1	0	0	0	0	0	0	0	0	0	0	0
31	0.0	0	2926.0921459899996	0.0	0.0	0.0	1	0	0	0	0	0	0	0	0	0	0	0
32	0.0	0	3027.0551658424997	0.0	0.0	0.0	1	0	0	0	0	0	0	0	0	0	0	0
33	0.0	0	3112.2738355475	0.0	0.0	0.0	1	0	0	0	0	0	0	0	0	0	0	0
34	0.0	0	3194.3779712325	0.0	0.0	0.0	1	0	0	0	0	0	0	0	0	0	0	0
35	0.0	0	3276.78777504	0.0	0.0	0.0	1	0	0	0	0	0	0	0	0	0	0	0
36	0.0	0	3359.5224060124997	0.0	0.0	0.0	1	0	0	0	0	0	0	0	0	0	0	0
37	0.0	0	3449.8346147525	0.0	0.0	0.0	1	0	0	0	0	0	0	0	0	0	0	0
38	0.0	0	3531.6236675524997	0.0	0.0	0.0	1	0	0	0	0	0	0	0	0	0	0	0
39	0.0	0	3617.5258787524995	0.0	0.0	0.0	1	0	0	0	0	0	0	0	0	0	0	0
40	0.0	0	3701.0097155524995	0.0	0.0	0.0	1	0	0	0	0	0	0	0	0	0	0	0
41	0.0	0	3792.0535619524994	0.0	0.0	0.0	1	0	0	0	0	0	0	0	0	0	0	0
42	0.0	0	3883.4592035524993	0.0	0.0	0.0	1	0	0	0	0	0	0	0	0	0	0	0
43	0.0	0	3968.1941857024995	0.0	0.0	0.0	1	0	0	0	0	0	0	0	0	0	0	0
44	0.0	0	4054.1416167524994	0.0	0.0	0.0	1	0	0	0	0	0	0	0	0	0	0	0
45	0.0	0	4158.540096652499	0.0	0.0	0.0	1	0	0	0	0	0	0	0	0	0	0	0
46	0.0	0	4268.7922490525	0.0	0.0	0.0	1	0	0	0	0	0	0	0	0	0	0	0
47	0.0	0	4366.806811802499	0.0	0.0	0.0	1	0	0	0	0	0	0	0	0	0	0	0
48	0.0	0	4481.832780002499	0.0	0.0	0.0	1	0	0	0	0	0	0	0	0	0	0	0
49	0.0	0	4569.708821112499	0.0	0.0	0.0	1	0	0	0	0	0	0	0	0	0	0	0
50	0.0	0	4653.564951392499	0.0	0.0	0.0	1	0	0	0	0	0	0	0	0	0	0	0
51	0.0	0	4739.618964502499	0.0	0.0	0.0	1	0	0	0	0	0	0	0	0	0	0	0
52	0.0	0	4827.363524132499	0.0	0.0	0.0	1	0	0	0	0	0	0	0	0	0	0	0
53	0.0	0	4925.2519784324995	0.0	0.0	0.0	1	0	0	0	0	0	0	0	0	0	0	0
54	0.0	0	5012.6903489325	0.0	0.0	0.0	1	0	0	0	0	0	0	0	0	0	0	0
55	0.0	0	5105.0094394325	0.0	0.0	0.0	1	0	0	0	0	0	0	0	0	0	0	0
56	0.0	0	5198.572298432499	0.0	0.0	0.0	1	0	0	0	0	0	0	0	0	0	0	0
57	0.0	0	5307.883336307499	0.0	0.0	0.0	1	0	0	0	0	0	0	0	0	0	0	0
58	0.0	0	5421.385649907499	0.0	0.0	0.0	1	0	0	0	0	0	0	0	0	0	0	0
59	0.0	0	5525.585752212499	0.0	0.0	0.0	1	0	0	0	0	0	0	0	0	0	0	0
