task	reward	total_reward	total_reward_dev
0	7.740613329277666	73.7404981029635	23.642152908434355
1	7.823799420502209	132.90255559828648	41.816212972382125
2	6.233941591576598	220.0973092081045	42.1864245699143
3	8.044538747675972	302.32698062349925	55.222602076996374
4	7.000630718116569	378.54321801839046	49.259584233812426
5	5.577622096218657	437.46908502379176	53.13645926527753
6	6.132219355715195	508.8237902497999	44.928739684507775
7	7.002190399731045	568.2207730712195	37.37834377108428
8	5.6615550008552535	653.8176141152737	43.752186920277055
9	11.189608548318573	754.8469379793298	57.53062934583463
10	10.646593638753222	824.5558539761014	87.07953077332414
11	11.947981826407375	892.3455761889452	119.9955273971952
12	3.3540772520547497	962.7008321718768	123.5633941133994
13	7.299675616662507	1043.5579800869662	143.46844209232742
14	5.11202587483263	1111.2844122134038	147.30856282408394
15	6.184323616057133	1182.9200969683634	159.68780375663326
16	8.588813969730625	1248.1072808001134	183.20999573724805
17	8.001767255489106	1319.4755946056996	199.89389909116326
18	10.047359357445583	1386.3213059332313	229.32259762217714
19	6.937896715593463	1461.8292410398117	241.82797343561725
20	9.470818219133136	1518.2275554806856	255.37987982639828
21	10.191090052537998	1571.7938133192254	276.1102881506391
22	9.514224253074717	1633.8179645331193	302.84657528532944
23	5.4359998727537615	1709.3791951647515	316.45770532531157
24	8.268862127416359	1788.1615612354553	301.3133149205549
25	7.586075588446295	1856.368681670408	292.49672832185354
26	9.831067351950152	1939.6578695618086	310.14219664556816
27	9.901779466808419	2009.7687308922305	312.96375302036273
28	7.368769706559727	2091.444684453647	325.8351851301641
29	8.94986438006006	2159.403194344453	351.4262650887321
30	10.21474017772212	57.34851534987025	25.858804728953373
31	6.120766991695822	116.04011719765275	33.32511460367107
32	9.15267780782218	160.2805583174825	29.689507264195644
33	6.42296835541636	233.10272858211152	46.11799144469031
34	9.87071637362851	284.4372279670972	62.66807175077127
35	8.22645205196606	346.39640784459846	82.82227795599684
36	6.8499569793085096	406.3611614140783	67.77484110362944
37	8.711247358219165	468.8145539450427	88.22806488648834
38	10.949365225746984	539.8270336076778	102.49849731743296
39	6.576949557185078	611.3902177785277	113.67107224993514
40	11.086970364178208	679.2642375669942	137.75706271341969
41	9.892763896726388	744.0727633332847	162.1674154658264
42	16.321963745796538	827.3576126421027	150.69308165371825
