task	r0_energy	r0_config	r0_reward	r0_rate	r0_avgrate	r0_rollrate	r1_energy	r1_config	r1_reward	r1_rate	r1_avgrate	r1_rollrate	c0	c1	c2	c3	c4	c5	c6	c7	c8	c9	c10	c11	c12	c13	c14	c15	c16	c17	c18	c19
96	7.198459238557543	17	5484.382824435262	12.801540761442457	20.876318443528366	18.266580392347567	0.8451186912658457	7	5182.787196026934	20.845118691265846	19.72829384689078	16.739563289962998	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
97	0.5063552015753814	17	5539.920869772862	20.50635520157538	20.872543308406396	18.525725151824343	15.301446625821534	7	5278.395280638534	35.301446625821534	19.887203569124765	18.762469580525092	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
98	10.329562101287387	17	5622.0634337971815	30.329562101287387	20.96806875075873	19.61052772912837	2.2924074021169183	7	5338.770550685934	22.29240740211692	19.911498557336806	19.079737692143368	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
99	5.32709783457477	17	5661.802543828541	14.67290216542523	20.905117084905392	17.50646791894567	4.71078463819077	7	5380.178842290834	15.28921536180923	19.86527572538153	19.127050978337902	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
100	1.1490708067249216	17	5719.081277263422	21.14907080672492	20.907532468289745	18.18235289741154	6.208550163764922	7	5417.530685597304	13.791449836235078	19.805138835389982	19.146345078829473	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
101	6.972600974443813	17	5754.36381629097	13.027399025556187	20.830276258066867	17.939049354328468	5.312334035705598	7	5457.309780917268	14.687665964294402	19.75496753273218	18.78637449716968	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
102	7.561156226825851	17	5829.00861440529	27.56115622682585	20.89562460727812	19.310260244023972	3.194474328665599	7	5502.824746277131	16.8055256713344	19.726332174854534	19.063101689792973	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
103	5.797425321646767	17	5867.473920825831	14.202574678353233	20.831268357961537	19.42881702062858	5.120799585151998	7	5543.1225807340115	14.879200414848002	19.679725138700626	19.081228643202206	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
104	7.132754163622398	17	5902.322711632687	12.867245836377602	20.755420524422643	17.995966241199064	4.305697417748181	7	5585.627983560944	15.694302582251819	19.641768733401115	19.105460729188618	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
105	5.537158436834458	17	5941.492907532927	14.462841563165542	20.69605657195795	18.158064836673383	6.391638096528247	7	5622.4839637161795	13.608361903471753	19.584849801043287	18.3194694453449	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
106	1.8169588296758157	17	6000.580504363299	21.816958829675816	20.706532293992698	19.059606643496718	6.236999634434465	7	5659.758756372919	13.763000365565535	19.530439993235085	17.611257612774867	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
107	1.1667130321496622	17	6057.907018825371	21.166713032149662	20.710793226753413	19.125642426554144	5.113115997841723	7	5700.077400545431	14.886884002158277	19.487444104428818	15.569801350408543	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
108	7.093009989609843	17	6092.863450103511	12.906990010390157	20.639198701832647	17.38338521746442	2.7870569283103954	7	5746.6957880312575	17.212943071689605	19.46657712247708	15.061854917365812	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
109	7.130776959984246	17	6127.717595836887	12.869223040015754	20.568562559452495	17.20301730492347	6.94295913933588	7	5782.058607028889	13.05704086066412	19.408308611006053	14.8386374672513	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
110	0.6737334155263994	17	6180.059567836503	19.3262665844736	20.557370703822052	17.020736882698337	1.460734744294399	7	5832.269117096425	18.5392652557056	19.40047939158893	15.313419009198352	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
111	14.803394188206404	17	6274.318760429563	34.803394188206404	20.684567342075486	19.19833639896336	4.4405358526843095	7	5874.409332495406	15.55946414731569	19.36618461262221	15.40059882750048	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
112	7.3029574740543985	17	6348.264270255127	27.3029574740544	20.74313716625229	19.172516523686216	15.348537114301045	7	5970.144953846638	35.348537114301045	19.507621360424675	17.254899971797148	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
113	1.3045921838524386	17	6398.89766642386	18.69540781614756	20.725174628093477	19.62179983746565	17.209469831006523	7	6070.920601305614	37.20946983100652	19.66290073297364	19.487926913413	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
114	1.5619630565492955	17	6448.834016479039	18.438036943450705	20.705286474313972	20.17887894817296	0.7099893867195064	7	6127.010155894645	20.709989386719506	19.672005851701865	19.989495593859765	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
115	7.043564232480245	17	6483.924363349405	12.956435767519755	20.63848603718644	20.02823836860838	6.275264839385601	7	6164.1813136213095	13.724735160614399	19.620736276778693	20.00113291957403	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
116	6.2632897356124335	17	6521.127953648788	13.736710264387566	20.57949650066679	19.22021351207956	0.4228998148942793	7	6217.202626622638	19.57710018510572	19.62036331873021	20.582542901528047	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
117	5.417576646207019	17	6560.622016898644	14.582423353792981	20.52867384687972	18.561784544243892	6.238154722915445	7	6254.474290914742	13.761845277084555	19.570714860750158	20.470039029020676	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
118	5.859063977418339	17	6598.920385293136	14.140936022581661	20.47499537776797	18.685179145463042	0.23825760347471103	7	6307.995676571998	19.76174239652529	19.572320134160034	20.724918961504244	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
119	8.312489238591994	17	6675.600043647656	28.312489238591994	20.540307826608174	20.229505765320663	4.967252617058458	7	6348.709367400798	15.032747382941542	19.534490361233214	20.922489613731987	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
120	3.903514112758401	17	6719.194692925602	16.0964858872416	20.503582025456385	19.906527695597465	6.8825445166178465	7	6384.2358093349585	13.117455483382154	19.48145701513527	20.38030863649964	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
