count	5000ms	500ms
1359	0.68	0.53
1360	0.68	0.53
1361	0.68	0.53
1362	0.68	0.53
1363	0.68	0.53
1364	0.67	0.53
1365	0.67	0.53
1366	0.67	0.53
1367	0.67	0.53
1368	0.67	0.53
1369	0.67	0.53
1370	0.67	0.53
1371	0.67	0.53
1372	0.67	0.53
1373	0.67	0.53
1374	0.67	0.53
1375	0.67	0.52
1376	0.67	0.52
1377	0.67	0.52
1378	0.67	0.52
1379	0.67	0.52
1380	0.67	0.52
1381	0.67	0.52
1382	0.67	0.52
1383	0.67	0.52
1384	0.67	0.52
1385	0.67	0.52
1386	0.67	0.52
1387	0.67	0.52
1388	0.67	0.52
1389	0.67	0.52
1390	0.67	0.52
1391	0.67	0.52
1392	0.67	0.52
1393	0.67	0.52
1394	0.67	0.52
1395	0.67	0.52
1396	0.67	0.52
1397	0.67	0.52
1398	0.67	0.51
1399	0.67	0.51
1400	0.67	0.51
1401	0.67	0.51
1402	0.66	0.51
1403	0.66	0.51
1404	0.66	0.51
1405	0.66	0.51
1406	0.66	0.51
1407	0.66	0.51
1408	0.66	0.51
1409	0.66	0.51
1410	0.66	0.51
1411	0.66	0.51
1412	0.66	0.51
1413	0.66	0.51
1414	0.66	0.51
1415	0.66	0.51
1416	0.66	0.51
1417	0.66	0.51
1418	0.66	0.51
1419	0.66	0.51
1420	0.66	0.51
1421	0.66	0.51
1422	0.66	0.51
1423	0.66	0.51
1424	0.66	0.51
1425	0.66	0.51
1426	0.66	0.51
1427	0.66	0.51
1428	0.66	0.51
1429	0.66	0.51
1430	0.66	0.51
1431	0.66	0.51
1432	0.66	0.51
1433	0.66	0.51
1434	0.66	0.51
1435	0.66	0.5
1436	0.66	0.5
1437	0.66	0.5
1438	0.66	0.5
1439	0.66	0.5
1440	0.66	0.5
1441	0.65	0.5
1442	0.65	0.5
1443	0.65	0.5
1444	0.65	0.5
1445	0.65	0.5
1446	0.65	0.5
1447	0.65	0.5
1448	0.65	0.5
1449	0.65	0.5
1450	0.65	0.5
1451	0.65	0.5
1452	0.65	0.5
1453	0.65	0.5
1454	0.65	0.5
1455	0.65	0.5
1456	0.65	0.5
1457	0.65	0.5
1458	0.65	0.5
1459	0.65	0.5
1460	0.65	0.5
1461	0.65	0.5
1462	0.65	0.5
1463	0.65	0.49
1464	0.65	0.49
1465	0.65	0.49
1466	0.65	0.49
1467	0.65	0.49
1468	0.65	0.49
1469	0.65	0.49
1470	0.65	0.49
1471	0.65	0.49
1472	0.65	0.49
1473	0.65	0.49
1474	0.65	0.49
1475	0.65	0.49
1476	0.64	0.49
1477	0.64	0.49
1478	0.64	0.49
1479	0.64	0.49
1480	0.64	0.49
1481	0.64	0.49
1482	0.64	0.49
1483	0.64	0.49
1484	0.64	0.49
1485	0.64	0.49
1486	0.64	0.49
1487	0.64	0.48
1488	0.64	0.48
1489	0.64	0.48
1490	0.64	0.48
1491	0.64	0.48
1492	0.64	0.48
1493	0.64	0.48
1494	0.64	0.48
1495	0.64	0.48
1496	0.64	0.48
1497	0.64	0.48
1498	0.64	0.48
1499	0.64	0.48
1500	0.64	0.48
1501	0.64	0.48
1502	0.64	0.48
1503	0.64	0.48
1504	0.64	0.48
1505	0.64	0.48
1506	0.64	0.48
1507	0.64	0.48
1508	0.64	0.48
1509	0.64	0.48
1510	0.64	0.48
1511	0.64	0.48
1512	0.64	0.48
1513	0.64	0.48
1514	0.64	0.48
1515	0.64	0.48
1516	0.64	0.48
1517	0.64	0.48
1518	0.64	0.47
1519	0.64	0.47
1520	0.64	0.47
1521	0.64	0.47
1522	0.64	0.47
1523	0.64	0.47
1524	0.64	0.47
1525	0.64	0.47
1526	0.63	0.47
1527	0.63	0.47
1528	0.63	0.47
1529	0.63	0.47
1530	0.63	0.47
1531	0.63	0.47
1532	0.63	0.47
1533	0.63	0.47
1534	0.63	0.47
1535	0.63	0.47
1536	0.63	0.47
1537	0.63	0.47
1538	0.63	0.47
1539	0.63	0.46
1540	0.63	0.46
1541	0.63	0.46
1542	0.63	0.46
1543	0.63	0.46
1544	0.63	0.46
1545	0.63	0.46
1546	0.63	0.46
1547	0.63	0.46
1548	0.63	0.46
1549	0.63	0.46
1550	0.63	0.46
1551	0.63	0.46
1552	0.63	0.46
1553	0.63	0.46
1554	0.62	0.46
1555	0.62	0.46
1556	0.62	0.46
1557	0.62	0.46
1558	0.62	0.46
1559	0.62	0.46
1560	0.62	0.46
1561	0.62	0.46
1562	0.62	0.46
1563	0.62	0.46
1564	0.62	0.46
1565	0.62	0.46
1566	0.62	0.46
1567	0.62	0.46
1568	0.62	0.46
1569	0.62	0.46
1570	0.62	0.46
1571	0.62	0.46
1572	0.62	0.46
1573	0.62	0.46
1574	0.62	0.46
1575	0.62	0.46
1576	0.62	0.46
1577	0.62	0.46
1578	0.62	0.45
1579	0.62	0.45
1580	0.62	0.45
1581	0.62	0.45
1582	0.62	0.45
1583	0.62	0.45
1584	0.62	0.45
1585	0.62	0.45
1586	0.62	0.45
1587	0.62	0.45
1588	0.62	0.45
1589	0.62	0.45
1590	0.62	0.45
1591	0.62	0.45
1592	0.62	0.45
1593	0.62	0.45
1594	0.62	0.45
1595	0.62	0.44
1596	0.62	0.44
1597	0.62	0.44
1598	0.61	0.44
1599	0.61	0.44
1600	0.61	0.44
1601	0.61	0.44
1602	0.61	0.44
1603	0.61	0.44
1604	0.61	0.44
1605	0.61	0.44
1606	0.61	0.44
1607	0.61	0.44
1608	0.61	0.44
1609	0.61	0.44
1610	0.61	0.44
1611	0.61	0.44
1612	0.61	0.44
1613	0.61	0.44
1614	0.61	0.44
1615	0.61	0.44
1616	0.61	0.44
1617	0.61	0.44
1618	0.61	0.44
1619	0.61	0.44
1620	0.61	0.44
1621	0.61	0.44
1622	0.61	0.44
1623	0.61	0.44
1624	0.6	0.44
1625	0.6	0.44
1626	0.6	0.44
1627	0.6	0.43
1628	0.6	0.43
1629	0.6	0.43
1630	0.6	0.43
1631	0.6	0.43
1632	0.6	0.43
1633	0.6	0.43
1634	0.6	0.43
1635	0.6	0.43
1636	0.6	0.43
1637	0.6	0.43
1638	0.6	0.43
1639	0.6	0.43
1640	0.6	0.43
1641	0.6	0.43
1642	0.6	0.43
1643	0.6	0.43
1644	0.6	0.43
1645	0.6	0.43
1646	0.6	0.43
1647	0.6	0.43
1648	0.6	0.43
1649	0.6	0.43
1650	0.6	0.43
1651	0.6	0.42
1652	0.6	0.42
1653	0.6	0.42
1654	0.6	0.42
1655	0.6	0.42
1656	0.6	0.42
1657	0.6	0.42
1658	0.6	0.42
1659	0.6	0.42
1660	0.6	0.42
1661	0.6	0.42
1662	0.6	0.42
1663	0.6	0.42
1664	0.6	0.42
1665	0.6	0.42
1666	0.6	0.42
1667	0.6	0.42
1668	0.6	0.42
1669	0.6	0.42
1670	0.6	0.42
1671	0.6	0.42
1672	0.6	0.42
1673	0.59	0.42
1674	0.59	0.42
1675	0.59	0.42
1676	0.59	0.42
1677	0.59	0.42
1678	0.59	0.42
1679	0.59	0.42
1680	0.59	0.42
1681	0.59	0.42
1682	0.59	0.42
1683	0.59	0.41
1684	0.59	0.41
1685	0.59	0.41
1686	0.59	0.41
1687	0.59	0.41
1688	0.59	0.41
1689	0.59	0.41
1690	0.59	0.41
1691	0.59	0.41
1692	0.59	0.41
1693	0.59	0.41
1694	0.59	0.41
1695	0.59	0.41
1696	0.59	0.41
1697	0.59	0.41
1698	0.59	0.41
1699	0.59	0.41
1700	0.59	0.41
1701	0.59	0.41
1702	0.59	0.41
1703	0.59	0.41
1704	0.59	0.41
1705	0.59	0.41
1706	0.59	0.41
1707	0.59	0.4
1708	0.59	0.4
1709	0.59	0.4
1710	0.59	0.4
1711	0.59	0.4
1712	0.59	0.4
1713	0.59	0.4
1714	0.59	0.4
1715	0.59	0.4
1716	0.59	0.4
1717	0.59	0.4
1718	0.58	0.4
1719	0.58	0.4
1720	0.58	0.4
1721	0.58	0.4
1722	0.58	0.4
1723	0.58	0.4
1724	0.58	0.4
1725	0.58	0.4
1726	0.58	0.4
1727	0.58	0.4
1728	0.58	0.4
1729	0.58	0.4
1730	0.58	0.4
1731	0.58	0.4
1732	0.58	0.4
1733	0.58	0.4
1734	0.58	0.4
1735	0.58	0.4
1736	0.58	0.4
1737	0.58	0.4
1738	0.58	0.4
1739	0.58	0.39
1740	0.58	0.39
1741	0.58	0.39
1742	0.57	0.39
1743	0.57	0.39
1744	0.57	0.39
1745	0.57	0.39
1746	0.57	0.39
1747	0.57	0.39
1748	0.57	0.39
1749	0.57	0.39
1750	0.57	0.39
1751	0.57	0.39
1752	0.57	0.39
1753	0.57	0.39
1754	0.57	0.39
1755	0.57	0.39
1756	0.57	0.39
1757	0.57	0.39
1758	0.57	0.39
1759	0.57	0.39
1760	0.57	0.39
1761	0.57	0.39
1762	0.57	0.39
1763	0.57	0.39
1764	0.57	0.39
1765	0.57	0.39
1766	0.57	0.39
1767	0.57	0.39
1768	0.57	0.39
1769	0.57	0.39
1770	0.57	0.39
1771	0.57	0.38
1772	0.57	0.38
1773	0.57	0.38
1774	0.57	0.38
1775	0.57	0.38
1776	0.57	0.38
1777	0.57	0.38
1778	0.57	0.38
1779	0.57	0.38
1780	0.57	0.38
1781	0.57	0.38
1782	0.57	0.38
1783	0.57	0.38
1784	0.57	0.38
1785	0.57	0.38
1786	0.57	0.38
1787	0.57	0.38
1788	0.57	0.38
1789	0.57	0.38
1790	0.57	0.38
1791	0.57	0.38
1792	0.56	0.38
1793	0.56	0.37
1794	0.56	0.37
1795	0.56	0.37
1796	0.56	0.37
1797	0.56	0.37
1798	0.56	0.37
1799	0.56	0.37
1800	0.56	0.37
1801	0.56	0.37
1802	0.56	0.37
1803	0.56	0.37
1804	0.56	0.37
1805	0.56	0.37
1806	0.56	0.37
1807	0.56	0.37
1808	0.56	0.37
1809	0.56	0.37
1810	0.56	0.37
1811	0.56	0.37
1812	0.56	0.37
1813	0.56	0.37
1814	0.56	0.37
1815	0.56	0.37
1816	0.56	0.37
1817	0.56	0.37
1818	0.56	0.37
1819	0.56	0.37
1820	0.56	0.37
1821	0.56	0.37
1822	0.56	0.37
1823	0.56	0.37
1824	0.56	0.37
1825	0.55	0.37
1826	0.55	0.36
1827	0.55	0.36
1828	0.55	0.36
1829	0.55	0.36
1830	0.55	0.36
1831	0.55	0.36
1832	0.55	0.36
1833	0.55	0.36
1834	0.55	0.36
1835	0.55	0.36
1836	0.55	0.36
1837	0.55	0.36
1838	0.55	0.36
1839	0.55	0.36
1840	0.55	0.36
1841	0.55	0.36
1842	0.55	0.36
1843	0.55	0.36
1844	0.55	0.35
1845	0.55	0.35
1846	0.55	0.35
1847	0.55	0.35
1848	0.55	0.35
1849	0.55	0.35
1850	0.55	0.35
1851	0.55	0.35
1852	0.55	0.35
1853	0.55	0.35
1854	0.55	0.35
1855	0.55	0.35
1856	0.55	0.35
1857	0.55	0.35
1858	0.55	0.35
1859	0.54	0.35
1860	0.54	0.35
1861	0.54	0.35
1862	0.54	0.35
1863	0.54	0.35
1864	0.54	0.35
1865	0.54	0.35
1866	0.54	0.35
1867	0.54	0.35
1868	0.54	0.35
1869	0.54	0.35
1870	0.54	0.35
1871	0.54	0.35
1872	0.54	0.35
1873	0.54	0.35
1874	0.54	0.35
1875	0.54	0.35
1876	0.54	0.35
1877	0.54	0.35
1878	0.54	0.35
1879	0.54	0.35
1880	0.54	0.34
1881	0.54	0.34
1882	0.54	0.34
1883	0.54	0.34
1884	0.54	0.34
1885	0.54	0.34
1886	0.54	0.34
1887	0.54	0.34
1888	0.54	0.34
1889	0.54	0.34
1890	0.54	0.34
1891	0.54	0.34
1892	0.54	0.34
1893	0.54	0.34
1894	0.54	0.34
1895	0.53	0.34
1896	0.53	0.34
1897	0.53	0.33
1898	0.53	0.33
1899	0.53	0.33
1900	0.53	0.33
1901	0.53	0.33
1902	0.53	0.33
1903	0.53	0.33
1904	0.53	0.33
1905	0.53	0.33
1906	0.53	0.33
1907	0.53	0.33
1908	0.53	0.33
1909	0.53	0.33
1910	0.53	0.33
1911	0.53	0.33
1912	0.53	0.33
1913	0.53	0.33
1914	0.53	0.33
1915	0.53	0.33
1916	0.53	0.33
1917	0.53	0.33
1918	0.53	0.33
1919	0.53	0.33
1920	0.53	0.33
1921	0.53	0.33
1922	0.53	0.33
1923	0.53	0.33
1924	0.53	0.33
1925	0.53	0.33
1926	0.53	0.33
1927	0.53	0.32
1928	0.53	0.32
1929	0.53	0.32
1930	0.53	0.32
1931	0.53	0.32
1932	0.53	0.32
1933	0.53	0.32
1934	0.53	0.32
1935	0.53	0.32
1936	0.53	0.32
1937	0.53	0.32
1938	0.53	0.32
1939	0.53	0.32
1940	0.53	0.32
1941	0.53	0.32
1942	0.52	0.32
1943	0.52	0.32
1944	0.52	0.32
1945	0.52	0.32
1946	0.52	0.32
1947	0.52	0.32
1948	0.52	0.32
1949	0.52	0.32
1950	0.52	0.32
1951	0.52	0.31
1952	0.52	0.31
1953	0.52	0.31
1954	0.52	0.31
1955	0.52	0.31
1956	0.52	0.31
1957	0.52	0.31
1958	0.52	0.31
1959	0.52	0.31
1960	0.52	0.31
1961	0.52	0.31
1962	0.52	0.31
1963	0.52	0.31
1964	0.52	0.31
1965	0.52	0.31
1966	0.51	0.31
1967	0.51	0.31
1968	0.51	0.31
1969	0.51	0.31
1970	0.51	0.31
1971	0.51	0.31
1972	0.51	0.31
1973	0.51	0.31
1974	0.51	0.31
1975	0.51	0.31
1976	0.51	0.31
1977	0.51	0.31
1978	0.51	0.31
1979	0.51	0.31
1980	0.51	0.3
1981	0.51	0.3
1982	0.51	0.3
1983	0.51	0.3
1984	0.51	0.3
1985	0.51	0.3
1986	0.51	0.3
1987	0.51	0.3
1988	0.51	0.3
1989	0.51	0.3
1990	0.51	0.3
1991	0.51	0.3
1992	0.51	0.3
1993	0.51	0.3
1994	0.51	0.3
1995	0.51	0.3
1996	0.51	0.3
1997	0.51	0.3
1998	0.51	0.3
1999	0.51	0.3
2000	0.51	0.3
2001	0.51	0.3
2002	0.51	0.3
2003	0.51	0.3
2004	0.51	0.3
2005	0.51	0.3
2006	0.51	0.3
2007	0.51	0.3
2008	0.51	0.3
2009	0.51	0.29
2010	0.51	0.29
2011	0.51	0.29
2012	0.51	0.29
2013	0.51	0.29
2014	0.51	0.29
2015	0.51	0.29
2016	0.5	0.29
2017	0.5	0.29
2018	0.5	0.29
2019	0.5	0.29
2020	0.5	0.29
2021	0.5	0.29
2022	0.5	0.29
2023	0.5	0.29
2024	0.5	0.29
2025	0.5	0.29
2026	0.5	0.29
2027	0.5	0.29
2028	0.5	0.29
2029	0.5	0.29
2030	0.5	0.29
2031	0.5	0.28
2032	0.5	0.28
2033	0.5	0.28
2034	0.5	0.28
2035	0.5	0.28
2036	0.5	0.28
2037	0.5	0.28
2038	0.5	0.28
2039	0.5	0.28
2040	0.5	0.28
2041	0.5	0.28
2042	0.5	0.28
2043	0.5	0.28
2044	0.5	0.28
2045	0.5	0.28
2046	0.5	0.28
2047	0.5	0.28
2048	0.5	0.28
2049	0.5	0.28
2050	0.5	0.28
2051	0.5	0.28
2052	0.5	0.28
2053	0.5	0.28
2054	0.5	0.28
2055	0.5	0.28
2056	0.5	0.28
2057	0.5	0.28
2058	0.5	0.28
2059	0.5	0.28
2060	0.5	0.27
2061	0.5	0.27
2062	0.5	0.27
2063	0.5	0.27
2064	0.5	0.27
2065	0.5	0.27
2066	0.5	0.27
2067	0.5	0.27
2068	0.5	0.27
2069	0.49	0.27
2070	0.49	0.27
2071	0.49	0.27
2072	0.49	0.27
2073	0.49	0.27
2074	0.49	0.27
2075	0.49	0.27
2076	0.49	0.27
2077	0.49	0.27
2078	0.49	0.27
2079	0.49	0.27
2080	0.49	0.27
2081	0.49	0.27
2082	0.49	0.27
2083	0.49	0.27
2084	0.49	0.26
2085	0.49	0.26
2086	0.49	0.26
2087	0.49	0.26
2088	0.49	0.26
2089	0.49	0.26
2090	0.49	0.26
2091	0.49	0.26
2092	0.49	0.26
2093	0.48	0.26
2094	0.48	0.26
2095	0.48	0.26
2096	0.48	0.26
2097	0.48	0.26
2098	0.48	0.26
2099	0.48	0.26
2100	0.48	0.26
2101	0.48	0.26
2102	0.48	0.26
2103	0.48	0.26
2104	0.48	0.26
2105	0.48	0.26
2106	0.48	0.26
2107	0.48	0.26
2108	0.48	0.26
2109	0.48	0.26
2110	0.48	0.26
2111	0.48	0.26
2112	0.48	0.25
2113	0.48	0.25
2114	0.48	0.25
2115	0.48	0.25
2116	0.48	0.25
2117	0.48	0.25
2118	0.48	0.25
2119	0.48	0.25
2120	0.48	0.25
2121	0.48	0.25
2122	0.48	0.25
2123	0.48	0.25
2124	0.48	0.25
2125	0.48	0.25
2126	0.48	0.25
2127	0.48	0.24
2128	0.48	0.24
2129	0.48	0.24
2130	0.48	0.24
2131	0.48	0.24
2132	0.48	0.24
2133	0.48	0.24
2134	0.48	0.24
2135	0.48	0.24
2136	0.48	0.24
2137	0.48	0.24
2138	0.48	0.24
2139	0.48	0.24
2140	0.48	0.24
2141	0.48	0.24
2142	0.48	0.24
2143	0.48	0.24
2144	0.48	0.24
2145	0.48	0.24
2146	0.48	0.24
2147	0.48	0.24
2148	0.48	0.24
2149	0.47	0.24
2150	0.47	0.24
2151	0.47	0.24
2152	0.47	0.24
2153	0.47	0.24
2154	0.47	0.24
2155	0.47	0.24
2156	0.47	0.24
2157	0.47	0.24
2158	0.47	0.24
2159	0.47	0.24
2160	0.47	0.24
2161	0.47	0.24
2162	0.47	0.24
2163	0.47	0.23
2164	0.47	0.23
2165	0.47	0.23
2166	0.47	0.23
2167	0.47	0.23
2168	0.47	0.23
2169	0.46	0.23
2170	0.46	0.23
2171	0.46	0.23
2172	0.46	0.23
2173	0.46	0.23
2174	0.46	0.23
2175	0.46	0.23
2176	0.46	0.23
2177	0.46	0.23
2178	0.46	0.23
2179	0.46	0.23
2180	0.46	0.22
2181	0.46	0.22
2182	0.46	0.22
2183	0.46	0.22
2184	0.46	0.22
2185	0.46	0.22
2186	0.46	0.22
2187	0.46	0.22
2188	0.46	0.22
2189	0.46	0.22
2190	0.46	0.22
2191	0.46	0.22
2192	0.46	0.22
2193	0.46	0.22
2194	0.46	0.22
2195	0.46	0.22
2196	0.46	0.22
2197	0.46	0.22
2198	0.46	0.22
2199	0.46	0.22
2200	0.46	0.22
2201	0.46	0.22
2202	0.46	0.22
2203	0.46	0.22
2204	0.46	0.22
2205	0.46	0.22
2206	0.46	0.22
2207	0.46	0.22
2208	0.46	0.22
2209	0.46	0.21
2210	0.46	0.21
2211	0.46	0.21
2212	0.46	0.21
2213	0.46	0.21
2214	0.46	0.21
2215	0.46	0.21
2216	0.46	0.21
2217	0.46	0.21
2218	0.46	0.21
2219	0.46	0.21
2220	0.46	0.21
2221	0.46	0.21
2222	0.46	0.21
2223	0.46	0.21
2224	0.46	0.21
2225	0.46	0.21
2226	0.46	0.21
2227	0.46	0.21
2228	0.45	0.21
2229	0.45	0.21
2230	0.45	0.21
2231	0.45	0.21
2232	0.45	0.21
2233	0.45	0.2
2234	0.45	0.2
2235	0.45	0.2
2236	0.45	0.2
2237	0.45	0.2
2238	0.45	0.2
2239	0.45	0.2
2240	0.45	0.2
2241	0.45	0.2
2242	0.45	0.2
2243	0.45	0.2
2244	0.45	0.2
2245	0.45	0.2
2246	0.45	0.2
2247	0.45	0.2
2248	0.45	0.2
2249	0.45	0.2
2250	0.45	0.2
2251	0.45	0.2
2252	0.45	0.2
2253	0.45	0.2
2254	0.45	0.2
2255	0.45	0.2
2256	0.44	0.2
2257	0.44	0.2
2258	0.44	0.2
2259	0.44	0.2
2260	0.44	0.2
2261	0.44	0.2
2262	0.44	0.2
2263	0.44	0.2
2264	0.44	0.2
2265	0.44	0.2
2266	0.44	0.2
2267	0.44	0.2
2268	0.44	0.2
2269	0.44	0.2
2270	0.44	0.19
2271	0.44	0.19
2272	0.44	0.19
2273	0.44	0.19
2274	0.44	0.19
2275	0.44	0.19
2276	0.44	0.19
2277	0.44	0.19
2278	0.44	0.19
2279	0.44	0.19
2280	0.44	0.19
2281	0.44	0.19
2282	0.44	0.19
2283	0.44	0.19
2284	0.44	0.19
2285	0.44	0.19
2286	0.44	0.19
2287	0.44	0.19
2288	0.44	0.19
2289	0.44	0.19
2290	0.44	0.19
2291	0.44	0.19
2292	0.44	0.19
2293	0.44	0.19
2294	0.44	0.18
2295	0.44	0.18
2296	0.43	0.18
2297	0.43	0.18
2298	0.43	0.18
2299	0.43	0.18
2300	0.43	0.18
2301	0.43	0.18
2302	0.43	0.18
2303	0.43	0.18
2304	0.43	0.18
2305	0.43	0.18
2306	0.43	0.18
2307	0.43	0.18
2308	0.43	0.18
2309	0.43	0.18
2310	0.43	0.18
2311	0.43	0.18
2312	0.43	0.18
2313	0.43	0.18
2314	0.43	0.18
2315	0.43	0.18
2316	0.43	0.18
2317	0.43	0.18
2318	0.43	0.17
2319	0.43	0.17
2320	0.43	0.17
2321	0.43	0.17
2322	0.43	0.17
2323	0.43	0.17
2324	0.43	0.17
2325	0.43	0.17
2326	0.43	0.17
2327	0.43	0.17
2328	0.43	0.17
2329	0.43	0.17
2330	0.43	0.17
2331	0.42	0.17
2332	0.42	0.17
2333	0.42	0.17
2334	0.42	0.17
2335	0.42	0.17
2336	0.42	0.17
2337	0.42	0.17
2338	0.42	0.17
2339	0.42	0.17
2340	0.42	0.17
2341	0.42	0.17
2342	0.42	0.17
2343	0.42	0.17
2344	0.42	0.17
2345	0.42	0.17
2346	0.42	0.17
2347	0.42	0.17
2348	0.42	0.17
2349	0.42	0.17
2350	0.42	0.17
2351	0.42	0.16
2352	0.42	0.16
2353	0.42	0.16
2354	0.42	0.16
2355	0.42	0.16
2356	0.42	0.16
2357	0.42	0.16
2358	0.42	0.16
2359	0.42	0.16
2360	0.42	0.16
2361	0.42	0.16
2362	0.42	0.16
2363	0.42	0.16
2364	0.42	0.16
2365	0.42	0.16
2366	0.42	0.16
2367	0.42	0.16
2368	0.42	0.16
2369	0.42	0.16
2370	0.42	0.16
2371	0.42	0.16
2372	0.42	0.16
2373	0.42	0.16
2374	0.42	0.16
2375	0.42	0
2376	0.41	0
2377	0.41	0
2378	0.41	0
2379	0.41	0
2380	0.41	0
2381	0.41	0
2382	0.41	0
2383	0.41	0
2384	0.41	0
2385	0.41	0
2386	0.41	0
2387	0.41	0
2388	0.41	0
2389	0.41	0
2390	0.41	0
2391	0.41	0
2392	0.41	0
2393	0.41	0
2394	0.41	0
2395	0.41	0
2396	0.41	0
2397	0.41	0
2398	0.41	0
2399	0.41	0
2400	0.41	0
2401	0.41	0
2402	0.41	0
2403	0.41	0
2404	0.41	0
2405	0.41	0
2406	0.41	0
2407	0.41	0
2408	0.41	0
2409	0.41	0
2410	0.41	0
2411	0.4	0
2412	0.4	0
2413	0.4	0
2414	0.4	0
2415	0.4	0
2416	0.4	0
2417	0.4	0
2418	0.4	0
2419	0.4	0
2420	0.4	0
2421	0.4	0
2422	0.4	0
2423	0.4	0
2424	0.4	0
2425	0.4	0
2426	0.4	0
2427	0.4	0
2428	0.4	0
2429	0.4	0
2430	0.4	0
2431	0.4	0
2432	0.4	0
2433	0.4	0
2434	0.4	0
2435	0.4	0
2436	0.4	0
2437	0.4	0
2438	0.4	0
2439	0.4	0
2440	0.4	0
2441	0.4	0
2442	0.4	0
2443	0.4	0
2444	0.4	0
2445	0.4	0
2446	0.4	0
2447	0.4	0
2448	0.4	0
2449	0.4	0
2450	0.4	0
2451	0.4	0
2452	0.4	0
2453	0.4	0
2454	0.4	0
2455	0.4	0
2456	0.4	0
2457	0.4	0
2458	0.4	0
2459	0.39	0
2460	0.39	0
2461	0.39	0
2462	0.39	0
2463	0.39	0
2464	0.39	0
2465	0.39	0
2466	0.39	0
2467	0.39	0
2468	0.39	0
2469	0.39	0
2470	0.39	0
2471	0.39	0
2472	0.39	0
2473	0.39	0
2474	0.39	0
2475	0.39	0
2476	0.39	0
2477	0.39	0
2478	0.39	0
2479	0.39	0
2480	0.39	0
2481	0.39	0
2482	0.39	0
2483	0.39	0
2484	0.39	0
2485	0.39	0
2486	0.39	0
2487	0.39	0
2488	0.39	0
2489	0.39	0
2490	0.39	0
2491	0.39	0
2492	0.39	0
2493	0.39	0
2494	0.39	0
2495	0.39	0
2496	0.39	0
2497	0.39	0
2498	0.39	0
2499	0.39	0
2500	0.39	0
2501	0.39	0
2502	0.39	0
2503	0.39	0
2504	0.39	0
2505	0.39	0
2506	0.39	0
2507	0.38	0
2508	0.38	0
2509	0.38	0
2510	0.38	0
2511	0.38	0
2512	0.38	0
2513	0.38	0
2514	0.38	0
2515	0.38	0
2516	0.38	0
2517	0.38	0
2518	0.38	0
2519	0.38	0
2520	0.38	0
2521	0.38	0
2522	0.38	0
2523	0.38	0
2524	0.38	0
2525	0.38	0
2526	0.38	0
2527	0.38	0
2528	0.38	0
2529	0.38	0
2530	0.38	0
2531	0.38	0
2532	0.38	0
2533	0.38	0
2534	0.38	0
2535	0.38	0
2536	0.38	0
2537	0.38	0
2538	0.38	0
2539	0.38	0
2540	0.38	0
2541	0.38	0
2542	0.37	0
2543	0.37	0
2544	0.37	0
2545	0.37	0
2546	0.37	0
2547	0.37	0
2548	0.37	0
2549	0.37	0
2550	0.37	0
2551	0.37	0
2552	0.37	0
2553	0.37	0
2554	0.37	0
2555	0.37	0
2556	0.37	0
2557	0.37	0
2558	0.37	0
2559	0.37	0
2560	0.37	0
2561	0.37	0
2562	0.37	0
2563	0.37	0
2564	0.37	0
2565	0.37	0
2566	0.37	0
2567	0.37	0
2568	0.37	0
2569	0.37	0
2570	0.37	0
2571	0.37	0
2572	0.37	0
2573	0.37	0
2574	0.37	0
2575	0.37	0
2576	0.37	0
2577	0.37	0
2578	0.37	0
2579	0.37	0
2580	0.37	0
2581	0.37	0
2582	0.37	0
2583	0.37	0
2584	0.37	0
2585	0.36	0
2586	0.36	0
2587	0.36	0
2588	0.36	0
2589	0.36	0
2590	0.36	0
2591	0.36	0
2592	0.36	0
2593	0.36	0
2594	0.36	0
2595	0.36	0
2596	0.36	0
2597	0.36	0
2598	0.36	0
2599	0.36	0
2600	0.36	0
2601	0.36	0
2602	0.36	0
2603	0.36	0
2604	0.36	0
2605	0.36	0
2606	0.36	0
2607	0.36	0
2608	0.36	0
2609	0.36	0
2610	0.36	0
2611	0.36	0
2612	0.35	0
2613	0.35	0
2614	0.35	0
2615	0.35	0
2616	0.35	0
2617	0.35	0
2618	0.35	0
2619	0.35	0
2620	0.35	0
2621	0.35	0
2622	0.35	0
2623	0.35	0
2624	0.35	0
2625	0.35	0
2626	0.35	0
2627	0.35	0
2628	0.35	0
2629	0.35	0
2630	0.35	0
2631	0.35	0
2632	0.35	0
2633	0.35	0
2634	0.35	0
2635	0.35	0
2636	0.35	0
2637	0.35	0
2638	0.35	0
2639	0.35	0
2640	0.35	0
2641	0.35	0
2642	0.35	0
2643	0.35	0
2644	0.35	0
2645	0.35	0
2646	0.35	0
2647	0.35	0
2648	0.35	0
2649	0.35	0
2650	0.35	0
2651	0.35	0
2652	0.35	0
2653	0.35	0
2654	0.35	0
2655	0.35	0
2656	0.35	0
2657	0.35	0
2658	0.35	0
2659	0.35	0
2660	0.35	0
2661	0.35	0
2662	0.34	0
2663	0.34	0
2664	0.34	0
2665	0.34	0
2666	0.34	0
2667	0.34	0
2668	0.34	0
2669	0.34	0
2670	0.34	0
2671	0.34	0
2672	0.34	0
2673	0.34	0
2674	0.34	0
2675	0.34	0
2676	0.34	0
2677	0.34	0
2678	0.34	0
2679	0.34	0
2680	0.34	0
2681	0.34	0
2682	0.34	0
2683	0.34	0
2684	0.34	0
2685	0.34	0
2686	0.34	0
