task	r0_energy	r0_config	r0_reward	r0_rate	r0_avgrate	r0_rollrate	r1_energy	r1_config	r1_reward	r1_rate	r1_avgrate	r1_rollrate	r2_energy	r2_config	r2_reward	r2_rate	r2_avgrate	r2_rollrate	r3_energy	r3_config	r3_reward	r3_rate	r3_avgrate	r3_rollrate	c0	c1	c2	c3	c4	c5	c6	c7	c8	c9	c10	c11	c12	c13	c14	c15	c16	c17	c18	c19	c20	c21	c22	c23	c24	c25	c26	c27	c28	c29
58	3.7133126918780306	19	4348.367134588377	33.71331269187803	27.212727830540036	31.573044224950706	7.322871004782272	4	4443.755447939435	37.32287100478227	27.809682073154217	35.25013197250069	2.957596404571568	14	4567.250446773047	32.95759640457157	28.582532131043845	37.5933000686812	18.080592381359267	14	2743.782311676329	11.919407618640735	17.170997517661508	16.235935550925678	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
59	2.294288599056003	19	4435.8308328774865	32.294288599056	27.2974205100153	31.858895051916146	17.775446064507335	4	4573.147281030809	47.775446064507335	28.142444806343438	36.88255849473235	6.854159151315692	14	4667.063794474527	36.85415915131569	28.72039258138171	36.13628191819753	16.971000851793967	14	2779.0691843693867	13.028999148206031	17.101964211503915	16.15487260840937	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
60	0.3402311188401228	19	4518.002292157678	30.340231118840123	27.34730265114358	31.882581257926926	8.872828728501041	4	4678.427858837165	38.87282872850104	28.31835273949356	37.10283356357989	2.2990691470331086	14	4754.540440081075	32.29906914703311	28.779059410326816	35.2052879152296	12.396591642825229	14	2826.745082003402	17.60340835717477	17.11018460733459	16.750637472137427	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
61	1.1398272350030716	19	4596.165260062879	28.86017276499693	27.37170378201218	31.66880295154357	0.48299921596430906	4	4760.985981713735	30.48299921596431	28.35326639233986	36.31167055202012	0.7980781659611083	14	4837.951901780553	30.79807816596111	28.811624228966078	33.91393846398883	17.92744864336726	14	2859.441575260949	12.07255135663274	17.028932458129717	16.648270602050548	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
62	5.01736260469292	19	4691.0039504505885	35.01736260469292	27.49306344586425	32.19726135608105	1.2586517716175933	4	4845.6448302618655	31.258651771617593	28.399383620582366	35.95219806990199	1.7672935108548842	14	4923.988321705785	31.767293510854884	28.858539614392885	33.549000229798374	18.237814050166154	14	2891.297495541749	11.762185949833846	16.945333307204386	14.318018161695694	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
63	4.865498929567011	19	4785.431343384833	34.86549892956701	27.608257750297106	32.63251762749375	1.7001019860221476	4	4931.4992731406755	31.700101986022148	28.450957345042365	35.49721316813349	0.8628604421645498	14	5007.575235403314	30.86286044216455	28.889857127326817	33.29755662063194	18.166141137526154	14	2923.347529960949	11.833858862473846	16.86546651900547	13.602542602329489	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
64	5.277216761017108	19	4880.973805445921	35.27721676101711	27.726241735077416	32.978273945728276	4.102646400317532	4	5023.860607141535	34.10264640031753	28.537906407431215	35.573491909700344	14.844300788747816	14	5129.028550039506	44.844300788747816	29.135310106733296	34.53027726573441	17.219789420924307	14	2957.960600279279	12.780210579075694	16.802616427621935	13.518702199949058	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
65	15.501438798749518	19	5004.206868859201	45.50143879874952	27.995562902708812	33.96818706240431	0.8356449160984667	4	5107.373812122635	30.835644916098467	28.572720627259507	35.25760371543179	7.664690818964672	14	5231.037087674202	37.66469081896467	29.26454314782771	34.302113531784485	18.182149003776	14	2989.967280060719	11.817850996224	16.727089678661358	12.597624517046068	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
66	1.74031589605217	19	5090.170224411008	31.74031589605217	28.051454738430355	33.992162712503436	0.0020415719261563936	4	5188.629341379935	30.002041571926156	28.594053775687367	34.83366170968667	8.235434757695991	14	5334.591390142962	38.23543475769599	29.398437052452607	34.910283067271	18.332456610520616	14	3021.566876740559	11.667543389479384	16.65157406240491	12.606145421564714	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
67	0.3856427653631975	19	5172.4646735672	30.385642765363198	28.085781032944073	33.7995480930213	0.18737289628430887	4	5269.371873119165	29.81262710371569	28.61197397168778	34.21658587634525	5.222825421379191	14	5429.986542325864	35.22282542137919	29.48408982258388	35.150630860868866	17.489324369568003	14	3055.4499565729793	12.510675630431997	16.590678497228836	12.699669188817305	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
68	6.67943899970215	19	5271.80482085806	36.67943899970215	28.210326800578247	34.09616072380371	0.7818480507825321	4	5348.504367981629	29.218151949217468	28.62075915976792	33.40611397078877	2.065984097452798	14	5516.831915923132	32.0659840974528	29.521508580190677	35.06146963015699	13.607701219465849	14	3099.8457657702593	16.39229878053415	16.587803428870945	13.146958305006645	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
69	0.10857109386830288	19	5352.7607741455	29.891428906131697	28.234342544943296	33.85587475451128	0.2997517982902238	4	5430.566195768665	30.299751798290224	28.644744768889666	31.658544544167064	9.51502710579691	14	5623.851781001333	39.51502710579691	29.66427313055648	35.327556425605096	9.122848161798643	14	3156.3880519987215	20.877151838201357	16.64907983471852	13.931773574006177	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
70	1.295843973449358	19	5437.520351573592	31.295843973449358	28.27746228337296	33.95143603997221	1.183029225772792	4	5508.612158282197	28.816970774227208	28.647170487274703	30.652958748739678	1.260312953678774	14	5708.515128584213	31.260312953678774	29.686752564684962	35.22368080626967	10.178648699236437	14	3210.0708784382896	19.821351300763563	16.693759714521974	14.153567868365055	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
71	1.2678517861971628	19	5522.204116827876	31.267851786197163	28.318995470912185	34.192203942092235	2.2444176220873864	4	5583.783527222377	27.755582377912614	28.63478731908912	30.38021706493451	2.0932891480320066	14	5795.434453360133	32.09328914803201	29.720176683898117	35.353201904476755	11.475760037358281	14	3260.2406950037775	18.52423996264172	16.719183051301414	14.798736728965958	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
72	1.3223608499889288	19	5599.872722859156	28.67763915001107	28.32390839802313	33.55823159662405	2.6738715492923077	4	5657.791791776377	27.326128450707692	28.616860485275676	29.986964732843518	0.2367807536640001	14	5876.043172152294	29.763219246336	29.720766308041103	35.152794478024866	17.32016357206597	14	3294.5819186627655	12.679836427934031	16.66384953591282	14.890501776775974	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
73	4.236803121840005	19	5692.597397980806	34.236803121840005	28.403812380777406	33.49536201585134	2.0646337052750745	4	5733.450075491257	27.935366294724925	28.60765110432229	29.610491163713796	0.9355486368000072	14	5954.759394594294	29.064451363199993	29.711897187164872	34.97295357012841	18.37538454244431	14	3326.0652521936454	11.624615457555691	16.595751778097185	14.869577436284157	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
74	2.3573682104935436	19	5767.4628590773855	27.642631789506456	28.39366330622713	32.731903518700285	2.0832659147520083	4	5809.057896972137	27.91673408524799	28.5984388774013	28.99189993220684	0.6936575776098444	14	6034.130738654933	29.306342422390156	29.70648979030121	33.41915773349265	12.735788175855511	14	3372.8224925507034	17.26421182414449	16.604664578711148	15.31797756079104	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
75	1.3593851538904609	19	5845.031190952265	28.64061484610954	28.396912668594005	31.04582112343628	5.434958120764065	4	5905.027575215873	35.434958120764065	28.688393077971863	29.451831252673408	0.16692759705600224	14	6115.832834230293	30.166927597056002	29.712548182495354	32.669381411301785	16.51527799974646	14	3409.3436146347235	13.48472200025354	16.56361270267881	15.484664661193994	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
76	1.5156005124830791	19	5922.17643956429	28.48439948751692	28.39804886104755	30.72022948258275	6.223533264057224	4	6003.132977806028	36.223533264057224	28.786252041427513	30.073980421886507	0.7899315565033902	14	6194.943436264763	29.21006844349661	29.70602247159927	31.766844779881847	1.0249571430332303	14	3487.8176890390087	28.97504285696677	16.724800107279954	17.21541460794273	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
77	4.859178234904618	19	5990.26616517809	25.14082176509538	28.356289539304573	30.19574738255597	3.7062512141080504	4	6094.420741510904	33.70625121410805	28.849328953897775	30.46334283292574	0.6418165841165546	14	6277.931689513412	30.641816584116555	29.718019832016154	31.30874389615558	18.357599298167262	14	3519.349190939806	11.642400701832738	16.65964114054345	17.128587115082805	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
78	5.173708577556923	19	6057.50403778054	24.826291422443077	28.31160601883797	29.01043262483007	2.29297667674966	4	6181.880886677101	32.29297667674966	28.89291943140223	30.770825305678972	1.4922437455945854	14	6363.223182991063	31.492243745594585	29.74047836256778	31.25136986096976	8.506538373913848	14	3577.5606495104557	21.49346162608615	16.72082874162627	17.638703399638004	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
79	1.8889262015158081	19	6143.869879576312	31.888926201515808	28.356322521121445	29.210182354368477	0.561456240092685	4	6261.61027602685	29.438543759907315	28.89973973550854	30.684704501840674	6.675824790753964	14	6462.553541799355	36.675824790753964	29.827170192920114	30.96744962946546	13.255948970649602	14	3622.9091210482798	16.7440510293504	16.721119020222822	17.22539331875291	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
80	2.0360025241993753	19	6230.634053079352	32.036002524199375	28.401750669307592	29.28419820944348	0.5041009005489272	4	6341.49500275453	29.495899099451073	28.90709972765598	30.75259733436306	8.039272570708441	14	6565.576571678357	38.03927257070844	29.928554172892806	31.64534559116843	18.365091652867942	14	3654.420331155096	11.634908347132058	16.658326295863677	16.40674902338976	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
81	4.075514896408613	19	6322.921905923792	34.07551489640861	28.470942915979556	29.56496452046462	0.16628906708677604	4	6422.29463653117	29.833710932913224	28.918399864305457	30.96041018986312	6.596727571885296	14	6664.692708852213	36.596727571885296	30.0098733606854	32.09568943355376	18.165263684387817	14	3686.472742009879	11.834736315612185	16.599502027811827	15.737798658686808	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
82	0.463414831999021	19	6402.916824087128	29.53658516800098	28.483781979256918	29.650859122263615	1.008783320214647	4	6506.276758023418	31.008783320214647	28.943585207147738	31.328675676813823	2.591945480706819	14	6752.9625611957945	32.59194548070682	30.04098266333626	32.378562056990845	17.616013911800493	14	3720.012704332086	12.383986088199505	16.5487126791418	15.708213624713355	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
83	0.3525025318153894	19	6483.212129730127	29.64749746818461	28.497635735077488	29.191928556898073	0.21070492060578516	4	6586.956098863444	29.789295079394215	28.953653181817337	31.514068555280744	1.0873712354363043	14	6837.157524958435	31.087371235436304	30.053439670146975	32.580854044214476	18.237782877655384	14	3751.868709038436	11.762217122344614	16.491730589179927	15.721973791192244	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
84	1.262807947199999	19	6561.042024873127	28.7371920528	28.50045404469775	29.301384583227435	1.7382687487384594	4	6672.913910057944	31.73826874873846	28.98641336495759	31.89622202162979	12.734792859086411	14	6952.897588951794	42.73479285908641	30.20263206060509	33.923699087884096	9.872468559415388	14	3806.380773356686	20.12753144058461	16.53450471684351	16.008305752836257	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
85	1.2475755941630773	19	6638.913174305602	28.752424405836923	28.50338393261797	29.312565539200172	0.9332960494759384	4	6756.691586858608	30.93329604947594	29.009051535707798	31.446055814500976	0.5847994178248612	14	7035.731420708403	30.58479941782486	30.207075867084388	33.965486269960984	11.83474231823963	14	3855.578346244787	18.16525768176037	16.553466960621613	16.47635932098694	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
86	0.93640327353231	19	6717.627082106453	29.06359672646769	28.509823160133482	29.37048526309524	1.265811210902399	4	6841.369825554802	31.2658112109024	29.034991302089345	30.950283609185497	0.690987491645906	14	7118.852845164944	30.690987491645906	30.212638069665555	34.11357817477592	10.254193438788928	14	3909.056572348067	19.745806561211072	16.59016051924908	15.553435691411371	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
87	0.5840237299476954	19	6800.458813041728	30.584023729947695	28.533393621154097	29.91480545958048	0.7051749755136001	4	6924.529674446819	30.7051749755136	29.053970662014624	30.65017598532605	2.0945898544127957	14	7205.775692687312	32.094589854412796	30.234023885401317	34.25885550180554	11.810079274937355	14	3958.3209409784454	18.189920725062645	16.60833961249696	16.20818769373436	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
88	6.33912947099077	19	6898.877288692328	36.33912947099077	28.621098518343274	31.06608926443525	0.27475961603741084	4	7005.035533820051	29.72524038396259	29.061513018441005	30.393402356047346	2.9297904249599966	14	7294.960541754912	32.92979042496	30.264313397081754	34.40261016974208	0.2755899082641271	14	4040.317330313327	30.275589908264127	16.76190422256176	17.086400521952157	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
89	2.4619163978584666	19	6973.4595984481275	27.538083602141533	28.609065019274365	30.631005004497815	0.06079040931248869	4	7086.120893128163	29.93920959068751	29.071265202577074	30.443468939125363	2.268627161971196	14	7382.354740318584	32.268627161971196	30.286583550024975	33.9618904068638	17.1015566781216	14	4075.2506143100813	12.8984433218784	16.718976879220836	16.70183975120496	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
90	1.2219480029261582	19	7058.019040956053	31.22194800292616	28.637778019094714	30.549599552370502	4.218485581256857	4	7155.945828012259	25.781514418743143	29.035114095062415	30.072030471054575	8.475979985414412	14	7486.560519445748	38.47597998541441	30.376576917446837	34.0055611483344	17.53089743581292	14	4109.021100421422	12.469102564187079	16.672274963671015	16.78525917291046	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
91	2.3587963525277615	19	7132.8806341679565	27.64120364747224	28.626945688968384	29.90616842747686	4.287883282873107	4	7225.582810787811	25.712116717126893	28.99899455834572	29.659871049475942	1.7936505030144048	14	7572.668322891412	31.793650503014405	30.391979891203004	33.52525344144731	1.413379612321485	14	4186.443197304718	28.586620387678515	16.80177871827979	18.460447580117094	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
92	3.205927057689596	19	7205.447915053381	26.794072942310404	28.607237379864532	29.6319172049078	2.8442047603199967	4	7314.53586534701	32.84420476032	29.040340904603507	29.843413193486477	1.5258157219835056	14	7658.050740471784	31.525815721983506	30.404171674329678	33.41864046557498	1.9033377930240079	14	4262.538324115278	28.096662206975992	16.923229078373296	20.031715191994742	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
93	5.122551756358895	19	7272.824337379909	24.877448243641105	28.567558772032367	29.15491228245345	3.507999380381534	4	7405.2866970022105	33.507999380381534	29.087869186260722	30.215283623585208	2.229454999981293	14	7745.3388477634	32.22945499998129	30.42358958204938	33.53284884202948	16.599572768772923	14	4298.831147866517	13.400427231227077	16.885752462978125	20.195536202882987	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
94	4.851048644753725	19	7340.936080633701	25.148951355246275	28.531573430803043	28.796088212698077	4.337174472775388	4	7498.28321119931	34.33717447277539	29.14312503138193	30.47517419598889	2.318783514742158	14	7832.86888644916	32.31878351474216	30.4435389918672	32.49124790759505	11.457718587252923	14	4349.049826692707	18.542281412747077	16.903189609817797	20.037011200099236	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
95	2.7547270625870794	19	7429.646799761541	32.75472706258708	28.575564614467456	29.196318478373097	4.5472412393759996	4	7567.217766176001	25.452758760624	29.104683716061533	29.92712046710371	7.484481340773421	14	7934.389356747088	37.48448134077342	30.516882141334975	33.18121609988991	18.345728007684922	14	4380.613480005227	11.654271992315078	16.848513384635478	19.385912631154707	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
96	1.412476090226214	19	7514.722255839237	31.412476090226214	28.60481112452683	29.43120641474895	4.966207087517539	4	7635.017621980641	25.03379291248246	29.062715769632884	29.30391863726171	6.322729843910402	14	8032.7634167410115	36.3227298439104	30.576736241361527	33.74439033511636	17.136411478608	14	4415.452365583997	12.863588521392	16.80743168501441	18.6976908271728	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
97	0.4407297147766158	19	7597.165898816756	30.440729714776616	28.623544987692643	29.41687701323184	4.644212899362465	4	7703.689545378201	25.355787100637535	29.024889966888033	28.768979849774105	2.9353446483559367	14	8121.9633084969755	32.93534464835594	30.60080367408596	33.82846581451067	17.696529503279258	14	4448.774264845949	12.303470496720742	16.761472897378763	18.109045804338606	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
98	4.90854905428246	19	7665.121911794741	25.09145094571754	28.587867270096936	28.29210916070452	5.299102065969233	4	7770.587810616201	24.700897934030767	28.981213279687456	28.26654560478092	7.794879991183016	14	8224.32444180643	37.794879991183016	30.673471111632395	34.31497477113298	17.492185097542894	14	4482.649596873437	12.507814902457106	16.718506655005815	16.332268303757907	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
99	5.263643765966769	19	7732.116209928581	24.73635623403323	28.5493521597363	28.011936423893683	1.8387959079138518	4	7846.857738365601	28.161204092086148	28.973013187811443	28.088745054920786	1.0101286290967408	14	8308.310206843567	31.01012862909674	30.67683768680704	34.189124917845525	13.332317428991999	14	4527.791237169917	16.667682571008	16.717998414165837	16.709192228670865	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
100	3.82968167127434	19	7802.994155402213	26.17031832872566	28.525797369330252	27.50677345647364	2.1535405440383997	4	7922.2752327254975	27.8464594559616	28.961859190466395	28.295239558642628	0.4742233262968618	14	8390.84456168562	30.474223326296862	30.67483160402971	33.388949251933774	18.25767281435963	14	4559.593373297693	11.742327185640368	16.668734342596277	16.636514690816192	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
101	3.3218786480160034	19	7875.247400730504	26.678121351983997	28.507682898571954	27.41046522692481	5.295593365593607	4	7989.183000693682	24.704406634406393	28.92011945952463	28.19446855037058	0.09802220754313495	14	8472.360038497716	30.098022207543135	30.669176609946508	33.21938642238665	7.901463902042586	14	4619.44357522966	22.098536097957414	16.721967693139035	15.987706261844087	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
102	1.932727884793838	19	7951.262929375854	28.067272115206162	28.503407065723746	27.53778514421439	5.422610145417597	4	8055.746764883175	24.577389854582403	28.877957036175673	27.367787059796818	1.229494595091694	14	8556.939919692757	31.229494595091694	30.67461659038481	33.18975430969746	9.973177354422646	14	4673.6828865614325	20.026822645577354	16.754053663551055	15.180722305704222	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
103	3.3321329643913877	19	8023.488402597293	26.667867035608612	28.485757642357253	27.71682702341114	5.193895290518398	4	8122.9299651380215	24.806104709481602	28.83880460995746	26.497597592706825	2.354582271969605	14	8644.566913346009	32.354582271969605	30.6907701065539	33.202267036896295	11.679218264507078	14	4723.301670428393	18.320781735492922	16.7691183565505	15.672757756130807	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
104	4.926754645330707	19	8091.395108766189	25.073245354669293	28.453257525331654	27.70925642335344	4.808363929996801	4	8191.157312827613	25.1916360700032	28.80406967148171	25.58304375242961	3.859128679709535	14	8736.268720186888	33.859128679709535	30.72094495010776	33.35630155339304	11.088368053903753	14	4774.520673615737	18.911631946096247	16.789523247879508	15.709692809465722	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
105	4.552802610541292	19	8160.314601695973	25.447197389458708	28.42489846744606	26.978503456040606	3.485096104608001	4	8262.968510877634	26.514903895392	28.78247376793369	25.689258265906414	2.621356755537228	14	8824.618228066469	32.62135675553723	30.73887336336653	32.86998909486942	15.274592627825722	14	4814.401985248709	14.725407372174278	16.770050456599268	16.01680634745164	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
106	4.972852816116188	19	8228.096458652324	25.027147183883812	28.393143782552954	26.33997056540636	4.679555642692804	4	8331.54471434534	25.320444357307196	28.750118352881106	25.717923410388885	6.272334564878392	14	8922.855800846348	36.27233456487839	30.790587954034866	32.86494956696622	18.273295909862398	14	4846.161808826165	11.7267040901376	16.722916378408037	15.903117904326203	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
107	3.423855045074216	19	8300.073517905248	26.576144954925784	28.376319719334187	25.95351208942128	4.603411263579325	4	8400.327142173146	25.396588736420675	28.719067152728694	25.722003573967196	1.6350106115073189	14	9008.533954585846	31.63501061150732	30.798406682344794	32.734916163281355	18.31387193015188	14	4877.811739015337	11.68612806984812	16.676279449625074	15.841383661638938	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
108	8.159919547752366	19	8403.423300013745	38.15991954775237	28.46607751592518	27.260358949624766	3.7484338758144027	4	8471.425133759481	26.251566124185597	28.69642952861362	25.87707039298268	0.8816550923150785	14	9092.171770460865	30.88165509231508	30.79917042922526	32.04359367339456	17.789585004635075	14	4910.881612961117	12.210414995364925	16.635308216099755	15.81164367092972	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
109	5.152883597627078	19	8470.717573603504	24.847116402372922	28.433177869438342	27.27143496645873	1.8096844085287387	4	8557.576362365913	31.80968440852874	28.724731845703758	26.24191842462694	1.7718021649004356	14	9178.220401324137	31.771802164900436	30.808012535913214	32.11976102697493	18.20533246921477	14	4942.825504190327	11.79466753078523	16.591302391687805	15.324342166907446	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
110	3.8570549225132282	19	8541.521383188365	26.14294507748677	28.41254514158292	27.268697641334843	0.9795556790015993	4	8641.47932566321	30.9795556790016	28.74504557393167	26.55522804693094	6.1524217725913815	14	9276.133210291571	36.15242177259138	30.856160366874278	32.687580871604375	15.337082785462151	14	4982.537571646367	14.662917214537849	16.57392955225402	15.616401169797195	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
111	1.885606801695502	19	8627.878234942957	31.885606801695502	28.443554620691067	27.789446186305998	4.3607274397809235	4	8734.53962914595	34.36072743978092	28.79518559059104	27.520860127468392	13.70611180619077	14	9394.503929766672	43.70611180619077	30.970892076153888	34.048389831469144	17.14878424454769	14	5017.342947650717	12.851215755452309	16.54069103621115	14.691669135546684	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
112	4.413475349376007	19	8721.081397347516	34.41347534937601	28.496385777582084	28.42406650972298	1.8454467200049223	4	8820.78771401263	31.845446720004922	28.822179051913285	28.247665814010645	8.254199830011693	14	9498.109054306287	38.25419983001169	31.035346127072984	34.75086035496115	17.28716587460234	14	5051.773540073669	12.71283412539766	16.506816196292444	13.960270283528711	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
113	2.736856529061413	19	8809.743717113724	32.73685652906141	28.533582889437163	29.030965459068263	4.559629489151998	4	8889.68871747951	25.440370510848002	28.792514064710957	28.311092394147288	8.755432020040615	14	9603.071682693897	38.755432020040615	31.103066178765683	35.39094532976825	18.295895352425354	14	5083.472156827517	11.704104647574646	16.464687147619482	13.298602574736886	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
114	4.05949398272972	19	8879.999254243832	25.94050601727028	28.511034394896583	29.11769152532836	4.650779484057594	4	8958.342856376854	25.349220515942406	28.762572381678186	28.326850838741212	4.861225688755198	14	9697.48750226761	34.8612256887552	31.135745826678633	35.491155030672815	17.417053894999384	14	5117.5509691952275	12.582946105000616	16.430932877683667	12.665733990627325	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
115	1.0599112275001872	19	8964.119847151645	31.059911227500187	28.53300747103972	29.6789629091325	4.201666365849604	4	9028.213343302677	25.798333634150396	28.73701859937191	28.25519381261705	4.083010401338591	14	9789.795655437902	34.08301040133859	31.161153279908458	35.63732039525295	12.55894451278154	14	5164.787161139778	17.44105548721846	16.439640831214138	12.93729880213174	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
116	5.445690764298462	19	9030.62110133167	24.55430923570154	28.499001503216316	29.631679114314274	3.2296206998783994	4	9100.716453907173	26.7703793001216	28.720209716472336	28.400187306898488	3.7172232180701528	14	9881.113134986841	33.71722321807015	31.183000031516677	35.381809260572126	18.185382491254156	14	5196.785083559298	11.814617508745844	16.400110717346887	12.946090143992567	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
