task	r0_energy	r0_config	r0_reward	r0_rate	r1_energy	r1_config	r1_reward	r1_rate	c0	c1	c2	c3	c4	c5	c6	c7	c8	c9	c10	c11
0	75.30191435222001	0	75.30191435222001	26.97382006646687	36.125947931976	0	36.125947931976	12.940638065185436	2	0	0	0	0	0	0	0	0	0	0	0
1	36.465983971814	0	111.76789832403401	13.062442019754267	47.374578184499995	0	83.500526116476	16.96999815564179	2	0	0	0	0	0	0	0	0	0	0	0
2	66.26792595124002	1	178.03582427527402	23.73776451984717	40.87826823276	1	124.37879434923599	14.64296175501851	0	2	0	0	0	0	0	0	0	0	0	0
3	37.807768166256	1	215.84359244153	13.54308113418125	50.70415535136001	1	175.082949700596	18.162682513920004	0	2	0	0	0	0	0	0	0	0	0	0
4	39.676963254208	2	255.520555695738	14.21264355374615	37.102930002684	2	212.18587970328	13.290601792006209	0	0	2	0	0	0	0	0	0	0	0	0
5	34.19347741122	2	289.714033106958	12.248409818944479	49.50179902584	2	261.68767872911997	17.73198771074866	0	0	2	0	0	0	0	0	0	0	0	0
6	81.842676129532	3	371.55670923649	29.31677950908609	80.74257179107501	3	342.430250520195	28.92271228337015	0	0	0	2	0	0	0	0	0	0	0	0
7	87.36328697283999	3	458.91999620933	31.294311751465074	50.882627687424	3	393.312878207619	18.22661290295785	0	0	0	2	0	0	0	0	0	0	0	0
8	94.517010083912	4	553.437006293242	33.856839433043106	89.368934506055	4	482.681812713674	32.01275265888537	0	0	0	0	2	0	0	0	0	0	0	0
9	100.25946759074398	4	653.696473883986	35.913839136982915	73.788637037351	4	556.470449751025	26.431750580543643	0	0	0	0	2	0	0	0	0	0	0	0
10	35.324882749728	2	689.0213566337139	12.653689343186148	77.17233537911801	3	633.642785130143	27.64382162834078	0	0	1	1	0	0	0	0	0	0	0	0
11	45.324013911528	0	734.345370545242	16.235467669801075	68.10812805157299	3	701.750913181716	24.396941391608237	1	0	0	1	0	0	0	0	0	0	0	0
12	44.976364540800006	0	779.3217350860419	16.11093655192836	83.864516458632	4	785.615429640348	30.041020821002505	1	0	0	0	1	0	0	0	0	0	0	0
13	39.43109198636999	1	818.752827072412	14.124570263774327	67.89188143542401	3	853.507311075772	24.319479917166813	0	1	0	1	0	0	0	0	0	0	0	0
14	33.544270244324	0	852.297097316736	12.015857997966803	68.512698079232	3	922.020009155004	24.541861998530862	1	0	0	1	0	0	0	0	0	0	0	0
15	67.11328165068801	1	919.410378967424	24.040578501738988	32.946672121584	3	954.966681276588	11.801792998776357	0	1	0	1	0	0	0	0	0	0	0	0
16	35.15946544129601	1	954.56984440872	12.594435381956778	35.579327580720005	3	990.546008857308	12.744833760257912	0	1	0	1	0	0	0	0	0	0	0	0
17	70.794011501752	1	1025.363855910472	25.359048896149968	41.47760417408	3	1032.023613031388	14.857649256386866	0	1	0	1	0	0	0	0	0	0	0	0
18	65.274145573	1	1090.638001483472	23.381783488835822	66.29662007584	3	1098.320233107228	23.748043012241194	0	1	0	1	0	0	0	0	0	0	0	0
19	64.286335687168	1	1154.92433717064	23.027941141672123	67.040688222144	3	1165.3609213293719	24.014574885544114	0	1	0	1	0	0	0	0	0	0	0	0
20	69.07208059038	1	1223.99641776102	24.7422378234197	65.76230074904	3	1231.1232220784118	23.556645044432237	0	1	0	1	0	0	0	0	0	0	0	0
21	65.05446056823	3	1289.05087832925	23.303090352798804	66.149946045312	4	1297.2731681237237	23.695503061007283	0	0	0	1	1	0	0	0	0	0	0	0
22	37.386441670414	1	1326.437319999664	13.392158210297552	34.70141990616	2	1331.9745880298838	12.430359369370745	0	1	1	0	0	0	0	0	0	0	0	0
23	36.86048116632	1	1363.2978011659839	13.203754447637015	79.8016290225	3	1411.7762170523838	28.585658157313436	0	1	0	1	0	0	0	0	0	0	0	0
24	66.42709190491001	4	1429.7248930708938	23.794779189818513	83.12093672959999	3	1494.897153781984	29.774663903140294	0	0	0	1	1	0	0	0	0	0	0	0
25	116.20727067698999	1	1545.9321637478838	41.626485018623285	80.60649128455	3	1575.5036450665339	28.87396702730149	0	1	0	1	0	0	0	0	0	0	0	0
26	34.86119409564	1	1580.7933578435238	12.487591914856118	50.37300655695	3	1625.876651623484	18.044062050250744	0	1	0	1	0	0	0	0	0	0	0	0
27	36.049808597847004	1	1616.8431664413708	12.913364273855644	36.608071742549996	3	1662.484723366034	13.1133391316597	0	1	0	1	0	0	0	0	0	0	0	0
28	40.333193123241	1	1657.1763595646119	14.447710969519164	35.52387077085	3	1698.0085941368839	12.72496863433433	0	1	0	1	0	0	0	0	0	0	0	0
29	36.293543124174	1	1693.4699026887859	13.000672163883223	36.713724555199995	3	1734.722318692084	13.15118491529552	0	1	0	1	0	0	0	0	0	0	0	0
30	52.471030480494	1	1745.9409331692798	18.795593007938148	65.08502055439999	3	1799.807339246484	23.314037213516414	0	1	0	1	0	0	0	0	0	0	0	0
31	52.998256688545005	1	1798.9391898578249	18.98445015709075	65.32222431734999	3	1865.129563563834	23.399005725617908	0	1	0	1	0	0	0	0	0	0	0	0
32	55.575153974461	1	1854.514343832286	19.90751784159797	79.29776369045999	3	1944.427327254294	28.405169083149843	0	1	0	1	0	0	0	0	0	0	0	0
33	82.205259000339	4	1936.719602832625	29.44665994041994	36.24534424308	3	1980.6726714973738	12.98340689304358	0	0	0	1	1	0	0	0	0	0	0	0
34	39.08790382431901	1	1975.807506656944	14.001637190800839	38.06125070748	1	2018.7339222048538	13.633880850440596	0	2	0	0	0	0	0	0	0	0	0	0
35	34.751720369122	1	2010.559227026066	12.44837744565564	68.002341489159	3	2086.736263694013	24.359047697609192	0	1	0	1	0	0	0	0	0	0	0	0
36	35.410698939672	1	2045.9699259657382	12.684429470927283	66.590574449259	3	2153.3268381432717	23.8533401012271	0	1	0	1	0	0	0	0	0	0	0	0
37	48.54053434832	1	2094.510460314058	17.3876540949206	82.222589433348	3	2235.5494275766196	29.452867856721674	0	1	0	1	0	0	0	0	0	0	0	0
38	36.79552956622399	0	36.79552956622399	13.180488202826503	42.634325061888006	3	2278.1837526385075	15.271997037094213	1	0	0	1	0	0	0	0	0	0	0	0
39	36.223321180536004	0	73.01885074676	12.975518034818867	37.123610768244006	3	2315.3073634067514	13.298009827430688	1	0	0	1	0	0	0	0	0	0	0	0
