policy	round	interaction	rate	joules	win
r1	0	38	20.945104603140585	55.118696324054156	50.96
r1	1	63	17.094841173132288	44.446587050143954	48.73
r1	2	90	22.046011726786034	57.1563266990749	62.07
r1	3	117	22.992144809106414	59.60926431990552	59.34
r2	0	55	21.388472016879383	56.38778986268202	57.92
r2	1	117	22.039257400069157	58.65286243566792	58.31
