policy	round	interaction	rate	joules	win
r1	0	117	27.63995256922393	74.41525691714135	80.55
r2	0	24	26.16694507425855	70.8688095761169	50.54
r2	1	38	18.9783959441906	47.4459898604765	52.08
r2	2	72	19.6633879519812	52.05014457877376	51.45
r2	3	116	26.744999383331198	69.90170293370653	55.02
