policy	round	interaction	rate	joules	win
r1	0	104	21.003020686297013	56.546594155415036	54.67
r1	1	117	22.973450554561857	61.851597646897304	55.31
r2	0	24	18.830898830115018	51.000350998228164	43.82
r2	1	35	21.617608949354878	49.13092943035199	51.37
r2	2	46	19.913083333059117	45.25700757513436	48.37
r2	3	57	26.137686385257794	59.403832693767725	54.4
r2	4	81	18.281883827633646	49.51343536650779	52.2
r2	5	102	24.99674992360018	65.4676783713338	54.28
r2	6	117	26.856358780815203	71.61695674884054	57.91
