policy	round	interaction	rate	joules	win
r1	0	31	27.92944820058251	72.07599535634196	62.09
r1	1	62	22.006548145422702	56.791091988187624	59.76
r1	2	83	24.060858299306677	63.016533641041285	62.62
r1	3	114	27.23720596668079	70.28956378498269	65.94
r1	4	117	43.1082601372696	71.84710022878266	69.39
