task	r0_energy	r0_config	r0_reward	r0_rate	r1_energy	r1_config	r1_reward	r1_rate	c0	c1	c2	c3	c4	c5	c6	c7	c8	c9	c10	c11
0	42.01401800239999	0	42.01401800239999	15.049797493397016	69.653092124967	0	69.653092124967	24.95036135819713	2	0	0	0	0	0	0	0	0	0	0	0
1	40.727251944399995	1	82.74126994679999	14.588866368143286	40.27903679368801	1	109.93212891865501	14.428311687291227	0	2	0	0	0	0	0	0	0	0	0	0
2	39.00438338399999	2	121.74565333079998	13.97171942113433	40.16828134540799	2	150.100410264063	14.38863809387749	0	0	2	0	0	0	0	0	0	0	0	0
3	71.73255155620001	3	193.478204887	25.695242348489558	69.194022948372	3	219.29443321243497	24.78591866807355	0	0	0	2	0	0	0	0	0	0	0	0
4	82.20472387319998	4	275.68292876019996	29.44646825308656	87.52577496440401	4	306.82020817683895	31.352516405159644	0	0	0	0	2	0	0	0	0	0	0	0
5	40.983212113935004	3	316.66614087413495	14.680553593051345	88.64708755862398	3	395.4672957354629	31.75418061801456	0	0	0	2	0	0	0	0	0	0	0	0
6	167.75306889957	3	484.41920977370495	60.09065154611462	68.00305497585599	0	463.47035071131893	24.35930327493349	1	0	0	1	0	0	0	0	0	0	0	0
7	74.17833883236	0	558.597548606065	26.571345253382685	49.671443210819994	0	513.141793922139	17.792755777010147	2	0	0	0	0	0	0	0	0	0	0	0
8	39.43744388306099	0	598.0349924891259	14.1268455700517	38.022911787888	0	551.164705710027	13.620147506109134	2	0	0	0	0	0	0	0	0	0	0	0
9	68.651079759675	0	666.6860722488009	24.591431555704478	64.833911946264	0	615.998617656291	23.2240878613483	2	0	0	0	0	0	0	0	0	0	0	0
10	93.16508885838	0	759.8511611071809	33.372569143300296	65.74671285109198	0	681.745330507383	23.551061319794147	2	0	0	0	0	0	0	0	0	0	0	0
11	34.464752277228	0	794.315913384409	12.345582905275702	42.354905563872	0	724.1002360712549	15.171906470640717	2	0	0	0	0	0	0	0	0	0	0	0
12	73.304472385914	1	867.620385770323	26.25831846659606	36.27638651270399	0	760.3766225839589	12.994526512013369	1	1	0	0	0	0	0	0	0	0	0	0
13	65.971900774668	0	933.592286544991	23.631725650627345	36.440401571316	0	796.8170241552749	13.053278174799763	2	0	0	0	0	0	0	0	0	0	0	0
14	54.260893860768	0	987.853180405759	19.436738099379582	86.93292966797999	3	883.7499538232549	31.14015391091821	1	0	0	1	0	0	0	0	0	0	0	0
15	53.99108882832	0	1041.8442692340789	19.34009152059224	49.80803305679999	0	933.557986880055	17.841683483032835	2	0	0	0	0	0	0	0	0	0	0	0
16	93.33742057021199	0	1135.181689804291	33.43429990574758	51.33285172568	0	984.890838605735	18.387887185318206	2	0	0	0	0	0	0	0	0	0	0	0
17	104.896552997964	0	1240.0782428022549	37.574884655987105	52.631145290125005	0	1037.52198389586	18.852947566611945	2	0	0	0	0	0	0	0	0	0	0	0
18	36.425889088800005	1	1276.5041318910548	13.048079673600002	49.384400209919995	0	1086.90638410578	17.689934403553433	1	1	0	0	0	0	0	0	0	0	0	0
19	36.173211075935995	0	1312.6773429669909	12.957568146603938	36.869149904400004	0	1123.77553401018	13.20685966724776	2	0	0	0	0	0	0	0	0	0	0	0
20	34.42715059104	0	1347.1044935580308	12.33211364455164	35.076248304855	0	35.076248304855	12.56462625845552	2	0	0	0	0	0	0	0	0	0	0	0
21	82.05612895344001	0	1429.1606225114708	29.393240222127773	76.49788581053	1	111.574134115385	27.40222775302567	1	1	0	0	0	0	0	0	0	0	0	0
22	39.555267169344	1	1468.7158896808148	14.169050926332178	51.708408328800004	2	163.282542444185	18.522414923749256	0	1	1	0	0	0	0	0	0	0	0	0
23	40.733130661871996	0	1509.4490203426867	14.590972177386984	36.640204024875	2	199.92274646906	13.124849202940297	1	0	1	0	0	0	0	0	0	0	0	0
24	39.21560051277	0	1548.6646208554566	14.047379288156419	37.02730690824	2	236.9500533773	13.263512922354629	1	0	1	0	0	0	0	0	0	0	0	0
25	35.110240966372004	1	1583.7748618218286	12.57680273422281	36.72467624385	1	273.67472962115	13.155107908244775	0	2	0	0	0	0	0	0	0	0	0	0
26	36.446163104945	0	1620.2210249267737	13.055342007741494	39.46870082596	1	313.14343044711	14.13804208691104	1	1	0	0	0	0	0	0	0	0	0	0
27	96.76860104045998	0	1716.9896259672337	34.66337947717969	40.458326759334	1	353.601757206444	14.492534958567404	1	1	0	0	0	0	0	0	0	0	0	0
28	77.98634620277998	0	1794.9759721700136	27.935407595025666	53.16452033521199	1	406.766277541656	19.044007284255038	1	1	0	0	0	0	0	0	0	0	0	0
29	39.045986714826	0	1834.0219588848397	13.986622106803344	52.23533025506399	1	459.00160779672	18.711163076440837	1	1	0	0	0	0	0	0	0	0	0	0
30	36.29628214748	0	1870.3182410323197	13.00165330656	53.310184395038995	1	512.311792191759	19.09618545493934	1	1	0	0	0	0	0	0	0	0	0	0
31	34.529197270359994	0	1904.8474383026798	12.368667678934923	53.49233586245999	1	565.804128054219	19.16143374177671	1	1	0	0	0	0	0	0	0	0	0	0
32	45.196970503482	0	1950.0444088061618	16.189959583336837	38.084680726091996	1	603.8888087803109	13.642273692928477	1	1	0	0	0	0	0	0	0	0	0	0
33	34.318666522403994	0	1984.3630753285659	12.293253679667103	36.82560954243599	1	640.714418322747	13.191263119678567	1	1	0	0	0	0	0	0	0	0	0	0
34	39.151770386519	0	39.151770386519	14.024514765320236	42.704084042004	0	42.704084042004	15.296985328479042	2	0	0	0	0	0	0	0	0	0	0	0
35	50.98142785494	1	90.133198241459	18.2620040077397	37.2065475705	1	79.910631612504	13.32771853271642	0	2	0	0	0	0	0	0	0	0	0	0
36	40.975025607594006	2	131.108223849053	14.677621113168001	35.311635728886	2	115.22226734139001	12.648944141690508	0	0	2	0	0	0	0	0	0	0	0	0
37	35.72047996920001	1	166.828703818253	12.795395809862688	51.392819044999996	3	166.61508638639	18.4093680161194	0	1	0	1	0	0	0	0	0	0	0	0
38	53.03675601081001	1	219.865459829063	18.998240959096123	52.13742182404	4	218.75250821043	18.67609139965612	0	1	0	0	1	0	0	0	0	0	0	0
39	86.07680963836502	1	305.94226946742805	30.833484049563587	93.405274485926	4	312.157782696356	33.458605786003346	0	1	0	0	1	0	0	0	0	0	0	0
40	50.578637278064996	1	356.52090674549305	18.117720816023283	56.213899302899996	3	368.371681999256	20.13632213835224	0	1	0	1	0	0	0	0	0	0	0	0
41	95.77444044714	1	452.295347192633	34.30726224972179	49.68970250926099	3	418.061384508517	17.79929642122782	0	1	0	1	0	0	0	0	0	0	0	0
42	52.178815002258006	1	504.47416219489105	18.69091880677899	42.244798142987996	3	460.30618265150497	15.132465006443462	0	1	0	1	0	0	0	0	0	0	0	0
43	65.983380221952	1	570.457542416843	23.6358376914455	37.1172661349	3	497.42344878640495	13.295737122949255	0	1	0	1	0	0	0	0	0	0	0	0
44	66.45336448050601	1	636.910906897349	23.804190261673792	66.41990693457001	3	563.843355720975	23.792205469099702	0	1	0	1	0	0	0	0	0	0	0	0
45	88.51958261848799	0	88.51958261848799	31.70850720662256	38.828628146376005	3	602.671983867351	13.908762321089911	1	0	0	1	0	0	0	0	0	0	0	0
46	46.68088398072	1	135.20046659920797	16.721510679660895	85.54929297874199	3	688.2212768460929	30.64452285805683	0	1	0	1	0	0	0	0	0	0	0	0
47	35.925806447999996	2	171.12627304720797	12.868945593313432	40.68710166423	3	728.9083785103229	14.57448417823164	0	0	1	1	0	0	0	0	0	0	0	0
48	36.71041224	3	207.83668528720796	13.149998414328358	55.723630444019996	3	784.632008954343	19.960703442634028	0	0	0	2	0	0	0	0	0	0	0	0
49	35.94563966399999	4	243.78232495120795	12.876050028895518	37.465397611344	3	822.0974065656869	13.420440935406805	0	0	0	1	1	0	0	0	0	0	0	0
50	50.15755188799999	1	293.93987683920795	17.96688425838806	69.47198298348599	3	891.5693895491729	24.885486441845728	0	1	0	1	0	0	0	0	0	0	0	0
51	48.938846739999995	1	342.87872357920793	17.530333160597014	44.951857207612	0	44.951857207612	16.102157805711762	1	1	0	0	0	0	0	0	0	0	0	0
52	38.012233951999995	1	380.8909575312079	13.61632260967164	55.473226360333	1	100.425083567945	19.871006457432713	0	2	0	0	0	0	0	0	0	0	0	0
53	40.10517565599999	1	420.9961331872079	14.366033070805969	52.457610239869005	2	152.882693807814	18.790785757565015	0	1	1	0	0	0	0	0	0	0	0	0
54	37.86268902	1	458.8588222072079	13.562754275820893	40.507431163992	3	193.39012497180602	14.510124596056837	0	1	0	1	0	0	0	0	0	0	0	0
55	41.128151488	1	499.9869736952079	14.732472174805972	66.78074078755199	4	260.170865759358	23.921459386585784	0	1	0	0	1	0	0	0	0	0	0	0
56	36.229905936	1	536.2168796312079	12.97787675319403	46.600298355891	1	306.771164115249	16.692644187184836	0	2	0	0	0	0	0	0	0	0	0	0
57	35.25670211599999	1	571.473581747208	12.629266429611937	40.459883792532	4	347.231047907781	14.493092701802503	0	1	0	0	1	0	0	0	0	0	0	0
58	35.542093848	1	607.015675595208	12.731496303761196	37.450581794079994	4	384.68162970186097	13.415133776983879	0	1	0	0	1	0	0	0	0	0	0	0
59	66.06417590308199	0	66.06417590308199	23.664779427969666	51.778412364599994	2	436.46004206646097	18.547490996274625	1	0	1	0	0	0	0	0	0	0	0	0
60	80.63347310479999	1	146.69764900788198	28.88363215694329	62.985477710699996	2	499.44551977716094	22.56196216502687	0	1	1	0	0	0	0	0	0	0	0	0
