Final Configuration: 0 Total Regret: 372.12608988371267
Final Configuration: 1 Total Regret: 1289.8601359162494
Final Configuration: 1 Total Regret: 1463.596515457618
Final Configuration: 4 Total Regret: 1992.380876618573
Final Configuration: 2 Total Regret: 1496.936993919011
Final Configuration: 5 Total Regret: 1419.6020978738625
Final Configuration: 0 Total Regret: 612.2526453419614
Final Configuration: 1 Total Regret: 1260.5683219264847
Final Configuration: 5 Total Regret: 1962.513908474959
Final Configuration: 4 Total Regret: 1847.8713591084725
Final Configuration: 6 Total Regret: 1279.3128563085993
Final Configuration: 0 Total Regret: 286.5888265476906
Final Configuration: 1 Total Regret: 1080.2375053097494
Final Configuration: 0 Total Regret: 489.2251809715972
Final Configuration: 7 Total Regret: 2380.1793328148715
Final Configuration: 4 Total Regret: 1817.5176123776992
Final Configuration: 0 Total Regret: 114.391582071833
Final Configuration: 0 Total Regret: 461.4222249839413
Final Configuration: 4 Total Regret: 1934.6819736980287
Final Configuration: 1 Total Regret: 1216.8100755078067
Final Configuration: 1 Total Regret: 1191.092300766125
Final Configuration: 4 Total Regret: 1745.2160128789938
Final Configuration: 5 Total Regret: 1628.9404553479017
Final Configuration: 3 Total Regret: 977.588377069017
Final Configuration: 1 Total Regret: 1106.228649955624
Final Configuration: 4 Total Regret: 2074.478515634005
Final Configuration: 0 Total Regret: 399.22536566809504
Final Configuration: 0 Total Regret: 355.2784517988166
Final Configuration: 1 Total Regret: 1795.5163841049362
Final Configuration: 0 Total Regret: 221.8166800044146
Final Configuration: 3 Total Regret: 545.0709821381879
Final Configuration: 6 Total Regret: 1009.3081451631451
Final Configuration: 2 Total Regret: 1210.2316858166942
Final Configuration: 0 Total Regret: 170.7465932081459
Final Configuration: 0 Total Regret: 356.48878779745155
Final Configuration: 6 Total Regret: 1067.5397979525032
Final Configuration: 0 Total Regret: 158.94877882793207
Final Configuration: 8 Total Regret: 2800.638499883974
Final Configuration: 0 Total Regret: 395.4359148652802
Final Configuration: 1 Total Regret: 1361.4027598348594
Final Configuration: 0 Total Regret: 469.7576126228487
Final Configuration: 3 Total Regret: 494.98590947041976
Final Configuration: 0 Total Regret: 400.5847450446363
Final Configuration: 0 Total Regret: 338.6728483140869
Final Configuration: 0 Total Regret: 313.16523082238746
Final Configuration: 2 Total Regret: 1019.542107422697
Final Configuration: 0 Total Regret: 248.92731285536047
Final Configuration: 0 Total Regret: 599.1030994160419
Final Configuration: 0 Total Regret: 332.58823587095776
Final Configuration: 0 Total Regret: 262.9569327876534
Final Configuration: 1 Total Regret: 1333.2260177236521
Final Configuration: 7 Total Regret: 2494.6067227515314
Final Configuration: 1 Total Regret: 1322.6676189058016
Final Configuration: 0 Total Regret: 388.27395701869773
Final Configuration: 0 Total Regret: 584.7380521461309
Final Configuration: 2 Total Regret: 1402.4667836310846
Final Configuration: 0 Total Regret: 376.3217439911805
Final Configuration: 1 Total Regret: 1111.4584569546178
Final Configuration: 3 Total Regret: 635.9134299842599
Final Configuration: 1 Total Regret: 1137.740976963647
Final Configuration: 5 Total Regret: 1572.9833990077404
Final Configuration: 0 Total Regret: 535.9978021234929
Final Configuration: 3 Total Regret: 760.3894977042555
Final Configuration: 0 Total Regret: 521.1922459031612
Final Configuration: 6 Total Regret: 896.9811508835655
Final Configuration: 1 Total Regret: 1474.7122839685271
Final Configuration: 3 Total Regret: 904.1116595845488
Final Configuration: 3 Total Regret: 755.861739703797
Final Configuration: 3 Total Regret: 884.3527666016307
Final Configuration: 4 Total Regret: 1353.7536704321546
Final Configuration: 2 Total Regret: 1365.2160400018502
Final Configuration: 6 Total Regret: 987.0821682093438
Final Configuration: 3 Total Regret: 689.1644219292739
Final Configuration: 0 Total Regret: 569.0740667718819
Final Configuration: 5 Total Regret: 2316.6259438288344
Final Configuration: 5 Total Regret: 1859.5518831249901
Final Configuration: 3 Total Regret: 584.564976274165
Final Configuration: 1 Total Regret: 1323.8542484594527
Final Configuration: 4 Total Regret: 1829.251317522575
Final Configuration: 6 Total Regret: 1278.9656730375336
Final Configuration: 0 Total Regret: 351.9296279464752
Final Configuration: 9 Total Regret: 1557.0928208197438
Final Configuration: 5 Total Regret: 1966.5152253437545
Final Configuration: 3 Total Regret: 666.1295449866129
Final Configuration: 0 Total Regret: 430.8326938871751
Final Configuration: 0 Total Regret: 445.88913453396617
Final Configuration: 5 Total Regret: 1864.3326670648667
Final Configuration: 1 Total Regret: 1150.6319910478478
Final Configuration: 0 Total Regret: 119.63688903799812
Final Configuration: 3 Total Regret: 303.4231607408856
Final Configuration: 4 Total Regret: 1782.8092358803833
Final Configuration: 6 Total Regret: 1034.5765583619623
Final Configuration: 4 Total Regret: 1311.3645106082477
Final Configuration: 1 Total Regret: 1350.5437012696311
Final Configuration: 0 Total Regret: 248.87764128213803
Final Configuration: 0 Total Regret: 618.7617641324459
Final Configuration: 4 Total Regret: 1844.1937733734921
Final Configuration: 3 Total Regret: 727.266128864535
Final Configuration: 1 Total Regret: 1297.6296842895554
Final Configuration: 1 Total Regret: 1234.5604105990897
