task	r0_energy	r0_config	r0_reward
0	2.145311448	3	2.145311448
1	0.0	3	2.145311448
2	0.0	3	2.145311448
3	1.6207589760000003	3	3.7660704240000005
4	0.0	3	3.7660704240000005
5	0.0	3	3.7660704240000005
6	1.5597442	3	5.325814624
7	0.0	3	5.325814624
8	0.0	3	5.325814624
9	0.0	3	5.325814624
10	0.0	3	5.325814624
11	0.43544959999999966	4	0.43544959999999966
12	0.0	4	0.43544959999999966
13	0.0	4	0.43544959999999966
14	0.07074080000000027	4	0.5061903999999999
15	0.0	4	0.5061903999999999
16	0.0	4	0.5061903999999999
17	1.519310031	4	2.025500431
18	0.0	4	2.025500431
19	0.0	4	2.025500431
20	1.649284569	4	3.674785
21	0.03681615599999999	4	3.711601156
22	0.0	5	0.0
23	1.7886471699999997	5	1.7886471699999997
24	0.0	5	1.7886471699999997
25	0.0	5	1.7886471699999997
26	1.42306159	5	3.2117087599999996
27	0.0	5	3.2117087599999996
28	0.0	5	3.2117087599999996
29	1.8194526869999998	5	5.031161447
30	0.0	5	5.031161447
31	0.0	5	5.031161447
32	1.2794349859999996	5	6.310596432999999
33	0.0	6	0.0
34	0.0	6	0.0
35	0.0	6	0.0
36	0.0	6	0.0
37	0.49110360200000036	6	0.49110360200000036
38	0.0	6	0.49110360200000036
39	0.0	6	0.49110360200000036
40	0.05606172300000001	6	0.5471653250000004
41	0.0	6	0.5471653250000004
42	0.0	6	0.5471653250000004
43	0.016297222000000167	6	0.5634625470000005
44	0.0	7	0.0
45	0.0	7	0.0
46	1.4013742059999998	7	1.4013742059999998
47	0.0	7	1.4013742059999998
48	0.0	7	1.4013742059999998
49	1.850072236	7	3.2514464419999998
50	0.0	7	3.2514464419999998
51	0.000547785999999828	7	3.2519942279999996
52	2.0945643919999997	7	5.34655862
53	0.0	7	5.34655862
54	0.0	7	5.34655862
55	1.411110912	7	6.7576695319999995
56	0.02813091599999984	7	6.785800448
57	0.0	7	6.785800448
58	1.979545176	7	8.765345624
59	0.0	7	8.765345624
60	0.0	7	8.765345624
61	1.6230773040000002	7	10.388422928
62	0.0	7	10.388422928
63	0.814125384	7	11.202548312000001
64	0.0	7	11.202548312000001
65	0.0	7	11.202548312000001
66	1.071702096	7	12.274250408
67	0.0	7	12.274250408
68	0.0	7	12.274250408
69	0.16903624799999983	7	12.443286656
70	0.008946170999999836	7	12.452232827
71	0.0	7	12.452232827
72	2.0059472849999995	7	14.458180111999999
73	0.0	7	14.458180111999999
74	0.0	7	14.458180111999999
75	1.8168717699999997	7	16.275051882
76	0.0	7	16.275051882
77	0.0	7	16.275051882
78	1.8741655599999996	7	18.149217441999998
79	0.0	7	18.149217441999998
80	0.0	7	18.149217441999998
81	1.494756326	7	19.643973768
82	0.0	7	19.643973768
83	0.0030788999999999955	7	19.647052667999997
84	1.5362595850000005	7	21.183312252999997
85	0.0	7	21.183312252999997
86	0.0	7	21.183312252999997
87	1.435767835	7	22.619080087999997
88	0.0	7	22.619080087999997
89	0.0	7	22.619080087999997
90	0.0	7	22.619080087999997
91	0.0	7	22.619080087999997
92	0.4296883400000002	7	23.048768427999995
93	0.0	7	23.048768427999995
94	0.0	7	23.048768427999995
