tick	gps500_level	gps500_watts	gps5000_level	gps5000_watts
1177	60	2.3143	75	1.2266
1178	60	2.3143	75	1.2266
1179	60	2.2693	75	1.2266
1180	60	2.2693	75	1.2266
1181	60	2.2693	75	2.6407
1182	60	2.2693	75	2.6407
1183	60	2.2693	75	2.6407
1184	60	2.2693	75	2.6407
1185	60	2.78	75	2.6407
1186	60	2.78	75	2.6407
1187	60	2.78	75	1.3125
1188	60	2.78	75	1.3125
1189	60	2.78	74	1.3208
1190	60	2.7677	74	1.3208
1191	60	2.3738	74	1.3208
1192	60	2.3738	74	1.3208
1193	60	2.3738	74	1.1535
1194	60	2.3738	74	1.1535
1195	60	2.3738	74	1.1535
1196	60	2.3738	74	1.1535
1197	60	2.3412	74	1.1535
1198	60	2.3412	74	1.1535
1199	60	2.3412	74	1.3475
1200	60	2.3412	74	1.3475
1201	60	2.3412	74	1.3475
1202	60	2.3412	74	1.3475
1203	59	2.3374	74	1.3475
1204	59	2.3374	74	1.3475
1205	59	2.3374	74	2.3708
1206	59	2.3374	74	2.3708
1207	59	2.3374	74	2.3708
1208	59	2.3374	74	2.3708
1209	59	2.2954	74	2.3708
1210	59	2.2954	74	2.3708
1211	59	2.2954	74	1.2106
1212	59	2.2954	74	1.2106
1213	59	2.2954	74	1.2106
1214	59	2.2954	74	1.2106
1215	59	2.2447	74	1.2106
1216	59	2.2447	74	1.2106
1217	59	2.2447	74	2.3738
1218	59	2.2447	74	2.3738
1219	59	2.2447	74	2.3738
1220	59	2.2447	74	2.3738
1221	59	2.2447	74	2.3738
1222	59	2.9179	74	2.3738
1223	59	2.9179	74	1.76
1224	59	2.9179	74	1.76
1225	59	2.9179	74	1.76
1226	59	2.9179	74	1.76
1227	59	2.9179	74	1.76
1228	59	2.3764	74	1.76
1229	59	2.3764	74	1.1547
1230	59	2.3764	74	1.1547
1231	59	2.3764	73	1.1532
1232	59	2.3764	73	1.1532
1233	59	2.3764	73	1.1532
1234	59	2.3158	73	1.1532
1235	59	2.3158	73	2.6996
1236	59	2.3158	73	2.6996
1237	59	2.3158	73	2.6996
1238	59	2.3158	73	2.6996
1239	59	2.3158	73	2.6996
1240	59	2.2523	73	2.6996
1241	59	2.2523	73	1.3586
1242	59	2.2523	73	1.3586
1243	59	2.2523	73	1.3586
1244	59	2.2523	73	1.3586
1245	59	2.2523	73	1.3586
1246	57	2.348	73	1.3586
1247	57	2.348	73	1.3586
1248	57	2.348	73	1.234
1249	57	2.348	73	1.234
1250	57	2.348	73	1.234
1251	57	2.348	73	1.234
1252	57	2.3567	73	1.234
1253	57	2.3567	73	1.234
1254	57	2.3567	73	1.1666
1255	57	2.3567	73	1.1666
1256	57	2.3567	73	1.1666
1257	57	2.3567	73	1.1666
1258	57	2.8367	73	1.1666
1259	57	2.8367	73	1.1666
1260	57	2.8367	73	1.1879
1261	57	2.8367	73	1.1879
1262	57	2.8367	73	1.1879
1263	57	2.8367	73	1.1879
1264	57	2.57	73	1.1879
1265	57	2.57	73	1.1879
1266	57	2.57	73	3.0131
1267	57	2.57	73	3.0131
1268	57	2.57	73	3.0131
1269	57	2.57	73	3.0131
1270	57	2.2539	73	3.0131
1271	57	2.2539	73	3.0131
1272	57	2.2539	73	1.1581
1273	57	2.2539	73	1.1581
1274	57	2.2539	73	1.1581
1275	57	2.2539	73	1.1581
1276	57	2.2539	73	1.1581
1277	57	2.3044	73	1.1581
1278	57	2.3044	73	1.2383
1279	57	2.3044	73	1.2383
1280	57	2.3044	73	1.2383
1281	57	2.3044	73	1.2383
1282	57	2.3044	73	1.2383
1283	57	2.33	73	1.2383
1284	57	2.33	73	1.4667
1285	57	2.33	73	1.4667
1286	57	2.33	73	1.4667
1287	57	2.33	73	1.4667
1288	57	2.33	73	1.4667
1289	56	2.7785	73	1.4667
1290	56	2.7785	73	2.3927
1291	56	2.7785	73	2.3927
1292	56	2.7785	73	2.3927
1293	56	2.7785	73	2.3927
1294	56	2.7785	73	2.3927
1295	56	2.7182	73	2.3927
1296	56	2.7182	71	2.3387
1297	56	2.7182	71	2.3387
1298	56	2.7182	71	2.3387
1299	56	2.7182	71	2.3387
1300	56	2.7182	71	2.3387
1301	56	2.9768	71	2.3387
1302	56	2.9768	71	1.3397
1303	56	2.9768	71	1.3397
1304	56	2.9768	71	1.3397
1305	56	2.9768	71	1.3397
1306	56	2.9768	71	1.3397
1307	56	2.3628	71	1.3397
1308	56	2.3628	71	1.6302
1309	55	2.3578	71	1.6302
1310	55	2.3578	71	1.6302
1311	55	2.3578	71	1.6302
1312	55	2.3578	71	1.6302
1313	55	2.2543	71	1.6302
1314	55	2.2543	71	2.5976
1315	55	2.2543	71	2.5976
1316	55	2.2543	71	2.5976
1317	55	2.2543	71	2.5976
1318	55	2.2543	71	2.5976
1319	55	2.2687	71	2.5976
1320	55	2.2687	71	2.5976
1321	55	2.2687	71	1.5342
1322	55	2.2687	71	1.5342
1323	55	2.2687	71	1.5342
1324	55	2.2687	71	1.5342
1325	55	2.3225	71	1.5342
1326	55	2.3225	71	1.5342
1327	55	2.3225	71	1.8303
1328	55	2.3225	71	1.8303
1329	55	2.3225	71	1.8303
1330	55	2.3225	71	1.8303
1331	55	2.3225	71	1.8303
1332	54	2.4257	71	1.8303
1333	54	2.4257	71	1.1783
1334	54	2.4257	71	1.1783
1335	54	2.4257	71	1.1783
1336	54	2.4257	71	1.1783
1337	54	2.4257	71	1.1783
1338	54	2.547	71	1.1783
1339	54	2.547	71	1.1916
1340	54	2.547	71	1.1916
1341	54	2.547	71	1.1916
1342	54	2.547	71	1.1916
1343	54	2.547	71	1.1916
1344	54	2.6671	71	1.1916
1345	54	2.6671	71	1.62
1346	54	2.6671	71	1.62
1347	54	2.6671	71	1.62
1348	54	2.6671	71	1.62
1349	54	2.6671	71	1.62
1350	54	2.3142	71	1.62
1351	54	2.3142	71	1.6164
1352	54	2.3142	71	1.6164
1353	54	2.3142	71	1.6164
1354	54	2.3142	71	1.6164
1355	54	2.3142	71	1.6164
1356	54	2.3258	71	1.6164
1357	54	2.3258	71	2.4164
1358	54	2.3258	71	2.4164
1359	54	2.3258	71	2.4164
1360	54	2.3258	71	2.3901
1361	54	2.3258	70	2.3901
1362	54	2.2986	70	2.3901
1363	54	2.2986	70	1.3322
1364	54	2.2986	70	1.3322
1365	54	2.2986	70	1.3322
1366	54	2.2986	70	1.3322
1367	54	2.2986	70	1.3322
1368	54	2.9836	70	1.3322
1369	54	2.9836	70	2.3561
1370	54	2.9836	70	2.3561
1371	54	2.9836	70	2.3561
1372	54	2.9836	70	2.3561
1373	54	2.9836	70	2.3561
1374	53	2.3655	70	2.3561
1375	53	2.3655	70	1.2247
1376	53	2.3655	70	1.2247
1377	53	2.3655	70	1.2247
1378	53	2.3655	70	1.2247
1379	53	2.3655	70	1.2247
1380	53	2.3655	70	1.2247
1381	53	2.5911	70	1.1697
1382	53	2.5911	70	1.1697
1383	53	2.5911	70	1.1697
1384	53	2.5911	70	1.1697
1385	53	2.5911	70	1.1697
1386	53	2.5911	70	1.1697
1387	53	2.3167	70	1.3561
1388	53	2.3167	70	1.3561
1389	53	2.3167	70	1.3561
1390	53	2.3167	70	1.3561
1391	53	2.3167	70	1.3561
1392	53	2.3167	70	1.3561
1393	53	2.2794	70	1.3561
1394	53	2.2794	70	1.9305
1395	53	2.2794	70	1.9305
1396	53	2.2794	70	1.9305
1397	53	2.2794	70	1.9305
1398	53	2.2794	70	1.9305
1399	53	2.2915	70	1.9305
1400	53	2.2915	70	2.3883
1401	53	2.2915	70	2.3883
1402	53	2.2915	70	2.3883
1403	53	2.2915	70	2.3883
1404	53	2.2915	70	2.3883
1405	53	2.6278	70	2.3883
1406	53	2.6278	70	2.7242
1407	53	2.6278	70	2.7242
1408	53	2.6278	70	2.7242
1409	53	2.6278	70	2.7242
1410	53	2.6278	70	2.7242
1411	53	2.4223	70	2.7242
1412	53	2.4223	70	1.2145
1413	53	2.4223	70	1.2145
1414	53	2.4223	70	1.2145
1415	53	2.4223	70	1.2145
1416	53	2.4223	70	1.2145
1417	53	2.5061	70	1.2145
1418	51	2.5081	70	2.4302
1419	51	2.5081	70	2.4302
1420	51	2.5081	70	2.4302
1421	51	2.5081	70	2.4302
1422	51	2.5081	68	2.4203
1423	51	2.2973	68	2.4203
1424	51	2.2973	68	2.9667
1425	51	2.2973	68	2.9667
1426	51	2.2973	68	2.9667
1427	51	2.2973	68	2.9538
1428	51	2.3004	68	2.9538
1429	51	2.3044	68	2.9538
1430	51	2.3044	68	1.2232
1431	51	2.3044	68	1.2232
1432	51	2.3044	68	1.2232
1433	51	2.3044	68	1.2232
1434	51	2.3044	68	1.2232
1435	51	2.3044	68	1.2232
1436	51	2.3217	68	2.6657
1437	51	2.3217	68	2.6657
1438	51	2.3217	68	2.6657
1439	51	2.3217	68	2.6657
1440	51	2.3217	68	2.6657
1441	51	2.3217	68	2.6657
1442	51	2.661	68	1.1551
1443	51	2.661	68	1.1551
1444	51	2.661	68	1.1551
1445	51	2.661	68	1.1551
1446	51	2.661	68	1.1551
1447	51	2.661	68	1.1551
1448	51	2.9664	68	2.8785
1449	51	2.9664	68	2.8785
1450	51	2.9664	68	2.8785
1451	51	2.9664	68	2.8785
1452	51	2.9664	68	2.8785
1453	51	2.9664	68	2.8785
1454	51	2.3274	68	2.4642
1455	51	2.3274	68	2.4642
1456	51	2.3274	68	2.4642
1457	51	2.3274	68	2.4642
1458	51	2.3274	68	2.4642
1459	51	2.3274	68	2.4642
1460	50	2.2915	68	1.2481
1461	50	2.2915	68	1.2481
1462	50	2.2915	68	1.2481
1463	50	2.2915	68	1.2481
1464	50	2.2915	68	1.2481
1465	50	2.2915	68	1.2481
1466	50	2.5733	68	1.3252
1467	50	2.5733	68	1.3252
1468	50	2.5733	68	1.3252
1469	50	2.5733	68	1.3252
1470	50	2.5733	68	1.3252
1471	50	2.5733	68	1.3252
1472	50	2.3822	68	1.3252
1473	50	2.3822	68	2.786
1474	50	2.3822	68	2.786
1475	50	2.3822	68	2.786
1476	50	2.3822	68	2.786
1477	50	2.3822	68	2.786
1478	50	2.6364	68	2.786
1479	50	2.6364	68	1.2878
1480	50	2.6364	68	1.2878
1481	50	2.6364	68	1.2878
1482	50	2.6364	67	1.2991
1483	50	2.6364	67	1.2991
1484	50	2.6238	67	1.2991
1485	50	2.6238	67	2.4541
1486	50	2.6238	67	2.4541
1487	50	2.6238	67	2.4541
1488	50	2.6238	67	2.4541
1489	50	2.6238	67	2.4541
1490	50	2.6238	67	2.4541
1491	50	2.6398	67	2.2371
1492	50	2.6398	67	2.2371
1493	50	2.6398	67	2.2371
1494	50	2.6398	67	2.2371
1495	50	2.6398	67	2.2371
1496	50	2.6398	67	2.2371
1497	50	2.3345	67	1.5508
1498	50	2.3345	67	1.5508
1499	50	2.3345	67	1.5508
1500	50	2.3345	67	1.5508
1501	50	2.3345	67	1.5508
1502	48	2.3296	67	1.5508
1503	48	2.3004	67	2.4589
1504	48	2.3004	67	2.4589
1505	48	2.3004	67	2.4589
1506	48	2.3004	67	2.4589
1507	48	2.3004	67	2.4589
1508	48	2.3004	67	2.4589
1509	48	2.2248	67	1.3093
1510	48	2.2248	67	1.3093
1511	48	2.2248	67	1.3093
1512	48	2.2248	67	1.3093
1513	48	2.2248	67	1.3093
1514	48	2.2248	67	1.3093
1515	48	3.2601	67	1.2979
1516	48	3.2601	67	1.2979
1517	48	3.2601	67	1.2979
1518	48	3.2601	67	1.2979
1519	48	3.2601	67	1.2979
1520	48	3.2601	67	1.2979
1521	48	2.774	67	1.338
1522	48	2.774	67	1.338
1523	48	2.774	67	1.338
1524	48	2.774	67	1.338
1525	48	2.774	67	1.338
1526	48	2.774	67	1.338
1527	48	2.3078	67	2.5151
1528	48	2.3078	67	2.5151
1529	48	2.3078	67	2.5151
1530	48	2.3078	67	2.5151
1531	48	2.3078	67	2.5151
1532	48	2.3078	67	2.5151
1533	48	2.2958	67	1.4946
1534	48	2.2958	67	1.4946
1535	48	2.2958	67	1.4946
1536	48	2.2958	67	1.4946
1537	48	2.2958	67	1.4946
1538	48	2.2958	67	1.4946
1539	48	2.2958	67	1.317
1540	48	2.8433	65	1.3117
1541	48	2.8433	65	1.3117
1542	48	2.8433	65	1.3117
1543	48	2.8433	65	1.3117
1544	48	2.8433	65	1.3117
1545	48	2.8433	65	1.3117
1546	48	2.3771	65	2.6446
1547	47	2.3708	65	2.6446
1548	46	2.3708	65	2.6446
1549	46	2.3708	65	2.6446
1550	46	2.3708	65	2.6446
1551	46	2.3708	65	2.6446
1552	46	2.2931	65	2.5899
1553	46	2.2931	65	2.5899
1554	46	2.2931	65	2.5899
1555	46	2.2931	65	2.5899
1556	46	2.2931	65	2.5899
1557	46	2.2931	65	2.5899
1558	46	2.6426	65	1.3191
1559	46	2.6426	65	1.3191
1560	46	2.6426	65	1.3191
1561	46	2.6426	65	1.3191
1562	46	2.6426	65	1.3191
1563	46	2.6426	65	1.3191
1564	46	2.706	65	1.3267
1565	46	2.706	65	1.3267
1566	46	2.706	65	1.3267
1567	46	2.706	65	1.3267
1568	46	2.706	65	1.3267
1569	46	2.706	65	1.3267
1570	46	2.3445	65	2.4049
1571	46	2.3445	65	2.4049
1572	46	2.3445	65	2.4049
1573	46	2.3445	65	2.4049
1574	46	2.3445	65	2.4049
1575	46	2.3445	65	2.4049
1576	46	2.2971	65	1.5164
1577	46	2.2971	65	1.5164
1578	46	2.2971	65	1.5164
1579	46	2.2971	65	1.5164
1580	46	2.2971	65	1.5164
1581	46	2.2971	65	1.5164
1582	46	2.2611	65	1.3014
1583	46	2.2611	65	1.3014
1584	46	2.2611	65	1.3014
1585	46	2.2611	65	1.3014
1586	46	2.2611	65	1.3014
1587	46	2.2611	65	1.3014
1588	46	2.714	65	2.5321
1589	46	2.714	65	2.5321
1590	46	2.714	65	2.5321
1591	46	2.714	65	2.5321
1592	46	2.714	65	2.5321
1593	45	2.7017	65	2.5321
1594	45	2.7017	65	2.3194
1595	45	2.5925	64	2.3188
1596	45	2.5925	64	2.3188
1597	45	2.5925	64	2.3188
1598	45	2.5925	64	2.3188
1599	45	2.5925	64	2.3188
1600	45	2.5925	64	2.5238
1601	45	2.389	64	2.5238
1602	45	2.389	64	2.5238
1603	45	2.389	64	2.5238
1604	45	2.389	64	2.5238
1605	45	2.389	64	2.5238
1606	45	2.389	64	2.4944
1607	45	2.3105	64	2.4944
1608	45	2.3105	64	2.4944
1609	45	2.3105	64	2.4944
1610	45	2.3105	64	2.4944
1611	45	2.3105	64	2.4944
1612	45	2.3105	64	2.5674
1613	45	2.7603	64	2.5674
1614	45	2.7603	64	2.5674
1615	45	2.7603	64	2.5674
1616	45	2.7603	64	2.5674
1617	45	2.7603	64	2.5674
1618	45	2.7603	64	2.5674
1619	45	2.2861	64	1.5196
1620	45	2.2861	64	1.5196
1621	45	2.2861	64	1.5196
1622	45	2.2861	64	1.5196
1623	45	2.2861	64	1.5196
1624	45	2.2861	64	1.5196
1625	45	2.4009	64	1.2946
1626	45	2.4009	64	1.2946
1627	45	2.4009	64	1.2946
1628	45	2.4009	64	1.2946
1629	45	2.4009	64	1.2946
1630	45	2.4009	64	1.2946
1631	45	2.7188	64	2.4525
1632	45	2.7188	64	2.4525
1633	45	2.7188	64	2.4525
1634	45	2.7188	64	2.4525
1635	45	2.7188	64	2.4525
1636	43	2.7136	64	2.4525
1637	43	2.4288	64	1.5066
1638	43	2.4288	64	1.5066
1639	43	2.4288	64	1.5066
1640	43	2.4288	64	1.5066
1641	43	2.4288	64	1.5066
1642	43	2.4288	64	1.5066
1643	43	2.4288	64	1.261
1644	43	2.3976	64	1.261
1645	43	2.3976	64	1.261
1646	43	2.3976	64	1.261
1647	43	2.3976	64	1.261
1648	43	2.3976	64	1.261
1649	43	2.3976	64	1.3022
1650	43	2.2404	64	1.3022
1651	43	2.2404	64	1.3022
1652	43	2.2404	62	1.308
1653	43	2.2404	62	1.308
1654	43	2.2404	62	1.308
1655	43	2.2404	62	1.2843
1656	43	2.2602	62	1.2843
1657	43	2.2602	62	1.2843
1658	43	2.2602	62	1.2843
1659	43	2.2602	62	1.2843
1660	43	2.2602	62	1.2843
1661	43	2.2602	62	1.6582
1662	43	2.5445	62	1.6582
1663	43	2.5445	62	1.6582
1664	43	2.5445	62	1.6582
1665	43	2.5445	62	1.6531
1666	42	2.5445	62	1.6531
1667	42	2.5445	62	1.2461
1668	42	2.7369	62	1.2461
1669	42	2.7369	62	1.2461
1670	42	2.7369	62	1.2461
1671	42	2.7369	62	1.2461
1672	42	2.7369	62	1.2461
1673	42	2.7369	62	1.2532
1674	42	2.3681	62	1.2532
1675	42	2.3681	62	1.2532
1676	42	2.3681	62	1.2532
1677	42	2.3681	62	1.2532
1678	42	2.3681	62	1.2532
1679	42	2.3681	62	2.8974
1680	42	2.3193	62	2.8974
1681	42	2.3211	62	2.8974
1682	42	2.3211	62	2.8974
1683	42	2.3211	62	2.8974
1684	42	2.3211	62	2.8974
1685	42	2.3211	62	1.268
1686	42	2.6318	62	1.268
1687	42	2.6318	62	1.268
1688	42	2.6318	62	1.268
1689	42	2.6318	62	1.268
1690	42	2.6318	62	1.268
1691	42	2.6318	62	1.268
1692	42	2.3154	62	1.2603
1693	42	2.3154	62	1.2603
1694	42	2.3154	62	1.2603
1695	42	2.3154	62	1.2603
1696	42	2.3154	62	1.2603
1697	42	2.3154	62	1.2603
1698	42	2.3154	62	1.2467
1699	42	2.6965	62	1.2467
1700	42	2.6965	62	1.2467
1701	42	2.6965	62	1.2467
1702	42	2.6965	62	1.2467
1703	42	2.6965	62	1.2467
1704	42	2.6965	62	1.853
1705	42	2.6556	62	1.853
1706	42	2.6556	62	1.853
1707	42	2.6556	62	1.853
1708	42	2.6556	62	1.853
1709	42	2.6556	62	1.853
1710	42	2.6556	62	1.1535
1711	42	2.7891	60	1.1547
1712	42	2.7891	60	1.1547
1713	42	2.7891	60	1.1547
1714	42	2.7891	60	1.1547
1715	42	2.7891	60	1.1547
1716	42	2.7891	60	1.1878
1717	42	2.2428	60	1.1878
1718	42	2.2428	60	1.1878
1719	42	2.2428	60	1.1878
1720	42	2.2428	60	1.1878
1721	42	2.2428	60	1.1878
1722	42	2.2428	60	1.4883
1723	42	2.2893	60	1.4883
1724	42	2.2893	60	1.4883
1725	42	2.2893	60	1.4883
1726	40	2.2862	60	1.4883
1727	40	2.2862	60	1.4883
1728	40	2.2862	60	1.2132
1729	40	2.3055	60	1.2132
1730	40	2.3055	60	1.2132
1731	40	2.3055	60	1.2132
1732	40	2.3055	60	1.2132
1733	40	2.3055	60	1.2132
1734	40	2.3055	60	1.1707
1735	40	2.6736	60	1.1707
1736	40	2.6736	60	1.1707
1737	40	2.6736	60	1.1707
1738	40	2.6736	60	1.1707
1739	40	2.6736	60	1.1707
1740	40	2.6736	60	1.3212
1741	40	2.757	60	1.3212
1742	40	2.757	60	1.3212
1743	40	2.757	60	1.3212
1744	40	2.757	60	1.3212
1745	40	2.757	60	1.3212
1746	40	2.757	60	2.1961
1747	40	2.3861	60	2.1961
1748	40	2.3861	60	2.1961
1749	40	2.3861	60	2.1961
1750	40	2.3861	60	2.1961
1751	40	2.3861	60	2.1961
1752	40	2.3861	60	2.4293
1753	40	2.3861	60	2.4293
1754	40	2.2772	60	2.4293
1755	40	2.2772	60	2.4293
1756	40	2.2772	60	2.4293
1757	40	2.2772	60	2.4293
1758	40	2.2772	60	2.4293
1759	40	2.2772	60	2.6726
1760	40	2.6362	60	2.6726
1761	40	2.6362	60	2.6726
1762	40	2.6362	60	2.6726
1763	40	2.6362	60	2.6726
1764	40	2.6362	60	2.6726
1765	40	2.6362	60	3.0173
1766	40	2.2857	60	3.0173
1767	40	2.2857	60	3.0173
1768	40	2.2857	60	3.0173
1769	39	2.2814	59	2.9674
1770	39	2.2814	59	2.9674
1771	39	2.2814	59	1.1844
1772	39	2.3385	59	1.1844
1773	39	2.3385	59	1.1844
1774	39	2.3385	59	1.1844
1775	39	2.3385	59	1.1844
1776	39	2.3385	59	1.1844
1777	39	2.3385	59	1.1827
1778	39	2.3306	59	1.1827
1779	39	2.3306	59	1.1827
1780	39	2.3306	59	1.1827
1781	39	2.3306	59	1.1827
1782	39	2.3306	59	1.1827
1783	39	2.3306	59	2.5076
1784	39	3.0439	59	2.5135
1785	38	3.0242	59	2.5135
1786	38	3.0242	59	2.5135
1787	38	3.0242	59	2.5135
1788	38	3.0242	59	2.5135
1789	38	3.0242	59	2.4902
1790	38	2.3212	59	2.4902
1791	38	2.3212	59	2.4902
1792	38	2.3212	59	2.4902
1793	38	2.3212	59	2.4902
1794	38	2.3212	59	2.4902
1795	38	2.3212	59	1.1401
1796	38	2.2672	59	1.1401
1797	38	2.2672	59	1.1401
1798	38	2.2672	59	1.1401
1799	38	2.2672	59	1.1401
1800	38	2.2672	59	1.1401
1801	38	2.2672	59	1.6947
1802	38	2.2672	59	1.6947
1803	38	2.3071	59	1.6947
1804	38	2.3071	59	1.6947
1805	38	2.3071	59	1.6947
1806	38	2.3071	59	1.6947
1807	38	2.3071	59	2.5013
1808	38	2.3071	59	2.5013
1809	38	2.5445	59	2.5013
1810	38	2.5445	59	2.5013
1811	37	2.5514	59	2.5013
1812	37	2.5514	59	2.5013
1813	37	2.5514	59	1.225
1814	37	2.5514	59	1.225
1815	37	2.4414	59	1.225
1816	37	2.4414	59	1.225
1817	37	2.4414	59	1.225
1818	37	2.4414	59	1.225
1819	37	2.4414	59	1.1587
1820	37	2.4414	59	1.1587
1821	37	2.3433	59	1.1587
1822	37	2.3433	59	1.1587
1823	37	2.3433	59	1.1587
1824	37	2.3433	59	1.1587
1825	37	2.3433	59	1.1651
1826	37	2.3433	59	1.1651
1827	37	2.5108	59	1.1651
1828	37	2.5108	57	1.1746
1829	37	2.5108	57	1.1746
1830	37	2.5108	57	1.1746
1831	37	2.5108	57	1.1746
1832	37	2.5108	57	2.2048
1833	37	2.3049	57	2.2048
1834	37	2.3049	57	2.2048
1835	37	2.3049	57	2.2048
1836	37	2.3049	57	2.2048
1837	37	2.3049	57	2.2048
1838	37	2.3049	57	1.631
1839	37	2.306	57	1.631
1840	37	2.306	57	1.631
1841	37	2.306	57	1.631
1842	37	2.306	57	1.631
1843	37	2.306	57	1.631
1844	37	2.306	57	2.4618
1845	37	2.3111	57	2.4618
1846	37	2.3111	57	2.4618
1847	37	2.3111	57	2.4618
1848	37	2.3111	57	2.4618
1849	37	2.3111	57	2.4618
1850	37	2.3111	57	2.7974
1851	37	2.3111	57	2.7974
1852	37	2.407	57	2.7974
1853	37	2.407	57	2.7974
1854	37	2.407	57	2.7974
1855	35	2.4057	57	2.7974
1856	35	2.4057	57	1.2614
1857	35	2.4057	57	1.2614
1858	35	2.4124	57	1.2614
1859	35	2.4124	57	1.2614
1860	35	2.4124	57	1.2614
1861	35	2.4124	57	1.2614
1862	35	2.4124	57	2.4342
1863	35	2.4124	57	2.4342
1864	35	2.7754	57	2.4342
1865	35	2.7754	57	2.4342
1866	35	2.7754	57	2.4342
1867	35	2.7754	57	2.4342
1868	35	2.7754	57	2.4236
1869	35	2.7754	57	2.4236
1870	35	2.4981	57	2.4236
1871	35	2.4981	57	2.4236
1872	35	2.4981	57	2.4236
1873	35	2.4981	57	2.4236
1874	35	2.4981	57	1.8962
1875	35	2.4981	57	1.8962
1876	35	2.2924	57	1.8962
1877	35	2.2924	57	1.8962
1878	35	2.2924	57	1.8962
1879	35	2.2924	57	1.8962
1880	35	2.2924	57	2.4201
1881	35	2.2924	57	2.4201
1882	35	2.2388	57	2.4201
1883	35	2.2388	57	2.4201
1884	35	2.2388	57	2.4201
1885	35	2.2388	57	2.4201
1886	35	2.2388	57	1.2456
1887	35	2.2388	57	1.2456
1888	35	2.2732	56	1.242
1889	35	2.2732	56	1.242
1890	35	2.2732	56	1.242
1891	35	2.2732	56	1.242
1892	35	2.2732	56	1.1993
1893	35	2.2732	56	1.1993
1894	35	2.3008	56	1.1993
1895	35	2.3008	56	1.1993
1896	34	2.299	56	1.1993
1897	34	2.299	56	1.1993
1898	34	2.299	56	2.6057
1899	34	2.299	56	2.6057
1900	34	2.3187	56	2.6057
1901	34	2.3187	56	2.6057
1902	34	2.3187	56	2.5771
1903	34	2.3187	56	2.5771
1904	34	2.3181	56	2.5771
1905	34	2.3181	56	1.9453
1906	34	2.3181	56	1.9453
1907	34	2.7381	56	1.9453
1908	34	2.7381	56	1.9453
1909	34	2.7381	56	1.9453
1910	34	2.7381	56	1.9453
1911	34	2.7381	56	1.402
1912	34	2.7381	56	1.402
1913	34	2.425	56	1.402
1914	34	2.425	56	1.402
1915	34	2.425	56	1.402
1916	34	2.425	56	1.402
1917	34	2.425	56	1.2203
1918	34	2.425	56	1.2203
1919	34	2.3062	56	1.2203
1920	34	2.3062	56	1.2203
1921	34	2.3062	56	1.2203
1922	34	2.3062	56	1.2203
1923	34	2.3062	56	2.4169
1924	34	2.3062	56	2.4169
1925	34	2.2899	56	2.4169
1926	34	2.2899	56	2.4169
1927	34	2.2899	56	2.4169
1928	34	2.2899	56	2.4169
1929	34	2.2899	56	1.1948
1930	34	2.2899	56	1.1948
1931	34	2.3558	56	1.1948
1932	34	2.3558	56	1.1948
1933	34	2.3558	56	1.1948
1934	34	2.3558	56	1.1948
1935	34	2.3558	56	1.207
1936	34	2.3558	56	1.207
1937	34	2.295	56	1.207
1938	34	2.295	56	1.207
1939	32	2.2925	56	1.207
1940	32	2.2925	56	1.207
1941	32	2.2925	56	2.8236
1942	32	2.2925	56	2.8236
1943	32	2.347	56	2.8236
1944	32	2.347	56	2.8236
1945	32	2.347	56	2.8236
1946	32	2.347	56	2.8236
1947	32	2.347	56	1.5258
1948	32	2.347	56	1.5258
1949	32	2.6271	54	1.5354
1950	32	2.6271	54	1.5354
1951	32	2.6271	54	1.5354
1952	32	2.6271	54	1.5354
1953	32	2.6271	54	2.4112
1954	32	2.6271	54	2.4112
1955	32	2.6271	54	2.4112
1956	32	2.761	54	2.4112
1957	32	2.761	54	2.4112
1958	32	2.761	54	2.4112
1959	32	2.761	54	2.5469
1960	32	2.761	54	2.5469
1961	32	2.761	54	2.5469
1962	32	2.2919	54	2.5469
1963	32	2.2919	54	2.5469
1964	32	2.2919	54	2.5469
1965	32	2.2919	54	1.3258
1966	32	2.2919	54	1.3258
1967	32	2.2919	54	1.3258
1968	32	2.6209	54	1.3258
1969	32	2.6209	54	1.3258
1970	32	2.6209	54	1.3258
1971	32	2.6209	54	2.3786
1972	32	2.6209	54	2.3786
1973	32	2.6209	54	2.3786
1974	32	2.2762	54	2.3786
1975	32	2.2762	54	2.3786
1976	32	2.2762	54	2.3786
1977	32	2.2762	54	2.3786
1978	32	2.2762	54	1.2263
1979	32	2.2762	54	1.2263
1980	31	2.3524	54	1.2263
1981	31	2.3524	54	1.2263
1982	31	2.3524	54	1.2263
1983	31	2.3524	54	1.2263
1984	31	2.3524	54	1.4202
1985	31	2.3524	54	1.4202
1986	31	2.4732	54	1.4202
1987	31	2.4732	54	1.4202
1988	31	2.4732	54	1.4202
1989	31	2.4732	54	1.4202
1990	31	2.4732	54	1.1634
1991	31	2.4732	54	1.1634
1992	31	2.6204	54	1.1634
1993	31	2.6204	54	1.1634
1994	31	2.6204	54	1.1634
1995	31	2.6204	54	1.1634
1996	31	2.6204	54	1.1593
1997	31	2.6204	54	1.1593
1998	31	2.2495	54	1.1593
1999	31	2.2495	54	1.1593
2000	31	2.2495	54	1.1593
2001	31	2.2495	54	1.1593
2002	31	2.2495	54	2.5224
2003	31	2.2495	54	2.5224
2004	31	2.2495	54	2.5224
2005	31	2.3827	54	2.5224
2006	31	2.3827	54	2.5224
2007	31	2.3827	54	2.5224
2008	31	2.3827	54	1.6915
