task	r0_energy	r0_config	r0_reward	r0_rate	r0_avgrate	r0_rollrate	r1_energy	r1_config	r1_reward	r1_rate	r1_avgrate	r1_rollrate	r2_energy	r2_config	r2_reward	r2_rate	r2_avgrate	r2_rollrate	r3_energy	r3_config	r3_reward	r3_rate	r3_avgrate	r3_rollrate	c0	c1	c2	c3	c4	c5	c6	c7	c8	c9	c10	c11	c12	c13	c14	c15	c16	c17	c18	c19
10	15.422044688563574	10	513.144676566533	35.422044688563574	16.71027440650854	15.587221282919353	6.313515031694807	10	657.421473160296	13.686484968305193	21.4085690038631	15.818836461912213	8.93507943391642	10	597.542725815304	11.06492056608358	19.45865050144816	15.795570075184369	2.2878502449432823	10	429.674566542696	17.712149755056718	13.992116142502988	16.380346666448272	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
11	7.49012138077015	11	548.068087711883	12.50987861922985	16.360241424235316	16.23889112994523	6.968071851056719	11	693.802272576096	13.031928148943281	20.71051559928645	16.261753213715714	7.083465320508301	11	633.601385128885	12.916534679491699	18.913474182951788	16.138956896193598	8.640608415164179	11	461.386201383696	11.359391584835821	13.772722429364059	15.601585548121182	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
12	8.673741633665673	12	579.687225651233	11.326258366334327	15.97301195824293	15.339551084940286	15.056239477399401	12	791.667607783836	35.0562394773994	21.814032820679753	17.408583085424347	1.349279813484415	12	693.201457941529	21.349279813484415	19.100843846838913	16.001306597916432	2.1927115442569587	12	511.098214989312	17.80728845574304	14.083073662162443	16.413386946660218	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
13	3.2212878612663864	13	626.527797038531	16.778712138733614	16.03056197113512	16.984766103925217	3.793693023096832	13	836.910214761024	16.206306976903168	21.413480974695712	16.834181826109862	22.506113198164186	13	811.864357286404	42.506113198164186	20.772648800505007	19.833805284003297	2.504968177937439	13	573.924584486054	22.50496817793744	14.68463755614637	20.781109286902712	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0
14	8.666181009705074	14	658.168041719771	11.333818990294926	15.717445772412443	20.622837717983035	5.8012429259295555	14	876.548411592804	14.198757074070445	20.932499381320692	20.906774266906496	21.572658931306975	14	927.921363469636	41.572658931306975	22.15931614255847	23.93141432340376	0.9208259668021483	14	632.3285569767099	20.92082596680215	15.100383450190089	22.517872972344033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
15	5.790040518571104	15	697.83751193876	14.209959481428896	15.623227879225972	21.80394093913849	0.5649816328453738	15	930.8045045344439	19.435018367154626	20.838906817935314	21.96671393027964	1.2500890242943292	15	980.264864943481	18.74991097570567	21.946228319630173	22.163833813976847	3.7952869885545084	15	677.5667141336619	16.20471301144549	15.169404047768552	22.163674417431075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0
16	9.358484689232476	16	779.796615029534	29.358484689232476	16.43118416216753	20.84891156653791	0.7600356070915808	16	984.51607179798	19.23996439290842	20.744851381169024	20.52241118803501	0.06326630385193965	16	1036.274816708401	20.06326630385194	21.835465848113806	21.39535591939071	6.460992458982208	16	715.3631101856699	13.539007541017792	15.07349837090086	21.329380966085445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0
17	4.975664590615283	17	821.739551380733	15.024335409384717	16.35302589812404	18.674548613893215	14.396533821479153	17	1080.539728716276	34.39653382147915	21.50327818340848	20.022119399360918	1.0938568544368934	17	1089.054466323098	18.906143145563107	21.672725697972098	20.49173776577434	7.239863688026626	17	750.985157389929	12.760136311973374	14.944978256516	19.824249560256213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
18	0.3525981931204818	18	876.588548091605	19.647401806879518	16.526414103848015	19.9139986433736	1.6931914648840554	18	1131.6462358768079	18.306808535115945	21.3350429387615	20.124208195740643	19.312435757512354	18	1198.80168281282	39.312435757512354	22.60113149057948	21.11960330256863	12.532303853491584	18	841.804505647593	32.532303853491584	15.870626972146296	22.44883724862695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
19	19.120184538876416	19	985.7990632626351	39.120184538876416	17.656102625599434	24.354529072129395	8.245519244662447	19	1210.498310434824	28.245519244662447	21.68056675405655	25.82518024249386	20.420598772411928	19	1311.6425210524699	40.42059877241193	23.492104854671105	28.364806578796582	8.51356412523678	19	921.4048721638791	28.51356412523678	16.50277382980082	27.776509609172347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
20	0.09038794029755337	2	1041.380063595971	19.909612059702447	17.763412598651957	27.87685650058628	6.854124588633791	14	1247.197212624888	13.145875411366209	21.274152880595103	27.915430410525556	12.79482763237278	19	1403.194748192844	32.79482763237278	23.93509165360928	29.230172993074895	1.8409080196933694	8	972.0990039422351	18.15909198030663	16.58164612268205	29.21540133759396	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1
21	5.585868057785785	10	1112.807278590623	25.585868057785785	18.118978755885312	27.8427445676213	5.653381012883582	15	1287.248190630588	14.346618987116418	20.959264976346073	26.024176080983786	7.061459887179701	0	1439.3148393411338	12.938540112820299	23.435248401755235	23.40601163837817	4.661673921623404	3	1014.9184975777031	15.338326078376596	16.52513157521362	22.115292321749585	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
22	7.327337258466388	12	1148.1851287440709	12.672662741533612	17.882182407435238	19.340498718661753	5.74256458106985	5	1327.0501978417678	14.25743541893015	20.667881082545378	17.91488584803109	6.555719338735999	5	1476.8467895204958	13.444280661264001	23.000858499994745	17.268352708187244	8.787174231884894	12	1046.220969513691	11.212825768115106	16.294161757513685	17.075047743862136	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0
23	3.944191971665667	17	1193.0075928231709	16.055808028334333	17.806083474972702	15.401145783458293	5.200322689537911	8	1368.3659636668078	14.799677310462089	20.423372592041908	15.065204316473842	5.409269426661968	16	1517.5792457043979	14.590730573338032	22.650436503050717	13.965690568029066	8.609828409700777	14	1078.018531869943	11.390171590299223	16.08982883387975	13.670045828347344	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	1	0	0
24	8.577358949994029	0	1224.895799087771	11.422641050005971	17.550745777974033	13.518455922065911	6.0190198341540295	17	1407.3961999631279	13.98098016584597	20.165676894994068	13.382721330812851	6.173264279512955	9	1556.1788829240909	13.826735720487045	22.29748847174817	13.498128628708193	8.75685548219224	10	1109.405643648823	11.24314451780776	15.89596146123687	13.196699538595954	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0
25	8.187554129576124	14	1303.5860543661709	28.187554129576124	17.95985379149719	14.671026885427164	6.9505483806925366	1	1443.8259190670278	13.049451619307463	19.89197592285228	14.8546894705464	6.127510497030208	17	1594.906249453215	13.872489502969792	21.973450049872078	14.63635761800995	8.288676576347697	13	1188.3781990911268	28.288676576347697	16.372604350279595	15.985257544598511	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0
26	3.491528309958209	12	1349.6722045008707	16.50847169004179	17.906098898850694	16.177031656268884	6.957595380950444	16	1480.2359652952077	13.042404619049556	19.63828809678551	16.342254959143922	5.5652766620895555	15	1635.2031854382149	14.434723337910444	21.694237949429052	16.643463187934366	5.459391130773614	15	1228.970732184384	14.540608869226386	16.304752665796144	16.699426058272405	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	1	0	0	0
